Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
17:06,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
17:06,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",2
17:06,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
16:21,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
16:21,"GOOD FT by SMITH,RJ",37,,39 (+2),,CENTRE 37-39 (-2),,"GOOD FT by SMITH,RJ",2
16:21,"GOOD FT by SMITH,RJ",38,,39 (+1),,CENTRE 38-39 (-1),,"GOOD FT by SMITH,RJ",2
16:21,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
16:21,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
16:21,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
16:21,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
16:08,,38,,42 (+4),"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 38-42 (-4),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
16:08,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
16:08,,38,,44 (+6),"GOOD LAYUP by II,CRAIG COLLIER(fastbreak)(in the paint)",HENDRIX 38-44 (-6),,"GOOD LAYUP by II,CRAIG COLLIER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
15:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:34,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
15:34,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
15:34,,38,,46 (+8),"GOOD JUMPER by II,CRAIG COLLIER(in the paint)",HENDRIX 38-46 (-8),,"GOOD JUMPER by II,CRAIG COLLIER(in the paint)",2
15:34,"MISS LAYUP by WILLIAMS,JALEN",,,,,,,"MISS LAYUP by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
15:34,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
15:34,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
15:34,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
15:34,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
15:34,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
15:34,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
14:47,,,,,"MISS LAYUP by II,CRAIG COLLIER",,,"MISS LAYUP by II,CRAIG COLLIER",2
14:47,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:47,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
14:47,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
14:47,,,,,"STEAL  by II,CRAIG COLLIER",,,"STEAL  by II,CRAIG COLLIER",2
14:47,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
14:47,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
14:06,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
14:06,,38,,48 (+10),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 38-48 (-10),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
13:51,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
13:51,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",40,,48 (+8),,CENTRE 40-48 (-8),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
13:51,,40,,51 (+11),"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 40-51 (-11),,"GOOD 3PTR by II,CRAIG COLLIER",2
13:51,"MISS JUMPER by RING,NOAH",,,,,,,"MISS JUMPER by RING,NOAH",2
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",2
13:51,"GOOD 3PTR by CRUMP,DAWSON",43,,51 (+8),,CENTRE 43-51 (-8),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
12:44,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
12:44,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:44,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
12:44,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",2
12:44,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:44,,,,,"MISS JUMPER by II,CRAIG COLLIER",,,"MISS JUMPER by II,CRAIG COLLIER",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
12:44,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
12:44,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
12:44,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
12:44,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
11:57,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
11:57,FOUL  by TEAM,,,,,,,FOUL  by TEAM,2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,,43,,52 (+9),"GOOD FT by STANLEY,SETH",HENDRIX 43-52 (-9),,"GOOD FT by STANLEY,SETH",2
11:57,,43,,53 (+10),"GOOD FT by STANLEY,SETH",HENDRIX 43-53 (-10),,"GOOD FT by STANLEY,SETH",2
11:57,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
11:57,"GOOD 3PTR by CRUMP,DAWSON",46,,53 (+7),,CENTRE 46-53 (-7),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
11:57,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
11:57,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
11:13,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
11:02,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",2
11:02,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
11:02,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
11:02,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
11:02,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
11:02,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
11:02,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
11:02,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
11:02,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",2
10:09,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:09,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
10:09,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
10:09,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:09,"GOOD FT by SMITH,RJ",47,,53 (+6),,CENTRE 47-53 (-6),,"GOOD FT by SMITH,RJ",2
10:09,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
10:09,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
09:30,,47,,55 (+8),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 47-55 (-8),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
09:30,"GOOD LAYUP by WILSON,DREW(in the paint)",49,,55 (+6),,CENTRE 49-55 (-6),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
09:00,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,,,,,"REBOUND OFF by STANLEY,SETH",,,"REBOUND OFF by STANLEY,SETH",2
09:00,,49,,57 (+8),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 49-57 (-8),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
08:38,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
08:38,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:38,"GOOD FT by GERALD,DUSTIN",50,,57 (+7),,CENTRE 50-57 (-7),,"GOOD FT by GERALD,DUSTIN",2
08:38,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
08:38,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
08:25,,50,,59 (+9),"GOOD JUMPER by COMAN,SEAN",HENDRIX 50-59 (-9),,"GOOD JUMPER by COMAN,SEAN",2
08:25,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
08:25,,50,,60 (+10),"GOOD FT by COMAN,SEAN",HENDRIX 50-60 (-10),,"GOOD FT by COMAN,SEAN",2
08:25,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
08:25,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
08:15,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",52,,60 (+8),,CENTRE 52-60 (-8),,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",2
07:54,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:54,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
07:54,"MISS LAYUP by CRUMP,DAWSON",,,,,,,"MISS LAYUP by CRUMP,DAWSON",2
07:54,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND DEF by JOHNSON,DAMECKO",,,"REBOUND DEF by JOHNSON,DAMECKO",2
07:54,,,,,"MISS LAYUP by JOHNSON,DAMECKO",,,"MISS LAYUP by JOHNSON,DAMECKO",2
07:54,"BLOCK  by WILLIAMS,JALEN",,,,,,,"BLOCK  by WILLIAMS,JALEN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
07:31,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
07:31,,52,,63 (+11),"GOOD 3PTR by STANLEY,SETH",HENDRIX 52-63 (-11),,"GOOD 3PTR by STANLEY,SETH",2
07:31,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
07:31,,52,,66 (+14),"GOOD 3PTR by JOHNSON,DAMECKO",HENDRIX 52-66 (-14),,"GOOD 3PTR by JOHNSON,DAMECKO",2
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",2
06:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:41,"GOOD 3PTR by GERALD,DUSTIN",55,,66 (+11),,CENTRE 55-66 (-11),,"GOOD 3PTR by GERALD,DUSTIN",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
06:41,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
06:41,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
06:21,,55,,68 (+13),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 55-68 (-13),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
06:21,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
06:21,,55,,69 (+14),"GOOD FT by FITCH,CARL",HENDRIX 55-69 (-14),,"GOOD FT by FITCH,CARL",2
06:00,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
06:00,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
06:00,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
06:00,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
05:54,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
05:54,"STEAL  by SMITH,RJ",,,,,,,"STEAL  by SMITH,RJ",2
05:54,"GOOD DUNK by SMITH,RJ(fastbreak)(in the paint)",57,,69 (+12),,CENTRE 57-69 (-12),,"GOOD DUNK by SMITH,RJ(fastbreak)(in the paint)",2
05:44,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
05:44,,57,,70 (+13),"GOOD FT by COMAN,SEAN",HENDRIX 57-70 (-13),,"GOOD FT by COMAN,SEAN",2
05:44,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
05:44,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
05:44,"MISS FT by WILLIAMS,JALEN",,,,,,,"MISS FT by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
05:44,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
05:44,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
05:05,,57,,72 (+15),"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 57-72 (-15),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
05:05,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
05:05,,57,,73 (+16),"GOOD FT by COMAN,SEAN",HENDRIX 57-73 (-16),,"GOOD FT by COMAN,SEAN",2
04:49,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
04:49,"GOOD FT by WILLIAMS,JALEN",58,,73 (+15),,CENTRE 58-73 (-15),,"GOOD FT by WILLIAMS,JALEN",2
04:49,"GOOD FT by WILLIAMS,JALEN",59,,73 (+14),,CENTRE 59-73 (-14),,"GOOD FT by WILLIAMS,JALEN",2
04:49,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",2
04:49,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
04:33,,59,,75 (+16),"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",HENDRIX 59-75 (-16),,"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",2
04:23,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
04:23,"GOOD FT by SMITH,RJ",60,,75 (+15),,CENTRE 60-75 (-15),,"GOOD FT by SMITH,RJ",2
04:23,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",2
04:23,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",62,,75 (+13),,CENTRE 62-75 (-13),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
04:23,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
04:23,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
03:52,,,,,"TURNOVER  by II,CRAIG COLLIER",,,"TURNOVER  by II,CRAIG COLLIER",2
03:52,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",2
03:52,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
03:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:37,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
03:37,,62,,76 (+14),"GOOD FT by II,CRAIG COLLIER",HENDRIX 62-76 (-14),,"GOOD FT by II,CRAIG COLLIER",2
03:37,,62,,77 (+15),"GOOD FT by II,CRAIG COLLIER",HENDRIX 62-77 (-15),,"GOOD FT by II,CRAIG COLLIER",2
03:25,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",2
03:25,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:25,"GOOD FT by CRUMP,DAWSON",63,,77 (+14),,CENTRE 63-77 (-14),,"GOOD FT by CRUMP,DAWSON",2
03:25,"SUB IN by WELLS,GAGE",,,,,,,"SUB IN by WELLS,GAGE",2
03:25,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
03:08,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
03:08,,63,,78 (+15),"GOOD FT by II,CRAIG COLLIER",HENDRIX 63-78 (-15),,"GOOD FT by II,CRAIG COLLIER",2
03:08,,63,,79 (+16),"GOOD FT by II,CRAIG COLLIER",HENDRIX 63-79 (-16),,"GOOD FT by II,CRAIG COLLIER",2
03:08,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND OFF by CRUMP,DAWSON",,,,,,,"REBOUND OFF by CRUMP,DAWSON",2
03:08,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",65,,79 (+14),,CENTRE 65-79 (-14),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
03:08,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
03:08,"SUB OUT by WELLS,GAGE",,,,,,,"SUB OUT by WELLS,GAGE",2
02:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:35,,65,,81 (+16),"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",HENDRIX 65-81 (-16),,"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",2
02:35,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
02:35,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
01:50,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",2
01:50,"GOOD FT by CRUMP,DAWSON(fastbreak)",66,,81 (+15),,CENTRE 66-81 (-15),,"GOOD FT by CRUMP,DAWSON(fastbreak)",2
01:50,"GOOD FT by CRUMP,DAWSON(fastbreak)",67,,81 (+14),,CENTRE 67-81 (-14),,"GOOD FT by CRUMP,DAWSON(fastbreak)",2
01:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:50,"SUB IN by BRITT,WILL",,,,,,,"SUB IN by BRITT,WILL",2
01:50,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
01:50,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
01:50,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
01:48,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
01:48,,67,,82 (+15),"GOOD FT by COMAN,SEAN(fastbreak)",HENDRIX 67-82 (-15),,"GOOD FT by COMAN,SEAN(fastbreak)",2
01:48,,67,,83 (+16),"GOOD FT by COMAN,SEAN(fastbreak)",HENDRIX 67-83 (-16),,"GOOD FT by COMAN,SEAN(fastbreak)",2
01:48,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
01:48,"GOOD FT by SMITH,RJ",68,,83 (+15),,CENTRE 68-83 (-15),,"GOOD FT by SMITH,RJ",2
01:48,"GOOD FT by SMITH,RJ",69,,83 (+14),,CENTRE 69-83 (-14),,"GOOD FT by SMITH,RJ",2
01:48,"GOOD FT by SMITH,RJ",70,,83 (+13),,CENTRE 70-83 (-13),,"GOOD FT by SMITH,RJ",2
01:48,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
01:48,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
01:34,,70,,85 (+15),"GOOD LAYUP by DEITHLOFF,TYLER(fastbreak)(in the paint)",HENDRIX 70-85 (-15),,"GOOD LAYUP by DEITHLOFF,TYLER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by II,CRAIG COLLIER",,,"ASSIST  by II,CRAIG COLLIER",2
01:34,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by II,CRAIG COLLIER",,,"REBOUND DEF by II,CRAIG COLLIER",2
01:14,"FOUL  by BRITT,WILL",,,,,,,"FOUL  by BRITT,WILL",2
01:14,,70,,86 (+16),"GOOD FT by II,CRAIG COLLIER",HENDRIX 70-86 (-16),,"GOOD FT by II,CRAIG COLLIER",2
01:14,,70,,87 (+17),"GOOD FT by II,CRAIG COLLIER",HENDRIX 70-87 (-17),,"GOOD FT by II,CRAIG COLLIER",2
01:14,"MISS LAYUP by SMITH,RJ",,,,,,,"MISS LAYUP by SMITH,RJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
01:14,"SUB IN by BLAIR,ANDY",,,,,,,"SUB IN by BLAIR,ANDY",2
01:14,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
01:03,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
01:03,,70,,88 (+18),"GOOD FT by STANLEY,SETH",HENDRIX 70-88 (-18),,"GOOD FT by STANLEY,SETH",2
01:03,,70,,89 (+19),"GOOD FT by STANLEY,SETH",HENDRIX 70-89 (-19),,"GOOD FT by STANLEY,SETH",2
01:03,"MISS 3PTR by BLAIR,ANDY",,,,,,,"MISS 3PTR by BLAIR,ANDY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:03,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
01:03,"SUB IN by STEELE,CHANDLER",,,,,,,"SUB IN by STEELE,CHANDLER",2
01:03,"SUB IN by THOMAS,SETH",,,,,,,"SUB IN by THOMAS,SETH",2
01:03,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
01:03,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
01:03,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
01:03,,,,,"SUB IN by MAXWELL,PEYTON",,,"SUB IN by MAXWELL,PEYTON",2
01:03,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
00:37,"GOOD 3PTR by BRITT,WILL",73,,89 (+16),,CENTRE 73-89 (-16),,"GOOD 3PTR by BRITT,WILL",2
00:37,,,,,"MISS JUMPER by MAXWELL,PEYTON",,,"MISS JUMPER by MAXWELL,PEYTON",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
00:37,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
00:37,"SUB OUT by BRITT,WILL",,,,,,,"SUB OUT by BRITT,WILL",2
00:37,,,,,"SUB IN by AVILA,JACOB",,,"SUB IN by AVILA,JACOB",2
00:37,,,,,"SUB IN by SYKES,KYALAN",,,"SUB IN by SYKES,KYALAN",2
00:37,,,,,"SUB IN by LONGS,RODERICK",,,"SUB IN by LONGS,RODERICK",2
00:37,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",2
00:37,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",2
