,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,19:38,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1,three pointer,missed,centre,"ayers,perry",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1178.0,centre,1,0,0.0,1
1,1,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",1,offensive rebound,,centre,"rakes,bailey",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",,centre,1,0,0.0,0
2,2,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,19:23,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",1,layup,missed,centre,"ayers,perry",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1163.0,centre,1,0,0.0,0
3,3,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1,defensive rebound,,oglethorpe,"foster,lane",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",,centre,1,0,0.0,0
4,4,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,19:16,"GOOD LAYUP by PERRY,WILL(in the paint)",2.0,,0.0,,OUM 2-0 (-2),,"GOOD LAYUP by PERRY,WILL(in the paint)",1,layup,good,oglethorpe,"perry,will",2.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1156.0,oglethorpe,2,0,0.0,1
5,5,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:52,,2.0,,2.0,"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 2-2 (0),,"GOOD LAYUP by WALKER,ART(in the paint)",1,layup,good,centre,"walker,art",2.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1132.0,oglethorpe,2,0,0.0,0
6,6,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:36,"MISS 3PTR by SMITH,CONNOR",2.0,,2.0,,,,"MISS 3PTR by SMITH,CONNOR",1,three pointer,missed,oglethorpe,"smith,connor",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1116.0,oglethorpe,2,0,0.0,0
7,7,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,--,,2.0,,2.0,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1,defensive rebound,,centre,"sine,tucker",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",,oglethorpe,2,0,0.0,0
8,8,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:28,,2.0,,2.0,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",1,layup,missed,centre,"walker,art",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1108.0,centre,3,0,0.0,1
9,9,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:28,"BLOCK  by SMITH,CONNOR",2.0,,2.0,,,,"BLOCK  by SMITH,CONNOR",1,block,,oglethorpe,"smith,connor",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1108.0,centre,3,0,0.0,0
10,10,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,--,REBOUND DEF by TEAM,2.0,,2.0,,,,REBOUND DEF by TEAM,1,defensive rebound,,oglethorpe,,,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",,centre,3,0,0.0,0
11,11,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:08,"GOOD LAYUP by PERRY,WILL(in the paint)",4.0,,2.0,,OUM 4-2 (-2),,"GOOD LAYUP by PERRY,WILL(in the paint)",1,layup,good,oglethorpe,"perry,will",2.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1088.0,centre,3,0,0.0,0
12,12,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:07,,4.0,,2.0,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",1,foul,,centre,"ayers,perry",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1087.0,centre,3,0,0.0,0
13,13,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:07,"GOOD FT by PERRY,WILL",5.0,,2.0,,OUM 5-2 (-3),,"GOOD FT by PERRY,WILL",1,free throw,good,oglethorpe,"perry,will",1.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1087.0,oglethorpe,4,0,0.0,1
14,14,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,18:00,,5.0,,5.0,"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 5-5 (0),,"GOOD 3PTR by RAKES,BAILEY",1,three pointer,good,centre,"rakes,bailey",3.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1080.0,oglethorpe,4,0,0.0,0
15,15,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,17:41,"GOOD 3PTR by HUGHES,JUSTIN",8.0,,5.0,,OUM 8-5 (-3),,"GOOD 3PTR by HUGHES,JUSTIN",1,three pointer,good,oglethorpe,"hughes,justin",3.0,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",1061.0,oglethorpe,4,0,0.0,0
16,16,884,Centre,Oglethorpe,1,67-70,"36,34","32,35",16-7 (11-2 SAA,14-10 (8-5 SAA,,,02/11/18,3:10 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,483,False,--,"ASSIST  by KOCH,WILL",8.0,,5.0,,,,"ASSIST  by KOCH,WILL",1,assist,,oglethorpe,"koch,will",,"['perry,will', 'hughes,justin', 'koch,will', 'foster,lane', 'smith,connor']","['sine,tucker', 'ayers,perry', 'walker,art', 'rakes,bailey', 'spitzer,jakob']",,oglethorpe,4,0,0.0,0
