Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
17:33,"TURNOVER  by KIRKENDOLL,TRAVION",,,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",1
17:33,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",1
17:33,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
17:18,,3,,6 (+3),"GOOD 3PTR by GARRETT,TRAVIS",HENDRIX 3-6 (+3),,"GOOD 3PTR by GARRETT,TRAVIS",1
--,,,,,"ASSIST  by LITTLEFIELD,GEAREN",,,"ASSIST  by LITTLEFIELD,GEAREN",1
16:59,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",1
16:58,,,,,"STEAL  by STEELE,AARON",,,"STEAL  by STEELE,AARON",1
16:56,,3,,8 (+5),"GOOD JUMPER by STEELE,AARON(fastbreak)(in the paint)",HENDRIX 3-8 (+5),,"GOOD JUMPER by STEELE,AARON(fastbreak)(in the paint)",1
16:36,"MISS LAYUP by MATTHEWS,TREYLAN",,,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
16:24,,,,,"MISS LAYUP by STEELE,AARON",,,"MISS LAYUP by STEELE,AARON",1
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",1
16:19,"MISS JUMPER by SAPP,JAMES",,,,,,,"MISS JUMPER by SAPP,JAMES",1
16:19,,,,,"BLOCK  by CRISWELL,SEAN",,,"BLOCK  by CRISWELL,SEAN",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
15:55,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",1
15:55,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
15:55,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",1
15:55,"SUB IN by TARANTOLO,MITCHELL",,,,,,,"SUB IN by TARANTOLO,MITCHELL",1
15:55,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",1
15:55,"SUB OUT by BEHARA,WYATT",,,,,,,"SUB OUT by BEHARA,WYATT",1
15:55,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
15:55,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
15:30,"MISS JUMPER by WEAVER,DYLLON",,,,,,,"MISS JUMPER by WEAVER,DYLLON",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
15:08,,,,,"MISS 3PTR by CRISWELL,SEAN",,,"MISS 3PTR by CRISWELL,SEAN",1
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",1
15:04,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",1
15:02,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",1
15:02,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
15:02,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
15:02,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
14:38,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",1
14:38,"BLOCK  by TARANTOLO,MITCHELL",,,,,,,"BLOCK  by TARANTOLO,MITCHELL",1
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",1
14:28,"MISS JUMPER by KIRKENDOLL,TRAVION",,,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",1
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",1
14:19,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",1
14:19,"SUB IN by GRAY,JERICHO",,,,,,,"SUB IN by GRAY,JERICHO",1
14:19,"SUB IN by BOYD,KJ",,,,,,,"SUB IN by BOYD,KJ",1
14:19,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",1
14:19,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",1
14:17,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
14:17,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
14:13,"GOOD JUMPER by HARRIS,CEDRIC(in the paint)",5,,8 (+3),,CENTMB 5-8 (+3),,"GOOD JUMPER by HARRIS,CEDRIC(in the paint)",1
--,"ASSIST  by TARANTOLO,MITCHELL",,,,,,,"ASSIST  by TARANTOLO,MITCHELL",1
13:58,,5,,10 (+5),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HENDRIX 5-10 (+5),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
13:41,"TURNOVER  by TARANTOLO,MITCHELL",,,,,,,"TURNOVER  by TARANTOLO,MITCHELL",1
13:41,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",1
13:41,"SUB OUT by TARANTOLO,MITCHELL",,,,,,,"SUB OUT by TARANTOLO,MITCHELL",1
13:22,,,,,"MISS JUMPER by PARKER,BRYCE",,,"MISS JUMPER by PARKER,BRYCE",1
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",1
13:22,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",1
13:16,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",1
13:16,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
13:16,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",1
13:05,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,"REBOUND OFF by SAPP,JAMES",,,,,,,"REBOUND OFF by SAPP,JAMES",1
12:56,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",1
12:35,,5,,13 (+8),"GOOD 3PTR by LINK,JACOB",HENDRIX 5-13 (+8),,"GOOD 3PTR by LINK,JACOB",1
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",1
12:20,"TURNOVER  by HARRIS,CEDRIC",,,,,,,"TURNOVER  by HARRIS,CEDRIC",1
12:18,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",1
12:13,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
12:13,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
12:13,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",1
12:13,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",1
12:09,"MISS 3PTR by SAPP,JAMES",,,,,,,"MISS 3PTR by SAPP,JAMES",1
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",1
11:58,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
11:57,"STEAL  by SAPP,JAMES",,,,,,,"STEAL  by SAPP,JAMES",1
11:55,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",7,,13 (+6),,CENTMB 7-13 (+6),,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",1
11:33,,7,,15 (+8),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HENDRIX 7-15 (+8),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
11:29,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
11:22,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
11:22,"SUB IN by TARANTOLO,MITCHELL",,,,,,,"SUB IN by TARANTOLO,MITCHELL",1
11:22,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",1
11:11,"MISS JUMPER by TARANTOLO,MITCHELL",,,,,,,"MISS JUMPER by TARANTOLO,MITCHELL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:09,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",1
11:09,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
11:09,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
11:09,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
11:09,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",1
10:57,"FOUL  by BOYD,KJ",,,,,,,"FOUL  by BOYD,KJ",1
10:57,,7,,16 (+9),"GOOD FT by SMITH,PRESTON",HENDRIX 7-16 (+9),,"GOOD FT by SMITH,PRESTON",1
10:57,,7,,17 (+10),"GOOD FT by SMITH,PRESTON",HENDRIX 7-17 (+10),,"GOOD FT by SMITH,PRESTON",1
10:42,"MISS 3PTR by BOYD,KJ",,,,,,,"MISS 3PTR by BOYD,KJ",1
--,"REBOUND OFF by SAPP,JAMES",,,,,,,"REBOUND OFF by SAPP,JAMES",1
10:37,"GOOD LAYUP by SAPP,JAMES(in the paint)",9,,17 (+8),,CENTMB 9-17 (+8),,"GOOD LAYUP by SAPP,JAMES(in the paint)",1
10:25,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:25,"FOUL  by GRAY,JERICHO",,,,,,,"FOUL  by GRAY,JERICHO",1
10:18,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",1
10:18,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
10:18,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",1
10:18,"SUB IN by BEHARA,WYATT",,,,,,,"SUB IN by BEHARA,WYATT",1
10:18,"SUB OUT by GRAY,JERICHO",,,,,,,"SUB OUT by GRAY,JERICHO",1
10:18,"SUB OUT by TARANTOLO,MITCHELL",,,,,,,"SUB OUT by TARANTOLO,MITCHELL",1
10:18,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
10:18,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
10:18,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
10:18,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",1
10:09,"TURNOVER  by BOYD,KJ",,,,,,,"TURNOVER  by BOYD,KJ",1
10:09,"FOUL  by BOYD,KJ",,,,,,,"FOUL  by BOYD,KJ",1
10:09,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",1
10:09,"SUB OUT by BOYD,KJ",,,,,,,"SUB OUT by BOYD,KJ",1
09:41,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
09:31,"TURNOVER  by KIRKENDOLL,TRAVION",,,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",1
09:29,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",1
09:19,,9,,19 (+10),"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",HENDRIX 9-19 (+10),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",1
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",1
08:55,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",1
08:55,"FOUL  by WEAVER,DYLLON",,,,,,,"FOUL  by WEAVER,DYLLON",1
08:36,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
08:34,,9,,21 (+12),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 9-21 (+12),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
08:18,"MISS JUMPER by MATTHEWS,TREYLAN",,,,,,,"MISS JUMPER by MATTHEWS,TREYLAN",1
--,"REBOUND OFF by BEHARA,WYATT",,,,,,,"REBOUND OFF by BEHARA,WYATT",1
08:14,"GOOD LAYUP by BEHARA,WYATT(in the paint)",11,,21 (+10),,CENTMB 11-21 (+10),,"GOOD LAYUP by BEHARA,WYATT(in the paint)",1
07:54,"FOUL  by BEHARA,WYATT",,,,,,,"FOUL  by BEHARA,WYATT",1
07:54,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:54,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",1
07:54,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
07:53,,11,,23 (+12),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 11-23 (+12),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
07:47,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
07:47,"MISS FT by KIRKENDOLL,TRAVION",,,,,,,"MISS FT by KIRKENDOLL,TRAVION",1
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",1
07:35,"FOUL  by BEHARA,WYATT",,,,,,,"FOUL  by BEHARA,WYATT",1
07:35,,11,,24 (+13),"GOOD FT by GARRETT,TRAVIS",HENDRIX 11-24 (+13),,"GOOD FT by GARRETT,TRAVIS",1
07:35,,11,,25 (+14),"GOOD FT by GARRETT,TRAVIS",HENDRIX 11-25 (+14),,"GOOD FT by GARRETT,TRAVIS",1
07:35,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",1
07:35,"SUB OUT by BEHARA,WYATT",,,,,,,"SUB OUT by BEHARA,WYATT",1
07:25,"TURNOVER  by HARRIS,CEDRIC",,,,,,,"TURNOVER  by HARRIS,CEDRIC",1
07:10,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",1
06:46,"MISS JUMPER by SAPP,JAMES",,,,,,,"MISS JUMPER by SAPP,JAMES",1
--,"REBOUND OFF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND OFF by KIRKENDOLL,TRAVION",1
06:43,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",13,,25 (+12),,CENTMB 13-25 (+12),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",1
06:31,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",1
06:29,"TURNOVER  by HARRIS,CEDRIC",,,,,,,"TURNOVER  by HARRIS,CEDRIC",1
06:29,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",1
06:29,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
06:29,"GOOD 3PTR by KIRKENDOLL,TRAVION",16,,25 (+9),,CENTMB 16-25 (+9),,"GOOD 3PTR by KIRKENDOLL,TRAVION",1
--,"ASSIST  by BOYD,KJ",,,,,,,"ASSIST  by BOYD,KJ",1
06:29,"SUB IN by BOYD,KJ",,,,,,,"SUB IN by BOYD,KJ",1
06:29,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",1
06:29,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
06:29,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
06:27,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",1
06:04,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
05:38,,16,,28 (+12),"GOOD 3PTR by CALAMESE,MICHAEL",HENDRIX 16-28 (+12),,"GOOD 3PTR by CALAMESE,MICHAEL",1
--,,,,,"ASSIST  by CRISWELL,SEAN",,,"ASSIST  by CRISWELL,SEAN",1
05:28,"MISS LAYUP by KIRKENDOLL,TRAVION",,,,,,,"MISS LAYUP by KIRKENDOLL,TRAVION",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:28,"FOUL  by KIRKENDOLL,TRAVION",,,,,,,"FOUL  by KIRKENDOLL,TRAVION",1
05:28,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",1
05:21,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",1
05:21,"GOOD FT by BOYD,KJ",17,,28 (+11),,CENTMB 17-28 (+11),,"GOOD FT by BOYD,KJ",1
05:21,"TURNOVER  by SAPP,JAMES",,,,,,,"TURNOVER  by SAPP,JAMES",1
04:57,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",1
04:53,,17,,30 (+13),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 17-30 (+13),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
04:44,"TURNOVER  by SAPP,JAMES",,,,,,,"TURNOVER  by SAPP,JAMES",1
04:44,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",1
04:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:12,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",1
04:09,"GOOD 3PTR by HARRIS,CEDRIC(fastbreak)",20,,30 (+10),,CENTMB 20-30 (+10),,"GOOD 3PTR by HARRIS,CEDRIC(fastbreak)",1
--,"ASSIST  by BOYD,KJ",,,,,,,"ASSIST  by BOYD,KJ",1
03:49,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
03:49,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",1
03:49,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:49,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:49,,20,,31 (+11),"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 20-31 (+11),,"GOOD FT by LITTLEFIELD,GEAREN",1
03:49,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
03:49,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",1
03:33,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:33,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
03:33,"GOOD FT by SAPP,JAMES",21,,31 (+10),,CENTMB 21-31 (+10),,"GOOD FT by SAPP,JAMES",1
03:33,"GOOD FT by SAPP,JAMES",22,,31 (+9),,CENTMB 22-31 (+9),,"GOOD FT by SAPP,JAMES",1
03:18,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",1
03:03,"MISS 3PTR by SAPP,JAMES",,,,,,,"MISS 3PTR by SAPP,JAMES",1
--,"REBOUND OFF by HARRIS,CEDRIC",,,,,,,"REBOUND OFF by HARRIS,CEDRIC",1
02:48,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
02:48,"GOOD FT by HARRIS,CEDRIC",23,,31 (+8),,CENTMB 23-31 (+8),,"GOOD FT by HARRIS,CEDRIC",1
02:48,"GOOD FT by HARRIS,CEDRIC",24,,31 (+7),,CENTMB 24-31 (+7),,"GOOD FT by HARRIS,CEDRIC",1
02:48,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",1
02:48,"SUB OUT by BOYD,KJ",,,,,,,"SUB OUT by BOYD,KJ",1
02:48,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
02:48,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
02:29,,24,,33 (+9),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 24-33 (+9),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
02:13,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,,,,,"REBOUND DEF by NOTLEY,CHANDLER",,,"REBOUND DEF by NOTLEY,CHANDLER",1
02:02,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",1
02:02,,24,,34 (+10),"GOOD FT by LINK,JACOB",HENDRIX 24-34 (+10),,"GOOD FT by LINK,JACOB",1
02:02,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",1
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",1
01:50,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",1
01:33,,,,,"MISS LAYUP by STEELE,AARON",,,"MISS LAYUP by STEELE,AARON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:33,"SUB IN by BOYD,KJ",,,,,,,"SUB IN by BOYD,KJ",1
01:33,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",1
01:07,,24,,37 (+13),"GOOD 3PTR by STEELE,AARON",HENDRIX 24-37 (+13),,"GOOD 3PTR by STEELE,AARON",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
00:51,"GOOD 3PTR by WEAVER,DYLLON",27,,37 (+10),,CENTMB 27-37 (+10),,"GOOD 3PTR by WEAVER,DYLLON",1
--,"ASSIST  by KIRKENDOLL,TRAVION",,,,,,,"ASSIST  by KIRKENDOLL,TRAVION",1
00:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:29,,27,,39 (+12),"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",HENDRIX 27-39 (+12),,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
00:29,"FOUL  by HARRIS,CEDRIC",,,,,,,"FOUL  by HARRIS,CEDRIC",1
00:29,,27,,40 (+13),"GOOD FT by NOTLEY,CHANDLER",HENDRIX 27-40 (+13),,"GOOD FT by NOTLEY,CHANDLER",1
00:19,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",1
00:19,"GOOD FT by SAPP,JAMES",28,,40 (+12),,CENTMB 28-40 (+12),,"GOOD FT by SAPP,JAMES",1
