Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:53,"GOOD LAYUP by SWISHER,JEREMY(in the paint)",32,,34 (+2),,ACM 32-34 (+2),,"GOOD LAYUP by SWISHER,JEREMY(in the paint)",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
19:38,,32,,36 (+4),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HENDRIX 32-36 (+4),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
19:21,"MISS 3PTR by WELLS,AUSTIN",,,,,,,"MISS 3PTR by WELLS,AUSTIN",2
--,"REBOUND OFF by IGBINOSA,STEPHEN",,,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",2
19:13,"GOOD LAYUP by FREET,AUSTIN(in the paint)",34,,36 (+2),,ACM 34-36 (+2),,"GOOD LAYUP by FREET,AUSTIN(in the paint)",2
--,"ASSIST  by IGBINOSA,STEPHEN",,,,,,,"ASSIST  by IGBINOSA,STEPHEN",2
18:46,,34,,39 (+5),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 34-39 (+5),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
18:24,"MISS 3PTR by BAEHL,BRIAN",,,,,,,"MISS 3PTR by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
18:16,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
18:06,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
17:56,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
17:56,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
17:46,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
17:46,"GOOD FT by WELLS,AUSTIN",35,,39 (+4),,ACM 35-39 (+4),,"GOOD FT by WELLS,AUSTIN",2
17:46,"GOOD FT by WELLS,AUSTIN",36,,39 (+3),,ACM 36-39 (+3),,"GOOD FT by WELLS,AUSTIN",2
17:46,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
17:46,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
17:38,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
17:38,,36,,40 (+4),"GOOD FT by SMITH,PRESTON",HENDRIX 36-40 (+4),,"GOOD FT by SMITH,PRESTON",2
17:38,,36,,41 (+5),"GOOD FT by SMITH,PRESTON",HENDRIX 36-41 (+5),,"GOOD FT by SMITH,PRESTON",2
17:27,"GOOD JUMPER by BAEHL,BRIAN",38,,41 (+3),,ACM 38-41 (+3),,"GOOD JUMPER by BAEHL,BRIAN",2
--,"ASSIST  by IGBINOSA,STEPHEN",,,,,,,"ASSIST  by IGBINOSA,STEPHEN",2
17:12,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
17:12,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:12,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
16:56,"MISS JUMPER by SWISHER,JEREMY",,,,,,,"MISS JUMPER by SWISHER,JEREMY",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
16:50,,,,,"MISS LAYUP by STEELE,AARON",,,"MISS LAYUP by STEELE,AARON",2
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",2
16:46,,38,,43 (+5),"GOOD LAYUP by GARRETT,TRAVIS(fastbreak)(in the paint)",HENDRIX 38-43 (+5),,"GOOD LAYUP by GARRETT,TRAVIS(fastbreak)(in the paint)",2
16:35,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
16:25,,38,,46 (+8),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 38-46 (+8),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
16:02,"TURNOVER  by FREET,AUSTIN",,,,,,,"TURNOVER  by FREET,AUSTIN",2
16:01,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
15:59,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",2
15:56,,38,,48 (+10),"GOOD TIPIN by ALDOUS,HANK(fastbreak)(in the paint)",HENDRIX 38-48 (+10),,"GOOD TIPIN by ALDOUS,HANK(fastbreak)(in the paint)",2
15:31,"TURNOVER  by BAEHL,BRIAN",,,,,,,"TURNOVER  by BAEHL,BRIAN",2
15:30,,,,,"STEAL  by STEELE,AARON",,,"STEAL  by STEELE,AARON",2
15:29,"FOUL  by BAEHL,BRIAN",,,,,,,"FOUL  by BAEHL,BRIAN",2
15:29,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:29,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
15:29,"SUB OUT by WELLS,AUSTIN",,,,,,,"SUB OUT by WELLS,AUSTIN",2
15:18,"FOUL  by SWISHER,JEREMY",,,,,,,"FOUL  by SWISHER,JEREMY",2
14:57,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
14:54,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by JOHNSON,PATRICK",,,,,,,"REBOUND DEF by JOHNSON,PATRICK",2
14:25,"MISS JUMPER by SWISHER,JEREMY",,,,,,,"MISS JUMPER by SWISHER,JEREMY",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
13:58,,,,,"MISS JUMPER by GARRETT,TRAVIS",,,"MISS JUMPER by GARRETT,TRAVIS",2
--,"REBOUND DEF by JOHNSON,PATRICK",,,,,,,"REBOUND DEF by JOHNSON,PATRICK",2
13:33,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
13:33,"GOOD FT by BAEHL,BRIAN",39,,48 (+9),,ACM 39-48 (+9),,"GOOD FT by BAEHL,BRIAN",2
13:33,"GOOD FT by BAEHL,BRIAN",40,,48 (+8),,ACM 40-48 (+8),,"GOOD FT by BAEHL,BRIAN",2
13:14,"FOUL  by SWISHER,JEREMY",,,,,,,"FOUL  by SWISHER,JEREMY",2
13:09,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",2
13:09,,40,,49 (+9),"GOOD FT by SMITH,PRESTON",HENDRIX 40-49 (+9),,"GOOD FT by SMITH,PRESTON",2
13:09,,40,,50 (+10),"GOOD FT by SMITH,PRESTON",HENDRIX 40-50 (+10),,"GOOD FT by SMITH,PRESTON",2
13:09,,40,,51 (+11),"GOOD FT by SMITH,PRESTON",HENDRIX 40-51 (+11),,"GOOD FT by SMITH,PRESTON",2
12:58,"TURNOVER  by FREET,AUSTIN",,,,,,,"TURNOVER  by FREET,AUSTIN",2
12:40,,40,,53 (+13),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HENDRIX 40-53 (+13),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
12:16,"MISS 3PTR by SWISHER,JEREMY",,,,,,,"MISS 3PTR by SWISHER,JEREMY",2
--,"REBOUND OFF by IGBINOSA,STEPHEN",,,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",2
12:00,"GOOD JUMPER by BAEHL,BRIAN",42,,53 (+11),,ACM 42-53 (+11),,"GOOD JUMPER by BAEHL,BRIAN",2
11:41,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by JOHNSON,PATRICK",,,,,,,"REBOUND DEF by JOHNSON,PATRICK",2
11:35,"GOOD LAYUP by JOHNSON,PATRICK(fastbreak)(in the paint)",44,,53 (+9),,ACM 44-53 (+9),,"GOOD LAYUP by JOHNSON,PATRICK(fastbreak)(in the paint)",2
11:12,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
11:09,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
11:09,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:09,,44,,54 (+10),"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 44-54 (+10),,"GOOD FT by LITTLEFIELD,GEAREN",2
11:09,,44,,55 (+11),"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 44-55 (+11),,"GOOD FT by LITTLEFIELD,GEAREN",2
11:09,"SUB IN by CHILES,CHRISTIAN",,,,,,,"SUB IN by CHILES,CHRISTIAN",2
11:09,"SUB IN by WADE,JUSTIN",,,,,,,"SUB IN by WADE,JUSTIN",2
11:09,"SUB OUT by IGBINOSA,STEPHEN",,,,,,,"SUB OUT by IGBINOSA,STEPHEN",2
11:09,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
11:09,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
11:09,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
11:09,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
11:09,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
11:00,"MISS 3PTR by FREET,AUSTIN",,,,,,,"MISS 3PTR by FREET,AUSTIN",2
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",2
10:52,,44,,57 (+13),"GOOD JUMPER by ALDOUS,HANK(fastbreak)",HENDRIX 44-57 (+13),,"GOOD JUMPER by ALDOUS,HANK(fastbreak)",2
--,,,,,"ASSIST  by PARKER,BRYCE",,,"ASSIST  by PARKER,BRYCE",2
10:51,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",2
10:51,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
10:32,"GOOD JUMPER by BAEHL,BRIAN",46,,57 (+11),,ACM 46-57 (+11),,"GOOD JUMPER by BAEHL,BRIAN",2
--,"ASSIST  by CHILES,CHRISTIAN",,,,,,,"ASSIST  by CHILES,CHRISTIAN",2
10:09,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by WADE,JUSTIN",,,,,,,"REBOUND DEF by WADE,JUSTIN",2
09:55,"MISS 3PTR by CHILES,CHRISTIAN",,,,,,,"MISS 3PTR by CHILES,CHRISTIAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:37,,,,,"MISS 3PTR by BATCHELOR,BRYCE",,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,"REBOUND DEF by WADE,JUSTIN",,,,,,,"REBOUND DEF by WADE,JUSTIN",2
09:21,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",48,,57 (+9),,ACM 48-57 (+9),,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",2
08:58,"FOUL  by BAEHL,BRIAN",,,,,,,"FOUL  by BAEHL,BRIAN",2
08:58,,48,,58 (+10),"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 48-58 (+10),,"GOOD FT by LITTLEFIELD,GEAREN",2
08:58,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
08:48,"TURNOVER  by JOHNSON,PATRICK",,,,,,,"TURNOVER  by JOHNSON,PATRICK",2
08:48,"SUB IN by WELLS,AUSTIN",,,,,,,"SUB IN by WELLS,AUSTIN",2
08:48,"SUB OUT by WADE,JUSTIN",,,,,,,"SUB OUT by WADE,JUSTIN",2
08:48,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
08:48,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
08:37,,48,,61 (+13),"GOOD 3PTR by BATCHELOR,BRYCE",HENDRIX 48-61 (+13),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
08:22,"MISS 3PTR by FREET,AUSTIN",,,,,,,"MISS 3PTR by FREET,AUSTIN",2
--,"REBOUND OFF by CHILES,CHRISTIAN",,,,,,,"REBOUND OFF by CHILES,CHRISTIAN",2
08:18,"GOOD LAYUP by CHILES,CHRISTIAN(in the paint)",50,,61 (+11),,ACM 50-61 (+11),,"GOOD LAYUP by CHILES,CHRISTIAN(in the paint)",2
08:17,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
08:17,"MISS FT by CHILES,CHRISTIAN",,,,,,,"MISS FT by CHILES,CHRISTIAN",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
08:14,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
07:49,"GOOD JUMPER by BAEHL,BRIAN",52,,61 (+9),,ACM 52-61 (+9),,"GOOD JUMPER by BAEHL,BRIAN",2
07:30,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:15,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",2
07:15,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:15,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,"REBOUND DEF by SWISHER,JEREMY",,,,,,,"REBOUND DEF by SWISHER,JEREMY",2
07:15,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",2
07:15,"SUB OUT by JOHNSON,PATRICK",,,,,,,"SUB OUT by JOHNSON,PATRICK",2
07:06,"MISS LAYUP by FREET,AUSTIN",,,,,,,"MISS LAYUP by FREET,AUSTIN",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
07:02,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
07:02,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:02,"GOOD FT by FREET,AUSTIN",53,,61 (+8),,ACM 53-61 (+8),,"GOOD FT by FREET,AUSTIN",2
06:50,"FOUL  by FREET,AUSTIN",,,,,,,"FOUL  by FREET,AUSTIN",2
06:50,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:50,,53,,62 (+9),"GOOD FT by ALDOUS,HANK",HENDRIX 53-62 (+9),,"GOOD FT by ALDOUS,HANK",2
06:38,"MISS LAYUP by SWISHER,JEREMY",,,,,,,"MISS LAYUP by SWISHER,JEREMY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:24,,53,,65 (+12),"GOOD 3PTR by GARRETT,TRAVIS",HENDRIX 53-65 (+12),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
06:14,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
06:14,"GOOD FT by CHILES,CHRISTIAN",54,,65 (+11),,ACM 54-65 (+11),,"GOOD FT by CHILES,CHRISTIAN",2
06:14,"MISS FT by CHILES,CHRISTIAN",,,,,,,"MISS FT by CHILES,CHRISTIAN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
05:54,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
05:47,"TURNOVER  by WELLS,AUSTIN",,,,,,,"TURNOVER  by WELLS,AUSTIN",2
05:33,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
05:30,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
05:30,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",2
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",2
05:30,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
05:30,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
05:12,,54,,67 (+13),"GOOD LAYUP by STEELE,AARON(in the paint)",HENDRIX 54-67 (+13),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
05:01,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
05:01,"GOOD FT by WELLS,AUSTIN",55,,67 (+12),,ACM 55-67 (+12),,"GOOD FT by WELLS,AUSTIN",2
05:01,"GOOD FT by WELLS,AUSTIN",56,,67 (+11),,ACM 56-67 (+11),,"GOOD FT by WELLS,AUSTIN",2
05:01,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
05:01,"SUB OUT by FREET,AUSTIN",,,,,,,"SUB OUT by FREET,AUSTIN",2
04:49,,56,,70 (+14),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 56-70 (+14),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by PARKER,BRYCE",,,"ASSIST  by PARKER,BRYCE",2
04:33,"MISS JUMPER by SWISHER,JEREMY",,,,,,,"MISS JUMPER by SWISHER,JEREMY",2
04:33,,,,,"BLOCK  by SMITH,PRESTON",,,"BLOCK  by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
04:33,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
04:33,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
04:27,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
04:18,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
04:18,"GOOD FT by BAEHL,BRIAN",57,,70 (+13),,ACM 57-70 (+13),,"GOOD FT by BAEHL,BRIAN",2
04:18,"GOOD FT by BAEHL,BRIAN",58,,70 (+12),,ACM 58-70 (+12),,"GOOD FT by BAEHL,BRIAN",2
04:08,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
04:07,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",2
04:07,"SUB OUT by CHILES,CHRISTIAN",,,,,,,"SUB OUT by CHILES,CHRISTIAN",2
03:59,"GOOD JUMPER by BAEHL,BRIAN",60,,70 (+10),,ACM 60-70 (+10),,"GOOD JUMPER by BAEHL,BRIAN",2
--,"ASSIST  by JOHNSON,PATRICK",,,,,,,"ASSIST  by JOHNSON,PATRICK",2
03:40,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
03:40,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:40,,60,,71 (+11),"GOOD FT by STEELE,AARON",HENDRIX 60-71 (+11),,"GOOD FT by STEELE,AARON",2
03:40,,60,,72 (+12),"GOOD FT by STEELE,AARON",HENDRIX 60-72 (+12),,"GOOD FT by STEELE,AARON",2
03:33,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:10,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
02:59,"MISS JUMPER by JOHNSON,PATRICK",,,,,,,"MISS JUMPER by JOHNSON,PATRICK",2
--,"REBOUND OFF by SWISHER,JEREMY",,,,,,,"REBOUND OFF by SWISHER,JEREMY",2
02:56,"GOOD TIPIN by SWISHER,JEREMY(in the paint)",62,,72 (+10),,ACM 62-72 (+10),,"GOOD TIPIN by SWISHER,JEREMY(in the paint)",2
02:49,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",2
02:49,,62,,73 (+11),"GOOD FT by STEELE,AARON",HENDRIX 62-73 (+11),,"GOOD FT by STEELE,AARON",2
02:49,,62,,74 (+12),"GOOD FT by STEELE,AARON",HENDRIX 62-74 (+12),,"GOOD FT by STEELE,AARON",2
02:49,"SUB IN by FREET,AUSTIN",,,,,,,"SUB IN by FREET,AUSTIN",2
02:49,"SUB OUT by JOHNSON,PATRICK",,,,,,,"SUB OUT by JOHNSON,PATRICK",2
02:49,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
02:49,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
02:41,"GOOD 3PTR by BAEHL,BRIAN",65,,74 (+9),,ACM 65-74 (+9),,"GOOD 3PTR by BAEHL,BRIAN",2
--,"ASSIST  by FREET,AUSTIN",,,,,,,"ASSIST  by FREET,AUSTIN",2
02:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:10,"FOUL  by SWISHER,JEREMY",,,,,,,"FOUL  by SWISHER,JEREMY",2
02:10,,65,,75 (+10),"GOOD FT by BATCHELOR,BRYCE",HENDRIX 65-75 (+10),,"GOOD FT by BATCHELOR,BRYCE",2
02:10,,,,,"MISS FT by BATCHELOR,BRYCE",,,"MISS FT by BATCHELOR,BRYCE",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
02:00,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
01:33,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
01:23,"TURNOVER  by SWISHER,JEREMY",,,,,,,"TURNOVER  by SWISHER,JEREMY",2
01:23,,,,,"STEAL  by PARKER,BRYCE",,,"STEAL  by PARKER,BRYCE",2
01:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:23,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
01:23,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
01:21,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
01:19,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
01:16,"GOOD LAYUP by FREET,AUSTIN(in the paint)",67,,75 (+8),,ACM 67-75 (+8),,"GOOD LAYUP by FREET,AUSTIN(in the paint)",2
01:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:09,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
01:09,,67,,76 (+9),"GOOD FT by SMITH,PRESTON",HENDRIX 67-76 (+9),,"GOOD FT by SMITH,PRESTON",2
01:09,,67,,77 (+10),"GOOD FT by SMITH,PRESTON",HENDRIX 67-77 (+10),,"GOOD FT by SMITH,PRESTON",2
01:01,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",69,,77 (+8),,ACM 69-77 (+8),,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",2
--,"ASSIST  by RIVERA,ANDRES",,,,,,,"ASSIST  by RIVERA,ANDRES",2
00:53,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
00:53,,69,,78 (+9),"GOOD FT by SMITH,PRESTON",HENDRIX 69-78 (+9),,"GOOD FT by SMITH,PRESTON",2
00:53,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
00:46,"GOOD LAYUP by WELLS,AUSTIN(in the paint)",71,,78 (+7),,ACM 71-78 (+7),,"GOOD LAYUP by WELLS,AUSTIN(in the paint)",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
00:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:41,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
00:33,"MISS LAYUP by BAEHL,BRIAN",,,,,,,"MISS LAYUP by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
00:30,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
00:30,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
00:19,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
