Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
15:33,"GOOD 3PTR by GARRETT,TRAVIS",39,,40 (+1),,HENDRIX 39-40 (-1),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
15:17,,39,,43 (+4),"GOOD 3PTR by WALKER,ART",CENTRE-M 39-43 (-4),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
15:04,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
15:04,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
15:04,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
15:04,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
15:04,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
14:53,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
14:53,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
14:44,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
14:43,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
14:36,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
14:18,,39,,45 (+6),"GOOD JUMPER by AYERS,PERRY",CENTRE-M 39-45 (-6),,"GOOD JUMPER by AYERS,PERRY",2
13:57,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
13:42,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
13:34,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
13:34,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
13:34,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
13:34,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
13:10,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
13:10,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:10,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
13:10,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
12:57,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
12:57,"GOOD FT by PARKER,BRYCE",40,,45 (+5),,HENDRIX 40-45 (-5),,"GOOD FT by PARKER,BRYCE",2
12:57,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:57,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
12:47,"GOOD FT by PARKER,BRYCE",41,,45 (+4),,HENDRIX 41-45 (-4),,"GOOD FT by PARKER,BRYCE",2
12:33,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
12:32,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
12:26,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
12:17,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
12:08,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",2
12:05,"GOOD LAYUP by PARKER,BRYCE(in the paint)",43,,45 (+2),,HENDRIX 43-45 (-2),,"GOOD LAYUP by PARKER,BRYCE(in the paint)",2
11:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:55,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
11:55,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
11:55,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:55,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
11:49,,43,,48 (+5),"GOOD 3PTR by WALKER,ART",CENTRE-M 43-48 (-5),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by SPITZER,JAKOB",,,"ASSIST  by SPITZER,JAKOB",2
11:28,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
11:09,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:07,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:03,"GOOD 3PTR by GARRETT,TRAVIS",46,,48 (+2),,HENDRIX 46-48 (-2),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
10:24,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:24,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
10:24,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
10:14,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
09:57,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
09:45,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
09:45,"GOOD FT by BATCHELOR,BRYCE",47,,48 (+1),,HENDRIX 47-48 (-1),,"GOOD FT by BATCHELOR,BRYCE",2
09:45,"GOOD FT by BATCHELOR,BRYCE",48,,48,,HENDRIX 48-48 (0),,"GOOD FT by BATCHELOR,BRYCE",2
09:45,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:45,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:45,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
09:45,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
09:30,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
09:30,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:30,,48,,49 (+1),"GOOD FT by SINE,TUCKER",CENTRE-M 48-49 (-1),,"GOOD FT by SINE,TUCKER",2
09:30,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
09:30,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
09:30,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
09:30,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
09:13,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",50 (+1),,49,,HENDRIX 50-49 (+1),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
09:13,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
09:13,"MISS FT by BATCHELOR,BRYCE",,,,,,,"MISS FT by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
09:00,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
09:00,,50,,50,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 50-50 (0),,"GOOD FT by GRIFFIN,JAROD",2
09:00,,50,,51 (+1),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 50-51 (-1),,"GOOD FT by GRIFFIN,JAROD",2
09:00,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
09:00,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
09:00,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
09:00,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
08:36,"GOOD JUMPER by BATCHELOR,BRYCE",52 (+1),,51,,HENDRIX 52-51 (+1),,"GOOD JUMPER by BATCHELOR,BRYCE",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
08:21,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
08:21,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
07:53,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:46,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
07:44,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
07:44,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
07:44,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
07:44,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
07:43,,52,,53 (+1),"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTRE-M 52-53 (-1),,"GOOD JUMPER by SINE,TUCKER(in the paint)",2
07:39,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
07:38,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND OFF by GARRETT,TRAVIS",,,,,,,"REBOUND OFF by GARRETT,TRAVIS",2
07:36,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
07:36,"GOOD FT by GARRETT,TRAVIS",53,,53,,HENDRIX 53-53 (0),,"GOOD FT by GARRETT,TRAVIS",2
07:36,"GOOD FT by GARRETT,TRAVIS",54 (+1),,53,,HENDRIX 54-53 (+1),,"GOOD FT by GARRETT,TRAVIS",2
07:36,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
06:57,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
06:57,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:57,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
06:57,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
06:57,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
06:57,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
06:57,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
06:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:42,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
06:42,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:42,"GOOD FT by ALDOUS,HANK",55 (+2),,53,,HENDRIX 55-53 (+2),,"GOOD FT by ALDOUS,HANK",2
06:42,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
06:42,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
06:30,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
06:17,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND OFF by ALDOUS,HANK",,,,,,,"REBOUND OFF by ALDOUS,HANK",2
06:14,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
06:14,"GOOD FT by ALDOUS,HANK",56 (+3),,53,,HENDRIX 56-53 (+3),,"GOOD FT by ALDOUS,HANK",2
06:14,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
05:55,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
05:53,"STEAL  by LINK,JACOB",,,,,,,"STEAL  by LINK,JACOB",2
05:53,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
05:53,"GOOD FT by LINK,JACOB",57 (+4),,53,,HENDRIX 57-53 (+4),,"GOOD FT by LINK,JACOB",2
05:53,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
05:53,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
05:53,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
05:53,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
05:53,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
05:39,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
05:28,"MISS JUMPER by PARKER,BRYCE",,,,,,,"MISS JUMPER by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
05:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:58,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
04:37,"GOOD 3PTR by PARKER,BRYCE",60 (+7),,53,,HENDRIX 60-53 (+7),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
04:25,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
04:03,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
03:56,,60 (+5),,55,"GOOD JUMPER by WALKER,ART",CENTRE-M 60-55 (+5),,"GOOD JUMPER by WALKER,ART",2
03:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:32,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
03:32,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
03:32,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
03:32,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
03:32,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
03:32,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
03:32,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
03:27,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
03:27,,,,,"BLOCK  by WALKER,ART",,,"BLOCK  by WALKER,ART",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:21,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
03:21,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
03:21,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
03:16,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
03:07,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
03:07,,60 (+4),,56,"GOOD FT by GUMP,MATT",CENTRE-M 60-56 (+4),,"GOOD FT by GUMP,MATT",2
03:07,,60 (+3),,57,"GOOD FT by GUMP,MATT",CENTRE-M 60-57 (+3),,"GOOD FT by GUMP,MATT",2
02:51,"GOOD JUMPER by ALDOUS,HANK(in the paint)",62 (+5),,57,,HENDRIX 62-57 (+5),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",2
02:42,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",2
02:28,,,,,"MISS JUMPER by WALKER,ART",,,"MISS JUMPER by WALKER,ART",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
02:05,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
01:49,,62 (+3),,59,"GOOD JUMPER by AYERS,PERRY(in the paint)",CENTRE-M 62-59 (+3),,"GOOD JUMPER by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
01:20,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
01:08,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
00:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:36,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:13,,62 (+1),,61,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 62-61 (+1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
00:07,"GOOD DUNK by ALDOUS,HANK(in the paint)",64 (+3),,61,,HENDRIX 64-61 (+3),,"GOOD DUNK by ALDOUS,HANK(in the paint)",2
00:04,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
00:04,,64 (+2),,62,"GOOD FT by GUMP,MATT",CENTRE-M 64-62 (+2),,"GOOD FT by GUMP,MATT",2
00:04,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
00:04,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
00:04,"MISS FT by BATCHELOR,BRYCE",,,,,,,"MISS FT by BATCHELOR,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:04,"MISS FT by BATCHELOR,BRYCE",,,,,,,"MISS FT by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
00:04,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
00:04,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
00:04,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
00:04,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
00:04,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
00:01,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
