Time Remaining,JCUM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
04:54,"BLOCK  by CIRILLO,JOHN",,,,,,,"BLOCK  by CIRILLO,JOHN",1
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",1
04:53,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
04:53,"GOOD FT by CIRILLO,JOHN",34,,36 (+2),,JCUM 34-36 (+2),,"GOOD FT by CIRILLO,JOHN",1
04:53,"GOOD FT by CIRILLO,JOHN",35,,36 (+1),,JCUM 35-36 (+1),,"GOOD FT by CIRILLO,JOHN",1
04:53,,,,,"SUB IN by BRADY,RYAN",,,"SUB IN by BRADY,RYAN",1
04:53,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
04:44,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",1
04:43,"STEAL  by CAPUTO,DOUG",,,,,,,"STEAL  by CAPUTO,DOUG",1
04:39,"GOOD LAYUP by VUYANCIH,ANTONIO(fastbreak)(in the paint)",37 (+1),,36,,JCUM 37-36 (-1),,"GOOD LAYUP by VUYANCIH,ANTONIO(fastbreak)(in the paint)",1
04:19,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",1
04:03,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",1
04:03,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",1
04:03,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",1
04:03,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
04:03,"SUB IN by LUDLOW,TIM",,,,,,,"SUB IN by LUDLOW,TIM",1
04:03,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",1
04:03,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",1
04:03,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",1
04:03,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",1
04:03,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",1
03:52,"GOOD 3PTR by PAPICH,BRIAN",40 (+4),,36,,JCUM 40-36 (-4),,"GOOD 3PTR by PAPICH,BRIAN",1
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",1
03:51,"FOUL  by KUCHAREWICZ,SIMON",,,,,,,"FOUL  by KUCHAREWICZ,SIMON",1
03:51,,40 (+3),,37,"GOOD FT by BATCHELOR,BRYCE",HENDRIX 40-37 (-3),,"GOOD FT by BATCHELOR,BRYCE",1
03:51,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",1
03:51,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",1
03:51,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
03:51,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",1
03:46,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",1
03:46,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",1
03:42,"TURNOVER  by KUCHAREWICZ,SIMON",,,,,,,"TURNOVER  by KUCHAREWICZ,SIMON",1
03:41,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",1
03:17,,,,,"MISS JUMPER by BRADY,RYAN",,,"MISS JUMPER by BRADY,RYAN",1
--,"REBOUND DEF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND DEF by KUCHAREWICZ,SIMON",1
02:48,"GOOD 3PTR by DAVID LINANE,JR",43 (+6),,37,,JCUM 43-37 (-6),,"GOOD 3PTR by DAVID LINANE,JR",1
02:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:34,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",1
02:34,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",1
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",1
02:33,"FOUL  by LUDLOW,TIM",,,,,,,"FOUL  by LUDLOW,TIM",1
02:33,"TURNOVER  by DAVID LINANE,JR",,,,,,,"TURNOVER  by DAVID LINANE,JR",1
02:33,,43 (+5),,38,"GOOD FT by SMITH,PRESTON",HENDRIX 43-38 (-5),,"GOOD FT by SMITH,PRESTON",1
02:33,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",1
02:33,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",1
02:33,,43 (+3),,40,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 43-40 (-3),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",1
02:30,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",45 (+5),,40,,JCUM 45-40 (-5),,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",1
02:25,,,,,"MISS JUMPER by BATCHELOR,BRYCE",,,"MISS JUMPER by BATCHELOR,BRYCE",1
01:16,"GOOD LAYUP by DAVID LINANE,JR(in the paint)",47 (+7),,40,,JCUM 47-40 (-7),,"GOOD LAYUP by DAVID LINANE,JR(in the paint)",1
01:00,,,,,"MISS LAYUP by NOTLEY,CHANDLER",,,"MISS LAYUP by NOTLEY,CHANDLER",1
--,,,,,"REBOUND OFF by BRADY,RYAN",,,"REBOUND OFF by BRADY,RYAN",1
00:56,"FOUL  by DAVID LINANE,JR",,,,,,,"FOUL  by DAVID LINANE,JR",1
00:56,,47 (+6),,41,"GOOD FT by SMITH,PRESTON",HENDRIX 47-41 (-6),,"GOOD FT by SMITH,PRESTON",1
00:56,,47 (+5),,42,"GOOD FT by SMITH,PRESTON",HENDRIX 47-42 (-5),,"GOOD FT by SMITH,PRESTON",1
00:56,,47 (+4),,43,"GOOD FT by SMITH,PRESTON",HENDRIX 47-43 (-4),,"GOOD FT by SMITH,PRESTON",1
00:39,"MISS JUMPER by DAVID LINANE,JR",,,,,,,"MISS JUMPER by DAVID LINANE,JR",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
00:28,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
00:04,"MISS 3PTR by DAVID LINANE,JR",,,,,,,"MISS 3PTR by DAVID LINANE,JR",1
--,"REBOUND OFF by LUDLOW,TIM",,,,,,,"REBOUND OFF by LUDLOW,TIM",1
00:01,"MISS LAYUP by LUDLOW,TIM",,,,,,,"MISS LAYUP by LUDLOW,TIM",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:47,"TURNOVER  by KUCHAREWICZ,SIMON",,,,,,,"TURNOVER  by KUCHAREWICZ,SIMON",2
19:32,,,,,"STEAL  by LITTLEFIELD,GEAREN",,,"STEAL  by LITTLEFIELD,GEAREN",2
19:26,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
19:26,"BLOCK  by PAPICH,BRIAN",,,,,,,"BLOCK  by PAPICH,BRIAN",2
--,"REBOUND DEF by DAVID LINANE,JR",,,,,,,"REBOUND DEF by DAVID LINANE,JR",2
19:20,"GOOD LAYUP by KUCHAREWICZ,SIMON(fastbreak)(in the paint)",49 (+6),,43,,JCUM 49-43 (-6),,"GOOD LAYUP by KUCHAREWICZ,SIMON(fastbreak)(in the paint)",2
--,"ASSIST  by DAVID LINANE,JR",,,,,,,"ASSIST  by DAVID LINANE,JR",2
18:54,,49 (+4),,45,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",HENDRIX 49-45 (-4),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
--,,,,,"ASSIST  by LITTLEFIELD,GEAREN",,,"ASSIST  by LITTLEFIELD,GEAREN",2
18:25,"TURNOVER  by KUCHAREWICZ,SIMON",,,,,,,"TURNOVER  by KUCHAREWICZ,SIMON",2
18:24,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
18:18,,49 (+2),,47,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HENDRIX 49-47 (-2),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
18:07,"GOOD LAYUP by DAVID LINANE,JR(in the paint)",51 (+4),,47,,JCUM 51-47 (-4),,"GOOD LAYUP by DAVID LINANE,JR(in the paint)",2
17:45,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
17:45,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",2
17:45,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",2
17:45,"SUB IN by CSUHRAN,MATTHEW",,,,,,,"SUB IN by CSUHRAN,MATTHEW",2
17:45,"SUB IN by BIDAR,NOAH",,,,,,,"SUB IN by BIDAR,NOAH",2
17:45,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",2
17:45,"SUB OUT by LUDLOW,TIM",,,,,,,"SUB OUT by LUDLOW,TIM",2
17:45,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",2
17:45,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",2
17:45,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",2
17:45,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
17:40,,51 (+2),,49,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 51-49 (-2),,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",2
17:31,"MISS 3PTR by CSUHRAN,MATTHEW",,,,,,,"MISS 3PTR by CSUHRAN,MATTHEW",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
17:20,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by BIDAR,NOAH",,,,,,,"REBOUND DEF by BIDAR,NOAH",2
17:12,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",53 (+4),,49,,JCUM 53-49 (-4),,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",2
--,"ASSIST  by CSUHRAN,MATTHEW",,,,,,,"ASSIST  by CSUHRAN,MATTHEW",2
16:55,"FOUL  by CAPUTO,DOUG",,,,,,,"FOUL  by CAPUTO,DOUG",2
16:44,,53 (+2),,51,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 53-51 (-2),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
16:33,"GOOD 3PTR by CIRILLO,JOHN",56 (+5),,51,,JCUM 56-51 (-5),,"GOOD 3PTR by CIRILLO,JOHN",2
--,"ASSIST  by VUYANCIH,ANTONIO",,,,,,,"ASSIST  by VUYANCIH,ANTONIO",2
16:08,"FOUL  by VUYANCIH,ANTONIO",,,,,,,"FOUL  by VUYANCIH,ANTONIO",2
16:08,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:08,,56 (+4),,52,"GOOD FT by SMITH,PRESTON",HENDRIX 56-52 (-4),,"GOOD FT by SMITH,PRESTON",2
16:08,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",2
16:08,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",2
16:08,"SUB OUT by CSUHRAN,MATTHEW",,,,,,,"SUB OUT by CSUHRAN,MATTHEW",2
15:57,"MISS JUMPER by CAPUTO,DOUG",,,,,,,"MISS JUMPER by CAPUTO,DOUG",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
15:41,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
15:29,"GOOD 3PTR by BIDAR,NOAH",59 (+7),,52,,JCUM 59-52 (-7),,"GOOD 3PTR by BIDAR,NOAH",2
--,"ASSIST  by WILLIAMS,PRESTON",,,,,,,"ASSIST  by WILLIAMS,PRESTON",2
15:04,,59 (+5),,54,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 59-54 (-5),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
14:37,"MISS LAYUP by BIDAR,NOAH",,,,,,,"MISS LAYUP by BIDAR,NOAH",2
--,"REBOUND OFF by CAPUTO,DOUG",,,,,,,"REBOUND OFF by CAPUTO,DOUG",2
14:36,"FOUL  by CAPUTO,DOUG",,,,,,,"FOUL  by CAPUTO,DOUG",2
14:36,"TURNOVER  by CAPUTO,DOUG",,,,,,,"TURNOVER  by CAPUTO,DOUG",2
14:36,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",2
14:36,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",2
14:36,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",2
14:36,"SUB IN by LUDLOW,TIM",,,,,,,"SUB IN by LUDLOW,TIM",2
14:36,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
14:36,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",2
14:36,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",2
14:36,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",2
14:36,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",2
14:36,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",2
14:27,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
14:21,"FOUL  by KUCHAREWICZ,SIMON",,,,,,,"FOUL  by KUCHAREWICZ,SIMON",2
14:20,"TURNOVER  by KUCHAREWICZ,SIMON",,,,,,,"TURNOVER  by KUCHAREWICZ,SIMON",2
14:05,,59 (+3),,56,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 59-56 (-3),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
13:54,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",2
--,"REBOUND OFF by LUDLOW,TIM",,,,,,,"REBOUND OFF by LUDLOW,TIM",2
13:48,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
13:48,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
13:48,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
13:45,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",61 (+5),,56,,JCUM 61-56 (-5),,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",2
--,"ASSIST  by DAVID LINANE,JR",,,,,,,"ASSIST  by DAVID LINANE,JR",2
13:28,"FOUL  by KUCHAREWICZ,SIMON",,,,,,,"FOUL  by KUCHAREWICZ,SIMON",2
13:28,,61 (+4),,57,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 61-57 (-4),,"GOOD FT by LITTLEFIELD,GEAREN",2
13:28,,61 (+3),,58,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 61-58 (-3),,"GOOD FT by LITTLEFIELD,GEAREN",2
13:28,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",2
13:28,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",2
13:28,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
13:28,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
13:25,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:12,"GOOD LAYUP by LUDLOW,TIM(in the paint)",63 (+5),,58,,JCUM 63-58 (-5),,"GOOD LAYUP by LUDLOW,TIM(in the paint)",2
13:12,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
13:12,"GOOD FT by LUDLOW,TIM",64 (+6),,58,,JCUM 64-58 (-6),,"GOOD FT by LUDLOW,TIM",2
13:12,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:12,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
13:12,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
13:06,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
13:01,"MISS JUMPER by DAVID LINANE,JR",,,,,,,"MISS JUMPER by DAVID LINANE,JR",2
13:01,,,,,"BLOCK  by BATCHELOR,BRYCE",,,"BLOCK  by BATCHELOR,BRYCE",2
--,"REBOUND OFF by PAPICH,BRIAN",,,,,,,"REBOUND OFF by PAPICH,BRIAN",2
12:57,"MISS JUMPER by CAPUTO,DOUG",,,,,,,"MISS JUMPER by CAPUTO,DOUG",2
--,"REBOUND OFF by LUDLOW,TIM",,,,,,,"REBOUND OFF by LUDLOW,TIM",2
12:57,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
12:52,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
12:52,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
12:52,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
12:43,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
12:43,"GOOD FT by BERGER,RYAN",65 (+7),,58,,JCUM 65-58 (-7),,"GOOD FT by BERGER,RYAN",2
12:43,"GOOD FT by BERGER,RYAN",66 (+8),,58,,JCUM 66-58 (-8),,"GOOD FT by BERGER,RYAN",2
12:43,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",2
12:43,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",2
12:36,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",2
12:36,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",2
12:34,"GOOD LAYUP by DAVID LINANE,JR(fastbreak)(in the paint)",68 (+10),,58,,JCUM 68-58 (-10),,"GOOD LAYUP by DAVID LINANE,JR(fastbreak)(in the paint)",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
12:03,,68 (+8),,60,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HENDRIX 68-60 (-8),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
11:54,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",70 (+10),,60,,JCUM 70-60 (-10),,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
11:47,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
11:46,"STEAL  by PAPICH,BRIAN",,,,,,,"STEAL  by PAPICH,BRIAN",2
11:34,"MISS LAYUP by DAVID LINANE,JR",,,,,,,"MISS LAYUP by DAVID LINANE,JR",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
11:19,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
11:15,,70 (+9),,61,"GOOD FT by GARRETT,TRAVIS",HENDRIX 70-61 (-9),,"GOOD FT by GARRETT,TRAVIS",2
11:15,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",2
11:15,"SUB IN by BIDAR,NOAH",,,,,,,"SUB IN by BIDAR,NOAH",2
11:15,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",2
11:15,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",2
11:15,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",2
11:15,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",2
11:15,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",2
11:15,"SUB OUT by LUDLOW,TIM",,,,,,,"SUB OUT by LUDLOW,TIM",2
11:15,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
11:15,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
11:15,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
10:57,"MISS 3PTR by BIDAR,NOAH",,,,,,,"MISS 3PTR by BIDAR,NOAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
10:47,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
10:46,"STEAL  by BIDAR,NOAH",,,,,,,"STEAL  by BIDAR,NOAH",2
10:42,"MISS LAYUP by CIRILLO,JOHN",,,,,,,"MISS LAYUP by CIRILLO,JOHN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:42,"SUB IN by CSUHRAN,MATTHEW",,,,,,,"SUB IN by CSUHRAN,MATTHEW",2
10:42,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",2
10:42,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
10:42,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
10:38,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
10:38,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
10:38,"GOOD FT by CIRILLO,JOHN",71 (+10),,61,,JCUM 71-61 (-10),,"GOOD FT by CIRILLO,JOHN",2
10:38,"GOOD FT by CIRILLO,JOHN",72 (+11),,61,,JCUM 72-61 (-11),,"GOOD FT by CIRILLO,JOHN",2
10:35,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
10:34,"STEAL  by CIRILLO,JOHN",,,,,,,"STEAL  by CIRILLO,JOHN",2
10:33,"MISS LAYUP by CSUHRAN,MATTHEW",,,,,,,"MISS LAYUP by CSUHRAN,MATTHEW",2
--,"REBOUND OFF by VUYANCIH,ANTONIO",,,,,,,"REBOUND OFF by VUYANCIH,ANTONIO",2
10:30,"GOOD LAYUP by VUYANCIH,ANTONIO(in the paint)",74 (+13),,61,,JCUM 74-61 (-13),,"GOOD LAYUP by VUYANCIH,ANTONIO(in the paint)",2
10:11,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",2
10:01,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",76 (+15),,61,,JCUM 76-61 (-15),,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",2
--,"ASSIST  by BIDAR,NOAH",,,,,,,"ASSIST  by BIDAR,NOAH",2
09:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:48,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",2
09:48,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",2
09:43,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
09:43,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
09:36,"FOUL  by CIRILLO,JOHN",,,,,,,"FOUL  by CIRILLO,JOHN",2
09:36,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:36,,76 (+14),,62,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 76-62 (-14),,"GOOD FT by LITTLEFIELD,GEAREN",2
09:22,"TURNOVER  by VUYANCIH,ANTONIO",,,,,,,"TURNOVER  by VUYANCIH,ANTONIO",2
09:21,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",2
09:21,"SUB IN by LUDLOW,TIM",,,,,,,"SUB IN by LUDLOW,TIM",2
09:21,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
09:21,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",2
09:21,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",2
09:21,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",2
09:21,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",2
09:21,"SUB OUT by CSUHRAN,MATTHEW",,,,,,,"SUB OUT by CSUHRAN,MATTHEW",2
08:56,,76 (+12),,64,"GOOD JUMPER by ALDOUS,HANK",HENDRIX 76-64 (-12),,"GOOD JUMPER by ALDOUS,HANK",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
08:40,"MISS LAYUP by DAVID LINANE,JR",,,,,,,"MISS LAYUP by DAVID LINANE,JR",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
08:37,"FOUL  by DAVID LINANE,JR",,,,,,,"FOUL  by DAVID LINANE,JR",2
