Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,MVC,Game Score,Team Indicator,Play,Period
00:01,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",1
--,,,,,"REBOUND DEF by BOWMAN,BLAKE",,,"REBOUND DEF by BOWMAN,BLAKE",1
19:52,,,,,"MISS 3PTR by SPICER,TYLER",,,"MISS 3PTR by SPICER,TYLER",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
19:28,"GOOD JUMPER by GARRETT,TRAVIS",37 (+4),,33,,HENDRIX 37-33 (+4),,"GOOD JUMPER by GARRETT,TRAVIS",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
19:05,,,,,"MISS 3PTR by BROOKS,JOSHUA",,,"MISS 3PTR by BROOKS,JOSHUA",2
--,,,,,"REBOUND OFF by NOKES,COLT",,,"REBOUND OFF by NOKES,COLT",2
18:57,,,,,"TURNOVER  by NOKES,COLT",,,"TURNOVER  by NOKES,COLT",2
18:56,"STEAL  by LITTLEFIELD,GEAREN",,,,,,,"STEAL  by LITTLEFIELD,GEAREN",2
18:43,,,,,"FOUL  by HOPPA,DANTE",,,"FOUL  by HOPPA,DANTE",2
18:43,"GOOD FT by LITTLEFIELD,GEAREN",38 (+5),,33,,HENDRIX 38-33 (+5),,"GOOD FT by LITTLEFIELD,GEAREN",2
18:43,"GOOD FT by LITTLEFIELD,GEAREN",39 (+6),,33,,HENDRIX 39-33 (+6),,"GOOD FT by LITTLEFIELD,GEAREN",2
18:29,,39 (+4),,35,"GOOD JUMPER by SONGSTER,CALVIN",MVC 39-35 (+4),,"GOOD JUMPER by SONGSTER,CALVIN",2
18:04,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",41 (+6),,35,,HENDRIX 41-35 (+6),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
17:46,,,,,"MISS LAYUP by SONGSTER,CALVIN",,,"MISS LAYUP by SONGSTER,CALVIN",2
17:46,"BLOCK  by LITTLEFIELD,GEAREN",,,,,,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:46,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",2
17:46,,,,,"SUB OUT by SPICER,TYLER",,,"SUB OUT by SPICER,TYLER",2
17:44,,41 (+3),,38,"GOOD 3PTR by SONGSTER,CALVIN",MVC 41-38 (+3),,"GOOD 3PTR by SONGSTER,CALVIN",2
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",2
17:33,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
17:33,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
17:33,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
17:33,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
17:13,,,,,"MISS LAYUP by BROOKS,JOSHUA",,,"MISS LAYUP by BROOKS,JOSHUA",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
17:01,,,,,"FOUL  by BROOKS,JOSHUA",,,"FOUL  by BROOKS,JOSHUA",2
17:01,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:01,"GOOD FT by ALDOUS,HANK",42 (+4),,38,,HENDRIX 42-38 (+4),,"GOOD FT by ALDOUS,HANK",2
17:01,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",2
17:01,,,,,"SUB OUT by BROOKS,JOSHUA",,,"SUB OUT by BROOKS,JOSHUA",2
16:51,,,,,"TURNOVER  by NOKES,COLT",,,"TURNOVER  by NOKES,COLT",2
16:35,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
16:16,,,,,"TURNOVER  by BOWYER,JAY",,,"TURNOVER  by BOWYER,JAY",2
16:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:16,,,,,"SUB IN by SPICER,TYLER",,,"SUB IN by SPICER,TYLER",2
16:16,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",2
15:51,,,,,"FOUL  by SPICER,TYLER",,,"FOUL  by SPICER,TYLER",2
15:51,"GOOD FT by LITTLEFIELD,GEAREN",43 (+5),,38,,HENDRIX 43-38 (+5),,"GOOD FT by LITTLEFIELD,GEAREN",2
15:51,"GOOD FT by LITTLEFIELD,GEAREN",44 (+6),,38,,HENDRIX 44-38 (+6),,"GOOD FT by LITTLEFIELD,GEAREN",2
15:51,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
15:51,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
15:29,,,,,"MISS 3PTR by GARCIA,EMANUELLE",,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
15:07,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
14:46,,44 (+3),,41,"GOOD 3PTR by BOWYER,JAY",MVC 44-41 (+3),,"GOOD 3PTR by BOWYER,JAY",2
--,,,,,"ASSIST  by SPICER,TYLER",,,"ASSIST  by SPICER,TYLER",2
14:24,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
14:24,,,,,"BLOCK  by SPICER,TYLER",,,"BLOCK  by SPICER,TYLER",2
--,,,,,"REBOUND DEF by BOWYER,JAY",,,"REBOUND DEF by BOWYER,JAY",2
14:18,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
14:18,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
14:18,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
14:18,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
14:18,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",2
14:18,,,,,"SUB IN by BROOKS,JOSHUA",,,"SUB IN by BROOKS,JOSHUA",2
14:18,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",2
14:18,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",2
14:08,,44 (+1),,43,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",MVC 44-43 (+1),,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",2
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",2
13:45,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
13:45,"GOOD FT by SMITH,PRESTON",45 (+2),,43,,HENDRIX 45-43 (+2),,"GOOD FT by SMITH,PRESTON",2
13:45,"GOOD FT by SMITH,PRESTON",46 (+3),,43,,HENDRIX 46-43 (+3),,"GOOD FT by SMITH,PRESTON",2
13:29,,46 (+1),,45,"GOOD JUMPER by BOWMAN,EMIER",MVC 46-45 (+1),,"GOOD JUMPER by BOWMAN,EMIER",2
--,,,,,"ASSIST  by SPICER,TYLER",,,"ASSIST  by SPICER,TYLER",2
13:12,"MISS LAYUP by BATCHELOR,BRYCE",,,,,,,"MISS LAYUP by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",2
13:04,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
12:59,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
12:59,,,,,"MISS FT by BROOKS,JOSHUA",,,"MISS FT by BROOKS,JOSHUA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:59,,46,,46,"GOOD FT by BROOKS,JOSHUA",MVC 46-46 (0),,"GOOD FT by BROOKS,JOSHUA",2
12:59,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
12:59,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
12:59,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
12:45,"GOOD JUMPER by SMITH,PRESTON",48 (+2),,46,,HENDRIX 48-46 (+2),,"GOOD JUMPER by SMITH,PRESTON",2
12:29,,,,,"MISS 3PTR by BROOKS,JOSHUA",,,"MISS 3PTR by BROOKS,JOSHUA",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
12:23,,,,,"FOUL  by BOWYER,JAY",,,"FOUL  by BOWYER,JAY",2
12:14,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
12:11,,,,,"FOUL  by GARCIA,EMANUELLE",,,"FOUL  by GARCIA,EMANUELLE",2
12:11,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",2
12:11,,,,,"SUB OUT by BROOKS,JOSHUA",,,"SUB OUT by BROOKS,JOSHUA",2
11:56,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
11:56,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
11:56,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",2
11:56,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",2
11:41,,,,,"MISS JUMPER by NOKES,COLT",,,"MISS JUMPER by NOKES,COLT",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
11:15,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
11:15,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",2
11:15,,,,,"SUB OUT by GARCIA,EMANUELLE",,,"SUB OUT by GARCIA,EMANUELLE",2
11:06,,,,,"MISS LAYUP by BOWYER,JAY",,,"MISS LAYUP by BOWYER,JAY",2
--,,,,,"REBOUND OFF by NOKES,COLT",,,"REBOUND OFF by NOKES,COLT",2
11:02,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
11:02,,48 (+1),,47,"GOOD FT by NOKES,COLT",MVC 48-47 (+1),,"GOOD FT by NOKES,COLT",2
11:02,,,,,"MISS FT by NOKES,COLT",,,"MISS FT by NOKES,COLT",2
--,,,,,"REBOUND OFF by SPICER,TYLER",,,"REBOUND OFF by SPICER,TYLER",2
10:58,,,,,"MISS 3PTR by SPICER,TYLER",,,"MISS 3PTR by SPICER,TYLER",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
10:50,"GOOD JUMPER by ALDOUS,HANK(in the paint)",50 (+3),,47,,HENDRIX 50-47 (+3),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",2
10:50,,,,,"FOUL  by SPICER,TYLER",,,"FOUL  by SPICER,TYLER",2
10:50,"GOOD FT by ALDOUS,HANK",51 (+4),,47,,HENDRIX 51-47 (+4),,"GOOD FT by ALDOUS,HANK",2
10:50,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",2
10:50,,,,,"SUB OUT by SPICER,TYLER",,,"SUB OUT by SPICER,TYLER",2
10:31,,51 (+1),,50,"GOOD 3PTR by BOWYER,JAY",MVC 51-50 (+1),,"GOOD 3PTR by BOWYER,JAY",2
10:10,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
10:05,,51,,52 (+1),"GOOD LAYUP by BOWYER,JAY(fastbreak)(in the paint)",MVC 51-52 (-1),,"GOOD LAYUP by BOWYER,JAY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOPPA,DANTE",,,"ASSIST  by HOPPA,DANTE",2
10:05,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
10:05,,51,,53 (+2),"GOOD FT by BOWYER,JAY",MVC 51-53 (-2),,"GOOD FT by BOWYER,JAY",2
09:46,"GOOD 3PTR by SMITH,PRESTON",54 (+1),,53,,HENDRIX 54-53 (+1),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
09:33,,,,,"TURNOVER  by BOWYER,JAY",,,"TURNOVER  by BOWYER,JAY",2
09:25,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
09:25,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
09:25,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
09:25,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
09:25,,,,,"SUB IN by BROOKS,JOSHUA",,,"SUB IN by BROOKS,JOSHUA",2
09:25,,,,,"SUB OUT by BOWYER,JAY",,,"SUB OUT by BOWYER,JAY",2
09:11,,54,,56 (+2),"GOOD 3PTR by NOKES,COLT",MVC 54-56 (-2),,"GOOD 3PTR by NOKES,COLT",2
--,,,,,"ASSIST  by HOPPA,DANTE",,,"ASSIST  by HOPPA,DANTE",2
08:39,"GOOD LAYUP by ALDOUS,HANK(in the paint)",56,,56,,HENDRIX 56-56 (0),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
08:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:20,,,,,"TURNOVER  by SONGSTER,CALVIN",,,"TURNOVER  by SONGSTER,CALVIN",2
08:19,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
08:00,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",2
07:36,,56,,58 (+2),"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",MVC 56-58 (-2),,"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",2
07:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:07,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
07:07,,,,,"BLOCK  by NOKES,COLT",,,"BLOCK  by NOKES,COLT",2
--,,,,,"REBOUND DEF by BROOKS,JOSHUA",,,"REBOUND DEF by BROOKS,JOSHUA",2
06:56,,56,,60 (+4),"GOOD JUMPER by BOWMAN,EMIER",MVC 56-60 (-4),,"GOOD JUMPER by BOWMAN,EMIER",2
--,,,,,"ASSIST  by BROOKS,JOSHUA",,,"ASSIST  by BROOKS,JOSHUA",2
06:35,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
06:35,"GOOD FT by LITTLEFIELD,GEAREN",57,,60 (+3),,HENDRIX 57-60 (-3),,"GOOD FT by LITTLEFIELD,GEAREN",2
06:35,"GOOD FT by LITTLEFIELD,GEAREN",58,,60 (+2),,HENDRIX 58-60 (-2),,"GOOD FT by LITTLEFIELD,GEAREN",2
06:35,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",2
06:35,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",2
06:16,,,,,"FOUL  by BROOKS,JOSHUA",,,"FOUL  by BROOKS,JOSHUA",2
06:16,,,,,"TURNOVER  by BROOKS,JOSHUA",,,"TURNOVER  by BROOKS,JOSHUA",2
06:00,"GOOD LAYUP by ALDOUS,HANK(in the paint)",60,,60,,HENDRIX 60-60 (0),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
06:00,,,,,"FOUL  by NOKES,COLT",,,"FOUL  by NOKES,COLT",2
06:00,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
05:48,,,,,"MISS JUMPER by SONGSTER,CALVIN",,,"MISS JUMPER by SONGSTER,CALVIN",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
05:43,,,,,"FOUL  by NOKES,COLT",,,"FOUL  by NOKES,COLT",2
05:43,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:43,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
05:43,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",2
05:43,,,,,"SUB IN by SPICER,TYLER",,,"SUB IN by SPICER,TYLER",2
05:43,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",2
05:43,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",2
05:15,,60,,62 (+2),"GOOD LAYUP by BOWYER,JAY(in the paint)",MVC 60-62 (-2),,"GOOD LAYUP by BOWYER,JAY(in the paint)",2
04:50,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
04:47,,,,,"FOUL  by HOPPA,DANTE",,,"FOUL  by HOPPA,DANTE",2
04:47,"GOOD FT by SMITH,PRESTON",61,,62 (+1),,HENDRIX 61-62 (-1),,"GOOD FT by SMITH,PRESTON",2
04:47,"GOOD FT by SMITH,PRESTON",62,,62,,HENDRIX 62-62 (0),,"GOOD FT by SMITH,PRESTON",2
04:47,"GOOD FT by SMITH,PRESTON",63 (+1),,62,,HENDRIX 63-62 (+1),,"GOOD FT by SMITH,PRESTON",2
04:34,,,,,"MISS 3PTR by BOWYER,JAY",,,"MISS 3PTR by BOWYER,JAY",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
04:17,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
04:17,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
04:17,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",2
04:17,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",2
04:02,,,,,"TURNOVER  by BROOKS,JOSHUA",,,"TURNOVER  by BROOKS,JOSHUA",2
04:02,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
04:02,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
03:40,"GOOD 3PTR by ALDOUS,HANK",66 (+4),,62,,HENDRIX 66-62 (+4),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
03:24,,,,,"MISS 3PTR by SONGSTER,CALVIN",,,"MISS 3PTR by SONGSTER,CALVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:21,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",2
03:21,,,,,"SUB OUT by BROOKS,JOSHUA",,,"SUB OUT by BROOKS,JOSHUA",2
03:21,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",2
03:00,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by SONGSTER,CALVIN",,,"REBOUND DEF by SONGSTER,CALVIN",2
02:53,,66 (+2),,64,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",MVC 66-64 (+2),,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",2
02:53,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
02:53,,66 (+1),,65,"GOOD FT by SONGSTER,CALVIN",MVC 66-65 (+1),,"GOOD FT by SONGSTER,CALVIN",2
02:42,,,,,"FOUL  by BOWYER,JAY",,,"FOUL  by BOWYER,JAY",2
02:42,"GOOD FT by CALAMESE,MICHAEL",67 (+2),,65,,HENDRIX 67-65 (+2),,"GOOD FT by CALAMESE,MICHAEL",2
02:42,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",2
02:42,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
02:20,,,,,"MISS LAYUP by SONGSTER,CALVIN",,,"MISS LAYUP by SONGSTER,CALVIN",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
02:19,,,,,"FOUL  by SONGSTER,CALVIN",,,"FOUL  by SONGSTER,CALVIN",2
02:19,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:19,"GOOD FT by GARRETT,TRAVIS",68 (+3),,65,,HENDRIX 68-65 (+3),,"GOOD FT by GARRETT,TRAVIS",2
01:57,,,,,"MISS 3PTR by HOPPA,DANTE",,,"MISS 3PTR by HOPPA,DANTE",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
01:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:25,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",2
01:13,,,,,"MISS 3PTR by BOWYER,JAY",,,"MISS 3PTR by BOWYER,JAY",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
00:47,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by SONGSTER,CALVIN",,,"REBOUND DEF by SONGSTER,CALVIN",2
00:38,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
00:38,,,,,"MISS FT by HOPPA,DANTE",,,"MISS FT by HOPPA,DANTE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:38,,68 (+2),,66,"GOOD FT by HOPPA,DANTE",MVC 68-66 (+2),,"GOOD FT by HOPPA,DANTE",2
00:38,,,,,"MISS FT by HOPPA,DANTE",,,"MISS FT by HOPPA,DANTE",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
00:38,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
00:38,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
00:38,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
00:36,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",70 (+4),,66,,HENDRIX 70-66 (+4),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
00:27,,70 (+1),,69,"GOOD 3PTR by SONGSTER,CALVIN",MVC 70-69 (+1),,"GOOD 3PTR by SONGSTER,CALVIN",2
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",2
00:26,"SUB IN by BRADY,RYAN",,,,,,,"SUB IN by BRADY,RYAN",2
00:26,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
00:20,,,,,"FOUL  by SPICER,TYLER",,,"FOUL  by SPICER,TYLER",2
00:20,"MISS FT by BRADY,RYAN",,,,,,,"MISS FT by BRADY,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:20,"GOOD FT by BRADY,RYAN",71 (+2),,69,,HENDRIX 71-69 (+2),,"GOOD FT by BRADY,RYAN",2
00:20,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
00:20,"SUB OUT by BRADY,RYAN",,,,,,,"SUB OUT by BRADY,RYAN",2
00:20,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",2
00:20,,,,,"SUB OUT by SPICER,TYLER",,,"SUB OUT by SPICER,TYLER",2
00:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:06,,71,,71,"GOOD JUMPER by SONGSTER,CALVIN",MVC 71-71 (0),,"GOOD JUMPER by SONGSTER,CALVIN",2
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",2
00:00,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
05:00,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",3
--,,,,,"REBOUND DEF by BOWYER,JAY",,,"REBOUND DEF by BOWYER,JAY",3
05:00,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",3
05:00,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",3
04:57,,71,,73 (+2),"GOOD JUMPER by NOKES,COLT(fastbreak)(in the paint)",MVC 71-73 (-2),,"GOOD JUMPER by NOKES,COLT(fastbreak)(in the paint)",3
--,,,,,"ASSIST  by SONGSTER,CALVIN",,,"ASSIST  by SONGSTER,CALVIN",3
04:50,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",3
04:35,,,,,"MISS FT by NOKES,COLT",,,"MISS FT by NOKES,COLT",3
