Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
16:58,,43 (+10),,33,"GOOD 3PTR by SMITH,PRESTON",HENDRIX 43-33 (-10),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
16:25,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
16:25,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:25,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
16:25,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
16:25,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
16:09,,43 (+8),,35,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 43-35 (-8),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
16:00,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
15:47,,43 (+6),,37,"GOOD LAYUP by ALDOUS,HANK(in the paint)",HENDRIX 43-37 (-6),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
15:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:31,"MISS LAYUP by JONES,BLAKE",,,,,,,"MISS LAYUP by JONES,BLAKE",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
15:20,,43 (+4),,39,"GOOD JUMPER by SMITH,PRESTON",HENDRIX 43-39 (-4),,"GOOD JUMPER by SMITH,PRESTON",2
14:49,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",45 (+6),,39,,BCM 45-39 (-6),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
--,"ASSIST  by CLARK,ETHAN",,,,,,,"ASSIST  by CLARK,ETHAN",2
14:33,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
14:33,"STEAL  by ELLINGSWORTH,COLEMAN",,,,,,,"STEAL  by ELLINGSWORTH,COLEMAN",2
14:11,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
14:10,,,,,"STEAL  by STEELE,AARON",,,"STEAL  by STEELE,AARON",2
14:07,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
14:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:07,,,,,"MISS FT by STEELE,AARON",,,"MISS FT by STEELE,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:07,,45 (+5),,40,"GOOD FT by STEELE,AARON",HENDRIX 45-40 (-5),,"GOOD FT by STEELE,AARON",2
14:07,"SUB IN by GREEN,CADE",,,,,,,"SUB IN by GREEN,CADE",2
14:07,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
14:07,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
14:07,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
14:07,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
14:07,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
13:50,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
13:32,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
13:13,"TURNOVER  by FORTE,MCCARTY",,,,,,,"TURNOVER  by FORTE,MCCARTY",2
13:12,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
13:09,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:06,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
13:06,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
13:06,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
13:06,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
12:48,"GOOD LAYUP by CLARK,ETHAN(in the paint)",47 (+7),,40,,BCM 47-40 (-7),,"GOOD LAYUP by CLARK,ETHAN(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
12:29,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
12:29,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:29,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
12:29,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
12:29,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
12:16,"FOUL  by JOHNSON,CORY",,,,,,,"FOUL  by JOHNSON,CORY",2
12:16,,47 (+6),,41,"GOOD FT by PARKER,BRYCE",HENDRIX 47-41 (-6),,"GOOD FT by PARKER,BRYCE",2
12:16,,,,,"MISS FT by PARKER,BRYCE",,,"MISS FT by PARKER,BRYCE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:16,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
12:16,"SUB OUT by JOHNSON,CORY",,,,,,,"SUB OUT by JOHNSON,CORY",2
12:15,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
12:15,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
12:12,,47 (+4),,43,"GOOD LAYUP by ALDOUS,HANK(in the paint)",HENDRIX 47-43 (-4),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
--,"ASSIST  by ELLINGSWORTH,COLEMAN",,,,,,,"ASSIST  by ELLINGSWORTH,COLEMAN",2
12:04,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",49 (+6),,43,,BCM 49-43 (-6),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
11:49,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",2
11:35,,49 (+3),,46,"GOOD 3PTR by ALDOUS,HANK",HENDRIX 49-46 (-3),,"GOOD 3PTR by ALDOUS,HANK",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
11:15,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
11:15,,,,,"BLOCK  by BATCHELOR,BRYCE",,,"BLOCK  by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
11:07,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
11:07,"STEAL  by GREEN,CADE",,,,,,,"STEAL  by GREEN,CADE",2
11:03,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
10:48,"FOUL  by GREEN,CADE",,,,,,,"FOUL  by GREEN,CADE",2
10:48,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:48,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:48,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
10:48,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
10:48,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
10:21,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
10:11,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
09:47,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
09:47,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
09:47,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
09:47,"SUB OUT by GREEN,CADE",,,,,,,"SUB OUT by GREEN,CADE",2
09:47,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
09:35,"GOOD LAYUP by JONES,BLAKE(in the paint)",51 (+5),,46,,BCM 51-46 (-5),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
09:18,,,,,"MISS 3PTR by BATCHELOR,BRYCE",,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:46,"GOOD LAYUP by JONES,BLAKE(in the paint)",53 (+7),,46,,BCM 53-46 (-7),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
08:33,,53 (+5),,48,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",HENDRIX 53-48 (-5),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
08:12,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
08:12,,,,,"BLOCK  by BATCHELOR,BRYCE",,,"BLOCK  by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
08:06,,,,,"MISS LAYUP by PARKER,BRYCE",,,"MISS LAYUP by PARKER,BRYCE",2
08:06,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",2
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",2
08:02,,53 (+3),,50,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HENDRIX 53-50 (-3),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
07:41,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
07:38,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
07:37,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:37,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
07:37,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
07:27,,53 (+1),,52,"GOOD JUMPER by ALDOUS,HANK(in the paint)",HENDRIX 53-52 (-1),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
07:09,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
06:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:54,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
06:54,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
06:40,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",2
06:40,,53,,53,"GOOD FT by SMITH,PRESTON",HENDRIX 53-53 (0),,"GOOD FT by SMITH,PRESTON",2
06:40,,53,,54 (+1),"GOOD FT by SMITH,PRESTON",HENDRIX 53-54 (+1),,"GOOD FT by SMITH,PRESTON",2
06:40,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
06:40,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
06:28,"GOOD LAYUP by SPALDING,TANNER(in the paint)",55 (+1),,54,,BCM 55-54 (-1),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
06:16,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
05:59,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
05:59,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
05:59,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
05:58,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
05:47,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
05:47,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
05:47,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
05:47,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
05:47,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
05:47,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
05:34,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
05:34,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
05:20,"GOOD JUMPER by SPALDING,TANNER(in the paint)",57 (+3),,54,,BCM 57-54 (-3),,"GOOD JUMPER by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
05:00,,57 (+1),,56,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 57-56 (-1),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
04:48,"TURNOVER  by SPALDING,TANNER",,,,,,,"TURNOVER  by SPALDING,TANNER",2
04:48,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
04:48,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
04:48,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
04:22,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
04:09,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
03:47,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
03:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:30,"GOOD 3PTR by MCCLOUD,ALTON",60 (+4),,56,,BCM 60-56 (-4),,"GOOD 3PTR by MCCLOUD,ALTON",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
03:12,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
03:12,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:12,,60 (+3),,57,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 60-57 (-3),,"GOOD FT by LITTLEFIELD,GEAREN",2
02:44,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",62 (+5),,57,,BCM 62-57 (-5),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
02:25,,62 (+3),,59,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 62-59 (-3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
01:59,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
01:59,"GOOD FT by JOHNSON,CALEB",63 (+4),,59,,BCM 63-59 (-4),,"GOOD FT by JOHNSON,CALEB",2
01:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:59,"GOOD FT by JOHNSON,CALEB",64 (+5),,59,,BCM 64-59 (-5),,"GOOD FT by JOHNSON,CALEB",2
01:59,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
01:59,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
01:49,,64 (+2),,62,"GOOD 3PTR by GARRETT,TRAVIS",HENDRIX 64-62 (-2),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
01:26,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
00:56,"GOOD JUMPER by JONES,BLAKE",66 (+4),,62,,BCM 66-62 (-4),,"GOOD JUMPER by JONES,BLAKE",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
00:41,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
00:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:41,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
00:41,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
00:36,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
00:35,,,,,"STEAL  by PARKER,BRYCE",,,"STEAL  by PARKER,BRYCE",2
00:28,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
00:22,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
00:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:22,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
00:22,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
00:21,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
00:21,"BLOCK  by MCCLOUD,ALTON",,,,,,,"BLOCK  by MCCLOUD,ALTON",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
00:18,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
00:18,"GOOD FT by JONES,BLAKE",67 (+5),,62,,BCM 67-62 (-5),,"GOOD FT by JONES,BLAKE",2
00:18,"GOOD FT by JONES,BLAKE",68 (+6),,62,,BCM 68-62 (-6),,"GOOD FT by JONES,BLAKE",2
00:12,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
00:10,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
00:09,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
00:06,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
00:06,"BLOCK  by MCCLOUD,ALTON",,,,,,,"BLOCK  by MCCLOUD,ALTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
