Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,CENTMB,Game Score,Team Indicator,Play,Period
00:36,,,,,"SUB OUT by TARANTOLO,MITCHELL",,,"SUB OUT by TARANTOLO,MITCHELL",1
00:36,,,,,"SUB OUT by GRAY,JERICHO",,,"SUB OUT by GRAY,JERICHO",1
00:30,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",,,"MISS 3PTR by KIRKENDOLL,TRAVION",1
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",1
00:03,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",1
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",1
20:00,,,,,"SUB IN by MATTHEWS,TREYLAN",,,"SUB IN by MATTHEWS,TREYLAN",2
20:00,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
19:48,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
19:24,,,,,"MISS JUMPER by WEAVER,DYLLON",,,"MISS JUMPER by WEAVER,DYLLON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:10,,,,,"FOUL  by JOHNSON,REGIS",,,"FOUL  by JOHNSON,REGIS",2
19:04,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
19:04,,,,,"BLOCK  by TARANTOLO,MITCHELL",,,"BLOCK  by TARANTOLO,MITCHELL",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
18:57,"GOOD LAYUP by LINK,JACOB(in the paint)",38 (+2),,36,,HENDRIX 38-36 (+2),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
18:52,,,,,"MISS LAYUP by KIRKENDOLL,TRAVION",,,"MISS LAYUP by KIRKENDOLL,TRAVION",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
18:49,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",40 (+4),,36,,HENDRIX 40-36 (+4),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
18:49,,,,,"FOUL  by JOHNSON,REGIS",,,"FOUL  by JOHNSON,REGIS",2
18:49,"GOOD FT by SMITH,PRESTON",41 (+5),,36,,HENDRIX 41-36 (+5),,"GOOD FT by SMITH,PRESTON",2
18:49,,,,,"SUB IN by BOYD,KJ",,,"SUB IN by BOYD,KJ",2
18:49,,,,,"SUB OUT by JOHNSON,REGIS",,,"SUB OUT by JOHNSON,REGIS",2
18:22,,,,,"MISS 3PTR by WEAVER,DYLLON",,,"MISS 3PTR by WEAVER,DYLLON",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
18:09,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
18:02,,41 (+2),,39,"GOOD 3PTR by MATTHEWS,TREYLAN",CENTMB 41-39 (+2),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"ASSIST  by BOYD,KJ",,,"ASSIST  by BOYD,KJ",2
17:37,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
17:33,"GOOD JUMPER by SMITH,PRESTON(in the paint)",43 (+4),,39,,HENDRIX 43-39 (+4),,"GOOD JUMPER by SMITH,PRESTON(in the paint)",2
17:19,,43 (+2),,41,"GOOD LAYUP by WEAVER,DYLLON(in the paint)",CENTMB 43-41 (+2),,"GOOD LAYUP by WEAVER,DYLLON(in the paint)",2
17:04,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
16:59,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",,,"TURNOVER  by KIRKENDOLL,TRAVION",2
16:58,"STEAL  by LITTLEFIELD,GEAREN",,,,,,,"STEAL  by LITTLEFIELD,GEAREN",2
16:47,,,,,"SUB IN by JOHNSON,REGIS",,,"SUB IN by JOHNSON,REGIS",2
16:47,,,,,"SUB OUT by MATTHEWS,TREYLAN",,,"SUB OUT by MATTHEWS,TREYLAN",2
16:44,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
16:36,,43,,43,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",CENTMB 43-43 (0),,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",2
16:33,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
16:33,,43,,44 (+1),"GOOD FT by SAPP,JAMES",CENTMB 43-44 (-1),,"GOOD FT by SAPP,JAMES",2
16:33,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
16:33,,,,,"SUB OUT by TARANTOLO,MITCHELL",,,"SUB OUT by TARANTOLO,MITCHELL",2
16:07,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:55,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",,,"REBOUND OFF by MATTHEWS,TREYLAN",2
15:46,,,,,"MISS JUMPER by WEAVER,DYLLON",,,"MISS JUMPER by WEAVER,DYLLON",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
15:32,"GOOD JUMPER by ALDOUS,HANK(in the paint)",45 (+1),,44,,HENDRIX 45-44 (+1),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
15:25,,,,,"MISS 3PTR by WEAVER,DYLLON",,,"MISS 3PTR by WEAVER,DYLLON",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
15:13,"GOOD JUMPER by ALDOUS,HANK(in the paint)",47 (+3),,44,,HENDRIX 47-44 (+3),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",2
14:56,,47 (+1),,46,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",CENTMB 47-46 (+1),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
14:56,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
14:56,,47,,47,"GOOD FT by KIRKENDOLL,TRAVION",CENTMB 47-47 (0),,"GOOD FT by KIRKENDOLL,TRAVION",2
14:56,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
14:56,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
14:56,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
14:56,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
14:56,,,,,"SUB IN by HARRIS,CEDRIC",,,"SUB IN by HARRIS,CEDRIC",2
14:56,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
14:36,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
14:35,,,,,"STEAL  by BOYD,KJ",,,"STEAL  by BOYD,KJ",2
14:31,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
14:31,,,,,"MISS FT by SAPP,JAMES",,,"MISS FT by SAPP,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:31,,47,,48 (+1),"GOOD FT by SAPP,JAMES",CENTMB 47-48 (-1),,"GOOD FT by SAPP,JAMES",2
14:31,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
14:31,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
14:27,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
14:27,,,,,"STEAL  by MATTHEWS,TREYLAN",,,"STEAL  by MATTHEWS,TREYLAN",2
14:14,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
14:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:14,,,,,"SUB IN by MATTHEWS,TREYLAN",,,"SUB IN by MATTHEWS,TREYLAN",2
14:14,,,,,"SUB OUT by JOHNSON,REGIS",,,"SUB OUT by JOHNSON,REGIS",2
14:10,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",,,"TURNOVER  by KIRKENDOLL,TRAVION",2
14:09,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
13:44,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
13:40,,47,,50 (+3),"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",CENTMB 47-50 (-3),,"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
13:13,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by BOYD,KJ",,,"REBOUND DEF by BOYD,KJ",2
13:08,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",,,"MISS LAYUP by MATTHEWS,TREYLAN",2
13:08,"BLOCK  by SMITH,PRESTON",,,,,,,"BLOCK  by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",,,"REBOUND OFF by MATTHEWS,TREYLAN",2
13:03,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
13:03,,47,,51 (+4),"GOOD FT by KIRKENDOLL,TRAVION",CENTMB 47-51 (-4),,"GOOD FT by KIRKENDOLL,TRAVION",2
13:03,,47,,52 (+5),"GOOD FT by KIRKENDOLL,TRAVION",CENTMB 47-52 (-5),,"GOOD FT by KIRKENDOLL,TRAVION",2
12:50,"MISS LAYUP by GARRETT,TRAVIS",,,,,,,"MISS LAYUP by GARRETT,TRAVIS",2
12:50,,,,,"BLOCK  by BOYD,KJ",,,"BLOCK  by BOYD,KJ",2
--,"REBOUND OFF by CALAMESE,MICHAEL",,,,,,,"REBOUND OFF by CALAMESE,MICHAEL",2
12:44,"MISS JUMPER by BATCHELOR,BRYCE",,,,,,,"MISS JUMPER by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by BOYD,KJ",,,"REBOUND DEF by BOYD,KJ",2
12:40,,47,,54 (+7),"GOOD LAYUP by BOYD,KJ(fastbreak)(in the paint)",CENTMB 47-54 (-7),,"GOOD LAYUP by BOYD,KJ(fastbreak)(in the paint)",2
12:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:29,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
12:29,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
12:29,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
12:29,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
12:04,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
11:59,,47,,57 (+10),"GOOD 3PTR by HARRIS,CEDRIC",CENTMB 47-57 (-10),,"GOOD 3PTR by HARRIS,CEDRIC",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
11:43,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
11:35,,,,,"FOUL  by HARRIS,CEDRIC",,,"FOUL  by HARRIS,CEDRIC",2
11:34,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:34,"GOOD FT by ALDOUS,HANK",48,,57 (+9),,HENDRIX 48-57 (-9),,"GOOD FT by ALDOUS,HANK",2
11:34,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
11:34,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
11:34,,,,,"SUB IN by JOHNSON,REGIS",,,"SUB IN by JOHNSON,REGIS",2
11:34,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
11:18,,,,,"MISS JUMPER by HARRIS,CEDRIC",,,"MISS JUMPER by HARRIS,CEDRIC",2
--,,,,,"REBOUND OFF by KIRKENDOLL,TRAVION",,,"REBOUND OFF by KIRKENDOLL,TRAVION",2
11:16,,,,,"MISS LAYUP by KIRKENDOLL,TRAVION",,,"MISS LAYUP by KIRKENDOLL,TRAVION",2
11:16,"BLOCK  by ALDOUS,HANK",,,,,,,"BLOCK  by ALDOUS,HANK",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
10:59,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",50,,57 (+7),,HENDRIX 50-57 (-7),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
10:50,,,,,"MISS JUMPER by JOHNSON,REGIS",,,"MISS JUMPER by JOHNSON,REGIS",2
10:50,"BLOCK  by LITTLEFIELD,GEAREN",,,,,,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
10:47,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",2
10:47,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
10:47,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
10:35,"GOOD LAYUP by LINK,JACOB(in the paint)",52,,57 (+5),,HENDRIX 52-57 (-5),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
10:24,,,,,"MISS 3PTR by SAPP,JAMES",,,"MISS 3PTR by SAPP,JAMES",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
10:12,"GOOD 3PTR by SMITH,PRESTON",55,,57 (+2),,HENDRIX 55-57 (-2),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
09:41,,55,,59 (+4),"GOOD LAYUP by BOYD,KJ(in the paint)",CENTMB 55-59 (-4),,"GOOD LAYUP by BOYD,KJ(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,REGIS",,,"ASSIST  by JOHNSON,REGIS",2
09:25,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
09:07,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
09:07,,55,,60 (+5),"GOOD FT by BOYD,KJ",CENTMB 55-60 (-5),,"GOOD FT by BOYD,KJ",2
09:07,,55,,61 (+6),"GOOD FT by BOYD,KJ",CENTMB 55-61 (-6),,"GOOD FT by BOYD,KJ",2
09:07,,,,,"SUB IN by WEAVER,DYLLON",,,"SUB IN by WEAVER,DYLLON",2
09:07,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
09:07,,,,,"SUB OUT by HARRIS,CEDRIC",,,"SUB OUT by HARRIS,CEDRIC",2
09:07,,,,,"SUB OUT by JOHNSON,REGIS",,,"SUB OUT by JOHNSON,REGIS",2
08:54,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
08:47,,55,,63 (+8),"GOOD LAYUP by SAPP,JAMES(in the paint)",CENTMB 55-63 (-8),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
--,,,,,"ASSIST  by BOYD,KJ",,,"ASSIST  by BOYD,KJ",2
08:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:36,,,,,"SUB IN by JOHNSON,REGIS",,,"SUB IN by JOHNSON,REGIS",2
08:36,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
08:21,"GOOD LAYUP by LINK,JACOB(in the paint)",57,,63 (+6),,HENDRIX 57-63 (-6),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by LITTLEFIELD,GEAREN",,,,,,,"ASSIST  by LITTLEFIELD,GEAREN",2
08:21,,,,,"FOUL  by SAPP,JAMES",,,"FOUL  by SAPP,JAMES",2
08:21,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
08:21,,57,,65 (+8),"GOOD JUMPER by SAPP,JAMES(in the paint)",CENTMB 57-65 (-8),,"GOOD JUMPER by SAPP,JAMES(in the paint)",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
08:04,,,,,"FOUL  by JOHNSON,REGIS",,,"FOUL  by JOHNSON,REGIS",2
07:48,"GOOD FT by ALDOUS,HANK",58,,65 (+7),,HENDRIX 58-65 (-7),,"GOOD FT by ALDOUS,HANK",2
07:48,"GOOD FT by ALDOUS,HANK",59,,65 (+6),,HENDRIX 59-65 (-6),,"GOOD FT by ALDOUS,HANK",2
07:48,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
07:48,,,,,"SUB IN by HARRIS,CEDRIC",,,"SUB IN by HARRIS,CEDRIC",2
07:48,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
07:48,,,,,"SUB OUT by JOHNSON,REGIS",,,"SUB OUT by JOHNSON,REGIS",2
07:23,,59,,68 (+9),"GOOD 3PTR by WEAVER,DYLLON",CENTMB 59-68 (-9),,"GOOD 3PTR by WEAVER,DYLLON",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
07:10,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",61,,68 (+7),,HENDRIX 61-68 (-7),,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",2
06:53,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
06:53,,61,,69 (+8),"GOOD FT by WEAVER,DYLLON",CENTMB 61-69 (-8),,"GOOD FT by WEAVER,DYLLON",2
06:53,,,,,"MISS FT by WEAVER,DYLLON",,,"MISS FT by WEAVER,DYLLON",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
06:40,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:37,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",63,,69 (+6),,HENDRIX 63-69 (-6),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
06:22,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
06:14,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
06:09,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",,,"MISS 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
06:06,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
06:06,,63,,70 (+7),"GOOD FT by SAPP,JAMES",CENTMB 63-70 (-7),,"GOOD FT by SAPP,JAMES",2
06:06,,63,,71 (+8),"GOOD FT by SAPP,JAMES",CENTMB 63-71 (-8),,"GOOD FT by SAPP,JAMES",2
06:06,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
06:06,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
06:06,,,,,"SUB IN by BOYD,KJ",,,"SUB IN by BOYD,KJ",2
06:06,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
05:52,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
05:35,,,,,"MISS LAYUP by KIRKENDOLL,TRAVION",,,"MISS LAYUP by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND OFF by KIRKENDOLL,TRAVION",,,"REBOUND OFF by KIRKENDOLL,TRAVION",2
05:33,,63,,73 (+10),"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",CENTMB 63-73 (-10),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
05:26,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
05:26,"GOOD FT by SMITH,PRESTON",64,,73 (+9),,HENDRIX 64-73 (-9),,"GOOD FT by SMITH,PRESTON",2
05:26,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:05,,,,,"FOUL  by SAPP,JAMES",,,"FOUL  by SAPP,JAMES",2
05:05,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:05,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
04:56,,64,,75 (+11),"GOOD LAYUP by SAPP,JAMES(in the paint)",CENTMB 64-75 (-11),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
--,,,,,"ASSIST  by BOYD,KJ",,,"ASSIST  by BOYD,KJ",2
04:38,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
04:38,,,,,"STEAL  by KIRKENDOLL,TRAVION",,,"STEAL  by KIRKENDOLL,TRAVION",2
04:33,,64,,77 (+13),"GOOD LAYUP by HARRIS,CEDRIC(fastbreak)(in the paint)",CENTMB 64-77 (-13),,"GOOD LAYUP by HARRIS,CEDRIC(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
04:19,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
04:16,,,,,"STEAL  by SAPP,JAMES",,,"STEAL  by SAPP,JAMES",2
04:11,,64,,79 (+15),"GOOD LAYUP by MATTHEWS,TREYLAN(in the paint)",CENTMB 64-79 (-15),,"GOOD LAYUP by MATTHEWS,TREYLAN(in the paint)",2
04:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:01,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
04:01,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
04:01,,,,,"SUB IN by WEAVER,DYLLON",,,"SUB IN by WEAVER,DYLLON",2
04:01,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
03:48,"GOOD LAYUP by ALDOUS,HANK(in the paint)",66,,79 (+13),,HENDRIX 66-79 (-13),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
03:48,,,,,"FOUL  by WEAVER,DYLLON",,,"FOUL  by WEAVER,DYLLON",2
03:48,"GOOD FT by ALDOUS,HANK",67,,79 (+12),,HENDRIX 67-79 (-12),,"GOOD FT by ALDOUS,HANK",2
03:48,,,,,"SUB IN by GRAY,JERICHO",,,"SUB IN by GRAY,JERICHO",2
03:48,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
03:31,,67,,81 (+14),"GOOD JUMPER by GRAY,JERICHO(in the paint)",CENTMB 67-81 (-14),,"GOOD JUMPER by GRAY,JERICHO(in the paint)",2
--,,,,,"ASSIST  by BOYD,KJ",,,"ASSIST  by BOYD,KJ",2
03:15,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",69,,81 (+12),,HENDRIX 69-81 (-12),,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",2
02:42,,,,,"MISS 3PTR by HARRIS,CEDRIC",,,"MISS 3PTR by HARRIS,CEDRIC",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
02:28,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
02:28,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
02:23,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
02:23,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
02:23,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
02:23,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
