Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,MMB,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
15:31,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
15:19,,,,,"MISS LAYUP by COLEMAN,DANIEL",,,"MISS LAYUP by COLEMAN,DANIEL",2
15:19,"BLOCK  by LINK,JACOB",,,,,,,"BLOCK  by LINK,JACOB",2
--,,,,,"REBOUND OFF by COLEMAN,DANIEL",,,"REBOUND OFF by COLEMAN,DANIEL",2
15:19,,,,,"TURNOVER  by COLEMAN,DANIEL",,,"TURNOVER  by COLEMAN,DANIEL",2
15:19,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
15:19,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
15:19,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
15:19,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
15:01,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:47,,57 (+16),,41,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 57-41 (+16),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
14:26,"GOOD LAYUP by LINK,JACOB(in the paint)",59 (+18),,41,,HENDRIX 59-41 (+18),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
14:10,,,,,"MISS 3PTR by COLEMAN,DANIEL",,,"MISS 3PTR by COLEMAN,DANIEL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
14:03,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",2
13:52,"GOOD JUMPER by BATCHELOR,BRYCE",61 (+20),,41,,HENDRIX 61-41 (+20),,"GOOD JUMPER by BATCHELOR,BRYCE",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
13:29,,61 (+18),,43,"GOOD JUMPER by KOHNKE,SAM",MMB 61-43 (+18),,"GOOD JUMPER by KOHNKE,SAM",2
13:16,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
13:16,"TURNOVER  by CRISWELL,SEAN",,,,,,,"TURNOVER  by CRISWELL,SEAN",2
13:16,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
13:16,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
13:16,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
13:16,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
13:03,,,,,"MISS JUMPER by KOHNKE,SAM",,,"MISS JUMPER by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by MASON,WADE",,,"REBOUND OFF by MASON,WADE",2
13:00,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
12:56,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
12:51,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
12:38,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
12:38,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
12:38,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
12:38,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
12:20,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
12:09,,61 (+16),,45,"GOOD JUMPER by BLANZ,BUCK",MMB 61-45 (+16),,"GOOD JUMPER by BLANZ,BUCK",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
11:42,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
11:27,,61 (+14),,47,"GOOD JUMPER by TURNER,JAMES",MMB 61-47 (+14),,"GOOD JUMPER by TURNER,JAMES",2
11:04,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",63 (+16),,47,,HENDRIX 63-47 (+16),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
10:54,,63 (+13),,50,"GOOD 3PTR by MASON,WADE",MMB 63-50 (+13),,"GOOD 3PTR by MASON,WADE",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
10:19,"GOOD JUMPER by CALAMESE,MICHAEL",65 (+15),,50,,HENDRIX 65-50 (+15),,"GOOD JUMPER by CALAMESE,MICHAEL",2
10:08,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
10:08,,65 (+14),,51,"GOOD FT by BECKER,SAXTON",MMB 65-51 (+14),,"GOOD FT by BECKER,SAXTON",2
10:08,,65 (+13),,52,"GOOD FT by BECKER,SAXTON",MMB 65-52 (+13),,"GOOD FT by BECKER,SAXTON",2
10:08,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
10:08,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
10:08,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
10:08,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
10:08,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
10:08,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
10:08,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
10:08,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
09:57,"GOOD 3PTR by SMITH,PRESTON",68 (+16),,52,,HENDRIX 68-52 (+16),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by BATCHELOR,BRYCE",,,,,,,"ASSIST  by BATCHELOR,BRYCE",2
09:57,,68 (+13),,55,"GOOD 3PTR by GAGEN,BRENNAN",MMB 68-55 (+13),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
09:49,"MISS LAYUP by BATCHELOR,BRYCE",,,,,,,"MISS LAYUP by BATCHELOR,BRYCE",2
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",2
09:48,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",70 (+15),,55,,HENDRIX 70-55 (+15),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
09:37,,,,,"MISS JUMPER by KOHNKE,SAM",,,"MISS JUMPER by KOHNKE,SAM",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
09:27,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",72 (+17),,55,,HENDRIX 72-55 (+17),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
09:10,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:41,"GOOD LAYUP by LINK,JACOB(in the paint)",74 (+19),,55,,HENDRIX 74-55 (+19),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
08:18,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",2
07:36,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
07:36,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
07:35,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
07:28,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
07:28,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
07:28,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
07:18,,,,,"MISS JUMPER by GARDNER,ROBERT",,,"MISS JUMPER by GARDNER,ROBERT",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
07:05,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",2
07:05,,,,,"BLOCK  by TULLOS,ZACHARY",,,"BLOCK  by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
06:54,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
06:37,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",2
06:35,,,,,"STEAL  by GARDNER,ROBERT",,,"STEAL  by GARDNER,ROBERT",2
06:27,,74 (+16),,58,"GOOD 3PTR by GARDNER,ROBERT",MMB 74-58 (+16),,"GOOD 3PTR by GARDNER,ROBERT",2
--,,,,,"ASSIST  by TURNER,JAMES",,,"ASSIST  by TURNER,JAMES",2
06:05,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
06:05,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:05,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
06:05,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
05:49,,74 (+13),,61,"GOOD 3PTR by GAGEN,BRENNAN",MMB 74-61 (+13),,"GOOD 3PTR by GAGEN,BRENNAN",2
05:25,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
05:12,,,,,"TURNOVER  by KOHNKE,SAM",,,"TURNOVER  by KOHNKE,SAM",2
05:12,"STEAL  by LINK,JACOB",,,,,,,"STEAL  by LINK,JACOB",2
05:09,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",76 (+15),,61,,HENDRIX 76-61 (+15),,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",2
04:49,"GOOD FT by LINK,JACOB",77 (+16),,61,,HENDRIX 77-61 (+16),,"GOOD FT by LINK,JACOB",2
04:43,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
04:43,,77 (+15),,62,"GOOD FT by GAGEN,BRENNAN",MMB 77-62 (+15),,"GOOD FT by GAGEN,BRENNAN",2
04:43,,77 (+14),,63,"GOOD FT by GAGEN,BRENNAN",MMB 77-63 (+14),,"GOOD FT by GAGEN,BRENNAN",2
04:43,,77 (+13),,64,"GOOD FT by GAGEN,BRENNAN",MMB 77-64 (+13),,"GOOD FT by GAGEN,BRENNAN",2
04:43,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
04:43,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
04:43,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
04:43,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
04:43,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
04:43,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
04:28,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
04:02,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
03:57,,77 (+11),,66,"GOOD JUMPER by COLEMAN,DANIEL",MMB 77-66 (+11),,"GOOD JUMPER by COLEMAN,DANIEL",2
03:43,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
03:43,,,,,"STEAL  by TURNER,JAMES",,,"STEAL  by TURNER,JAMES",2
03:43,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
03:43,,77 (+10),,67,"GOOD FT by TURNER,JAMES",MMB 77-67 (+10),,"GOOD FT by TURNER,JAMES",2
03:43,,77 (+9),,68,"GOOD FT by TURNER,JAMES",MMB 77-68 (+9),,"GOOD FT by TURNER,JAMES",2
03:43,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
03:43,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
03:30,"TURNOVER  by CRISWELL,SEAN",,,,,,,"TURNOVER  by CRISWELL,SEAN",2
03:27,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
03:22,,77 (+7),,70,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",MMB 77-70 (+7),,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
03:14,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
02:52,"GOOD JUMPER by STEELE,AARON",79 (+9),,70,,HENDRIX 79-70 (+9),,"GOOD JUMPER by STEELE,AARON",2
02:37,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",2
02:37,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
02:37,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
02:37,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
02:37,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
02:37,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
02:37,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
02:26,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",81 (+11),,70,,HENDRIX 81-70 (+11),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
02:16,,81 (+8),,73,"GOOD 3PTR by BLANZ,BUCK",MMB 81-73 (+8),,"GOOD 3PTR by BLANZ,BUCK",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
01:33,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:33,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:27,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
01:27,,81 (+7),,74,"GOOD FT by GAGEN,BRENNAN",MMB 81-74 (+7),,"GOOD FT by GAGEN,BRENNAN",2
01:27,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
01:23,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
01:23,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
01:23,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
01:20,,,,,"FOUL  by KOHNKE,SAM",,,"FOUL  by KOHNKE,SAM",2
01:18,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
01:18,"GOOD FT by STEELE,AARON",82 (+8),,74,,HENDRIX 82-74 (+8),,"GOOD FT by STEELE,AARON",2
01:18,"GOOD FT by STEELE,AARON",83 (+9),,74,,HENDRIX 83-74 (+9),,"GOOD FT by STEELE,AARON",2
01:18,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
01:18,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
01:08,,83 (+6),,77,"GOOD 3PTR by KOHNKE,SAM",MMB 83-77 (+6),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
00:52,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:52,"GOOD FT by STEELE,AARON",84 (+7),,77,,HENDRIX 84-77 (+7),,"GOOD FT by STEELE,AARON",2
00:52,"GOOD FT by STEELE,AARON",85 (+8),,77,,HENDRIX 85-77 (+8),,"GOOD FT by STEELE,AARON",2
00:52,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
00:52,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
00:40,,85 (+5),,80,"GOOD 3PTR by KOHNKE,SAM",MMB 85-80 (+5),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
00:35,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
00:35,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
00:33,,85 (+3),,82,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",MMB 85-82 (+3),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
00:26,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
00:26,"MISS FT by PARKER,BRYCE",,,,,,,"MISS FT by PARKER,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:26,"GOOD FT by PARKER,BRYCE",86 (+4),,82,,HENDRIX 86-82 (+4),,"GOOD FT by PARKER,BRYCE",2
00:17,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",2
00:10,,,,,"MISS LAYUP by TURNER,JAMES",,,"MISS LAYUP by TURNER,JAMES",2
--,,,,,"REBOUND OFF by BECKER,SAXTON",,,"REBOUND OFF by BECKER,SAXTON",2
00:06,,,,,"MISS LAYUP by BECKER,SAXTON",,,"MISS LAYUP by BECKER,SAXTON",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
00:05,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
00:05,"GOOD FT by LINK,JACOB",87 (+5),,82,,HENDRIX 87-82 (+5),,"GOOD FT by LINK,JACOB",2
00:05,"GOOD FT by LINK,JACOB",88 (+6),,82,,HENDRIX 88-82 (+6),,"GOOD FT by LINK,JACOB",2
00:05,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
