Time Remaining,BEREA,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
00:45,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",1
00:45,"STEAL  by RILEY,BRYCE",,,,,,,"STEAL  by RILEY,BRYCE",1
00:36,"GOOD DUNK by RILEY,BRYCE(in the paint)",36,,41 (+5),,BEREA 36-41 (+5),,"GOOD DUNK by RILEY,BRYCE(in the paint)",1
00:16,"FOUL  by CAUDILL,ISAAC",,,,,,,"FOUL  by CAUDILL,ISAAC",1
00:16,"SUB OUT by BLACK,JAYLEN",,,,,,,"SUB OUT by BLACK,JAYLEN",1
00:16,"SUB OUT by MACKEY,MARQUIS",,,,,,,"SUB OUT by MACKEY,MARQUIS",1
00:16,"SUB IN by MINTER,TREY",,,,,,,"SUB IN by MINTER,TREY",1
00:16,"SUB IN by YEARY,JACOB",,,,,,,"SUB IN by YEARY,JACOB",1
00:16,,36,,42 (+6),"GOOD FT by MARR,RUSS",Sewan 36-42 (+6),,"GOOD FT by MARR,RUSS",1
00:16,,36,,43 (+7),"GOOD FT by MARR,RUSS",Sewan 36-43 (+7),,"GOOD FT by MARR,RUSS",1
00:02,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",1
--,,,,,"REBOUND DEF by WILLIAMS,RASHAWN",,,"REBOUND DEF by WILLIAMS,RASHAWN",1
20:00,,,,,"SUB OUT by WILLIAMS,RASHAWN",,,"SUB OUT by WILLIAMS,RASHAWN",2
20:00,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
20:00,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
20:00,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
20:00,"SUB OUT by YEARY,JACOB",,,,,,,"SUB OUT by YEARY,JACOB",2
20:00,"SUB OUT by RILEY,BRYCE",,,,,,,"SUB OUT by RILEY,BRYCE",2
20:00,"SUB OUT by JONES,ANDREW",,,,,,,"SUB OUT by JONES,ANDREW",2
20:00,"SUB IN by MACKEY,MARQUIS",,,,,,,"SUB IN by MACKEY,MARQUIS",2
20:00,"SUB IN by MONTGOMERY,JAREL",,,,,,,"SUB IN by MONTGOMERY,JAREL",2
20:00,"SUB IN by BOGGS,TYLER",,,,,,,"SUB IN by BOGGS,TYLER",2
19:52,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
19:52,"STEAL  by BOGGS,TYLER",,,,,,,"STEAL  by BOGGS,TYLER",2
19:31,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,"REBOUND OFF by MACKEY,MARQUIS",,,,,,,"REBOUND OFF by MACKEY,MARQUIS",2
19:13,"GOOD LAYUP by BOGGS,TYLER(in the paint)",38,,43 (+5),,BEREA 38-43 (+5),,"GOOD LAYUP by BOGGS,TYLER(in the paint)",2
18:57,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
18:57,"FOUL  by MONTGOMERY,JAREL",,,,,,,"FOUL  by MONTGOMERY,JAREL",2
18:57,,38,,44 (+6),"GOOD FT by KAHL,COLIN",Sewan 38-44 (+6),,"GOOD FT by KAHL,COLIN",2
18:57,,38,,45 (+7),"GOOD FT by KAHL,COLIN",Sewan 38-45 (+7),,"GOOD FT by KAHL,COLIN",2
18:41,"MISS 3PTR by CAUDILL,ISAAC",,,,,,,"MISS 3PTR by CAUDILL,ISAAC",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
18:30,,38,,47 (+9),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 38-47 (+9),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
18:08,"MISS JUMPER by MINTER,TREY",,,,,,,"MISS JUMPER by MINTER,TREY",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
17:59,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
17:59,"STEAL  by MINTER,TREY",,,,,,,"STEAL  by MINTER,TREY",2
17:42,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,"REBOUND OFF by BOGGS,TYLER",,,,,,,"REBOUND OFF by BOGGS,TYLER",2
17:35,"TURNOVER  by BOGGS,TYLER",,,,,,,"TURNOVER  by BOGGS,TYLER",2
17:35,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
17:29,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by MONTGOMERY,JAREL",,,,,,,"REBOUND DEF by MONTGOMERY,JAREL",2
17:13,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
16:59,"MISS 3PTR by MACKEY,MARQUIS",,,,,,,"MISS 3PTR by MACKEY,MARQUIS",2
--,"REBOUND OFF by BOGGS,TYLER",,,,,,,"REBOUND OFF by BOGGS,TYLER",2
16:51,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:34,,38,,49 (+11),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 38-49 (+11),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
16:15,"GOOD LAYUP by CAUDILL,ISAAC(in the paint)",40,,49 (+9),,BEREA 40-49 (+9),,"GOOD LAYUP by CAUDILL,ISAAC(in the paint)",2
16:02,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",2
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",2
15:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:54,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
15:54,"STEAL  by CAUDILL,ISAAC",,,,,,,"STEAL  by CAUDILL,ISAAC",2
15:32,"MISS 3PTR by MONTGOMERY,JAREL",,,,,,,"MISS 3PTR by MONTGOMERY,JAREL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:15,"MISS JUMPER by MINTER,TREY(in the paint)",,,,,,,"MISS JUMPER by MINTER,TREY(in the paint)",2
--,"REBOUND OFF by CAUDILL,ISAAC",,,,,,,"REBOUND OFF by CAUDILL,ISAAC",2
15:10,"GOOD LAYUP by CAUDILL,ISAAC(in the paint)",42,,49 (+7),,BEREA 42-49 (+7),,"GOOD LAYUP by CAUDILL,ISAAC(in the paint)",2
14:38,,,,,"MISS JUMPER by CORRIGAN,TRE",,,"MISS JUMPER by CORRIGAN,TRE",2
--,"REBOUND DEF by CAUDILL,ISAAC",,,,,,,"REBOUND DEF by CAUDILL,ISAAC",2
14:19,"GOOD JUMPER by CAUDILL,ISAAC",44,,49 (+5),,BEREA 44-49 (+5),,"GOOD JUMPER by CAUDILL,ISAAC",2
--,"ASSIST  by MONTGOMERY,JAREL",,,,,,,"ASSIST  by MONTGOMERY,JAREL",2
14:14,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
14:14,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
14:14,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
14:14,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
13:53,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by BOGGS,TYLER",,,,,,,"REBOUND DEF by BOGGS,TYLER",2
13:31,"GOOD LAYUP by MINTER,TREY(in the paint)",46,,49 (+3),,BEREA 46-49 (+3),,"GOOD LAYUP by MINTER,TREY(in the paint)",2
--,"ASSIST  by MONTGOMERY,JAREL",,,,,,,"ASSIST  by MONTGOMERY,JAREL",2
13:07,,46,,51 (+5),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 46-51 (+5),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
13:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:06,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:06,"SUB OUT by BOGGS,TYLER",,,,,,,"SUB OUT by BOGGS,TYLER",2
13:06,"SUB IN by JONES,ANDREW",,,,,,,"SUB IN by JONES,ANDREW",2
12:55,"TURNOVER  by MINTER,TREY",,,,,,,"TURNOVER  by MINTER,TREY",2
12:55,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",2
12:39,,46,,54 (+8),"GOOD 3PTR by MARR,RUSS",Sewan 46-54 (+8),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
12:24,"MISS 3PTR by JONES,ANDREW",,,,,,,"MISS 3PTR by JONES,ANDREW",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
12:18,,46,,56 (+10),"GOOD JUMPER by CRUMP,JOHN(fastbreak)(in the paint)",Sewan 46-56 (+10),,"GOOD JUMPER by CRUMP,JOHN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
12:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:16,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
12:16,,,,,"SUB IN by WILLIAMS,RASHAWN",,,"SUB IN by WILLIAMS,RASHAWN",2
12:16,"SUB OUT by MACKEY,MARQUIS",,,,,,,"SUB OUT by MACKEY,MARQUIS",2
12:16,"SUB OUT by JONES,ANDREW",,,,,,,"SUB OUT by JONES,ANDREW",2
12:16,"SUB IN by RILEY,BRYCE",,,,,,,"SUB IN by RILEY,BRYCE",2
12:16,"SUB IN by BOGGS,TYLER",,,,,,,"SUB IN by BOGGS,TYLER",2
11:50,"MISS JUMPER by RILEY,BRYCE",,,,,,,"MISS JUMPER by RILEY,BRYCE",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
11:37,,,,,"MISS JUMPER by CRUMP,JOHN(in the paint)",,,"MISS JUMPER by CRUMP,JOHN(in the paint)",2
--,"REBOUND DEF by BOGGS,TYLER",,,,,,,"REBOUND DEF by BOGGS,TYLER",2
11:26,"MISS 3PTR by CAUDILL,ISAAC",,,,,,,"MISS 3PTR by CAUDILL,ISAAC",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
11:10,,46,,58 (+12),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 46-58 (+12),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
10:55,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,"REBOUND OFF by BOGGS,TYLER",,,,,,,"REBOUND OFF by BOGGS,TYLER",2
10:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:50,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
10:50,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
10:50,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
10:50,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
10:50,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
10:50,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
10:50,"SUB OUT by MONTGOMERY,JAREL",,,,,,,"SUB OUT by MONTGOMERY,JAREL",2
10:50,"SUB OUT by RILEY,BRYCE",,,,,,,"SUB OUT by RILEY,BRYCE",2
10:50,"SUB IN by HAMM,ANTHONY",,,,,,,"SUB IN by HAMM,ANTHONY",2
10:50,"SUB IN by MACKEY,MARQUIS",,,,,,,"SUB IN by MACKEY,MARQUIS",2
10:49,"TURNOVER  by BOGGS,TYLER",,,,,,,"TURNOVER  by BOGGS,TYLER",2
10:28,,,,,"TURNOVER  by WILLIAMS,RASHAWN",,,"TURNOVER  by WILLIAMS,RASHAWN",2
10:13,"MISS 3PTR by MACKEY,MARQUIS",,,,,,,"MISS 3PTR by MACKEY,MARQUIS",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
09:48,,46,,60 (+14),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 46-60 (+14),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,RASHAWN",,,"ASSIST  by WILLIAMS,RASHAWN",2
09:31,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
09:13,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by MINTER,TREY",,,,,,,"REBOUND DEF by MINTER,TREY",2
09:07,"GOOD LAYUP by HAMM,ANTHONY(fastbreak)(in the paint)",48,,60 (+12),,BEREA 48-60 (+12),,"GOOD LAYUP by HAMM,ANTHONY(fastbreak)(in the paint)",2
--,"ASSIST  by MINTER,TREY",,,,,,,"ASSIST  by MINTER,TREY",2
08:50,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by CAUDILL,ISAAC",,,,,,,"REBOUND DEF by CAUDILL,ISAAC",2
08:37,"GOOD JUMPER by MINTER,TREY(in the paint)",50,,60 (+10),,BEREA 50-60 (+10),,"GOOD JUMPER by MINTER,TREY(in the paint)",2
08:37,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
08:37,,,,,"SUB OUT by WILLIAMS,RASHAWN",,,"SUB OUT by WILLIAMS,RASHAWN",2
08:37,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
08:37,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
08:37,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
08:37,"SUB OUT by CAUDILL,ISAAC",,,,,,,"SUB OUT by CAUDILL,ISAAC",2
08:37,"SUB OUT by MACKEY,MARQUIS",,,,,,,"SUB OUT by MACKEY,MARQUIS",2
08:37,"SUB IN by MONTGOMERY,JAREL",,,,,,,"SUB IN by MONTGOMERY,JAREL",2
08:37,"SUB IN by RILEY,BRYCE",,,,,,,"SUB IN by RILEY,BRYCE",2
08:37,"GOOD FT by MINTER,TREY",51,,60 (+9),,BEREA 51-60 (+9),,"GOOD FT by MINTER,TREY",2
08:37,"SUB OUT by MINTER,TREY",,,,,,,"SUB OUT by MINTER,TREY",2
08:37,"SUB IN by BLACK,JAYLEN",,,,,,,"SUB IN by BLACK,JAYLEN",2
08:32,"FOUL  by HAMM,ANTHONY",,,,,,,"FOUL  by HAMM,ANTHONY",2
08:16,,,,,"MISS JUMPER by CRUMP,JOHN",,,"MISS JUMPER by CRUMP,JOHN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:13,"SUB OUT by HAMM,ANTHONY",,,,,,,"SUB OUT by HAMM,ANTHONY",2
08:13,"SUB OUT by BOGGS,TYLER",,,,,,,"SUB OUT by BOGGS,TYLER",2
08:13,"SUB IN by MACKEY,MARQUIS",,,,,,,"SUB IN by MACKEY,MARQUIS",2
08:13,"SUB IN by JONES,ANDREW",,,,,,,"SUB IN by JONES,ANDREW",2
07:56,"MISS 3PTR by MACKEY,MARQUIS",,,,,,,"MISS 3PTR by MACKEY,MARQUIS",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
07:44,,51,,63 (+12),"GOOD 3PTR by CRUMP,JOHN",Sewan 51-63 (+12),,"GOOD 3PTR by CRUMP,JOHN",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
07:27,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
07:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:27,"SUB OUT by MACKEY,MARQUIS",,,,,,,"SUB OUT by MACKEY,MARQUIS",2
07:27,"SUB IN by CAUDILL,ISAAC",,,,,,,"SUB IN by CAUDILL,ISAAC",2
07:27,"GOOD FT by JONES,ANDREW",52,,63 (+11),,BEREA 52-63 (+11),,"GOOD FT by JONES,ANDREW",2
07:27,"GOOD FT by JONES,ANDREW",53,,63 (+10),,BEREA 53-63 (+10),,"GOOD FT by JONES,ANDREW",2
07:27,"SUB OUT by MONTGOMERY,JAREL",,,,,,,"SUB OUT by MONTGOMERY,JAREL",2
07:27,"SUB OUT by JONES,ANDREW",,,,,,,"SUB OUT by JONES,ANDREW",2
07:27,"SUB IN by HAMM,ANTHONY",,,,,,,"SUB IN by HAMM,ANTHONY",2
07:27,"SUB IN by BOGGS,TYLER",,,,,,,"SUB IN by BOGGS,TYLER",2
07:11,,53,,66 (+13),"GOOD 3PTR by CORRIGAN,TRE",Sewan 53-66 (+13),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
06:54,"MISS JUMPER by CAUDILL,ISAAC(in the paint)",,,,,,,"MISS JUMPER by CAUDILL,ISAAC(in the paint)",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
06:52,"SUB OUT by BLACK,JAYLEN",,,,,,,"SUB OUT by BLACK,JAYLEN",2
06:52,"SUB IN by MINTER,TREY",,,,,,,"SUB IN by MINTER,TREY",2
06:40,,53,,68 (+15),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 53-68 (+15),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
06:29,"GOOD JUMPER by MINTER,TREY",55,,68 (+13),,BEREA 55-68 (+13),,"GOOD JUMPER by MINTER,TREY",2
06:10,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by CAUDILL,ISAAC",,,,,,,"REBOUND DEF by CAUDILL,ISAAC",2
05:58,"SUB OUT by BOGGS,TYLER",,,,,,,"SUB OUT by BOGGS,TYLER",2
05:58,"SUB IN by JONES,ANDREW",,,,,,,"SUB IN by JONES,ANDREW",2
05:49,"TURNOVER  by MINTER,TREY",,,,,,,"TURNOVER  by MINTER,TREY",2
05:49,,,,,"STEAL  by KAHL,COLIN",,,"STEAL  by KAHL,COLIN",2
05:43,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by HAMM,ANTHONY",,,,,,,"REBOUND DEF by HAMM,ANTHONY",2
05:33,"TURNOVER  by HAMM,ANTHONY",,,,,,,"TURNOVER  by HAMM,ANTHONY",2
05:23,,55,,70 (+15),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 55-70 (+15),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
05:23,"FOUL  by RILEY,BRYCE",,,,,,,"FOUL  by RILEY,BRYCE",2
05:23,"SUB OUT by HAMM,ANTHONY",,,,,,,"SUB OUT by HAMM,ANTHONY",2
05:23,"SUB IN by MACKEY,MARQUIS",,,,,,,"SUB IN by MACKEY,MARQUIS",2
05:23,,55,,71 (+16),"GOOD FT by AVALIANI,LUKA",Sewan 55-71 (+16),,"GOOD FT by AVALIANI,LUKA",2
05:07,"GOOD JUMPER by MACKEY,MARQUIS(in the paint)",57,,71 (+14),,BEREA 57-71 (+14),,"GOOD JUMPER by MACKEY,MARQUIS(in the paint)",2
--,"ASSIST  by MINTER,TREY",,,,,,,"ASSIST  by MINTER,TREY",2
05:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:05,"SUB OUT by MINTER,TREY",,,,,,,"SUB OUT by MINTER,TREY",2
05:05,"SUB OUT by CAUDILL,ISAAC",,,,,,,"SUB OUT by CAUDILL,ISAAC",2
05:05,"SUB OUT by JONES,ANDREW",,,,,,,"SUB OUT by JONES,ANDREW",2
05:05,"SUB IN by BLACK,JAYLEN",,,,,,,"SUB IN by BLACK,JAYLEN",2
05:05,"SUB IN by HAMM,ANTHONY",,,,,,,"SUB IN by HAMM,ANTHONY",2
05:05,"SUB IN by MONTGOMERY,JAREL",,,,,,,"SUB IN by MONTGOMERY,JAREL",2
05:00,,57,,73 (+16),"GOOD DUNK by KAHL,COLIN(fastbreak)(in the paint)",Sewan 57-73 (+16),,"GOOD DUNK by KAHL,COLIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
04:51,"MISS JUMPER by MONTGOMERY,JAREL",,,,,,,"MISS JUMPER by MONTGOMERY,JAREL",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
04:33,,57,,76 (+19),"GOOD 3PTR by MARR,RUSS",Sewan 57-76 (+19),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
04:30,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
04:30,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
04:30,"SUB OUT by BLACK,JAYLEN",,,,,,,"SUB OUT by BLACK,JAYLEN",2
04:30,"SUB OUT by HAMM,ANTHONY",,,,,,,"SUB OUT by HAMM,ANTHONY",2
04:30,"SUB OUT by RILEY,BRYCE",,,,,,,"SUB OUT by RILEY,BRYCE",2
04:30,"SUB IN by MINTER,TREY",,,,,,,"SUB IN by MINTER,TREY",2
04:30,"SUB IN by CAUDILL,ISAAC",,,,,,,"SUB IN by CAUDILL,ISAAC",2
04:30,"SUB IN by JONES,ANDREW",,,,,,,"SUB IN by JONES,ANDREW",2
04:17,"GOOD 3PTR by CAUDILL,ISAAC",60,,76 (+16),,BEREA 60-76 (+16),,"GOOD 3PTR by CAUDILL,ISAAC",2
04:01,"FOUL  by JONES,ANDREW",,,,,,,"FOUL  by JONES,ANDREW",2
03:57,,,,,"TURNOVER  by HOLLAND,ELI",,,"TURNOVER  by HOLLAND,ELI",2
03:57,"STEAL  by CAUDILL,ISAAC",,,,,,,"STEAL  by CAUDILL,ISAAC",2
03:50,"MISS 3PTR by MONTGOMERY,JAREL",,,,,,,"MISS 3PTR by MONTGOMERY,JAREL",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
03:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:39,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
03:39,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
03:39,"SUB OUT by MONTGOMERY,JAREL",,,,,,,"SUB OUT by MONTGOMERY,JAREL",2
03:39,"SUB OUT by JONES,ANDREW",,,,,,,"SUB OUT by JONES,ANDREW",2
03:39,"SUB IN by YEARY,JACOB",,,,,,,"SUB IN by YEARY,JACOB",2
03:39,"SUB IN by BOGGS,TYLER",,,,,,,"SUB IN by BOGGS,TYLER",2
03:39,"FOUL  by CAUDILL,ISAAC",,,,,,,"FOUL  by CAUDILL,ISAAC",2
03:09,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by MINTER,TREY",,,,,,,"REBOUND DEF by MINTER,TREY",2
02:57,"MISS 3PTR by MINTER,TREY",,,,,,,"MISS 3PTR by MINTER,TREY",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
02:44,,60,,78 (+18),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 60-78 (+18),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
02:32,"TURNOVER  by CAUDILL,ISAAC",,,,,,,"TURNOVER  by CAUDILL,ISAAC",2
02:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:30,"SUB OUT by MINTER,TREY",,,,,,,"SUB OUT by MINTER,TREY",2
02:30,"SUB OUT by CAUDILL,ISAAC",,,,,,,"SUB OUT by CAUDILL,ISAAC",2
02:30,"SUB OUT by MACKEY,MARQUIS",,,,,,,"SUB OUT by MACKEY,MARQUIS",2
02:30,"SUB OUT by BOGGS,TYLER",,,,,,,"SUB OUT by BOGGS,TYLER",2
02:30,"SUB IN by BLACK,JAYLEN",,,,,,,"SUB IN by BLACK,JAYLEN",2
02:30,"SUB IN by TWIGGS,KAEDEN",,,,,,,"SUB IN by TWIGGS,KAEDEN",2
02:30,"SUB IN by STANFORD,JOHN",,,,,,,"SUB IN by STANFORD,JOHN",2
02:30,"SUB IN by MUSANA,PRINCE",,,,,,,"SUB IN by MUSANA,PRINCE",2
02:08,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by STANFORD,JOHN",,,,,,,"REBOUND DEF by STANFORD,JOHN",2
01:57,"MISS 3PTR by YEARY,JACOB",,,,,,,"MISS 3PTR by YEARY,JACOB",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:28,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
01:28,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
01:28,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
01:28,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:28,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
01:28,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
01:28,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
01:28,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
01:28,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
