Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
18:36,,37,,42 (+5),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 37-42 (+5),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
18:36,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
18:36,,,,,"MISS FT by SMITH,GRAHAM",,,"MISS FT by SMITH,GRAHAM",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
18:19,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",39,,42 (+3),,Centre 39-42 (+3),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",2
18:08,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
17:49,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
17:25,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
17:25,,39,,43 (+4),"GOOD FT by KAHL,COLIN",Sewan 39-43 (+4),,"GOOD FT by KAHL,COLIN",2
17:25,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
17:25,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
17:25,,39,,44 (+5),"GOOD FT by KAHL,COLIN",Sewan 39-44 (+5),,"GOOD FT by KAHL,COLIN",2
17:13,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
17:03,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
17:03,"STEAL  by STINNETT,CADE",,,,,,,"STEAL  by STINNETT,CADE",2
16:56,"GOOD LAYUP by TAYLOR,MARSHALL(fastbreak)(in the paint)",41,,44 (+3),,Centre 41-44 (+3),,"GOOD LAYUP by TAYLOR,MARSHALL(fastbreak)(in the paint)",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
16:38,,41,,46 (+5),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 41-46 (+5),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
16:18,"GOOD LAYUP by STINNETT,CADE(in the paint)",43,,46 (+3),,Centre 43-46 (+3),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
15:52,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
15:52,"BLOCK  by TAYLOR,MARSHALL",,,,,,,"BLOCK  by TAYLOR,MARSHALL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:44,,43,,49 (+6),"GOOD 3PTR by MARR,RUSS",Sewan 43-49 (+6),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
15:21,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
15:21,,,,,"STEAL  by CORRIGAN,TRE",,,"STEAL  by CORRIGAN,TRE",2
15:16,,43,,51 (+8),"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",Sewan 43-51 (+8),,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
15:16,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
15:16,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
15:16,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
15:16,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:16,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
15:16,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
15:16,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
15:16,,43,,52 (+9),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 43-52 (+9),,"GOOD FT by MARR,RUSS(fastbreak)",2
15:06,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
14:59,"GOOD JUMPER by STINNETT,CADE(in the paint)",45,,52 (+7),,Centre 45-52 (+7),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
14:48,,45,,55 (+10),"GOOD 3PTR by MARR,RUSS",Sewan 45-55 (+10),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by HOLLAND,ELI",,,"ASSIST  by HOLLAND,ELI",2
14:30,"GOOD JUMPER by STEWART,BLAKE(in the paint)",47,,55 (+8),,Centre 47-55 (+8),,"GOOD JUMPER by STEWART,BLAKE(in the paint)",2
14:30,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
14:30,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:30,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
14:30,"MISS FT by STEWART,BLAKE",,,,,,,"MISS FT by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
14:04,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
13:49,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
13:49,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:49,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
13:49,"SUB IN by RAYMER,COLBY",,,,,,,"SUB IN by RAYMER,COLBY",2
13:49,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
13:29,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
13:29,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
13:13,"GOOD LAYUP by STEWART,BLAKE(in the paint)",49,,55 (+6),,Centre 49-55 (+6),,"GOOD LAYUP by STEWART,BLAKE(in the paint)",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
12:54,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by CORRIGAN,TRE",,,"REBOUND OFF by CORRIGAN,TRE",2
12:49,,49,,57 (+8),"GOOD LAYUP by CORRIGAN,TRE(in the paint)",Sewan 49-57 (+8),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
12:25,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
12:25,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:25,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:25,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
12:25,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
12:25,"SUB OUT by RAYMER,COLBY",,,,,,,"SUB OUT by RAYMER,COLBY",2
12:25,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
12:25,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
12:25,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
12:12,"MISS 3PTR by STEWART,BLAKE",,,,,,,"MISS 3PTR by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",,,"REBOUND DEF by WILLIAMS,RASHAUN",2
12:00,,49,,60 (+11),"GOOD 3PTR by SMITH,GRAHAM",Sewan 49-60 (+11),,"GOOD 3PTR by SMITH,GRAHAM",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
11:42,"GOOD LAYUP by WILSON,DREW(in the paint)",51,,60 (+9),,Centre 51-60 (+9),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
11:25,,51,,62 (+11),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 51-62 (+11),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
11:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:19,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
11:19,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
11:19,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
11:19,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
11:10,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
11:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:10,"GOOD FT by STINNETT,CADE",52,,62 (+10),,Centre 52-62 (+10),,"GOOD FT by STINNETT,CADE",2
11:10,"GOOD FT by STINNETT,CADE",53,,62 (+9),,Centre 53-62 (+9),,"GOOD FT by STINNETT,CADE",2
10:59,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
10:52,"TURNOVER  by STEWART,BLAKE",,,,,,,"TURNOVER  by STEWART,BLAKE",2
10:52,,,,,"STEAL  by KAHL,COLIN",,,"STEAL  by KAHL,COLIN",2
10:47,,53,,64 (+11),"GOOD JUMPER by AVALIANI,LUKA(fastbreak)(in the paint)",Sewan 53-64 (+11),,"GOOD JUMPER by AVALIANI,LUKA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
10:24,"MISS LAYUP by STEWART,BLAKE(in the paint)",,,,,,,"MISS LAYUP by STEWART,BLAKE(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
10:14,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
10:02,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
10:02,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
10:02,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
10:02,"SUB OUT by STEWART,BLAKE",,,,,,,"SUB OUT by STEWART,BLAKE",2
10:02,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
10:02,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
09:47,"FOUL  by STINNETT,CADE",,,,,,,"FOUL  by STINNETT,CADE",2
09:47,,53,,65 (+12),"GOOD FT by KAHL,COLIN",Sewan 53-65 (+12),,"GOOD FT by KAHL,COLIN",2
09:47,,53,,66 (+13),"GOOD FT by KAHL,COLIN",Sewan 53-66 (+13),,"GOOD FT by KAHL,COLIN",2
09:31,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
09:28,"GOOD LAYUP by MOORE,CHEZ(in the paint)",55,,66 (+11),,Centre 55-66 (+11),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
09:14,,55,,68 (+13),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 55-68 (+13),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
08:50,"GOOD JUMPER by WILSON,DREW(in the paint)",57,,68 (+11),,Centre 57-68 (+11),,"GOOD JUMPER by WILSON,DREW(in the paint)",2
08:43,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
08:39,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
08:39,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
08:34,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
08:30,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
08:30,"GOOD FT by MOORE,CHEZ",58,,68 (+10),,Centre 58-68 (+10),,"GOOD FT by MOORE,CHEZ",2
08:30,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
08:30,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
08:30,"GOOD FT by MOORE,CHEZ",59,,68 (+9),,Centre 59-68 (+9),,"GOOD FT by MOORE,CHEZ",2
08:30,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
08:30,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
08:12,,59,,70 (+11),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 59-70 (+11),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
07:54,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
07:44,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
07:36,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
07:11,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
07:11,"STEAL  by STINNETT,CADE",,,,,,,"STEAL  by STINNETT,CADE",2
07:05,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
07:05,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
07:00,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:55,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
06:55,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
06:55,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
06:55,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
06:30,"GOOD LAYUP by STINNETT,CADE(in the paint)",61,,70 (+9),,Centre 61-70 (+9),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
06:09,,61,,72 (+11),"GOOD LAYUP by HOLLAND,ELI(in the paint)",Sewan 61-72 (+11),,"GOOD LAYUP by HOLLAND,ELI(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
05:53,"MISS 3PTR by STEWART,BLAKE",,,,,,,"MISS 3PTR by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
05:33,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",2
05:27,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
05:13,"MISS LAYUP by WILSON,DREW(in the paint)",,,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
05:06,,61,,75 (+14),"GOOD 3PTR by MARR,RUSS(fastbreak)",Sewan 61-75 (+14),,"GOOD 3PTR by MARR,RUSS(fastbreak)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
05:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:01,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
05:01,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
05:01,"SUB OUT by STEWART,BLAKE",,,,,,,"SUB OUT by STEWART,BLAKE",2
05:01,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
05:01,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
05:01,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
04:47,"GOOD JUMPER by MOORE,CHEZ(in the paint)",63,,75 (+12),,Centre 63-75 (+12),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
04:47,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
04:47,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
04:47,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
04:47,"GOOD FT by MOORE,CHEZ",64,,75 (+11),,Centre 64-75 (+11),,"GOOD FT by MOORE,CHEZ",2
04:28,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
04:28,"STEAL  by STINNETT,CADE",,,,,,,"STEAL  by STINNETT,CADE",2
04:19,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND OFF by TAYLOR,MARSHALL",,,,,,,"REBOUND OFF by TAYLOR,MARSHALL",2
04:13,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:52,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
03:40,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
03:29,"GOOD 3PTR by BAUGHMAN,CARTER",67,,75 (+8),,Centre 67-75 (+8),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",2
03:04,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:01,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
03:01,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
02:50,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
02:31,,67,,78 (+11),"GOOD 3PTR by KAHL,COLIN",Sewan 67-78 (+11),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
02:10,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
02:10,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:58,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
01:58,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
01:52,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
01:52,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
01:52,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
01:52,"GOOD FT by STINNETT,CADE(fastbreak)",68,,78 (+10),,Centre 68-78 (+10),,"GOOD FT by STINNETT,CADE(fastbreak)",2
01:52,"GOOD FT by STINNETT,CADE(fastbreak)",69,,78 (+9),,Centre 69-78 (+9),,"GOOD FT by STINNETT,CADE(fastbreak)",2
01:25,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
01:14,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
01:14,"GOOD FT by STEWART,BLAKE",70,,78 (+8),,Centre 70-78 (+8),,"GOOD FT by STEWART,BLAKE",2
01:14,"MISS FT by STEWART,BLAKE",,,,,,,"MISS FT by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
00:48,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
00:40,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
00:39,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
00:39,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
00:39,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
00:31,"FOUL  by STEWART,BLAKE",,,,,,,"FOUL  by STEWART,BLAKE",2
00:31,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:31,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
00:31,,70,,79 (+9),"GOOD FT by KAHL,COLIN",Sewan 70-79 (+9),,"GOOD FT by KAHL,COLIN",2
00:31,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
00:27,"GOOD JUMPER by WILSON,DREW(in the paint)",72,,79 (+7),,Centre 72-79 (+7),,"GOOD JUMPER by WILSON,DREW(in the paint)",2
00:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:27,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:27,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
00:23,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
00:23,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:23,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:23,,,,,"MISS FT by CORRIGAN,TRE",,,"MISS FT by CORRIGAN,TRE",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
00:17,"MISS LAYUP by WILSON,DREW(in the paint)",,,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",2
00:17,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
00:11,"FOUL  by STEWART,BLAKE",,,,,,,"FOUL  by STEWART,BLAKE",2
00:11,,72,,80 (+8),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 72-80 (+8),,"GOOD FT by MARR,RUSS(fastbreak)",2
00:11,,72,,81 (+9),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 72-81 (+9),,"GOOD FT by MARR,RUSS(fastbreak)",2
00:06,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
00:06,,,,,"BLOCK  by MARR,RUSS",,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
