Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
15:54,,,,,"MISS 3PTR by ELLIS,CHASE",,,"MISS 3PTR by ELLIS,CHASE",2
--,,,,,"REBOUND OFF by CAMPBELL,BLAKE",,,"REBOUND OFF by CAMPBELL,BLAKE",2
15:35,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
15:19,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
15:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:19,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
15:19,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
15:19,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
15:19,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
15:19,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
15:19,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
14:59,,44,,51 (+7),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 44-51 (-7),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
14:42,"GOOD LAYUP by KAHL,COLIN(in the paint)",46,,51 (+5),,Sewan 46-51 (-5),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",2
14:42,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",2
14:42,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
14:42,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
14:42,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
14:42,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
14:42,"GOOD FT by KAHL,COLIN",47,,51 (+4),,Sewan 47-51 (-4),,"GOOD FT by KAHL,COLIN",2
14:27,,47,,53 (+6),"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",Berry 47-53 (-6),,"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
14:13,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
14:13,,,,,"STEAL  by BENHAM,BRAXTON",,,"STEAL  by BENHAM,BRAXTON",2
14:10,,47,,55 (+8),"GOOD JUMPER by COSTAS,RILEY(fastbreak)(in the paint)",Berry 47-55 (-8),,"GOOD JUMPER by COSTAS,RILEY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
13:52,"GOOD JUMPER by MARR,RUSS(in the paint)",49,,55 (+6),,Sewan 49-55 (-6),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
13:32,,49,,57 (+8),"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",Berry 49-57 (-8),,"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",2
13:32,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
13:32,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
13:32,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
13:32,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
13:32,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
13:32,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
13:32,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
13:32,,49,,58 (+9),"GOOD FT by BENHAM,BRAXTON",Berry 49-58 (-9),,"GOOD FT by BENHAM,BRAXTON",2
13:21,"GOOD JUMPER by MARR,RUSS(in the paint)",51,,58 (+7),,Sewan 51-58 (-7),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
13:03,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
12:52,,,,,"MISS JUMPER by BENHAM,BRAXTON(in the paint)",,,"MISS JUMPER by BENHAM,BRAXTON(in the paint)",2
12:52,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
12:31,"GOOD JUMPER by MARR,RUSS(in the paint)",53,,58 (+5),,Sewan 53-58 (-5),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
12:31,,,,,"FOUL  by JOHNSON,MICHAEL",,,"FOUL  by JOHNSON,MICHAEL",2
12:31,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
12:31,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
12:31,"GOOD FT by MARR,RUSS",54,,58 (+4),,Sewan 54-58 (-4),,"GOOD FT by MARR,RUSS",2
12:31,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
12:31,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
12:09,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,"MISS JUMPER by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
11:47,"GOOD 3PTR by CORRIGAN,TRE",57,,58 (+1),,Sewan 57-58 (-1),,"GOOD 3PTR by CORRIGAN,TRE",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
11:29,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
11:29,"STEAL  by CRUMP,JOHN",,,,,,,"STEAL  by CRUMP,JOHN",2
11:10,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:10,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
11:10,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
11:10,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
11:10,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
11:10,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
11:10,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
11:10,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
11:10,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
11:10,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
11:10,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
10:59,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
10:42,,,,,"MISS LAYUP by HONROTH,OWEN(in the paint)",,,"MISS LAYUP by HONROTH,OWEN(in the paint)",2
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",2
10:39,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
10:39,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
10:28,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
10:15,"MISS JUMPER by CRUMP,JOHN(in the paint)",,,,,,,"MISS JUMPER by CRUMP,JOHN(in the paint)",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
10:04,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
10:04,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",2
09:55,,57,,60 (+3),"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",Berry 57-60 (-3),,"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",2
09:41,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
09:41,"MISS FT by KAHL,COLIN",,,,,,,"MISS FT by KAHL,COLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:41,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
09:41,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
09:41,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
09:41,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
09:41,"GOOD FT by KAHL,COLIN",58,,60 (+2),,Sewan 58-60 (-2),,"GOOD FT by KAHL,COLIN",2
09:21,,58,,62 (+4),"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",Berry 58-62 (-4),,"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
09:08,"GOOD 3PTR by CORRIGAN,TRE",61,,62 (+1),,Sewan 61-62 (-1),,"GOOD 3PTR by CORRIGAN,TRE",2
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",2
08:51,,61,,64 (+3),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 61-64 (-3),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",2
08:34,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
08:34,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
08:34,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
08:24,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
08:07,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",2
08:07,,,,,"TURNOVER  by CAMPBELL,BLAKE",,,"TURNOVER  by CAMPBELL,BLAKE",2
08:07,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
08:07,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
07:53,"GOOD JUMPER by MARR,RUSS(in the paint)",63,,64 (+1),,Sewan 63-64 (-1),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
07:38,,63,,66 (+3),"GOOD JUMPER by ELLIS,CHASE(in the paint)",Berry 63-66 (-3),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
07:24,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
07:24,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",2
06:54,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"REBOUND OFF by CLARK,BRYCE",,,"REBOUND OFF by CLARK,BRYCE",2
06:51,,63,,68 (+5),"GOOD LAYUP by CLARK,BRYCE(in the paint)",Berry 63-68 (-5),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
06:38,"GOOD 3PTR by KAHL,COLIN",66,,68 (+2),,Sewan 66-68 (-2),,"GOOD 3PTR by KAHL,COLIN",2
06:23,,66,,71 (+5),"GOOD 3PTR by CAMPBELL,BLAKE",Berry 66-71 (-5),,"GOOD 3PTR by CAMPBELL,BLAKE",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
06:03,"MISS 3PTR by SMITH,GRAHAM",,,,,,,"MISS 3PTR by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
05:44,,,,,"MISS JUMPER by ELLIS,CHASE",,,"MISS JUMPER by ELLIS,CHASE",2
05:44,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:44,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
05:44,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
05:41,,66,,73 (+7),"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",Berry 66-73 (-7),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
05:29,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",2
05:29,"GOOD FT by MARR,RUSS",67,,73 (+6),,Sewan 67-73 (-6),,"GOOD FT by MARR,RUSS",2
05:29,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
05:29,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
05:29,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
05:29,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
05:29,"GOOD FT by MARR,RUSS",68,,73 (+5),,Sewan 68-73 (-5),,"GOOD FT by MARR,RUSS",2
05:29,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
05:29,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
05:04,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,"MISS JUMPER by ELLIS,CHASE(in the paint)",2
05:04,"BLOCK  by SMITH,GRAHAM",,,,,,,"BLOCK  by SMITH,GRAHAM",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
04:49,"GOOD 3PTR by KAHL,COLIN",71,,73 (+2),,Sewan 71-73 (-2),,"GOOD 3PTR by KAHL,COLIN",2
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",2
04:27,,71,,76 (+5),"GOOD 3PTR by HONROTH,OWEN",Berry 71-76 (-5),,"GOOD 3PTR by HONROTH,OWEN",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
04:05,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",73,,76 (+3),,Sewan 73-76 (-3),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
03:46,,73,,78 (+5),"GOOD JUMPER by ELLIS,CHASE(in the paint)",Berry 73-78 (-5),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
03:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:20,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
03:20,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
03:20,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
03:20,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
03:20,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
03:20,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
03:12,"MISS JUMPER by MARR,RUSS(in the paint)",,,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
02:57,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
02:57,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
02:56,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
02:55,,73,,79 (+6),"GOOD FT by CAMPBELL,BLAKE",Berry 73-79 (-6),,"GOOD FT by CAMPBELL,BLAKE",2
02:55,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
02:55,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
02:55,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
02:55,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
02:55,,73,,80 (+7),"GOOD FT by CAMPBELL,BLAKE",Berry 73-80 (-7),,"GOOD FT by CAMPBELL,BLAKE",2
02:44,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by CAMPBELL,BLAKE",,,"REBOUND DEF by CAMPBELL,BLAKE",2
02:13,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:13,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
02:13,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
02:03,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
01:58,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
01:58,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
01:58,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
01:58,,,,,"MISS FT by JOHNSON,MICHAEL",,,"MISS FT by JOHNSON,MICHAEL",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
01:46,,,,,"FOUL  by ELLIS,CHASE",,,"FOUL  by ELLIS,CHASE",2
01:46,"GOOD FT by MARR,RUSS",74,,80 (+6),,Sewan 74-80 (-6),,"GOOD FT by MARR,RUSS",2
01:46,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
01:46,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
01:46,"GOOD FT by MARR,RUSS",75,,80 (+5),,Sewan 75-80 (-5),,"GOOD FT by MARR,RUSS",2
01:22,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
01:02,"GOOD JUMPER by MARR,RUSS(in the paint)",77,,80 (+3),,Sewan 77-80 (-3),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
01:02,,,,,"FOUL  by JOHNSON,MICHAEL",,,"FOUL  by JOHNSON,MICHAEL",2
01:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:02,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
01:01,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
01:01,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
01:01,"GOOD FT by MARR,RUSS",78,,80 (+2),,Sewan 78-80 (-2),,"GOOD FT by MARR,RUSS",2
00:39,,78,,82 (+4),"GOOD DUNK by CAMPBELL,BLAKE(in the paint)",Berry 78-82 (-4),,"GOOD DUNK by CAMPBELL,BLAKE(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
00:39,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
00:39,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
00:28,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
00:28,"GOOD FT by MARR,RUSS",79,,82 (+3),,Sewan 79-82 (-3),,"GOOD FT by MARR,RUSS",2
00:28,"GOOD FT by MARR,RUSS",80,,82 (+2),,Sewan 80-82 (-2),,"GOOD FT by MARR,RUSS",2
00:28,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
00:28,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:26,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
00:26,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:26,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
00:26,,,,,"MISS FT by ELLIS,CHASE",,,"MISS FT by ELLIS,CHASE",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
00:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:12,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
00:12,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
00:12,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
00:12,"GOOD FT by MARR,RUSS",81,,82 (+1),,Sewan 81-82 (-1),,"GOOD FT by MARR,RUSS",2
00:12,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
00:12,"GOOD 3PTR by CORRIGAN,TRE",84 (+2),,82,,Sewan 84-82 (+2),,"GOOD 3PTR by CORRIGAN,TRE",2
--,"ASSIST  by SMITH,GRAHAM",,,,,,,"ASSIST  by SMITH,GRAHAM",2
00:09,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
00:09,"STEAL  by SMITH,GRAHAM",,,,,,,"STEAL  by SMITH,GRAHAM",2
00:00,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",86 (+4),,82,,Sewan 86-82 (+4),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
