Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
17:39,,40,,54 (+14),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 40-54 (+14),,"GOOD FT by MARR,RUSS(fastbreak)",2
17:14,"MISS 3PTR by KEMP,MASON",,,,,,,"MISS 3PTR by KEMP,MASON",2
--,"REBOUND OFF by REISMAN ,ROBERT",,,,,,,"REBOUND OFF by REISMAN ,ROBERT",2
17:08,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
17:08,"MISS FT by SMITH,BRENT",,,,,,,"MISS FT by SMITH,BRENT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:08,"GOOD FT by SMITH,BRENT",41,,54 (+13),,OU 41-54 (+13),,"GOOD FT by SMITH,BRENT",2
16:49,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by DOOLEY,MALACHI",,,,,,,"REBOUND DEF by DOOLEY,MALACHI",2
16:41,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
16:41,"MISS FT by DOOLEY,MALACHI(fastbreak)",,,,,,,"MISS FT by DOOLEY,MALACHI(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:41,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
16:41,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
16:41,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
16:41,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
16:41,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
16:41,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
16:41,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
16:41,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
16:41,"GOOD FT by DOOLEY,MALACHI(fastbreak)",42,,54 (+12),,OU 42-54 (+12),,"GOOD FT by DOOLEY,MALACHI(fastbreak)",2
16:41,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
16:41,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
16:30,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
16:19,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
16:19,,42,,55 (+13),"GOOD FT by KAHL,COLIN",Sewan 42-55 (+13),,"GOOD FT by KAHL,COLIN",2
16:19,,42,,56 (+14),"GOOD FT by KAHL,COLIN",Sewan 42-56 (+14),,"GOOD FT by KAHL,COLIN",2
16:11,"GOOD JUMPER by EZIGBO,UBA(fastbreak)",44,,56 (+12),,OU 44-56 (+12),,"GOOD JUMPER by EZIGBO,UBA(fastbreak)",2
--,"ASSIST  by BENNIFIELD ,DYLAN",,,,,,,"ASSIST  by BENNIFIELD ,DYLAN",2
15:54,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
15:54,"STEAL  by BENNIFIELD ,DYLAN",,,,,,,"STEAL  by BENNIFIELD ,DYLAN",2
15:48,"GOOD LAYUP by JAMES,JORDAN(fastbreak)(in the paint)",46,,56 (+10),,OU 46-56 (+10),,"GOOD LAYUP by JAMES,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
15:33,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
15:23,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
15:12,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
15:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:12,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
15:12,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
15:12,,46,,57 (+11),"GOOD FT by KAHL,COLIN",Sewan 46-57 (+11),,"GOOD FT by KAHL,COLIN",2
15:12,,46,,58 (+12),"GOOD FT by KAHL,COLIN",Sewan 46-58 (+12),,"GOOD FT by KAHL,COLIN",2
15:12,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:12,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
15:01,"MISS 3PTR by BENNIFIELD ,DYLAN",,,,,,,"MISS 3PTR by BENNIFIELD ,DYLAN",2
--,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",,,"REBOUND DEF by WILLIAMS,RASHAUN",2
14:42,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
14:42,,,,,"TURNOVER  by HOLLAND,ELI",,,"TURNOVER  by HOLLAND,ELI",2
14:23,"GOOD JUMPER by KEMP,JACKSON",48,,58 (+10),,OU 48-58 (+10),,"GOOD JUMPER by KEMP,JACKSON",2
13:58,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,"REBOUND DEF by BENNIFIELD ,DYLAN",,,,,,,"REBOUND DEF by BENNIFIELD ,DYLAN",2
13:50,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
13:50,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
13:50,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
13:50,"SUB IN by AWOLEYE,JONATHAN",,,,,,,"SUB IN by AWOLEYE,JONATHAN",2
13:34,,48,,60 (+12),"GOOD LAYUP by HOLLAND,ELI(in the paint)",Sewan 48-60 (+12),,"GOOD LAYUP by HOLLAND,ELI(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
13:13,"GOOD LAYUP by BENNIFIELD ,DYLAN(in the paint)",50,,60 (+10),,OU 50-60 (+10),,"GOOD LAYUP by BENNIFIELD ,DYLAN(in the paint)",2
12:54,,50,,62 (+12),"GOOD LAYUP by WILLIAMS,RASHAUN(in the paint)",Sewan 50-62 (+12),,"GOOD LAYUP by WILLIAMS,RASHAUN(in the paint)",2
12:39,"MISS LAYUP by JENEI,RYAN(in the paint)",,,,,,,"MISS LAYUP by JENEI,RYAN(in the paint)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
12:31,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
12:22,"MISS LAYUP by JAMES,JORDAN(in the paint)",,,,,,,"MISS LAYUP by JAMES,JORDAN(in the paint)",2
--,"REBOUND OFF by AWOLEYE,JONATHAN",,,,,,,"REBOUND OFF by AWOLEYE,JONATHAN",2
12:19,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
12:19,"MISS FT by AWOLEYE,JONATHAN",,,,,,,"MISS FT by AWOLEYE,JONATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:19,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:19,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
12:19,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:19,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
12:19,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
12:19,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
12:19,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
12:19,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
12:19,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
12:19,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
12:19,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
12:19,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
12:19,"GOOD FT by AWOLEYE,JONATHAN",51,,62 (+11),,OU 51-62 (+11),,"GOOD FT by AWOLEYE,JONATHAN",2
12:19,"SUB OUT by AWOLEYE,JONATHAN",,,,,,,"SUB OUT by AWOLEYE,JONATHAN",2
12:19,"SUB IN by SMITH,BRENT",,,,,,,"SUB IN by SMITH,BRENT",2
12:02,,51,,64 (+13),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 51-64 (+13),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
11:45,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",53,,64 (+11),,OU 53-64 (+11),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
11:33,,53,,66 (+13),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 53-66 (+13),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
11:16,"FOUL  by REISMAN ,ROBERT",,,,,,,"FOUL  by REISMAN ,ROBERT",2
11:16,"TURNOVER  by REISMAN ,ROBERT",,,,,,,"TURNOVER  by REISMAN ,ROBERT",2
11:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:16,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
11:16,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
11:16,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
11:16,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
10:49,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
10:49,"STEAL  by DOOLEY,MALACHI",,,,,,,"STEAL  by DOOLEY,MALACHI",2
10:41,"GOOD LAYUP by KEMP,MASON(fastbreak)(in the paint)",55,,66 (+11),,OU 55-66 (+11),,"GOOD LAYUP by KEMP,MASON(fastbreak)(in the paint)",2
10:24,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
10:24,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:24,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
10:24,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
10:24,,55,,67 (+12),"GOOD FT by KAHL,COLIN",Sewan 55-67 (+12),,"GOOD FT by KAHL,COLIN",2
10:24,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
10:24,"SUB IN by CHERRY,GRIFFIN",,,,,,,"SUB IN by CHERRY,GRIFFIN",2
10:15,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
10:11,"TURNOVER  by KEMP,MASON",,,,,,,"TURNOVER  by KEMP,MASON",2
09:58,,55,,70 (+15),"GOOD 3PTR by MARR,RUSS",Sewan 55-70 (+15),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
09:40,"MISS 3PTR by KEMP,MASON",,,,,,,"MISS 3PTR by KEMP,MASON",2
--,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",,,"REBOUND DEF by WILLIAMS,RASHAUN",2
09:26,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by HARRIS,TREY",,,,,,,"REBOUND DEF by HARRIS,TREY",2
09:20,"MISS JUMPER by DOOLEY,MALACHI",,,,,,,"MISS JUMPER by DOOLEY,MALACHI",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
09:07,"GOOD LAYUP by SMITH,BRENT(in the paint)",57,,70 (+13),,OU 57-70 (+13),,"GOOD LAYUP by SMITH,BRENT(in the paint)",2
08:54,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",2
08:33,,57,,73 (+16),"GOOD 3PTR by SMITH,GRAHAM",Sewan 57-73 (+16),,"GOOD 3PTR by SMITH,GRAHAM",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
08:21,"GOOD 3PTR by HARRIS,TREY",60,,73 (+13),,OU 60-73 (+13),,"GOOD 3PTR by HARRIS,TREY",2
07:54,,,,,"MISS JUMPER by AVALIANI,LUKA",,,"MISS JUMPER by AVALIANI,LUKA",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:49,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
07:49,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
07:49,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
07:49,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
07:49,"SUB OUT by CHERRY,GRIFFIN",,,,,,,"SUB OUT by CHERRY,GRIFFIN",2
07:49,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
07:49,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
07:49,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
07:49,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
07:49,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
07:49,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
07:49,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
07:46,,60,,76 (+16),"GOOD 3PTR by CORRIGAN,TRE",Sewan 60-76 (+16),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
07:30,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
07:22,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
07:22,"GOOD FT by BENNIFIELD ,DYLAN",61,,76 (+15),,OU 61-76 (+15),,"GOOD FT by BENNIFIELD ,DYLAN",2
07:22,"MISS FT by BENNIFIELD ,DYLAN",,,,,,,"MISS FT by BENNIFIELD ,DYLAN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
07:10,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
07:10,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
07:04,"GOOD LAYUP by EZIGBO,UBA(in the paint)",63,,76 (+13),,OU 63-76 (+13),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
06:47,,63,,78 (+15),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 63-78 (+15),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
06:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:27,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
06:15,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
06:15,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
06:10,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
06:10,,,,,"BLOCK  by SMITH,GRAHAM",,,"BLOCK  by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
06:05,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
05:56,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
05:55,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
05:35,,63,,80 (+17),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 63-80 (+17),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
05:16,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
05:01,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
05:01,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
04:57,"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",65,,80 (+15),,OU 65-80 (+15),,"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",2
04:44,,65,,82 (+17),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 65-82 (+17),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
04:27,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
04:27,"GOOD FT by BENNIFIELD ,DYLAN",66,,82 (+16),,OU 66-82 (+16),,"GOOD FT by BENNIFIELD ,DYLAN",2
04:27,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
04:27,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
04:27,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
04:27,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
04:27,"GOOD FT by BENNIFIELD ,DYLAN",67,,82 (+15),,OU 67-82 (+15),,"GOOD FT by BENNIFIELD ,DYLAN",2
04:13,,67,,84 (+17),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 67-84 (+17),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
04:03,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
03:40,,67,,86 (+19),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 67-86 (+19),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
03:30,"GOOD LAYUP by KEMP,JACKSON(in the paint)",69,,86 (+17),,OU 69-86 (+17),,"GOOD LAYUP by KEMP,JACKSON(in the paint)",2
03:08,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by CORRIGAN,TRE",,,"REBOUND OFF by CORRIGAN,TRE",2
02:58,,69,,88 (+19),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 69-88 (+19),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
02:50,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
02:37,,69,,90 (+21),"GOOD DUNK by MARR,RUSS(in the paint)",Sewan 69-90 (+21),,"GOOD DUNK by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
02:27,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
02:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:27,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
02:27,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
02:27,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
02:27,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
02:27,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
02:27,,,,,"SUB IN by DAMM,QUINN",,,"SUB IN by DAMM,QUINN",2
02:27,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
02:27,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
02:27,,,,,"SUB IN by ROWE,GRANT",,,"SUB IN by ROWE,GRANT",2
02:27,,,,,"SUB IN by RICHARD,CHARLES",,,"SUB IN by RICHARD,CHARLES",2
02:27,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
02:27,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
02:27,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
02:27,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
02:27,"SUB IN by FEENEY,CHRIS",,,,,,,"SUB IN by FEENEY,CHRIS",2
02:27,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
02:27,"SUB IN by KLYM,BREVIN",,,,,,,"SUB IN by KLYM,BREVIN",2
02:27,"SUB IN by NORTHCUTT,TERRENCE",,,,,,,"SUB IN by NORTHCUTT,TERRENCE",2
02:27,"GOOD FT by EZIGBO,UBA",70,,90 (+20),,OU 70-90 (+20),,"GOOD FT by EZIGBO,UBA",2
02:27,"GOOD FT by EZIGBO,UBA",71,,90 (+19),,OU 71-90 (+19),,"GOOD FT by EZIGBO,UBA",2
02:08,,71,,92 (+21),"GOOD JUMPER by DAMM,QUINN",Sewan 71-92 (+21),,"GOOD JUMPER by DAMM,QUINN",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
01:57,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
01:57,"SUB IN by OYAREKHUA,JR",,,,,,,"SUB IN by OYAREKHUA,JR",2
01:43,"MISS LAYUP by OYAREKHUA,JR(in the paint)",,,,,,,"MISS LAYUP by OYAREKHUA,JR(in the paint)",2
--,,,,,"REBOUND DEF by MITCHELL,JIMMY",,,"REBOUND DEF by MITCHELL,JIMMY",2
01:38,,,,,"TURNOVER  by MITCHELL,JIMMY",,,"TURNOVER  by MITCHELL,JIMMY",2
01:23,"MISS LAYUP by O'DONOGHUE,TYLER(in the paint)",,,,,,,"MISS LAYUP by O'DONOGHUE,TYLER(in the paint)",2
--,,,,,"REBOUND DEF by ROWE,GRANT",,,"REBOUND DEF by ROWE,GRANT",2
01:07,,,,,"MISS 3PTR by DAMM,QUINN",,,"MISS 3PTR by DAMM,QUINN",2
--,"REBOUND DEF by NORTHCUTT,TERRENCE",,,,,,,"REBOUND DEF by NORTHCUTT,TERRENCE",2
00:53,"MISS 3PTR by NORTHCUTT,TERRENCE",,,,,,,"MISS 3PTR by NORTHCUTT,TERRENCE",2
--,,,,,"REBOUND DEF by ROWE,GRANT",,,"REBOUND DEF by ROWE,GRANT",2
00:38,,,,,"TURNOVER  by DAMM,QUINN",,,"TURNOVER  by DAMM,QUINN",2
00:38,"STEAL  by O'DONOGHUE,TYLER",,,,,,,"STEAL  by O'DONOGHUE,TYLER",2
00:27,"MISS LAYUP by FEENEY,CHRIS(in the paint)",,,,,,,"MISS LAYUP by FEENEY,CHRIS(in the paint)",2
--,,,,,"REBOUND DEF by RICHARD,CHARLES",,,"REBOUND DEF by RICHARD,CHARLES",2
