Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
20:00,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
20:00,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
20:00,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
20:00,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
20:00,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
20:00,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
20:00,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
19:49,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
19:49,"STEAL  by KAHL,COLIN",,,,,,,"STEAL  by KAHL,COLIN",2
19:35,"GOOD JUMPER by KAHL,COLIN(in the paint)",40 (+1),,39,,Sewan 40-39 (+1),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
19:04,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
18:54,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
18:38,,40,,41 (+1),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 40-41 (-1),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
18:14,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",42 (+1),,41,,Sewan 42-41 (+1),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
17:51,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
17:51,"BLOCK  by KAHL,COLIN",,,,,,,"BLOCK  by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:46,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
17:46,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
17:42,,,,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
17:36,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
17:25,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
17:25,,42,,42,"GOOD FT by PHILLIPS JR,RODNEY",Mill 42-42 (0),,"GOOD FT by PHILLIPS JR,RODNEY",2
17:25,,42,,43 (+1),"GOOD FT by PHILLIPS JR,RODNEY",Mill 42-43 (-1),,"GOOD FT by PHILLIPS JR,RODNEY",2
17:03,"GOOD JUMPER by CORRIGAN,TRE(in the paint)",44 (+1),,43,,Sewan 44-43 (+1),,"GOOD JUMPER by CORRIGAN,TRE(in the paint)",2
16:48,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",,,"MISS 3PTR by PHILLIPS JR,RODNEY",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
16:43,,44,,45 (+1),"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",Mill 44-45 (-1),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",2
16:28,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
16:28,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:28,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
16:13,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
16:08,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
15:57,,44,,47 (+3),"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 44-47 (-3),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",2
15:40,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
15:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:40,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
15:40,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:40,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
15:40,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
15:40,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
15:40,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
15:40,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
15:40,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
15:12,,44,,49 (+5),"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 44-49 (-5),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
14:59,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",2
14:59,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
14:54,,44,,51 (+7),"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",Mill 44-51 (-7),,"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",2
14:43,"MISS 3PTR by AVALIANI,LUKA",,,,,,,"MISS 3PTR by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:41,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
14:41,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
14:41,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
14:27,,,,,"MISS 3PTR by GORTON,MACK",,,"MISS 3PTR by GORTON,MACK",2
--,,,,,"REBOUND OFF by GORTON,MACK",,,"REBOUND OFF by GORTON,MACK",2
14:21,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:03,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
13:50,,44,,53 (+9),"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",Mill 44-53 (-9),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",2
--,,,,,"ASSIST  by GORTON,MACK",,,"ASSIST  by GORTON,MACK",2
13:33,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
13:33,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
13:33,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
13:33,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
13:33,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
13:28,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
13:25,"GOOD 3PTR by MARR,RUSS",47,,53 (+6),,Sewan 47-53 (-6),,"GOOD 3PTR by MARR,RUSS",2
--,"ASSIST  by HOLLAND,ELI",,,,,,,"ASSIST  by HOLLAND,ELI",2
13:00,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
12:44,"MISS LAYUP by MARR,RUSS(in the paint)",,,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",2
12:39,"MISS LAYUP by MARR,RUSS(in the paint)",,,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
12:34,,47,,55 (+8),"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",Mill 47-55 (-8),,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",2
12:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:31,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
12:31,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
12:07,"GOOD 3PTR by AVALIANI,LUKA",50,,55 (+5),,Sewan 50-55 (-5),,"GOOD 3PTR by AVALIANI,LUKA",2
--,"ASSIST  by SMITH,GRAHAM",,,,,,,"ASSIST  by SMITH,GRAHAM",2
11:50,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",2
11:50,"STEAL  by SMITH,GRAHAM",,,,,,,"STEAL  by SMITH,GRAHAM",2
11:45,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
11:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:45,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
11:45,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
11:45,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
11:45,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
11:45,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
11:45,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
11:45,"MISS FT by SMITH,GRAHAM(fastbreak)",,,,,,,"MISS FT by SMITH,GRAHAM(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:45,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
11:45,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
11:45,"GOOD FT by SMITH,GRAHAM(fastbreak)",51,,55 (+4),,Sewan 51-55 (-4),,"GOOD FT by SMITH,GRAHAM(fastbreak)",2
11:20,,51,,57 (+6),"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 51-57 (-6),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
11:05,"GOOD LAYUP by MARR,RUSS(in the paint)",53,,57 (+4),,Sewan 53-57 (-4),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,"ASSIST  by KAHL,COLIN",,,,,,,"ASSIST  by KAHL,COLIN",2
10:57,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
10:57,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
10:57,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
10:51,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
10:38,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",2
10:38,"GOOD FT by WILLIAMS,RASHAUN",54,,57 (+3),,Sewan 54-57 (-3),,"GOOD FT by WILLIAMS,RASHAUN",2
10:38,"GOOD FT by WILLIAMS,RASHAUN",55,,57 (+2),,Sewan 55-57 (-2),,"GOOD FT by WILLIAMS,RASHAUN",2
10:38,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
10:38,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
10:38,"MISS FT by WILLIAMS,RASHAUN",,,,,,,"MISS FT by WILLIAMS,RASHAUN",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
10:24,,55,,59 (+4),"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 55-59 (-4),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
10:09,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
10:09,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
10:04,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",2
10:04,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
10:04,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
10:04,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
10:04,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
09:51,,55,,61 (+6),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 55-61 (-6),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
09:43,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",2
09:43,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
09:43,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
09:43,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
09:43,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
09:36,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
09:30,"GOOD JUMPER by MARR,RUSS(in the paint)",57,,61 (+4),,Sewan 57-61 (-4),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
09:07,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
09:02,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
08:34,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
08:28,,57,,63 (+6),"GOOD LAYUP by RUCKER,CAM(fastbreak)(in the paint)",Mill 57-63 (-6),,"GOOD LAYUP by RUCKER,CAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
08:26,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
08:26,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
08:13,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
08:13,"MISS FT by HOLLAND,ELI",,,,,,,"MISS FT by HOLLAND,ELI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:13,"GOOD FT by HOLLAND,ELI",58,,63 (+5),,Sewan 58-63 (-5),,"GOOD FT by HOLLAND,ELI",2
08:13,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
08:13,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
08:04,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
07:51,,,,,"FOUL  by ROTH,DREW",,,"FOUL  by ROTH,DREW",2
07:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:51,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
07:51,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
07:51,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
07:51,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
07:51,"GOOD FT by AVALIANI,LUKA",59,,63 (+4),,Sewan 59-63 (-4),,"GOOD FT by AVALIANI,LUKA",2
07:51,"MISS FT by AVALIANI,LUKA",,,,,,,"MISS FT by AVALIANI,LUKA",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
07:50,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
07:50,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
07:50,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
07:32,,59,,66 (+7),"GOOD 3PTR by ROTH,DREW",Mill 59-66 (-7),,"GOOD 3PTR by ROTH,DREW",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
07:19,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND OFF by CRUMP,JOHN",,,,,,,"REBOUND OFF by CRUMP,JOHN",2
07:10,"GOOD LAYUP by CRUMP,JOHN(in the paint)",61,,66 (+5),,Sewan 61-66 (-5),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",2
06:56,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
06:56,,,,,"TURNOVER  by GORTON,MACK",,,"TURNOVER  by GORTON,MACK",2
06:56,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
06:56,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
06:56,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
06:56,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
06:40,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
06:33,,61,,69 (+8),"GOOD 3PTR by WATSON,DOUG",Mill 61-69 (-8),,"GOOD 3PTR by WATSON,DOUG",2
06:18,"MISS JUMPER by CORRIGAN,TRE(in the paint)",,,,,,,"MISS JUMPER by CORRIGAN,TRE(in the paint)",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
06:02,,61,,71 (+10),"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",Mill 61-71 (-10),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",2
05:51,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
05:50,"GOOD FT by AVALIANI,LUKA",62,,71 (+9),,Sewan 62-71 (-9),,"GOOD FT by AVALIANI,LUKA",2
05:50,"GOOD FT by AVALIANI,LUKA",63,,71 (+8),,Sewan 63-71 (-8),,"GOOD FT by AVALIANI,LUKA",2
05:34,,63,,74 (+11),"GOOD 3PTR by WATSON,DOUG",Mill 63-74 (-11),,"GOOD 3PTR by WATSON,DOUG",2
05:21,"GOOD LAYUP by KAHL,COLIN(in the paint)",65,,74 (+9),,Sewan 65-74 (-9),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
05:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:01,,65,,77 (+12),"GOOD 3PTR by ROTH,DREW",Mill 65-77 (-12),,"GOOD 3PTR by ROTH,DREW",2
--,,,,,"ASSIST  by GORTON,MACK",,,"ASSIST  by GORTON,MACK",2
04:39,"MISS JUMPER by SMITH,GRAHAM(in the paint)",,,,,,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:34,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
04:19,,65,,80 (+15),"GOOD 3PTR by GORTON,MACK",Mill 65-80 (-15),,"GOOD 3PTR by GORTON,MACK",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
04:07,"GOOD JUMPER by MARR,RUSS(in the paint)",67,,80 (+13),,Sewan 67-80 (-13),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
03:42,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
03:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:41,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
03:41,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
03:41,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
03:41,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
03:41,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
03:41,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
03:41,,67,,81 (+14),"GOOD FT by BONNECAZE,STEWART",Mill 67-81 (-14),,"GOOD FT by BONNECAZE,STEWART",2
03:41,,67,,82 (+15),"GOOD FT by BONNECAZE,STEWART",Mill 67-82 (-15),,"GOOD FT by BONNECAZE,STEWART",2
03:23,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
03:23,"GOOD FT by CORRIGAN,TRE",68,,82 (+14),,Sewan 68-82 (-14),,"GOOD FT by CORRIGAN,TRE",2
03:23,"GOOD FT by CORRIGAN,TRE",69,,82 (+13),,Sewan 69-82 (-13),,"GOOD FT by CORRIGAN,TRE",2
03:23,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
03:23,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
02:59,,69,,84 (+15),"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 69-84 (-15),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
02:48,"TURNOVER  by CRUMP,JOHN",,,,,,,"TURNOVER  by CRUMP,JOHN",2
02:48,,,,,"STEAL  by RUCKER,CAM",,,"STEAL  by RUCKER,CAM",2
02:39,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
02:39,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
02:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:38,,69,,86 (+17),"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 69-86 (-17),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
02:38,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
02:38,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
02:38,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
02:38,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
02:22,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
02:18,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
02:18,,69,,87 (+18),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 69-87 (-18),,"GOOD FT by WATSON,DOUG(fastbreak)",2
02:18,,69,,88 (+19),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 69-88 (-19),,"GOOD FT by WATSON,DOUG(fastbreak)",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
02:10,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
02:06,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
02:06,,69,,89 (+20),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 69-89 (-20),,"GOOD FT by WATSON,DOUG(fastbreak)",2
02:06,,69,,90 (+21),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 69-90 (-21),,"GOOD FT by WATSON,DOUG(fastbreak)",2
01:58,"GOOD 3PTR by MARR,RUSS",72,,90 (+18),,Sewan 72-90 (-18),,"GOOD 3PTR by MARR,RUSS",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
01:52,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
01:52,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
01:49,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:47,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
01:47,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
01:47,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
01:47,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
01:47,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
01:47,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
