Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
17:36,,43 (+4),,39,"GOOD DUNK by KAHL,COLIN(in the paint)",Sewan 43-39 (-4),,"GOOD DUNK by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
17:22,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
17:17,,43 (+2),,41,"GOOD LAYUP by SMITH,GRAHAM(fastbreak)(in the paint)",Sewan 43-41 (-2),,"GOOD LAYUP by SMITH,GRAHAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
16:58,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",45 (+4),,41,,OU 45-41 (-4),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
16:49,,45 (+2),,43,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 45-43 (-2),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
16:22,"MISS 3PTR by DOOLEY,MALACHI",,,,,,,"MISS 3PTR by DOOLEY,MALACHI",2
--,"REBOUND OFF by KEMP,JACKSON",,,,,,,"REBOUND OFF by KEMP,JACKSON",2
16:17,"GOOD LAYUP by KEMP,JACKSON(in the paint)",47 (+4),,43,,OU 47-43 (-4),,"GOOD LAYUP by KEMP,JACKSON(in the paint)",2
16:04,,47 (+2),,45,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 47-45 (-2),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
16:04,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
16:04,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
16:04,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
16:04,,47 (+1),,46,"GOOD FT by KAHL,COLIN",Sewan 47-46 (-1),,"GOOD FT by KAHL,COLIN",2
15:48,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
15:40,"MISS LAYUP by JAMES,JORDAN(in the paint)",,,,,,,"MISS LAYUP by JAMES,JORDAN(in the paint)",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
15:38,"GOOD LAYUP by JAMES,JORDAN(in the paint)",49 (+3),,46,,OU 49-46 (-3),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
15:18,,49 (+1),,48,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 49-48 (-1),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
14:58,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
14:58,,,,,"BLOCK  by SMITH,GRAHAM",,,"BLOCK  by SMITH,GRAHAM",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
14:57,"GOOD LAYUP by JAMES,JORDAN(in the paint)",51 (+3),,48,,OU 51-48 (-3),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
14:57,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
14:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:57,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:57,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
14:57,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
14:57,"SUB IN by SMITH,BRENT",,,,,,,"SUB IN by SMITH,BRENT",2
14:57,"GOOD FT by JAMES,JORDAN",52 (+4),,48,,OU 52-48 (-4),,"GOOD FT by JAMES,JORDAN",2
14:36,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
14:31,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
14:31,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
14:31,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
14:11,"MISS JUMPER by BENNIFIELD ,DYLAN",,,,,,,"MISS JUMPER by BENNIFIELD ,DYLAN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
13:48,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
13:45,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
13:45,,52 (+3),,49,"GOOD FT by KAHL,COLIN",Sewan 52-49 (-3),,"GOOD FT by KAHL,COLIN",2
13:45,,52 (+2),,50,"GOOD FT by KAHL,COLIN",Sewan 52-50 (-2),,"GOOD FT by KAHL,COLIN",2
13:28,"MISS JUMPER by JAMES,JORDAN(in the paint)",,,,,,,"MISS JUMPER by JAMES,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
13:26,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
13:20,,52,,53 (+1),"GOOD 3PTR by KAHL,COLIN(fastbreak)",Sewan 52-53 (+1),,"GOOD 3PTR by KAHL,COLIN(fastbreak)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
13:04,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
13:04,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
13:04,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
13:04,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
13:03,"TURNOVER  by BENNIFIELD ,DYLAN",,,,,,,"TURNOVER  by BENNIFIELD ,DYLAN",2
13:03,,,,,"STEAL  by KAHL,COLIN",,,"STEAL  by KAHL,COLIN",2
12:42,,52,,55 (+3),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 52-55 (+3),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
12:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:10,"MISS JUMPER by HARRIS,TREY",,,,,,,"MISS JUMPER by HARRIS,TREY",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
11:56,,52,,57 (+5),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 52-57 (+5),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
11:36,"MISS LAYUP by JAMES,JORDAN(in the paint)",,,,,,,"MISS LAYUP by JAMES,JORDAN(in the paint)",2
--,"REBOUND OFF by KEMP,MASON",,,,,,,"REBOUND OFF by KEMP,MASON",2
11:31,"MISS LAYUP by KEMP,MASON(in the paint)",,,,,,,"MISS LAYUP by KEMP,MASON(in the paint)",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
11:31,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
11:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:31,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
11:31,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
11:31,"GOOD FT by JAMES,JORDAN",53,,57 (+4),,OU 53-57 (+4),,"GOOD FT by JAMES,JORDAN",2
11:31,"GOOD FT by JAMES,JORDAN",54,,57 (+3),,OU 54-57 (+3),,"GOOD FT by JAMES,JORDAN",2
11:10,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,,,,,"REBOUND OFF by SMITH,GRAHAM",,,"REBOUND OFF by SMITH,GRAHAM",2
11:03,,54,,59 (+5),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 54-59 (+5),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
10:53,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
10:43,,,,,"MISS LAYUP by WILLIAMS,RASHAUN(in the paint)",,,"MISS LAYUP by WILLIAMS,RASHAUN(in the paint)",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
10:34,"GOOD JUMPER by EZIGBO,UBA(in the paint)",56,,59 (+3),,OU 56-59 (+3),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
10:33,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
10:33,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
10:33,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
10:33,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
10:33,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
10:33,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
10:33,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
10:33,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
10:33,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
10:33,"MISS FT by EZIGBO,UBA",,,,,,,"MISS FT by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
10:17,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
10:17,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
10:13,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
10:13,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
09:50,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",2
09:48,,56,,61 (+5),"GOOD LAYUP by HOLLAND,ELI(in the paint)",Sewan 56-61 (+5),,"GOOD LAYUP by HOLLAND,ELI(in the paint)",2
09:48,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
09:48,,,,,"MISS FT by HOLLAND,ELI",,,"MISS FT by HOLLAND,ELI",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
09:32,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",58,,61 (+3),,OU 58-61 (+3),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
09:15,,58,,63 (+5),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 58-63 (+5),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
09:03,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
08:50,,58,,65 (+7),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 58-65 (+7),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,ELI",,,"ASSIST  by HOLLAND,ELI",2
08:30,"MISS LAYUP by DOOLEY,MALACHI(in the paint)",,,,,,,"MISS LAYUP by DOOLEY,MALACHI(in the paint)",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
08:25,"MISS LAYUP by JAMES,JORDAN(in the paint)",,,,,,,"MISS LAYUP by JAMES,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
08:20,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:17,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
08:17,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
08:17,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
08:17,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
07:54,"GOOD LAYUP by EZIGBO,UBA(in the paint)",60,,65 (+5),,OU 60-65 (+5),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
07:54,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,"GOOD FT by EZIGBO,UBA",61,,65 (+4),,OU 61-65 (+4),,"GOOD FT by EZIGBO,UBA",2
07:36,,61,,67 (+6),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 61-67 (+6),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
07:36,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
07:36,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
07:36,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
07:36,,61,,68 (+7),"GOOD FT by AVALIANI,LUKA",Sewan 61-68 (+7),,"GOOD FT by AVALIANI,LUKA",2
07:22,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
07:21,"GOOD FT by EZIGBO,UBA",62,,68 (+6),,OU 62-68 (+6),,"GOOD FT by EZIGBO,UBA",2
07:21,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
07:21,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
07:21,"GOOD FT by EZIGBO,UBA",63,,68 (+5),,OU 63-68 (+5),,"GOOD FT by EZIGBO,UBA",2
06:58,,63,,71 (+8),"GOOD 3PTR by MARR,RUSS",Sewan 63-71 (+8),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
06:40,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
06:34,"FOUL  by KEMP,MASON",,,,,,,"FOUL  by KEMP,MASON",2
06:34,,63,,72 (+9),"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 63-72 (+9),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
06:34,,63,,73 (+10),"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 63-73 (+10),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
06:15,"GOOD JUMPER by JAMES,JORDAN(in the paint)",65,,73 (+8),,OU 65-73 (+8),,"GOOD JUMPER by JAMES,JORDAN(in the paint)",2
06:02,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
06:02,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
05:46,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
05:40,"TURNOVER  by KEMP,JACKSON",,,,,,,"TURNOVER  by KEMP,JACKSON",2
05:40,,,,,"STEAL  by HOLLAND,ELI",,,"STEAL  by HOLLAND,ELI",2
05:10,,65,,75 (+10),"GOOD JUMPER by SMITH,GRAHAM(in the paint)",Sewan 65-75 (+10),,"GOOD JUMPER by SMITH,GRAHAM(in the paint)",2
04:58,"GOOD 3PTR by JENEI,RYAN",68,,75 (+7),,OU 68-75 (+7),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",2
04:37,,,,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
04:22,"GOOD LAYUP by KEMP,JACKSON(in the paint)",70,,75 (+5),,OU 70-75 (+5),,"GOOD LAYUP by KEMP,JACKSON(in the paint)",2
03:50,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:50,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
03:50,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
03:50,,70,,76 (+6),"GOOD FT by MARR,RUSS",Sewan 70-76 (+6),,"GOOD FT by MARR,RUSS",2
03:50,,70,,77 (+7),"GOOD FT by MARR,RUSS",Sewan 70-77 (+7),,"GOOD FT by MARR,RUSS",2
03:23,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
03:04,,70,,79 (+9),"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 70-79 (+9),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
02:54,"GOOD LAYUP by EZIGBO,UBA(in the paint)",72,,79 (+7),,OU 72-79 (+7),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
02:27,,72,,82 (+10),"GOOD 3PTR by CORRIGAN,TRE",Sewan 72-82 (+10),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
02:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:17,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
01:46,,,,,"MISS JUMPER by AVALIANI,LUKA",,,"MISS JUMPER by AVALIANI,LUKA",2
--,,,,,"REBOUND OFF by AVALIANI,LUKA",,,"REBOUND OFF by AVALIANI,LUKA",2
01:27,,72,,84 (+12),"GOOD DUNK by SMITH,GRAHAM(in the paint)",Sewan 72-84 (+12),,"GOOD DUNK by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
01:18,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
01:18,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
01:18,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
01:18,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
01:15,,72,,86 (+14),"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 72-86 (+14),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
01:03,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
00:59,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
00:59,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:59,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
00:59,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
00:59,,72,,87 (+15),"GOOD FT by AVALIANI,LUKA",Sewan 72-87 (+15),,"GOOD FT by AVALIANI,LUKA",2
00:51,"GOOD LAYUP by KEMP,MASON(in the paint)",74,,87 (+13),,OU 74-87 (+13),,"GOOD LAYUP by KEMP,MASON(in the paint)",2
00:17,,,,,"MISS 3PTR by AVALIANI,LUKA",,,"MISS 3PTR by AVALIANI,LUKA",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
00:06,"MISS 3PTR by FISCHER,DAVID",,,,,,,"MISS 3PTR by FISCHER,DAVID",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
