Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
16:13,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
16:13,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
16:13,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
16:13,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
16:13,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
16:13,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
16:13,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
16:13,"SUB IN by CROWDEN,LUKE",,,,,,,"SUB IN by CROWDEN,LUKE",2
16:13,"SUB IN by HOOD,GUS",,,,,,,"SUB IN by HOOD,GUS",2
15:55,,39 (+2),,37,"GOOD 3PTR by CORRIGAN,TRE",Sewan 39-37 (-2),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by HOLLAND,ELI",,,"ASSIST  by HOLLAND,ELI",2
15:36,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
15:24,,39,,39,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",Sewan 39-39 (0),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
14:53,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
14:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:53,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:53,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
14:53,"SUB OUT by HOOD,GUS",,,,,,,"SUB OUT by HOOD,GUS",2
14:53,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
14:53,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
14:53,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
14:53,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:53,"GOOD FT by IGBANU,PROMISE",40 (+1),,39,,COV 40-39 (-1),,"GOOD FT by IGBANU,PROMISE",2
14:45,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
14:26,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",42 (+3),,39,,COV 42-39 (-3),,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",2
14:10,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
14:10,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
14:10,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
14:07,,,,,"MISS 3PTR by HOLLAND,ELI",,,"MISS 3PTR by HOLLAND,ELI",2
--,"REBOUND DEF by NOEL,MALCOLM",,,,,,,"REBOUND DEF by NOEL,MALCOLM",2
14:06,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
14:06,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
13:50,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",44 (+5),,39,,COV 44-39 (-5),,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",2
13:33,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
13:33,"STEAL  by PEARLMAN,LOGAN",,,,,,,"STEAL  by PEARLMAN,LOGAN",2
13:11,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
13:02,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
12:51,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
12:45,"GOOD 3PTR by GERNATT,JONATHAN",47 (+8),,39,,COV 47-39 (-8),,"GOOD 3PTR by GERNATT,JONATHAN",2
--,"ASSIST  by IGBANU,PROMISE",,,,,,,"ASSIST  by IGBANU,PROMISE",2
12:27,,47 (+5),,42,"GOOD 3PTR by KAHL,COLIN",Sewan 47-42 (-5),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
12:12,"TURNOVER  by NOEL,MALCOLM",,,,,,,"TURNOVER  by NOEL,MALCOLM",2
12:12,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",2
12:05,,47 (+3),,44,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 47-44 (-3),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
11:36,"GOOD 3PTR by GERNATT,JONATHAN",50 (+6),,44,,COV 50-44 (-6),,"GOOD 3PTR by GERNATT,JONATHAN",2
--,"ASSIST  by CROWDEN,LUKE",,,,,,,"ASSIST  by CROWDEN,LUKE",2
11:21,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
10:57,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
10:50,,50 (+4),,46,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 50-46 (-4),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
10:50,"FOUL  by CROWDEN,LUKE",,,,,,,"FOUL  by CROWDEN,LUKE",2
10:50,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
10:50,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
10:50,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
10:50,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
10:50,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
10:50,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
10:49,,,,,"MISS FT by SMITH,GRAHAM",,,"MISS FT by SMITH,GRAHAM",2
--,"REBOUND DEF by GERNATT,JONATHAN",,,,,,,"REBOUND DEF by GERNATT,JONATHAN",2
10:28,"MISS LAYUP by NOEL,MALCOLM(in the paint)",,,,,,,"MISS LAYUP by NOEL,MALCOLM(in the paint)",2
10:28,,,,,"BLOCK  by MARR,RUSS",,,"BLOCK  by MARR,RUSS",2
--,"REBOUND OFF by MATHIS,WALKER",,,,,,,"REBOUND OFF by MATHIS,WALKER",2
10:19,"MISS JUMPER by MATHIS,WALKER(in the paint)",,,,,,,"MISS JUMPER by MATHIS,WALKER(in the paint)",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
10:06,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
10:01,"TURNOVER  by MATHIS,WALKER",,,,,,,"TURNOVER  by MATHIS,WALKER",2
10:01,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
10:00,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
10:00,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:00,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
10:00,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
10:00,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
10:00,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
10:00,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
09:35,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
09:25,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",2
--,"REBOUND DEF by NOEL,MALCOLM",,,,,,,"REBOUND DEF by NOEL,MALCOLM",2
09:06,"MISS 3PTR by HESTER,CHARLIE",,,,,,,"MISS 3PTR by HESTER,CHARLIE",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
09:02,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
08:54,,50 (+2),,48,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 50-48 (-2),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
08:35,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",2
--,"REBOUND OFF by IGBANU,PROMISE",,,,,,,"REBOUND OFF by IGBANU,PROMISE",2
08:29,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",52 (+4),,48,,COV 52-48 (-4),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
08:17,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
07:58,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
07:31,"MISS 3PTR by GERNATT,JONATHAN",,,,,,,"MISS 3PTR by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
07:23,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
06:59,"TURNOVER  by IGBANU,PROMISE",,,,,,,"TURNOVER  by IGBANU,PROMISE",2
06:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:59,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
06:59,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
06:59,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
06:59,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
06:47,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
06:24,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",54 (+6),,48,,COV 54-48 (-6),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
06:09,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
06:07,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
06:07,,54 (+5),,49,"GOOD FT by KAHL,COLIN",Sewan 54-49 (-5),,"GOOD FT by KAHL,COLIN",2
06:07,,54 (+4),,50,"GOOD FT by KAHL,COLIN",Sewan 54-50 (-4),,"GOOD FT by KAHL,COLIN",2
05:51,"GOOD 3PTR by IGBANU,PROMISE",57 (+7),,50,,COV 57-50 (-7),,"GOOD 3PTR by IGBANU,PROMISE",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
05:36,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by NOEL,MALCOLM",,,,,,,"REBOUND DEF by NOEL,MALCOLM",2
05:14,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,"REBOUND OFF by HESTER,CHARLIE",,,,,,,"REBOUND OFF by HESTER,CHARLIE",2
05:07,"GOOD LAYUP by HESTER,CHARLIE(in the paint)",59 (+9),,50,,COV 59-50 (-9),,"GOOD LAYUP by HESTER,CHARLIE(in the paint)",2
05:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:55,,,,,"MISS JUMPER by CRUMP,JOHN(in the paint)",,,"MISS JUMPER by CRUMP,JOHN(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
04:40,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",61 (+11),,50,,COV 61-50 (-11),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
04:26,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
04:26,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:26,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
04:26,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
04:26,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
04:14,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
04:03,"GOOD JUMPER by GERNATT,JONATHAN",63 (+13),,50,,COV 63-50 (-13),,"GOOD JUMPER by GERNATT,JONATHAN",2
--,"ASSIST  by PEARLMAN,LOGAN",,,,,,,"ASSIST  by PEARLMAN,LOGAN",2
03:50,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
03:50,"BLOCK  by HESTER,CHARLIE",,,,,,,"BLOCK  by HESTER,CHARLIE",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
03:29,"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",65 (+15),,50,,COV 65-50 (-15),,"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
03:14,,65 (+12),,53,"GOOD 3PTR by CORRIGAN,TRE",Sewan 65-53 (-12),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
03:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:10,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
03:10,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
02:41,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
02:41,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,"REBOUND OFF by PEARLMAN,LOGAN",,,,,,,"REBOUND OFF by PEARLMAN,LOGAN",2
02:36,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:26,,65 (+10),,55,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 65-55 (-10),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
02:04,"GOOD 3PTR by NOEL,MALCOLM",68 (+13),,55,,COV 68-55 (-13),,"GOOD 3PTR by NOEL,MALCOLM",2
--,"ASSIST  by PEARLMAN,LOGAN",,,,,,,"ASSIST  by PEARLMAN,LOGAN",2
01:50,,68 (+11),,57,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 68-57 (-11),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
01:44,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
01:44,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:44,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
01:44,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
01:44,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
01:42,"TURNOVER  by IGBANU,PROMISE",,,,,,,"TURNOVER  by IGBANU,PROMISE",2
01:42,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
01:42,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
01:42,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
01:42,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
01:30,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
01:25,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
01:25,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:25,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
01:25,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
01:25,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
01:23,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
01:23,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
01:23,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
01:23,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
01:23,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
01:23,"GOOD FT by NOEL,MALCOLM(fastbreak)",69 (+12),,57,,COV 69-57 (-12),,"GOOD FT by NOEL,MALCOLM(fastbreak)",2
01:22,"MISS FT by NOEL,MALCOLM(fastbreak)",,,,,,,"MISS FT by NOEL,MALCOLM(fastbreak)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
01:15,,69 (+9),,60,"GOOD 3PTR by MARR,RUSS",Sewan 69-60 (-9),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
01:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:13,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:13,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
01:13,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
01:13,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
01:11,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
01:11,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
01:11,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
01:11,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
01:11,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
01:11,"GOOD FT by IGBANU,PROMISE(fastbreak)",70 (+10),,60,,COV 70-60 (-10),,"GOOD FT by IGBANU,PROMISE(fastbreak)",2
01:11,"GOOD FT by IGBANU,PROMISE(fastbreak)",71 (+11),,60,,COV 71-60 (-11),,"GOOD FT by IGBANU,PROMISE(fastbreak)",2
00:59,,71 (+8),,63,"GOOD 3PTR by MARR,RUSS",Sewan 71-63 (-8),,"GOOD 3PTR by MARR,RUSS",2
00:49,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
00:49,"GOOD FT by IGBANU,PROMISE",72 (+9),,63,,COV 72-63 (-9),,"GOOD FT by IGBANU,PROMISE",2
00:49,"GOOD FT by IGBANU,PROMISE",73 (+10),,63,,COV 73-63 (-10),,"GOOD FT by IGBANU,PROMISE",2
00:43,,73 (+8),,65,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",Sewan 73-65 (-8),,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",2
00:38,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
00:38,"MISS FT by IGBANU,PROMISE(fastbreak)",,,,,,,"MISS FT by IGBANU,PROMISE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:38,"GOOD FT by IGBANU,PROMISE(fastbreak)",74 (+9),,65,,COV 74-65 (-9),,"GOOD FT by IGBANU,PROMISE(fastbreak)",2
00:31,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
00:26,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:26,"MISS FT by NOEL,MALCOLM(fastbreak)",,,,,,,"MISS FT by NOEL,MALCOLM(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:26,"GOOD FT by NOEL,MALCOLM(fastbreak)",75 (+10),,65,,COV 75-65 (-10),,"GOOD FT by NOEL,MALCOLM(fastbreak)",2
00:26,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
00:26,,75 (+9),,66,"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 75-66 (-9),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:26,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:26,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
00:26,,,,,"SUB IN by ROWE,GRANT",,,"SUB IN by ROWE,GRANT",2
00:26,,,,,"SUB IN by WILLIAMS,RASHAWN",,,"SUB IN by WILLIAMS,RASHAWN",2
00:26,,75 (+8),,67,"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 75-67 (-8),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:26,,,,,"FOUL  by ROWE,GRANT",,,"FOUL  by ROWE,GRANT",2
00:26,"GOOD FT by NOEL,MALCOLM(fastbreak)",76 (+9),,67,,COV 76-67 (-9),,"GOOD FT by NOEL,MALCOLM(fastbreak)",2
00:26,,,,,"SUB OUT by ROWE,GRANT",,,"SUB OUT by ROWE,GRANT",2
00:26,,,,,"SUB OUT by WILLIAMS,RASHAWN",,,"SUB OUT by WILLIAMS,RASHAWN",2
00:26,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
00:26,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
00:26,"GOOD FT by NOEL,MALCOLM(fastbreak)",77 (+10),,67,,COV 77-67 (-10),,"GOOD FT by NOEL,MALCOLM(fastbreak)",2
00:19,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
00:15,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
00:14,"MISS FT by PEARLMAN,LOGAN(fastbreak)",,,,,,,"MISS FT by PEARLMAN,LOGAN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:14,"MISS FT by PEARLMAN,LOGAN(fastbreak)",,,,,,,"MISS FT by PEARLMAN,LOGAN(fastbreak)",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
00:09,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND DEF by GERNATT,JONATHAN",,,,,,,"REBOUND DEF by GERNATT,JONATHAN",2
