Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
18:40,,36 (+7),,29,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",Sewan 36-29 (-7),,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
18:28,"TURNOVER  by NOEL,MALCOLM",,,,,,,"TURNOVER  by NOEL,MALCOLM",2
18:28,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
18:28,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
18:16,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
17:55,"MISS 3PTR by HESTER,CHARLIE",,,,,,,"MISS 3PTR by HESTER,CHARLIE",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
17:47,,36 (+4),,32,"GOOD 3PTR by MARR,RUSS",Sewan 36-32 (-4),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
17:24,"TURNOVER  by HESTER,CHARLIE",,,,,,,"TURNOVER  by HESTER,CHARLIE",2
17:24,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
17:17,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
17:17,"STEAL  by NOEL,MALCOLM",,,,,,,"STEAL  by NOEL,MALCOLM",2
17:13,"TURNOVER  by NOEL,MALCOLM",,,,,,,"TURNOVER  by NOEL,MALCOLM",2
17:00,,36 (+2),,34,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 36-34 (-2),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
16:46,"GOOD 3PTR by GERNATT,JONATHAN",39 (+5),,34,,COV 39-34 (-5),,"GOOD 3PTR by GERNATT,JONATHAN",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
16:28,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
16:13,"TURNOVER  by PEARLMAN,LOGAN",,,,,,,"TURNOVER  by PEARLMAN,LOGAN",2
16:13,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
