Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
00:08,,,,,"SUB OUT by CHERRY,GRIFFIN",,,"SUB OUT by CHERRY,GRIFFIN",1
00:04,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",1
00:04,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",1
19:51,"GOOD LAYUP by KAHL,COLIN(in the paint)",33 (+10),,23,,SEW 33-23 (+10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
19:26,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
19:26,,33 (+9),,24,"GOOD FT by EZIGBO,UBA",OGL-M 33-24 (+9),,"GOOD FT by EZIGBO,UBA",2
19:26,,33 (+8),,25,"GOOD FT by EZIGBO,UBA",OGL-M 33-25 (+8),,"GOOD FT by EZIGBO,UBA",2
19:11,"GOOD LAYUP by MARR,RUSS(in the paint)",35 (+10),,25,,SEW 35-25 (+10),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
19:02,,35 (+8),,27,"GOOD LAYUP by JAMES,JORDAN(in the paint)",OGL-M 35-27 (+8),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
19:00,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
19:00,,35 (+7),,28,"GOOD FT by JAMES,JORDAN",OGL-M 35-28 (+7),,"GOOD FT by JAMES,JORDAN",2
18:34,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
18:34,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
18:25,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
18:25,"BLOCK  by KAHL,COLIN",,,,,,,"BLOCK  by KAHL,COLIN",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
18:22,,35 (+4),,31,"GOOD 3PTR by JAMES,JORDAN",OGL-M 35-31 (+4),,"GOOD 3PTR by JAMES,JORDAN",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
18:04,"GOOD LAYUP by KAHL,COLIN(in the paint)",37 (+6),,31,,SEW 37-31 (+6),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
17:43,,37 (+4),,33,"GOOD LAYUP by JAMES,JORDAN(in the paint)",OGL-M 37-33 (+4),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
17:41,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
17:41,,,,,"MISS FT by JAMES,JORDAN",,,"MISS FT by JAMES,JORDAN",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
17:41,,,,,"SUB IN by SMITH,BRENT",,,"SUB IN by SMITH,BRENT",2
17:41,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
17:32,,,,,"FOUL  by SMITH,BRENT",,,"FOUL  by SMITH,BRENT",2
17:22,"MISS LAYUP by AVALIANI,LUKA",,,,,,,"MISS LAYUP by AVALIANI,LUKA",2
17:22,,,,,"BLOCK  by JAMES,JORDAN",,,"BLOCK  by JAMES,JORDAN",2
--,,,,,"REBOUND DEF by SMITH,BRENT",,,"REBOUND DEF by SMITH,BRENT",2
17:16,,37 (+2),,35,"GOOD LAYUP by KEMP,JACKSON(fastbreak)(in the paint)",OGL-M 37-35 (+2),,"GOOD LAYUP by KEMP,JACKSON(fastbreak)(in the paint)",2
17:16,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
17:16,,37 (+1),,36,"GOOD FT by KEMP,JACKSON",OGL-M 37-36 (+1),,"GOOD FT by KEMP,JACKSON",2
17:02,"MISS LAYUP by AVALIANI,LUKA",,,,,,,"MISS LAYUP by AVALIANI,LUKA",2
--,,,,,"REBOUND DEF by DOOLEY,MALACHI",,,"REBOUND DEF by DOOLEY,MALACHI",2
16:36,,37,,38 (+1),"GOOD LAYUP by SMITH,BRENT(in the paint)",OGL-M 37-38 (-1),,"GOOD LAYUP by SMITH,BRENT(in the paint)",2
16:18,,,,,"FOUL  by SMITH,BRENT",,,"FOUL  by SMITH,BRENT",2
16:18,"GOOD FT by KAHL,COLIN",38,,38,,SEW 38-38 (0),,"GOOD FT by KAHL,COLIN",2
16:18,"MISS FT by KAHL,COLIN",,,,,,,"MISS FT by KAHL,COLIN",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
16:18,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
16:18,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
16:18,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
16:18,,,,,"SUB OUT by SMITH,BRENT",,,"SUB OUT by SMITH,BRENT",2
16:08,,,,,"MISS LAYUP by JAMES,JORDAN",,,"MISS LAYUP by JAMES,JORDAN",2
--,,,,,"REBOUND OFF by JAMES,JORDAN",,,"REBOUND OFF by JAMES,JORDAN",2
16:05,,38,,41 (+3),"GOOD 3PTR by EZIGBO,UBA",OGL-M 38-41 (-3),,"GOOD 3PTR by EZIGBO,UBA",2
--,,,,,"ASSIST  by JAMES,JORDAN",,,"ASSIST  by JAMES,JORDAN",2
15:44,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
15:30,,,,,"TURNOVER  by DOOLEY,MALACHI",,,"TURNOVER  by DOOLEY,MALACHI",2
15:30,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
15:30,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
15:30,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
14:56,"MISS 3PTR by SMITH,GRAHAM",,,,,,,"MISS 3PTR by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
14:44,,,,,"TURNOVER  by KEMP,JACKSON",,,"TURNOVER  by KEMP,JACKSON",2
14:44,"STEAL  by CORRIGAN,TRE",,,,,,,"STEAL  by CORRIGAN,TRE",2
14:33,"MISS 3PTR by AVALIANI,LUKA",,,,,,,"MISS 3PTR by AVALIANI,LUKA",2
--,"REBOUND OFF by HOLLAND,ELI",,,,,,,"REBOUND OFF by HOLLAND,ELI",2
14:27,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",40,,41 (+1),,SEW 40-41 (-1),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,"ASSIST  by HOLLAND,ELI",,,,,,,"ASSIST  by HOLLAND,ELI",2
14:15,,,,,"FOUL  by JAMES,JORDAN",,,"FOUL  by JAMES,JORDAN",2
14:15,,,,,"TURNOVER  by JAMES,JORDAN",,,"TURNOVER  by JAMES,JORDAN",2
14:15,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
14:15,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",2
14:15,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",2
14:15,,,,,"SUB OUT by DOOLEY,MALACHI",,,"SUB OUT by DOOLEY,MALACHI",2
13:53,"MISS JUMPER by AVALIANI,LUKA",,,,,,,"MISS JUMPER by AVALIANI,LUKA",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
13:46,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
13:46,,,,,"STEAL  by JENEI,RYAN",,,"STEAL  by JENEI,RYAN",2
13:45,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
13:45,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
13:45,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
13:45,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
13:33,,40,,44 (+4),"GOOD 3PTR by EZIGBO,UBA",OGL-M 40-44 (-4),,"GOOD 3PTR by EZIGBO,UBA",2
--,,,,,"ASSIST  by BENNIFIELD,DYLAN",,,"ASSIST  by BENNIFIELD,DYLAN",2
13:15,,,,,"FOUL  by KEMP,MASON",,,"FOUL  by KEMP,MASON",2
13:15,"MISS FT by SMITH,GRAHAM",,,,,,,"MISS FT by SMITH,GRAHAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:15,"GOOD FT by SMITH,GRAHAM",41,,44 (+3),,SEW 41-44 (-3),,"GOOD FT by SMITH,GRAHAM",2
13:15,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
13:15,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
12:51,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
12:34,,41,,46 (+5),"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",OGL-M 41-46 (-5),,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",2
12:21,"GOOD 3PTR by MARR,RUSS",44,,46 (+2),,SEW 44-46 (-2),,"GOOD 3PTR by MARR,RUSS",2
--,"ASSIST  by HOLLAND,ELI",,,,,,,"ASSIST  by HOLLAND,ELI",2
12:11,,44,,49 (+5),"GOOD 3PTR by EZIGBO,UBA",OGL-M 44-49 (-5),,"GOOD 3PTR by EZIGBO,UBA",2
--,,,,,"ASSIST  by BENNIFIELD,DYLAN",,,"ASSIST  by BENNIFIELD,DYLAN",2
12:00,"GOOD LAYUP by HOLLAND,ELI(fastbreak)(in the paint)",46,,49 (+3),,SEW 46-49 (-3),,"GOOD LAYUP by HOLLAND,ELI(fastbreak)(in the paint)",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
11:43,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",2
11:43,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:43,,46,,50 (+4),"GOOD FT by BENNIFIELD,DYLAN",OGL-M 46-50 (-4),,"GOOD FT by BENNIFIELD,DYLAN",2
11:43,,46,,51 (+5),"GOOD FT by BENNIFIELD,DYLAN",OGL-M 46-51 (-5),,"GOOD FT by BENNIFIELD,DYLAN",2
11:43,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
11:43,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
11:43,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
11:43,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
11:43,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
11:43,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
11:29,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by HARRIS,TREY",,,"REBOUND DEF by HARRIS,TREY",2
11:19,,,,,"TURNOVER  by BENNIFIELD,DYLAN",,,"TURNOVER  by BENNIFIELD,DYLAN",2
11:06,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
11:05,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
11:01,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
11:01,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
11:01,,46,,52 (+6),"GOOD FT by HARRIS,TREY",OGL-M 46-52 (-6),,"GOOD FT by HARRIS,TREY",2
11:01,,,,,"MISS FT by HARRIS,TREY",,,"MISS FT by HARRIS,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:01,,46,,53 (+7),"GOOD FT by HARRIS,TREY",OGL-M 46-53 (-7),,"GOOD FT by HARRIS,TREY",2
11:01,,46,,54 (+8),"GOOD FT by HARRIS,TREY",OGL-M 46-54 (-8),,"GOOD FT by HARRIS,TREY",2
11:01,,,,,"SUB IN by SMITH,BRENT",,,"SUB IN by SMITH,BRENT",2
11:01,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
11:01,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
11:01,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
10:45,,,,,"FOUL  by KEMP,MASON",,,"FOUL  by KEMP,MASON",2
10:45,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
10:45,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
10:40,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
10:40,"GOOD FT by CRUMP,JOHN",47,,54 (+7),,SEW 47-54 (-7),,"GOOD FT by CRUMP,JOHN",2
10:40,"GOOD FT by CRUMP,JOHN",48,,54 (+6),,SEW 48-54 (-6),,"GOOD FT by CRUMP,JOHN",2
10:22,,,,,"MISS 3PTR by KEMP,MASON",,,"MISS 3PTR by KEMP,MASON",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
10:17,,,,,"MISS 3PTR by HARRIS,TREY",,,"MISS 3PTR by HARRIS,TREY",2
--,,,,,"REBOUND OFF by SMITH,BRENT",,,"REBOUND OFF by SMITH,BRENT",2
09:58,,,,,"MISS LAYUP by BENNIFIELD,DYLAN",,,"MISS LAYUP by BENNIFIELD,DYLAN",2
--,,,,,"REBOUND OFF by SMITH,BRENT",,,"REBOUND OFF by SMITH,BRENT",2
09:56,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
09:56,,48,,55 (+7),"GOOD FT by SMITH,BRENT",OGL-M 48-55 (-7),,"GOOD FT by SMITH,BRENT",2
09:56,,48,,56 (+8),"GOOD FT by SMITH,BRENT",OGL-M 48-56 (-8),,"GOOD FT by SMITH,BRENT",2
09:56,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
09:56,,,,,"SUB IN by DOOLEY,MALACHI",,,"SUB IN by DOOLEY,MALACHI",2
09:56,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
09:56,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",2
09:56,,,,,"SUB OUT by SMITH,BRENT",,,"SUB OUT by SMITH,BRENT",2
09:56,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
09:56,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",2
09:56,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
09:38,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",50,,56 (+6),,SEW 50-56 (-6),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
09:24,,,,,"TURNOVER  by EZIGBO,UBA",,,"TURNOVER  by EZIGBO,UBA",2
09:24,,,,,"SUB IN by AWOLEYE,JONATHAN",,,"SUB IN by AWOLEYE,JONATHAN",2
09:24,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
09:07,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",52,,56 (+4),,SEW 52-56 (-4),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
08:43,,52,,58 (+6),"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",OGL-M 52-58 (-6),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
08:25,"GOOD LAYUP by KAHL,COLIN(in the paint)",54,,58 (+4),,SEW 54-58 (-4),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
08:09,,54,,61 (+7),"GOOD 3PTR by KEMP,JACKSON",OGL-M 54-61 (-7),,"GOOD 3PTR by KEMP,JACKSON",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
08:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:03,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
07:51,"GOOD LAYUP by KAHL,COLIN(in the paint)",56,,61 (+5),,SEW 56-61 (-5),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
07:31,,56,,63 (+7),"GOOD JUMPER by KEMP,JACKSON",OGL-M 56-63 (-7),,"GOOD JUMPER by KEMP,JACKSON",2
07:11,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
06:59,,,,,"FOUL  by JAMES,JORDAN",,,"FOUL  by JAMES,JORDAN",2
06:59,,,,,"TURNOVER  by JAMES,JORDAN",,,"TURNOVER  by JAMES,JORDAN",2
06:59,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
06:47,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
06:39,,,,,"MISS 3PTR by KEMP,JACKSON",,,"MISS 3PTR by KEMP,JACKSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:22,"GOOD LAYUP by MARR,RUSS(in the paint)",58,,63 (+5),,SEW 58-63 (-5),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
06:05,,,,,"MISS 3PTR by DOOLEY,MALACHI",,,"MISS 3PTR by DOOLEY,MALACHI",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
05:38,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
05:37,,,,,"STEAL  by DOOLEY,MALACHI",,,"STEAL  by DOOLEY,MALACHI",2
05:29,,58,,65 (+7),"GOOD LAYUP by JAMES,JORDAN(in the paint)",OGL-M 58-65 (-7),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,,,,,"ASSIST  by DOOLEY,MALACHI",,,"ASSIST  by DOOLEY,MALACHI",2
05:09,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
05:09,"GOOD FT by AVALIANI,LUKA",59,,65 (+6),,SEW 59-65 (-6),,"GOOD FT by AVALIANI,LUKA",2
05:09,"MISS FT by AVALIANI,LUKA",,,,,,,"MISS FT by AVALIANI,LUKA",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
05:09,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
05:09,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
05:09,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
05:09,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
05:09,,,,,"SUB IN by CHERRY,GRIFFIN",,,"SUB IN by CHERRY,GRIFFIN",2
05:09,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
05:09,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
05:09,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",2
05:09,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
05:09,,,,,"SUB OUT by DOOLEY,MALACHI",,,"SUB OUT by DOOLEY,MALACHI",2
05:09,,,,,"SUB OUT by AWOLEYE,JONATHAN",,,"SUB OUT by AWOLEYE,JONATHAN",2
05:09,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",2
04:52,,,,,"MISS JUMPER by KEMP,MASON",,,"MISS JUMPER by KEMP,MASON",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
04:26,"MISS JUMPER by CORRIGAN,TRE",,,,,,,"MISS JUMPER by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
04:23,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
04:10,,,,,"FOUL  by KEMP,MASON",,,"FOUL  by KEMP,MASON",2
04:10,"GOOD FT by MARR,RUSS",60,,65 (+5),,SEW 60-65 (-5),,"GOOD FT by MARR,RUSS",2
04:10,"GOOD FT by MARR,RUSS",61,,65 (+4),,SEW 61-65 (-4),,"GOOD FT by MARR,RUSS",2
04:10,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
04:10,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
03:58,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
03:40,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
03:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:40,"GOOD FT by MARR,RUSS",62,,65 (+3),,SEW 62-65 (-3),,"GOOD FT by MARR,RUSS",2
03:40,"GOOD FT by MARR,RUSS",63,,65 (+2),,SEW 63-65 (-2),,"GOOD FT by MARR,RUSS",2
03:40,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
03:40,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
03:28,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
03:28,,,,,"MISS FT by BENNIFIELD,DYLAN",,,"MISS FT by BENNIFIELD,DYLAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:28,,63,,66 (+3),"GOOD FT by BENNIFIELD,DYLAN",OGL-M 63-66 (-3),,"GOOD FT by BENNIFIELD,DYLAN",2
03:28,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
03:28,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
03:28,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",2
03:28,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
03:28,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
03:28,,,,,"SUB OUT by CHERRY,GRIFFIN",,,"SUB OUT by CHERRY,GRIFFIN",2
03:28,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
03:28,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
03:20,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
03:01,,63,,68 (+5),"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",OGL-M 63-68 (-5),,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",2
02:51,"MISS LAYUP by MARR,RUSS",,,,,,,"MISS LAYUP by MARR,RUSS",2
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",2
02:47,,,,,"FOUL  by KEMP,JACKSON",,,"FOUL  by KEMP,JACKSON",2
02:47,"GOOD FT by MARR,RUSS",64,,68 (+4),,SEW 64-68 (-4),,"GOOD FT by MARR,RUSS",2
02:47,"GOOD FT by MARR,RUSS",65,,68 (+3),,SEW 65-68 (-3),,"GOOD FT by MARR,RUSS",2
02:29,,65,,71 (+6),"GOOD 3PTR by KEMP,JACKSON",OGL-M 65-71 (-6),,"GOOD 3PTR by KEMP,JACKSON",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
02:12,"GOOD 3PTR by CORRIGAN,TRE",68,,71 (+3),,SEW 68-71 (-3),,"GOOD 3PTR by CORRIGAN,TRE",2
02:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:52,,,,,"MISS JUMPER by BENNIFIELD,DYLAN",,,"MISS JUMPER by BENNIFIELD,DYLAN",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
01:29,,,,,"FOUL  by JAMES,JORDAN",,,"FOUL  by JAMES,JORDAN",2
01:29,"GOOD FT by MARR,RUSS",69,,71 (+2),,SEW 69-71 (-2),,"GOOD FT by MARR,RUSS",2
01:29,"GOOD FT by MARR,RUSS",70,,71 (+1),,SEW 70-71 (-1),,"GOOD FT by MARR,RUSS",2
01:17,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
01:12,,70,,74 (+4),"GOOD 3PTR by KEMP,JACKSON",OGL-M 70-74 (-4),,"GOOD 3PTR by KEMP,JACKSON",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
01:01,"MISS LAYUP by CRUMP,JOHN",,,,,,,"MISS LAYUP by CRUMP,JOHN",2
01:01,,,,,"BLOCK  by BENNIFIELD,DYLAN",,,"BLOCK  by BENNIFIELD,DYLAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:54,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
00:54,"GOOD FT by MARR,RUSS",71,,74 (+3),,SEW 71-74 (-3),,"GOOD FT by MARR,RUSS",2
00:54,"GOOD FT by MARR,RUSS",72,,74 (+2),,SEW 72-74 (-2),,"GOOD FT by MARR,RUSS",2
00:54,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:54,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
00:37,,,,,"MISS LAYUP by JAMES,JORDAN",,,"MISS LAYUP by JAMES,JORDAN",2
00:37,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND OFF by KEMP,JACKSON",,,"REBOUND OFF by KEMP,JACKSON",2
00:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:27,,,,,"TURNOVER  by JAMES,JORDAN",,,"TURNOVER  by JAMES,JORDAN",2
00:27,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
00:27,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
