Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by NOEL,MALCOLM",,,"ASSIST  by NOEL,MALCOLM",2
15:41,,,,,"FOUL  by NOEL,MALCOLM",,,"FOUL  by NOEL,MALCOLM",2
15:41,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
15:41,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
15:38,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by NOEL,MALCOLM",,,"REBOUND DEF by NOEL,MALCOLM",2
15:19,,,,,"MISS LAYUP by HESTER,CHARLIE",,,"MISS LAYUP by HESTER,CHARLIE",2
--,,,,,"REBOUND OFF by GERNATT,JONATHAN",,,"REBOUND OFF by GERNATT,JONATHAN",2
15:17,,50,,56 (+6),"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",CCM 50-56 (-6),,"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",2
15:02,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",2
15:01,,,,,"STEAL  by GERNATT,JONATHAN",,,"STEAL  by GERNATT,JONATHAN",2
14:42,,,,,"MISS 3PTR by HESTER,CHARLIE",,,"MISS 3PTR by HESTER,CHARLIE",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
14:24,"MISS LAYUP by CRUMP,JOHN",,,,,,,"MISS LAYUP by CRUMP,JOHN",2
--,,,,,"REBOUND DEF by IGBANU,PROMISE",,,"REBOUND DEF by IGBANU,PROMISE",2
14:00,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
14:00,,,,,"SUB IN by CROWDEN,LUKE",,,"SUB IN by CROWDEN,LUKE",2
14:00,,,,,"SUB OUT by HESTER,CHARLIE",,,"SUB OUT by HESTER,CHARLIE",2
13:50,,,,,"TURNOVER  by GERNATT,JONATHAN",,,"TURNOVER  by GERNATT,JONATHAN",2
13:50,,,,,"FOUL  by GERNATT,JONATHAN",,,"FOUL  by GERNATT,JONATHAN",2
13:29,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",52,,56 (+4),,SEW 52-56 (-4),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
13:09,,52,,58 (+6),"GOOD LAYUP by IGBANU,PROMISE(in the paint)",CCM 52-58 (-6),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
13:01,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",54,,58 (+4),,SEW 54-58 (-4),,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",2
12:47,,54,,60 (+6),"GOOD LAYUP by IGBANU,PROMISE(in the paint)",CCM 54-60 (-6),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
12:31,"MISS LAYUP by CRUMP,JOHN",,,,,,,"MISS LAYUP by CRUMP,JOHN",2
--,"REBOUND OFF by HOLLAND,ELI",,,,,,,"REBOUND OFF by HOLLAND,ELI",2
12:25,"MISS LAYUP by HOLLAND,ELI",,,,,,,"MISS LAYUP by HOLLAND,ELI",2
--,"REBOUND OFF by CRUMP,JOHN",,,,,,,"REBOUND OFF by CRUMP,JOHN",2
12:12,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
12:12,"SUB IN by BOULDIN,BLAKE",,,,,,,"SUB IN by BOULDIN,BLAKE",2
12:12,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
12:12,,,,,"SUB IN by MATHIS,WALKER",,,"SUB IN by MATHIS,WALKER",2
12:12,,,,,"SUB OUT by IGBANU,PROMISE",,,"SUB OUT by IGBANU,PROMISE",2
12:02,,,,,"TURNOVER  by CROWDEN,LUKE",,,"TURNOVER  by CROWDEN,LUKE",2
11:48,,,,,"FOUL  by MATHIS,WALKER",,,"FOUL  by MATHIS,WALKER",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:36,"GOOD JUMPER by SMITH,GRAHAM",56,,60 (+4),,SEW 56-60 (-4),,"GOOD JUMPER by SMITH,GRAHAM",2
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",2
11:09,"FOUL  by CRUMP,JOHN",,,,,,,"FOUL  by CRUMP,JOHN",2
11:09,,,,,"MISS FT by MATHIS,WALKER",,,"MISS FT by MATHIS,WALKER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:09,,,,,"MISS FT by MATHIS,WALKER",,,"MISS FT by MATHIS,WALKER",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
11:09,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
11:09,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
10:55,"MISS LAYUP by MARR,RUSS",,,,,,,"MISS LAYUP by MARR,RUSS",2
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",2
10:51,"GOOD LAYUP by MARR,RUSS(in the paint)",58,,60 (+2),,SEW 58-60 (-2),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
10:35,,58,,62 (+4),"GOOD LAYUP by MATHIS,WALKER(in the paint)",CCM 58-62 (-4),,"GOOD LAYUP by MATHIS,WALKER(in the paint)",2
10:18,,,,,"FOUL  by MATHIS,WALKER",,,"FOUL  by MATHIS,WALKER",2
10:18,"GOOD FT by AVALIANI,LUKA",59,,62 (+3),,SEW 59-62 (-3),,"GOOD FT by AVALIANI,LUKA",2
10:18,"GOOD FT by AVALIANI,LUKA",60,,62 (+2),,SEW 60-62 (-2),,"GOOD FT by AVALIANI,LUKA",2
10:18,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
10:18,"SUB OUT by BOULDIN,BLAKE",,,,,,,"SUB OUT by BOULDIN,BLAKE",2
10:18,,,,,"SUB IN by HESTER,CHARLIE",,,"SUB IN by HESTER,CHARLIE",2
10:18,,,,,"SUB IN by IGBANU,PROMISE",,,"SUB IN by IGBANU,PROMISE",2
10:18,,,,,"SUB OUT by CROWDEN,LUKE",,,"SUB OUT by CROWDEN,LUKE",2
10:18,,,,,"SUB OUT by MATHIS,WALKER",,,"SUB OUT by MATHIS,WALKER",2
10:03,,,,,"MISS LAYUP by IGBANU,PROMISE",,,"MISS LAYUP by IGBANU,PROMISE",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
09:51,"GOOD LAYUP by MARR,RUSS(in the paint)",62,,62,,SEW 62-62 (0),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
09:27,,62,,65 (+3),"GOOD 3PTR by IGBANU,PROMISE",CCM 62-65 (-3),,"GOOD 3PTR by IGBANU,PROMISE",2
--,,,,,"ASSIST  by GERNATT,JONATHAN",,,"ASSIST  by GERNATT,JONATHAN",2
09:13,"GOOD LAYUP by MARR,RUSS(in the paint)",64,,65 (+1),,SEW 64-65 (-1),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,"ASSIST  by HOLLAND,ELI",,,,,,,"ASSIST  by HOLLAND,ELI",2
09:13,,,,,"FOUL  by GERNATT,JONATHAN",,,"FOUL  by GERNATT,JONATHAN",2
09:13,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,,,,,"REBOUND DEF by IGBANU,PROMISE",,,"REBOUND DEF by IGBANU,PROMISE",2
08:57,,64,,67 (+3),"GOOD LAYUP by NOEL,MALCOLM(in the paint)",CCM 64-67 (-3),,"GOOD LAYUP by NOEL,MALCOLM(in the paint)",2
08:43,"GOOD JUMPER by SMITH,GRAHAM",66,,67 (+1),,SEW 66-67 (-1),,"GOOD JUMPER by SMITH,GRAHAM",2
08:25,,,,,"MISS 3PTR by NOEL,MALCOLM",,,"MISS 3PTR by NOEL,MALCOLM",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
08:17,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",68 (+1),,67,,SEW 68-67 (+1),,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",2
08:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:14,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
08:14,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
08:14,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
08:14,,,,,"SUB IN by CROWDEN,LUKE",,,"SUB IN by CROWDEN,LUKE",2
08:14,,,,,"SUB OUT by GERNATT,JONATHAN",,,"SUB OUT by GERNATT,JONATHAN",2
07:57,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
07:54,,,,,"FOUL  by HESTER,CHARLIE",,,"FOUL  by HESTER,CHARLIE",2
07:54,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
07:54,"GOOD FT by SMITH,GRAHAM",69 (+2),,67,,SEW 69-67 (+2),,"GOOD FT by SMITH,GRAHAM",2
07:54,"GOOD FT by SMITH,GRAHAM",70 (+3),,67,,SEW 70-67 (+3),,"GOOD FT by SMITH,GRAHAM",2
07:54,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
07:54,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
07:54,,,,,"SUB IN by GERNATT,JONATHAN",,,"SUB IN by GERNATT,JONATHAN",2
07:54,,,,,"SUB OUT by HESTER,CHARLIE",,,"SUB OUT by HESTER,CHARLIE",2
07:45,,70,,70,"GOOD 3PTR by CROWDEN,LUKE",CCM 70-70 (0),,"GOOD 3PTR by CROWDEN,LUKE",2
--,,,,,"ASSIST  by NOEL,MALCOLM",,,"ASSIST  by NOEL,MALCOLM",2
07:23,"MISS LAYUP by MARR,RUSS",,,,,,,"MISS LAYUP by MARR,RUSS",2
--,,,,,"REBOUND DEF by NOEL,MALCOLM",,,"REBOUND DEF by NOEL,MALCOLM",2
06:56,,70,,72 (+2),"GOOD JUMPER by IGBANU,PROMISE",CCM 70-72 (-2),,"GOOD JUMPER by IGBANU,PROMISE",2
06:39,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
06:39,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
06:26,"GOOD LAYUP by MARR,RUSS(in the paint)",72,,72,,SEW 72-72 (0),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,"ASSIST  by HOLLAND,ELI",,,,,,,"ASSIST  by HOLLAND,ELI",2
06:03,,,,,"MISS 3PTR by PEARLMAN,LOGAN",,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
05:40,"GOOD LAYUP by MARR,RUSS(in the paint)",74 (+2),,72,,SEW 74-72 (+2),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
05:11,,74,,74,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",CCM 74-74 (0),,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",2
04:54,,,,,"FOUL  by CROWDEN,LUKE",,,"FOUL  by CROWDEN,LUKE",2
04:54,"GOOD FT by MARR,RUSS",75 (+1),,74,,SEW 75-74 (+1),,"GOOD FT by MARR,RUSS",2
04:54,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
04:54,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
04:54,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
04:45,,75,,77 (+2),"GOOD 3PTR by IGBANU,PROMISE",CCM 75-77 (-2),,"GOOD 3PTR by IGBANU,PROMISE",2
--,,,,,"ASSIST  by NOEL,MALCOLM",,,"ASSIST  by NOEL,MALCOLM",2
04:31,,,,,"FOUL  by CROWDEN,LUKE",,,"FOUL  by CROWDEN,LUKE",2
04:31,"GOOD FT by CRUMP,JOHN",76,,77 (+1),,SEW 76-77 (-1),,"GOOD FT by CRUMP,JOHN",2
04:31,"GOOD FT by CRUMP,JOHN",77,,77,,SEW 77-77 (0),,"GOOD FT by CRUMP,JOHN",2
04:17,,77,,79 (+2),"GOOD LAYUP by IGBANU,PROMISE(in the paint)",CCM 77-79 (-2),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
04:17,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
04:17,,77,,80 (+3),"GOOD FT by IGBANU,PROMISE",CCM 77-80 (-3),,"GOOD FT by IGBANU,PROMISE",2
04:17,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
04:17,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
04:10,"GOOD 3PTR by MARR,RUSS(fastbreak)",80,,80,,SEW 80-80 (0),,"GOOD 3PTR by MARR,RUSS(fastbreak)",2
03:51,,80,,83 (+3),"GOOD 3PTR by PEARLMAN,LOGAN",CCM 80-83 (-3),,"GOOD 3PTR by PEARLMAN,LOGAN",2
--,,,,,"ASSIST  by IGBANU,PROMISE",,,"ASSIST  by IGBANU,PROMISE",2
03:30,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
03:04,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",2
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",2
02:36,"GOOD LAYUP by MARR,RUSS(in the paint)",82,,83 (+1),,SEW 82-83 (-1),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
02:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:31,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
02:12,,82,,85 (+3),"GOOD JUMPER by NOEL,MALCOLM",CCM 82-85 (-3),,"GOOD JUMPER by NOEL,MALCOLM",2
--,,,,,"ASSIST  by IGBANU,PROMISE",,,"ASSIST  by IGBANU,PROMISE",2
01:48,"MISS JUMPER by AVALIANI,LUKA",,,,,,,"MISS JUMPER by AVALIANI,LUKA",2
--,,,,,"REBOUND DEF by CROWDEN,LUKE",,,"REBOUND DEF by CROWDEN,LUKE",2
01:22,,,,,"TURNOVER  by IGBANU,PROMISE",,,"TURNOVER  by IGBANU,PROMISE",2
01:21,"STEAL  by MARR,RUSS",,,,,,,"STEAL  by MARR,RUSS",2
01:14,"GOOD LAYUP by MARR,RUSS(in the paint)",84,,85 (+1),,SEW 84-85 (-1),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
00:46,,,,,"MISS LAYUP by IGBANU,PROMISE",,,"MISS LAYUP by IGBANU,PROMISE",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
00:44,,,,,"FOUL  by PEARLMAN,LOGAN",,,"FOUL  by PEARLMAN,LOGAN",2
00:44,"GOOD FT by MARR,RUSS",85,,85,,SEW 85-85 (0),,"GOOD FT by MARR,RUSS",2
00:44,"GOOD FT by MARR,RUSS",86 (+1),,85,,SEW 86-85 (+1),,"GOOD FT by MARR,RUSS",2
00:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:44,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:44,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
00:20,,,,,"MISS LAYUP by IGBANU,PROMISE",,,"MISS LAYUP by IGBANU,PROMISE",2
--,,,,,"REBOUND OFF by IGBANU,PROMISE",,,"REBOUND OFF by IGBANU,PROMISE",2
00:19,,86,,87 (+1),"GOOD LAYUP by IGBANU,PROMISE(in the paint)",CCM 86-87 (-1),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
00:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:18,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
00:18,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
00:12,,,,,"FOUL  by IGBANU,PROMISE",,,"FOUL  by IGBANU,PROMISE",2
00:12,"GOOD FT by MARR,RUSS",87,,87,,SEW 87-87 (0),,"GOOD FT by MARR,RUSS",2
00:12,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,"REBOUND OFF by HOLLAND,ELI",,,,,,,"REBOUND OFF by HOLLAND,ELI",2
00:12,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:12,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
00:09,"TURNOVER  by HOLLAND,ELI",,,,,,,"TURNOVER  by HOLLAND,ELI",2
00:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:04,,,,,"MISS LAYUP by IGBANU,PROMISE",,,"MISS LAYUP by IGBANU,PROMISE",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
05:00,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",3
05:00,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",3
05:00,,,,,"SUB IN by CROWDEN,LUKE",,,"SUB IN by CROWDEN,LUKE",3
05:00,,,,,"SUB OUT by HESTER,CHARLIE",,,"SUB OUT by HESTER,CHARLIE",3
04:48,"GOOD LAYUP by MARR,RUSS(in the paint)",89 (+2),,87,,SEW 89-87 (+2),,"GOOD LAYUP by MARR,RUSS(in the paint)",3
04:30,,,,,"TURNOVER  by CROWDEN,LUKE",,,"TURNOVER  by CROWDEN,LUKE",3
04:19,"GOOD LAYUP by MARR,RUSS(in the paint)",91 (+4),,87,,SEW 91-87 (+4),,"GOOD LAYUP by MARR,RUSS(in the paint)",3
04:05,,91 (+1),,90,"GOOD 3PTR by NOEL,MALCOLM",CCM 91-90 (+1),,"GOOD 3PTR by NOEL,MALCOLM",3
--,,,,,"ASSIST  by PEARLMAN,LOGAN",,,"ASSIST  by PEARLMAN,LOGAN",3
03:49,,,,,"FOUL  by PEARLMAN,LOGAN",,,"FOUL  by PEARLMAN,LOGAN",3
03:49,"GOOD FT by MARR,RUSS",92 (+2),,90,,SEW 92-90 (+2),,"GOOD FT by MARR,RUSS",3
03:49,"GOOD FT by MARR,RUSS",93 (+3),,90,,SEW 93-90 (+3),,"GOOD FT by MARR,RUSS",3
03:37,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",3
03:37,,,,,"MISS FT by IGBANU,PROMISE",,,"MISS FT by IGBANU,PROMISE",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:37,,93 (+2),,91,"GOOD FT by IGBANU,PROMISE",CCM 93-91 (+2),,"GOOD FT by IGBANU,PROMISE",3
03:12,"MISS LAYUP by MARR,RUSS",,,,,,,"MISS LAYUP by MARR,RUSS",3
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",3
03:08,"GOOD LAYUP by MARR,RUSS(in the paint)",95 (+4),,91,,SEW 95-91 (+4),,"GOOD LAYUP by MARR,RUSS(in the paint)",3
02:56,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",3
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",3
02:43,"GOOD 3PTR by MARR,RUSS",98 (+7),,91,,SEW 98-91 (+7),,"GOOD 3PTR by MARR,RUSS",3
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",3
02:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
02:21,,,,,"MISS 3PTR by GERNATT,JONATHAN",,,"MISS 3PTR by GERNATT,JONATHAN",3
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",3
02:02,,,,,"FOUL  by GERNATT,JONATHAN",,,"FOUL  by GERNATT,JONATHAN",3
02:02,"GOOD FT by MARR,RUSS",99 (+8),,91,,SEW 99-91 (+8),,"GOOD FT by MARR,RUSS",3
02:02,"GOOD FT by MARR,RUSS",100 (+9),,91,,SEW 100-91 (+9),,"GOOD FT by MARR,RUSS",3
02:02,,,,,"SUB IN by HESTER,CHARLIE",,,"SUB IN by HESTER,CHARLIE",3
02:02,,,,,"SUB OUT by GERNATT,JONATHAN",,,"SUB OUT by GERNATT,JONATHAN",3
01:53,,100 (+6),,94,"GOOD 3PTR by CROWDEN,LUKE",CCM 100-94 (+6),,"GOOD 3PTR by CROWDEN,LUKE",3
--,,,,,"ASSIST  by PEARLMAN,LOGAN",,,"ASSIST  by PEARLMAN,LOGAN",3
01:28,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",3
01:27,,,,,"STEAL  by HESTER,CHARLIE",,,"STEAL  by HESTER,CHARLIE",3
01:19,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",3
01:19,,,,,"MISS FT by IGBANU,PROMISE",,,"MISS FT by IGBANU,PROMISE",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:19,,100 (+5),,95,"GOOD FT by IGBANU,PROMISE",CCM 100-95 (+5),,"GOOD FT by IGBANU,PROMISE",3
01:07,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",102 (+7),,95,,SEW 102-95 (+7),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",3
00:56,,,,,"MISS 3PTR by PEARLMAN,LOGAN",,,"MISS 3PTR by PEARLMAN,LOGAN",3
--,,,,,"REBOUND OFF by CROWDEN,LUKE",,,"REBOUND OFF by CROWDEN,LUKE",3
00:51,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",3
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",3
00:44,,,,,"FOUL  by CROWDEN,LUKE",,,"FOUL  by CROWDEN,LUKE",3
00:44,"GOOD FT by MARR,RUSS",103 (+8),,95,,SEW 103-95 (+8),,"GOOD FT by MARR,RUSS",3
00:44,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",3
--,,,,,"REBOUND DEF by IGBANU,PROMISE",,,"REBOUND DEF by IGBANU,PROMISE",3
00:44,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",3
00:44,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",3
00:44,,,,,"SUB IN by ST. GERMAIN,MICHAEL",,,"SUB IN by ST. GERMAIN,MICHAEL",3
00:44,,,,,"SUB OUT by CROWDEN,LUKE",,,"SUB OUT by CROWDEN,LUKE",3
00:36,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",3
00:36,,103 (+7),,96,"GOOD FT by IGBANU,PROMISE",CCM 103-96 (+7),,"GOOD FT by IGBANU,PROMISE",3
00:36,,103 (+6),,97,"GOOD FT by IGBANU,PROMISE",CCM 103-97 (+6),,"GOOD FT by IGBANU,PROMISE",3
00:36,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",3
00:36,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",3
00:34,,,,,"FOUL  by ST. GERMAIN,MICHAEL",,,"FOUL  by ST. GERMAIN,MICHAEL",3
00:34,"MISS FT by CORRIGAN,TRE",,,,,,,"MISS FT by CORRIGAN,TRE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:34,"GOOD FT by CORRIGAN,TRE",104 (+7),,97,,SEW 104-97 (+7),,"GOOD FT by CORRIGAN,TRE",3
00:34,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",3
00:34,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",3
00:29,,104 (+4),,100,"GOOD 3PTR by IGBANU,PROMISE",CCM 104-100 (+4),,"GOOD 3PTR by IGBANU,PROMISE",3
--,,,,,"ASSIST  by NOEL,MALCOLM",,,"ASSIST  by NOEL,MALCOLM",3
00:26,,,,,"FOUL  by HESTER,CHARLIE",,,"FOUL  by HESTER,CHARLIE",3
00:26,"GOOD FT by CRUMP,JOHN",105 (+5),,100,,SEW 105-100 (+5),,"GOOD FT by CRUMP,JOHN",3
00:26,"MISS FT by CRUMP,JOHN",,,,,,,"MISS FT by CRUMP,JOHN",3
--,,,,,"REBOUND DEF by ST. GERMAIN,MICHAEL",,,"REBOUND DEF by ST. GERMAIN,MICHAEL",3
00:20,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",3
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",3
00:16,,,,,"FOUL  by HESTER,CHARLIE",,,"FOUL  by HESTER,CHARLIE",3
00:16,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:16,"GOOD FT by MARR,RUSS",106 (+6),,100,,SEW 106-100 (+6),,"GOOD FT by MARR,RUSS",3
00:09,,,,,"MISS 3PTR by ST. GERMAIN,MICHAEL",,,"MISS 3PTR by ST. GERMAIN,MICHAEL",3
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",3
00:06,,,,,"FOUL  by PEARLMAN,LOGAN",,,"FOUL  by PEARLMAN,LOGAN",3
00:06,"GOOD FT by AVALIANI,LUKA",107 (+7),,100,,SEW 107-100 (+7),,"GOOD FT by AVALIANI,LUKA",3
00:06,"GOOD FT by AVALIANI,LUKA",108 (+8),,100,,SEW 108-100 (+8),,"GOOD FT by AVALIANI,LUKA",3
00:04,,,,,"MISS 3PTR by IGBANU,PROMISE",,,"MISS 3PTR by IGBANU,PROMISE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
