Time Remaining,SU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
19:22,"GOOD FT by DILLARD,ANTHONY",35 (+3),,32,,SU 35-32 (-3),,"GOOD FT by DILLARD,ANTHONY",2
19:07,,35 (+1),,34,"GOOD JUMPER by WILEY,KOKI",Rhodes 35-34 (-1),,"GOOD JUMPER by WILEY,KOKI",2
18:47,"GOOD JUMPER by JOHNSON,JACOBY",37 (+3),,34,,SU 37-34 (-3),,"GOOD JUMPER by JOHNSON,JACOBY",2
18:23,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
18:09,"MISS JUMPER by CRAWFORD,ANDRE",,,,,,,"MISS JUMPER by CRAWFORD,ANDRE",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
18:05,"FOUL  by CAMPBELL,MAXTON",,,,,,,"FOUL  by CAMPBELL,MAXTON",2
18:05,,37 (+2),,35,"GOOD FT by ESSICK,JALEN",Rhodes 37-35 (-2),,"GOOD FT by ESSICK,JALEN",2
18:05,"SUB OUT by CAMPBELL,MAXTON",,,,,,,"SUB OUT by CAMPBELL,MAXTON",2
18:05,"SUB IN by MCCAMPBELL,DEVONTE",,,,,,,"SUB IN by MCCAMPBELL,DEVONTE",2
18:05,,37 (+1),,36,"GOOD FT by ESSICK,JALEN",Rhodes 37-36 (-1),,"GOOD FT by ESSICK,JALEN",2
17:50,"GOOD JUMPER by DILLARD,ANTHONY(in the paint)",39 (+3),,36,,SU 39-36 (-3),,"GOOD JUMPER by DILLARD,ANTHONY(in the paint)",2
17:36,"FOUL  by DILLARD,ANTHONY",,,,,,,"FOUL  by DILLARD,ANTHONY",2
17:32,"FOUL  by DILLARD,ANTHONY",,,,,,,"FOUL  by DILLARD,ANTHONY",2
17:15,,39 (+1),,38,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 39-38 (-1),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
17:06,"GOOD LAYUP by CRAWFORD,ANDRE(in the paint)",41 (+3),,38,,SU 41-38 (-3),,"GOOD LAYUP by CRAWFORD,ANDRE(in the paint)",2
17:06,,,,,"FOUL  by LAMEY,HAYDEN",,,"FOUL  by LAMEY,HAYDEN",2
17:06,"SUB OUT by DILLARD,ANTHONY",,,,,,,"SUB OUT by DILLARD,ANTHONY",2
17:06,"SUB IN by HARGROVE,KOBE",,,,,,,"SUB IN by HARGROVE,KOBE",2
17:06,"MISS FT by CRAWFORD,ANDRE",,,,,,,"MISS FT by CRAWFORD,ANDRE",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
16:51,,41 (+1),,40,"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 41-40 (-1),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
16:35,"MISS JUMPER by HARGROVE,KOBE",,,,,,,"MISS JUMPER by HARGROVE,KOBE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
16:14,,,,,"TURNOVER  by LAMEY,HAYDEN",,,"TURNOVER  by LAMEY,HAYDEN",2
16:14,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
16:14,,,,,"SUB IN by DOTSON,PHIL",,,"SUB IN by DOTSON,PHIL",2
16:14,"SUB OUT by CRAWFORD,ANDRE",,,,,,,"SUB OUT by CRAWFORD,ANDRE",2
16:14,"SUB IN by BRADFORD,CADEN",,,,,,,"SUB IN by BRADFORD,CADEN",2
16:01,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
15:49,,41,,43 (+2),"GOOD 3PTR by DOTSON,PHIL",Rhodes 41-43 (+2),,"GOOD 3PTR by DOTSON,PHIL",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
15:29,"GOOD 3PTR by HARGROVE,KOBE",44 (+1),,43,,SU 44-43 (-1),,"GOOD 3PTR by HARGROVE,KOBE",2
--,"ASSIST  by BRADFORD,CADEN",,,,,,,"ASSIST  by BRADFORD,CADEN",2
15:11,,44,,45 (+1),"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 44-45 (+1),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
15:11,"FOUL  by MCCAMPBELL,DEVONTE",,,,,,,"FOUL  by MCCAMPBELL,DEVONTE",2
15:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:11,"SUB OUT by HENSON,JONATHAN",,,,,,,"SUB OUT by HENSON,JONATHAN",2
15:11,"SUB IN by STORM,CHARLIE",,,,,,,"SUB IN by STORM,CHARLIE",2
15:10,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,"REBOUND DEF by STORM,CHARLIE",,,,,,,"REBOUND DEF by STORM,CHARLIE",2
14:52,"TURNOVER  by JOHNSON,JACOBY",,,,,,,"TURNOVER  by JOHNSON,JACOBY",2
14:42,"FOUL  by STORM,CHARLIE",,,,,,,"FOUL  by STORM,CHARLIE",2
14:42,,44,,46 (+2),"GOOD FT by DOTSON,PHIL",Rhodes 44-46 (+2),,"GOOD FT by DOTSON,PHIL",2
14:42,,,,,"MISS FT by DOTSON,PHIL",,,"MISS FT by DOTSON,PHIL",2
--,"REBOUND DEF by HARGROVE,KOBE",,,,,,,"REBOUND DEF by HARGROVE,KOBE",2
14:22,"GOOD 3PTR by STORM,CHARLIE",47 (+1),,46,,SU 47-46 (-1),,"GOOD 3PTR by STORM,CHARLIE",2
--,"ASSIST  by BRADFORD,CADEN",,,,,,,"ASSIST  by BRADFORD,CADEN",2
13:51,"FOUL  by BRADFORD,CADEN",,,,,,,"FOUL  by BRADFORD,CADEN",2
13:46,"FOUL  by MCCAMPBELL,DEVONTE",,,,,,,"FOUL  by MCCAMPBELL,DEVONTE",2
13:46,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:46,,47,,47,"GOOD FT by ESSICK,JALEN",Rhodes 47-47 (0),,"GOOD FT by ESSICK,JALEN",2
13:35,"FOUL  by MCCAMPBELL,DEVONTE",,,,,,,"FOUL  by MCCAMPBELL,DEVONTE",2
13:35,"TURNOVER  by MCCAMPBELL,DEVONTE",,,,,,,"TURNOVER  by MCCAMPBELL,DEVONTE",2
13:25,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by JOHNSON,JACOBY",,,,,,,"REBOUND DEF by JOHNSON,JACOBY",2
13:18,"TURNOVER  by HARGROVE,KOBE",,,,,,,"TURNOVER  by HARGROVE,KOBE",2
13:18,,,,,"STEAL  by DOTSON,PHIL",,,"STEAL  by DOTSON,PHIL",2
13:12,,47,,50 (+3),"GOOD 3PTR by DOTSON,PHIL(fastbreak)",Rhodes 47-50 (+3),,"GOOD 3PTR by DOTSON,PHIL(fastbreak)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
13:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:01,"SUB OUT by MCCAMPBELL,DEVONTE",,,,,,,"SUB OUT by MCCAMPBELL,DEVONTE",2
13:01,"SUB OUT by HARGROVE,KOBE",,,,,,,"SUB OUT by HARGROVE,KOBE",2
13:01,"SUB IN by DILLARD,ANTHONY",,,,,,,"SUB IN by DILLARD,ANTHONY",2
13:01,"SUB IN by CAMPBELL,MAXTON",,,,,,,"SUB IN by CAMPBELL,MAXTON",2
12:50,"GOOD JUMPER by STORM,CHARLIE",49,,50 (+1),,SU 49-50 (+1),,"GOOD JUMPER by STORM,CHARLIE",2
12:24,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by JOHNSON,JACOBY",,,,,,,"REBOUND DEF by JOHNSON,JACOBY",2
12:20,"SUB OUT by STORM,CHARLIE",,,,,,,"SUB OUT by STORM,CHARLIE",2
12:20,"SUB IN by HENSON,JONATHAN",,,,,,,"SUB IN by HENSON,JONATHAN",2
12:11,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
12:11,"GOOD FT by CAMPBELL,MAXTON",50,,50,,SU 50-50 (0),,"GOOD FT by CAMPBELL,MAXTON",2
12:11,"GOOD FT by CAMPBELL,MAXTON",51 (+1),,50,,SU 51-50 (-1),,"GOOD FT by CAMPBELL,MAXTON",2
11:56,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
11:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:56,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
11:56,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
11:56,"SUB OUT by HENSON,JONATHAN",,,,,,,"SUB OUT by HENSON,JONATHAN",2
11:56,"SUB IN by STORM,CHARLIE",,,,,,,"SUB IN by STORM,CHARLIE",2
11:38,"MISS JUMPER by JOHNSON,JACOBY",,,,,,,"MISS JUMPER by JOHNSON,JACOBY",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
11:17,,51,,52 (+1),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 51-52 (+1),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
10:52,"GOOD LAYUP by DILLARD,ANTHONY(in the paint)",53 (+1),,52,,SU 53-52 (-1),,"GOOD LAYUP by DILLARD,ANTHONY(in the paint)",2
--,"ASSIST  by JOHNSON,JACOBY",,,,,,,"ASSIST  by JOHNSON,JACOBY",2
10:33,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
10:29,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by DILLARD,ANTHONY",,,,,,,"REBOUND DEF by DILLARD,ANTHONY",2
10:22,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
10:20,"FOUL  by BRADFORD,CADEN",,,,,,,"FOUL  by BRADFORD,CADEN",2
10:20,,53,,53,"GOOD FT by DOTSON,PHIL",Rhodes 53-53 (0),,"GOOD FT by DOTSON,PHIL",2
10:20,,53,,54 (+1),"GOOD FT by DOTSON,PHIL",Rhodes 53-54 (+1),,"GOOD FT by DOTSON,PHIL",2
10:06,"MISS JUMPER by STORM,CHARLIE",,,,,,,"MISS JUMPER by STORM,CHARLIE",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
09:53,,53,,56 (+3),"GOOD JUMPER by DOTSON,PHIL(in the paint)",Rhodes 53-56 (+3),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
09:28,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
09:28,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
09:28,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
09:05,"MISS JUMPER by BRADFORD,CADEN(in the paint)",,,,,,,"MISS JUMPER by BRADFORD,CADEN(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
09:05,,,,,"BLOCK  by DOTSON,PHIL",,,"BLOCK  by DOTSON,PHIL",2
08:58,,53,,59 (+6),"GOOD 3PTR by LAMEY,HAYDEN(fastbreak)",Rhodes 53-59 (+6),,"GOOD 3PTR by LAMEY,HAYDEN(fastbreak)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
08:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:25,"GOOD JUMPER by CAMPBELL,MAXTON(in the paint)",55,,59 (+4),,SU 55-59 (+4),,"GOOD JUMPER by CAMPBELL,MAXTON(in the paint)",2
08:05,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by JOHNSON,JACOBY",,,,,,,"REBOUND DEF by JOHNSON,JACOBY",2
07:59,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
07:59,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
07:59,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
07:40,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,"REBOUND OFF by BRADFORD,CADEN",,,,,,,"REBOUND OFF by BRADFORD,CADEN",2
07:19,"MISS LAYUP by DILLARD,ANTHONY(in the paint)",,,,,,,"MISS LAYUP by DILLARD,ANTHONY(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:12,,,,,"MISS 3PTR by LAMEY,HAYDEN",,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND OFF by DOTSON,PHIL",,,"REBOUND OFF by DOTSON,PHIL",2
07:06,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,"REBOUND DEF by BRADFORD,CADEN",,,,,,,"REBOUND DEF by BRADFORD,CADEN",2
06:38,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
06:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:38,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
06:38,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
06:38,"SUB OUT by BRADFORD,CADEN",,,,,,,"SUB OUT by BRADFORD,CADEN",2
06:38,"SUB IN by CRAWFORD,ANDRE",,,,,,,"SUB IN by CRAWFORD,ANDRE",2
06:27,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
06:27,"GOOD FT by CAMPBELL,MAXTON",56,,59 (+3),,SU 56-59 (+3),,"GOOD FT by CAMPBELL,MAXTON",2
06:27,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
06:27,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
06:26,"MISS FT by CAMPBELL,MAXTON",,,,,,,"MISS FT by CAMPBELL,MAXTON",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
06:11,,56,,61 (+5),"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 56-61 (+5),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
06:11,"FOUL  by CRAWFORD,ANDRE",,,,,,,"FOUL  by CRAWFORD,ANDRE",2
06:10,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
06:10,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
06:10,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,"REBOUND DEF by DILLARD,ANTHONY",,,,,,,"REBOUND DEF by DILLARD,ANTHONY",2
06:03,"GOOD 3PTR by STORM,CHARLIE(fastbreak)",59,,61 (+2),,SU 59-61 (+2),,"GOOD 3PTR by STORM,CHARLIE(fastbreak)",2
05:46,,,,,"MISS JUMPER by DOTSON,PHIL",,,"MISS JUMPER by DOTSON,PHIL",2
--,"REBOUND DEF by CAMPBELL,MAXTON",,,,,,,"REBOUND DEF by CAMPBELL,MAXTON",2
05:22,"GOOD JUMPER by STORM,CHARLIE",61,,61,,SU 61-61 (0),,"GOOD JUMPER by STORM,CHARLIE",2
05:05,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
05:05,"BLOCK  by CRAWFORD,ANDRE",,,,,,,"BLOCK  by CRAWFORD,ANDRE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:05,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
05:05,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
05:04,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",2
05:01,,,,,"FOUL  by LAMEY,HAYDEN",,,"FOUL  by LAMEY,HAYDEN",2
05:01,"GOOD FT by DILLARD,ANTHONY(fastbreak)",62 (+1),,61,,SU 62-61 (-1),,"GOOD FT by DILLARD,ANTHONY(fastbreak)",2
05:01,"MISS FT by DILLARD,ANTHONY(fastbreak)",,,,,,,"MISS FT by DILLARD,ANTHONY(fastbreak)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by CRAWFORD,ANDRE",,,,,,,"REBOUND DEF by CRAWFORD,ANDRE",2
04:47,,62,,63 (+1),"GOOD JUMPER by WILEY,KOKI",Rhodes 62-63 (+1),,"GOOD JUMPER by WILEY,KOKI",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
04:29,"MISS JUMPER by STORM,CHARLIE(in the paint)",,,,,,,"MISS JUMPER by STORM,CHARLIE(in the paint)",2
--,"REBOUND OFF by DILLARD,ANTHONY",,,,,,,"REBOUND OFF by DILLARD,ANTHONY",2
04:28,,,,,"FOUL  by LAMEY,HAYDEN",,,"FOUL  by LAMEY,HAYDEN",2
04:27,"SUB OUT by CRAWFORD,ANDRE",,,,,,,"SUB OUT by CRAWFORD,ANDRE",2
04:27,"SUB IN by BRADFORD,CADEN",,,,,,,"SUB IN by BRADFORD,CADEN",2
04:27,"MISS FT by DILLARD,ANTHONY",,,,,,,"MISS FT by DILLARD,ANTHONY",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
04:12,"FOUL  by JOHNSON,JACOBY",,,,,,,"FOUL  by JOHNSON,JACOBY",2
04:12,,62,,64 (+2),"GOOD FT by ESSICK,JALEN",Rhodes 62-64 (+2),,"GOOD FT by ESSICK,JALEN",2
04:12,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
04:12,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
04:12,,62,,65 (+3),"GOOD FT by ESSICK,JALEN",Rhodes 62-65 (+3),,"GOOD FT by ESSICK,JALEN",2
03:52,"MISS LAYUP by JOHNSON,JACOBY(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,JACOBY(in the paint)",2
--,"REBOUND OFF by DILLARD,ANTHONY",,,,,,,"REBOUND OFF by DILLARD,ANTHONY",2
03:49,"MISS LAYUP by DILLARD,ANTHONY(in the paint)",,,,,,,"MISS LAYUP by DILLARD,ANTHONY(in the paint)",2
--,"REBOUND OFF by JOHNSON,JACOBY",,,,,,,"REBOUND OFF by JOHNSON,JACOBY",2
03:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:26,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
03:26,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
03:26,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
03:07,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by BRADFORD,CADEN",,,,,,,"REBOUND DEF by BRADFORD,CADEN",2
03:01,"MISS 3PTR by STORM,CHARLIE",,,,,,,"MISS 3PTR by STORM,CHARLIE",2
--,"REBOUND OFF by STORM,CHARLIE",,,,,,,"REBOUND OFF by STORM,CHARLIE",2
02:49,"GOOD JUMPER by DILLARD,ANTHONY(in the paint)",64,,65 (+1),,SU 64-65 (+1),,"GOOD JUMPER by DILLARD,ANTHONY(in the paint)",2
02:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:25,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND OFF by WALKER,JEFFERSON",,,"REBOUND OFF by WALKER,JEFFERSON",2
02:25,"FOUL  by JOHNSON,JACOBY",,,,,,,"FOUL  by JOHNSON,JACOBY",2
02:25,,,,,"MISS FT by WALKER,JEFFERSON",,,"MISS FT by WALKER,JEFFERSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:25,,64,,66 (+2),"GOOD FT by WALKER,JEFFERSON",Rhodes 64-66 (+2),,"GOOD FT by WALKER,JEFFERSON",2
02:25,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
02:25,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
02:08,"TURNOVER  by STORM,CHARLIE",,,,,,,"TURNOVER  by STORM,CHARLIE",2
02:08,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
02:08,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
01:56,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
01:56,"STEAL  by JOHNSON,JACOBY",,,,,,,"STEAL  by JOHNSON,JACOBY",2
01:51,"MISS JUMPER by JOHNSON,JACOBY(in the paint)",,,,,,,"MISS JUMPER by JOHNSON,JACOBY(in the paint)",2
01:51,,,,,"BLOCK  by WALKER,JEFFERSON",,,"BLOCK  by WALKER,JEFFERSON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:51,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
01:51,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
01:50,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,"REBOUND OFF by CAMPBELL,MAXTON",,,,,,,"REBOUND OFF by CAMPBELL,MAXTON",2
01:26,"MISS JUMPER by DILLARD,ANTHONY(in the paint)",,,,,,,"MISS JUMPER by DILLARD,ANTHONY(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:22,"TURNOVER  by JOHNSON,JACOBY",,,,,,,"TURNOVER  by JOHNSON,JACOBY",2
01:22,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
01:19,"FOUL  by STORM,CHARLIE",,,,,,,"FOUL  by STORM,CHARLIE",2
01:19,,,,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:19,,64,,67 (+3),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 64-67 (+3),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
01:03,"GOOD LAYUP by CAMPBELL,MAXTON(in the paint)",66,,67 (+1),,SU 66-67 (+1),,"GOOD LAYUP by CAMPBELL,MAXTON(in the paint)",2
--,"ASSIST  by BRADFORD,CADEN",,,,,,,"ASSIST  by BRADFORD,CADEN",2
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:53,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
00:53,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
00:40,"FOUL  by JOHNSON,JACOBY",,,,,,,"FOUL  by JOHNSON,JACOBY",2
00:40,,66,,68 (+2),"GOOD FT by WILEY,KOKI",Rhodes 66-68 (+2),,"GOOD FT by WILEY,KOKI",2
00:40,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
00:40,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
00:40,,66,,69 (+3),"GOOD FT by WILEY,KOKI",Rhodes 66-69 (+3),,"GOOD FT by WILEY,KOKI",2
00:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:28,"GOOD JUMPER by STORM,CHARLIE(in the paint)",68,,69 (+1),,SU 68-69 (+1),,"GOOD JUMPER by STORM,CHARLIE(in the paint)",2
00:24,"FOUL  by BRADFORD,CADEN",,,,,,,"FOUL  by BRADFORD,CADEN",2
00:24,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:24,,68,,70 (+2),"GOOD FT by WILEY,KOKI",Rhodes 68-70 (+2),,"GOOD FT by WILEY,KOKI",2
00:04,"MISS JUMPER by STORM,CHARLIE(in the paint)",,,,,,,"MISS JUMPER by STORM,CHARLIE(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
00:04,"FOUL  by STORM,CHARLIE",,,,,,,"FOUL  by STORM,CHARLIE",2
00:04,,68,,71 (+3),"GOOD FT by WILEY,KOKI",Rhodes 68-71 (+3),,"GOOD FT by WILEY,KOKI",2
00:04,,68,,72 (+4),"GOOD FT by WILEY,KOKI",Rhodes 68-72 (+4),,"GOOD FT by WILEY,KOKI",2
00:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:02,"GOOD 3PTR by JOHNSON,JACOBY(fastbreak)",71,,72 (+1),,SU 71-72 (+1),,"GOOD 3PTR by JOHNSON,JACOBY(fastbreak)",2
