Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
18:14,,31,,38 (+7),"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 31-38 (+7),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
17:52,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
17:47,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",33,,38 (+5),,Centre 33-38 (+5),,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",2
17:16,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
17:16,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
16:59,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",2
--,"REBOUND OFF by TAYLOR,MARSHALL",,,,,,,"REBOUND OFF by TAYLOR,MARSHALL",2
16:56,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
16:49,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
16:49,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
16:45,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",35,,38 (+3),,Centre 35-38 (+3),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
16:44,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
16:44,,,,,"SUB IN by DOTSON,PHIL",,,"SUB IN by DOTSON,PHIL",2
16:44,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
16:44,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
16:39,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
16:36,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
16:33,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",2
16:33,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
16:25,,35,,41 (+6),"GOOD 3PTR by WILEY,KOKI(fastbreak)",Rhodes 35-41 (+6),,"GOOD 3PTR by WILEY,KOKI(fastbreak)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
15:57,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND OFF by TAYLOR,MARSHALL",,,,,,,"REBOUND OFF by TAYLOR,MARSHALL",2
15:51,"GOOD 3PTR by STINNETT,CADE",38,,41 (+3),,Centre 38-41 (+3),,"GOOD 3PTR by STINNETT,CADE",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
15:39,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
15:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:29,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
15:29,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
15:03,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
14:54,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
14:44,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
14:24,,38,,43 (+5),"GOOD JUMPER by DOTSON,PHIL(in the paint)",Rhodes 38-43 (+5),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
14:05,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
13:53,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND OFF by DOTSON,PHIL",,,"REBOUND OFF by DOTSON,PHIL",2
13:51,,38,,45 (+7),"GOOD LAYUP by DOTSON,PHIL(in the paint)",Rhodes 38-45 (+7),,"GOOD LAYUP by DOTSON,PHIL(in the paint)",2
13:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:51,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
13:51,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
13:51,"SUB IN by RAYMER,COLBY",,,,,,,"SUB IN by RAYMER,COLBY",2
13:51,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
13:34,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
13:34,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
13:34,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
13:34,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
13:25,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
13:14,,38,,47 (+9),"GOOD JUMPER by WILLIAMS,ZAVIEN(in the paint)",Rhodes 38-47 (+9),,"GOOD JUMPER by WILLIAMS,ZAVIEN(in the paint)",2
12:57,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
12:46,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
12:46,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:46,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:46,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
12:45,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
12:38,,38,,49 (+11),"GOOD JUMPER by DOTSON,PHIL(fastbreak)(in the paint)",Rhodes 38-49 (+11),,"GOOD JUMPER by DOTSON,PHIL(fastbreak)(in the paint)",2
12:19,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
12:05,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
11:59,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",40,,49 (+9),,Centre 40-49 (+9),,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",2
11:46,,,,,"TURNOVER  by DOTSON,PHIL",,,"TURNOVER  by DOTSON,PHIL",2
11:46,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
11:40,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
11:40,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
11:36,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
11:36,"BLOCK  by TAYLOR,MARSHALL",,,,,,,"BLOCK  by TAYLOR,MARSHALL",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
11:27,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
11:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:27,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
11:27,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
11:27,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
11:27,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
11:24,"GOOD JUMPER by STINNETT,CADE(in the paint)",42,,49 (+7),,Centre 42-49 (+7),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
11:24,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
11:24,"GOOD FT by STINNETT,CADE",43,,49 (+6),,Centre 43-49 (+6),,"GOOD FT by STINNETT,CADE",2
11:03,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
11:03,"BLOCK  by KNOCHELMANN,PETE",,,,,,,"BLOCK  by KNOCHELMANN,PETE",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
10:54,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
10:54,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
10:54,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
10:54,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
10:54,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
10:42,"MISS LAYUP by RAYMER,COLBY(in the paint)",,,,,,,"MISS LAYUP by RAYMER,COLBY(in the paint)",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
10:39,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",45,,49 (+4),,Centre 45-49 (+4),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",2
10:19,,45,,51 (+6),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 45-51 (+6),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WILLIAMS,ZAVIEN",,,"ASSIST  by WILLIAMS,ZAVIEN",2
09:56,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
09:56,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
09:52,"MISS 3PTR by RAYMER,COLBY",,,,,,,"MISS 3PTR by RAYMER,COLBY",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
09:51,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
09:51,"SUB OUT by RAYMER,COLBY",,,,,,,"SUB OUT by RAYMER,COLBY",2
09:51,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
09:51,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
09:51,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
09:50,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
09:50,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
09:40,,45,,53 (+8),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 45-53 (+8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
09:22,"MISS LAYUP by WILSON,DREW(in the paint)",,,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",2
09:22,,,,,"BLOCK  by GEORGETOWN II,ARNESS",,,"BLOCK  by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
09:17,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
09:12,,45,,55 (+10),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 45-55 (+10),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
08:44,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
08:36,,45,,57 (+12),"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",Rhodes 45-57 (+12),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DOTSON,PHIL",,,"ASSIST  by DOTSON,PHIL",2
08:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:36,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
08:36,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
08:36,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
08:36,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
08:13,"GOOD 3PTR by BAUGHMAN,CARTER",48,,57 (+9),,Centre 48-57 (+9),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by KNOCHELMANN,PETE",,,,,,,"ASSIST  by KNOCHELMANN,PETE",2
07:57,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
07:40,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
07:40,"TURNOVER  by KNOCHELMANN,PETE",,,,,,,"TURNOVER  by KNOCHELMANN,PETE",2
07:40,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
07:40,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
07:23,,48,,59 (+11),"GOOD JUMPER by ESSICK,JALEN",Rhodes 48-59 (+11),,"GOOD JUMPER by ESSICK,JALEN",2
--,,,,,"ASSIST  by DOTSON,PHIL",,,"ASSIST  by DOTSON,PHIL",2
07:05,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
07:05,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
07:05,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
06:50,"GOOD JUMPER by STINNETT,CADE(in the paint)",50,,59 (+9),,Centre 50-59 (+9),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
06:35,,50,,61 (+11),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 50-61 (+11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
06:15,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",52,,61 (+9),,Centre 52-61 (+9),,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",2
06:15,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
06:15,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
06:15,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
06:15,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
06:15,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
06:15,"GOOD FT by BAUGHMAN,CARTER",53,,61 (+8),,Centre 53-61 (+8),,"GOOD FT by BAUGHMAN,CARTER",2
05:53,,53,,63 (+10),"GOOD LAYUP by DOTSON,PHIL(in the paint)",Rhodes 53-63 (+10),,"GOOD LAYUP by DOTSON,PHIL(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
05:38,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
05:38,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
05:33,,53,,65 (+12),"GOOD LAYUP by DOTSON,PHIL(fastbreak)(in the paint)",Rhodes 53-65 (+12),,"GOOD LAYUP by DOTSON,PHIL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
05:08,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
04:51,,,,,"MISS JUMPER by WALKER,JEFFERSON",,,"MISS JUMPER by WALKER,JEFFERSON",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
04:45,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
04:20,,,,,"MISS JUMPER by DOTSON,PHIL",,,"MISS JUMPER by DOTSON,PHIL",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
04:05,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
04:05,,,,,"STEAL  by RAMBERG,CASS",,,"STEAL  by RAMBERG,CASS",2
04:02,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
04:02,,,,,"MISS FT by ESSICK,JALEN(fastbreak)",,,"MISS FT by ESSICK,JALEN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:02,,53,,66 (+13),"GOOD FT by ESSICK,JALEN(fastbreak)",Rhodes 53-66 (+13),,"GOOD FT by ESSICK,JALEN(fastbreak)",2
03:45,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
03:45,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",2
03:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:45,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
03:45,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
03:45,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
03:45,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
03:25,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
03:20,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",55,,66 (+11),,Centre 55-66 (+11),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
03:00,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
02:53,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
02:49,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
02:49,"GOOD FT by KNOCHELMANN,PETE",56,,66 (+10),,Centre 56-66 (+10),,"GOOD FT by KNOCHELMANN,PETE",2
02:49,"MISS FT by KNOCHELMANN,PETE",,,,,,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
02:21,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
02:18,,,,,"MISS LAYUP by RAMBERG,CASS(in the paint)",,,"MISS LAYUP by RAMBERG,CASS(in the paint)",2
02:18,"BLOCK  by KNOCHELMANN,PETE",,,,,,,"BLOCK  by KNOCHELMANN,PETE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:18,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
02:18,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
02:18,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
02:09,"GOOD JUMPER by BANKS,JAXSON(in the paint)",58,,66 (+8),,Centre 58-66 (+8),,"GOOD JUMPER by BANKS,JAXSON(in the paint)",2
01:51,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
01:41,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",2
--,,,,,"REBOUND DEF by RAMBERG,CASS",,,"REBOUND DEF by RAMBERG,CASS",2
01:37,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
01:37,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
01:37,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
01:27,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
01:08,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
01:08,"GOOD FT by WILSON,DREW",59,,66 (+7),,Centre 59-66 (+7),,"GOOD FT by WILSON,DREW",2
01:08,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
01:08,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
01:08,"GOOD FT by WILSON,DREW",60,,66 (+6),,Centre 60-66 (+6),,"GOOD FT by WILSON,DREW",2
01:08,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
01:08,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
01:05,"FOUL  by STINNETT,CADE",,,,,,,"FOUL  by STINNETT,CADE",2
01:04,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
01:04,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
01:04,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
01:04,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
01:04,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
01:04,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
01:04,,,,,"MISS FT by WALKER,JEFFERSON(fastbreak)",,,"MISS FT by WALKER,JEFFERSON(fastbreak)",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
00:56,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND OFF by STINNETT,CADE",,,,,,,"REBOUND OFF by STINNETT,CADE",2
00:56,"GOOD LAYUP by STINNETT,CADE(in the paint)",62,,66 (+4),,Centre 62-66 (+4),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
00:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:56,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
00:56,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
00:56,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
00:56,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:51,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
00:51,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
00:46,"GOOD 3PTR by BAUGHMAN,CARTER",65,,66 (+1),,Centre 65-66 (+1),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
00:45,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
