Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
15:20,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:20,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
15:20,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
15:20,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
15:20,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
15:20,"SUB IN by DEMPSEY,JACK",,,,,,,"SUB IN by DEMPSEY,JACK",2
15:07,"MISS 3PTR by DOTSON,PHIL",,,,,,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
14:46,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",2
14:42,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
14:34,"FOUL  by DOTSON,PHIL",,,,,,,"FOUL  by DOTSON,PHIL",2
14:34,"TURNOVER  by DOTSON,PHIL",,,,,,,"TURNOVER  by DOTSON,PHIL",2
14:20,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
14:10,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
13:51,,,,,"MISS 3PTR by AVALIANI,LUKA",,,"MISS 3PTR by AVALIANI,LUKA",2
--,,,,,"REBOUND OFF by AVALIANI,LUKA",,,"REBOUND OFF by AVALIANI,LUKA",2
13:44,,34,,40 (+6),"GOOD 3PTR by SMITH,GRAHAM",Sewan 34-40 (-6),,"GOOD 3PTR by SMITH,GRAHAM",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
13:22,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
13:22,"GOOD FT by DOTSON,PHIL",35,,40 (+5),,Rhodes 35-40 (-5),,"GOOD FT by DOTSON,PHIL",2
13:22,"GOOD FT by DOTSON,PHIL",36,,40 (+4),,Rhodes 36-40 (-4),,"GOOD FT by DOTSON,PHIL",2
13:22,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
13:22,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
13:14,,36,,42 (+6),"GOOD JUMPER by MARR,RUSS(fastbreak)(in the paint)",Sewan 36-42 (-6),,"GOOD JUMPER by MARR,RUSS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
12:51,"GOOD 3PTR by WALKER,JEFFERSON",39,,42 (+3),,Rhodes 39-42 (-3),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
12:31,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
12:31,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
12:31,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
12:31,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:31,"SUB IN by PRANGE,JONATHAN",,,,,,,"SUB IN by PRANGE,JONATHAN",2
12:26,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by PRANGE,JONATHAN",,,,,,,"REBOUND DEF by PRANGE,JONATHAN",2
12:16,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
12:12,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
12:12,"GOOD LAYUP by ESSICK,JALEN(fastbreak)(in the paint)",41,,42 (+1),,Rhodes 41-42 (-1),,"GOOD LAYUP by ESSICK,JALEN(fastbreak)(in the paint)",2
12:12,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
12:12,"GOOD FT by ESSICK,JALEN(fastbreak)",42,,42,,Rhodes 42-42 (0),,"GOOD FT by ESSICK,JALEN(fastbreak)",2
12:04,"SUB OUT by PRANGE,JONATHAN",,,,,,,"SUB OUT by PRANGE,JONATHAN",2
12:04,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
12:04,"FOUL  by DEMPSEY,JACK",,,,,,,"FOUL  by DEMPSEY,JACK",2
12:04,"SUB OUT by DEMPSEY,JACK",,,,,,,"SUB OUT by DEMPSEY,JACK",2
12:04,"SUB IN by PRANGE,JONATHAN",,,,,,,"SUB IN by PRANGE,JONATHAN",2
12:04,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
12:04,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:04,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:04,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
12:04,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
12:04,"GOOD LAYUP by ESSICK,JALEN(in the paint)",44 (+2),,42,,Rhodes 44-42 (+2),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
12:04,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
12:04,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:04,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
12:04,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
12:04,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
12:04,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
12:04,"GOOD FT by ESSICK,JALEN",45 (+3),,42,,Rhodes 45-42 (+3),,"GOOD FT by ESSICK,JALEN",2
12:04,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:00,,,,,"TURNOVER  by WILLIAMS,RASHAUN",,,"TURNOVER  by WILLIAMS,RASHAUN",2
11:23,"GOOD LAYUP by ESSICK,JALEN(in the paint)",47 (+5),,42,,Rhodes 47-42 (+5),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
11:23,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
11:23,"GOOD FT by ESSICK,JALEN",48 (+6),,42,,Rhodes 48-42 (+6),,"GOOD FT by ESSICK,JALEN",2
11:23,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
11:23,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
11:05,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
10:58,,48 (+3),,45,"GOOD 3PTR by CORRIGAN,TRE",Sewan 48-45 (+3),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
10:35,"MISS 3PTR by PRANGE,JONATHAN",,,,,,,"MISS 3PTR by PRANGE,JONATHAN",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
10:22,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
10:14,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
10:04,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
09:42,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
09:42,"GOOD FT by WALKER,JEFFERSON",49 (+4),,45,,Rhodes 49-45 (+4),,"GOOD FT by WALKER,JEFFERSON",2
09:42,"GOOD FT by WALKER,JEFFERSON",50 (+5),,45,,Rhodes 50-45 (+5),,"GOOD FT by WALKER,JEFFERSON",2
09:16,,50 (+3),,47,"GOOD JUMPER by KAHL,COLIN(in the paint)",Sewan 50-47 (+3),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
08:41,"GOOD JUMPER by WALKER,JEFFERSON",52 (+5),,47,,Rhodes 52-47 (+5),,"GOOD JUMPER by WALKER,JEFFERSON",2
08:25,,,,,"MISS JUMPER by CORRIGAN,TRE(in the paint)",,,"MISS JUMPER by CORRIGAN,TRE(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
08:17,"GOOD JUMPER by PRANGE,JONATHAN(fastbreak)",54 (+7),,47,,Rhodes 54-47 (+7),,"GOOD JUMPER by PRANGE,JONATHAN(fastbreak)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
08:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:06,,54 (+5),,49,"GOOD JUMPER by CORRIGAN,TRE(fastbreak)(in the paint)",Sewan 54-49 (+5),,"GOOD JUMPER by CORRIGAN,TRE(fastbreak)(in the paint)",2
07:39,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
07:31,"FOUL  by PRANGE,JONATHAN",,,,,,,"FOUL  by PRANGE,JONATHAN",2
07:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:31,"SUB OUT by PRANGE,JONATHAN",,,,,,,"SUB OUT by PRANGE,JONATHAN",2
07:31,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
07:23,,54 (+3),,51,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 54-51 (+3),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
07:02,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
06:52,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:32,,54,,54,"GOOD 3PTR by KAHL,COLIN",Sewan 54-54 (0),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
06:16,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
06:16,,,,,"BLOCK  by AVALIANI,LUKA",,,"BLOCK  by AVALIANI,LUKA",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
05:58,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
05:58,,54,,55 (+1),"GOOD FT by KAHL,COLIN",Sewan 54-55 (-1),,"GOOD FT by KAHL,COLIN",2
05:58,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
05:58,"SUB IN by DEMPSEY,JACK",,,,,,,"SUB IN by DEMPSEY,JACK",2
05:58,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
05:40,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
05:29,,54,,57 (+3),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 54-57 (-3),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
05:08,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
05:02,,,,,"MISS LAYUP by CRUMP,JOHN(in the paint)",,,"MISS LAYUP by CRUMP,JOHN(in the paint)",2
05:02,"BLOCK  by WILLIAMS,ZAVIEN",,,,,,,"BLOCK  by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
04:54,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
04:53,"FOUL  by DEMPSEY,JACK",,,,,,,"FOUL  by DEMPSEY,JACK",2
04:53,,,,,"MISS FT by MARR,RUSS(fastbreak)",,,"MISS FT by MARR,RUSS(fastbreak)",2
--,"REBOUND DEF by DEMPSEY,JACK",,,,,,,"REBOUND DEF by DEMPSEY,JACK",2
04:24,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
04:01,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by DEMPSEY,JACK",,,,,,,"REBOUND DEF by DEMPSEY,JACK",2
03:46,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
03:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:45,"GOOD FT by WILLIAMS,ZAVIEN",55,,57 (+2),,Rhodes 55-57 (-2),,"GOOD FT by WILLIAMS,ZAVIEN",2
03:45,"GOOD FT by WILLIAMS,ZAVIEN",56,,57 (+1),,Rhodes 56-57 (-1),,"GOOD FT by WILLIAMS,ZAVIEN",2
03:27,,56,,59 (+3),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 56-59 (-3),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
03:07,"GOOD LAYUP by ESSICK,JALEN(in the paint)",58,,59 (+1),,Rhodes 58-59 (-1),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
02:46,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
02:46,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
02:28,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
02:28,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
02:28,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
02:09,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
02:08,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
02:08,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by DEMPSEY,JACK",,,,,,,"REBOUND DEF by DEMPSEY,JACK",2
01:47,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,"REBOUND OFF by DOTSON,PHIL",,,,,,,"REBOUND OFF by DOTSON,PHIL",2
01:34,"GOOD 3PTR by WILLIAMS,ZAVIEN",61 (+2),,59,,Rhodes 61-59 (+2),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
01:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:15,"FOUL  by DEMPSEY,JACK",,,,,,,"FOUL  by DEMPSEY,JACK",2
01:15,,61 (+1),,60,"GOOD FT by MARR,RUSS",Sewan 61-60 (+1),,"GOOD FT by MARR,RUSS",2
01:15,"SUB OUT by DEMPSEY,JACK",,,,,,,"SUB OUT by DEMPSEY,JACK",2
01:15,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
01:15,,61,,61,"GOOD FT by MARR,RUSS",Sewan 61-61 (0),,"GOOD FT by MARR,RUSS",2
00:59,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
00:49,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
00:49,,61,,62 (+1),"GOOD FT by CRUMP,JOHN",Sewan 61-62 (-1),,"GOOD FT by CRUMP,JOHN",2
00:49,,,,,"MISS FT by CRUMP,JOHN",,,"MISS FT by CRUMP,JOHN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
00:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:45,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:45,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:45,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
00:45,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
00:34,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
00:34,"GOOD FT by WILEY,KOKI",62,,62,,Rhodes 62-62 (0),,"GOOD FT by WILEY,KOKI",2
00:34,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:34,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
00:34,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
00:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:20,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",2
00:11,,62,,64 (+2),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 62-64 (-2),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
00:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:10,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:10,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:10,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:10,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:10,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
00:08,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
00:08,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
00:08,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
00:08,"GOOD FT by ESSICK,JALEN(fastbreak)",63,,64 (+1),,Rhodes 63-64 (-1),,"GOOD FT by ESSICK,JALEN(fastbreak)",2
00:08,"MISS FT by ESSICK,JALEN(fastbreak)",,,,,,,"MISS FT by ESSICK,JALEN(fastbreak)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
