Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
00:57,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
00:57,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
00:57,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
00:57,,,,,"SUB IN by DOOLEY,MALACHI",,,"SUB IN by DOOLEY,MALACHI",2
00:57,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",2
00:57,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
00:57,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
00:57,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
00:44,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
00:44,"GOOD FT by WILEY,KOKI",71 (+10),,61,,Rhodes 71-61 (+10),,"GOOD FT by WILEY,KOKI",2
00:44,"GOOD FT by WILEY,KOKI",72 (+11),,61,,Rhodes 72-61 (+11),,"GOOD FT by WILEY,KOKI",2
00:44,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
00:44,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
00:44,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
00:44,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
00:44,,,,,"SUB OUT by DOOLEY,MALACHI",,,"SUB OUT by DOOLEY,MALACHI",2
00:44,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",2
00:35,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:29,"FOUL  by DOTSON,PHIL",,,,,,,"FOUL  by DOTSON,PHIL",2
00:29,,72 (+10),,62,"GOOD FT by JENEI,RYAN",OGL-M 72-62 (+10),,"GOOD FT by JENEI,RYAN",2
00:29,,72 (+9),,63,"GOOD FT by JENEI,RYAN",OGL-M 72-63 (+9),,"GOOD FT by JENEI,RYAN",2
00:29,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
00:29,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",2
00:29,,,,,"SUB IN by DOOLEY,MALACHI",,,"SUB IN by DOOLEY,MALACHI",2
00:29,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
00:29,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
00:29,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
00:13,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
00:13,"GOOD FT by WILEY,KOKI",73 (+10),,63,,Rhodes 73-63 (+10),,"GOOD FT by WILEY,KOKI",2
00:13,"GOOD FT by WILEY,KOKI",74 (+11),,63,,Rhodes 74-63 (+11),,"GOOD FT by WILEY,KOKI",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
00:13,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
00:13,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
00:13,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
00:13,,,,,"SUB OUT by DOOLEY,MALACHI",,,"SUB OUT by DOOLEY,MALACHI",2
00:08,,74 (+9),,65,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",OGL-M 74-65 (+9),,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",2
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:08,,,,,"SUB IN by DOOLEY,MALACHI",,,"SUB IN by DOOLEY,MALACHI",2
00:08,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
00:08,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",2
00:08,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
00:08,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
00:06,"GOOD LAYUP by ESSICK,JALEN(in the paint)",76 (+11),,65,,Rhodes 76-65 (+11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
