Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
00:39,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",1
00:27,"MISS 3PTR by CROWDEN,LUKE",,,,,,,"MISS 3PTR by CROWDEN,LUKE",1
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",1
00:04,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND OFF by PRANGE,JONATHAN",,,"REBOUND OFF by PRANGE,JONATHAN",1
00:00,,29,,47 (+18),"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",Rhodes 29-47 (+18),,"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",1
20:00,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
20:00,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
20:00,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
20:00,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
19:44,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
19:44,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
19:35,,29,,50 (+21),"GOOD 3PTR by WILLIAMS,ZAVIEN",Rhodes 29-50 (+21),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
19:17,"GOOD 3PTR by PEARLMAN,LOGAN",32,,50 (+18),,COV 32-50 (+18),,"GOOD 3PTR by PEARLMAN,LOGAN",2
--,"ASSIST  by IGBANU,PROMISE",,,,,,,"ASSIST  by IGBANU,PROMISE",2
19:00,,32,,52 (+20),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 32-52 (+20),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
18:46,"GOOD 3PTR by GERNATT,JONATHAN",35,,52 (+17),,COV 35-52 (+17),,"GOOD 3PTR by GERNATT,JONATHAN",2
18:31,,35,,54 (+19),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 35-54 (+19),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
18:09,"MISS 3PTR by CROWDEN,LUKE",,,,,,,"MISS 3PTR by CROWDEN,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:43,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
17:39,,35,,56 (+21),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 35-56 (+21),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
17:20,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
17:07,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
17:05,"TURNOVER  by IGBANU,PROMISE",,,,,,,"TURNOVER  by IGBANU,PROMISE",2
16:50,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
16:44,,35,,58 (+23),"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",Rhodes 35-58 (+23),,"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
16:31,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
16:31,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
16:31,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
16:31,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
16:31,"SUB IN by ST. GERMAIN,MICHAEL",,,,,,,"SUB IN by ST. GERMAIN,MICHAEL",2
16:17,"MISS JUMPER by NOEL,MALCOLM(in the paint)",,,,,,,"MISS JUMPER by NOEL,MALCOLM(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
15:59,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:41,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
15:41,"SUB IN by WITT,ELI",,,,,,,"SUB IN by WITT,ELI",2
15:37,"MISS JUMPER by GERNATT,JONATHAN",,,,,,,"MISS JUMPER by GERNATT,JONATHAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:35,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
15:35,,,,,"SUB IN by DOTSON,PHIL",,,"SUB IN by DOTSON,PHIL",2
15:21,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
15:21,"BLOCK  by WITT,ELI",,,,,,,"BLOCK  by WITT,ELI",2
--,"REBOUND DEF by ST. GERMAIN,MICHAEL",,,,,,,"REBOUND DEF by ST. GERMAIN,MICHAEL",2
15:11,"TURNOVER  by ST. GERMAIN,MICHAEL",,,,,,,"TURNOVER  by ST. GERMAIN,MICHAEL",2
15:11,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",2
15:01,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
15:01,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
15:01,"SUB IN by CROWDEN,LUKE",,,,,,,"SUB IN by CROWDEN,LUKE",2
14:54,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
14:47,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
14:47,"BLOCK  by HESTER,CHARLIE",,,,,,,"BLOCK  by HESTER,CHARLIE",2
--,"REBOUND DEF by HESTER,CHARLIE",,,,,,,"REBOUND DEF by HESTER,CHARLIE",2
14:36,"GOOD 3PTR by WITT,ELI",38,,58 (+20),,COV 38-58 (+20),,"GOOD 3PTR by WITT,ELI",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
14:26,,38,,60 (+22),"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",Rhodes 38-60 (+22),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
14:18,"MISS 3PTR by CROWDEN,LUKE",,,,,,,"MISS 3PTR by CROWDEN,LUKE",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
14:08,,38,,62 (+24),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 38-62 (+24),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
13:52,"MISS 3PTR by CROWDEN,LUKE",,,,,,,"MISS 3PTR by CROWDEN,LUKE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
13:30,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:25,"SUB OUT by NOEL,MALCOLM",,,,,,,"SUB OUT by NOEL,MALCOLM",2
13:25,"SUB OUT by ST. GERMAIN,MICHAEL",,,,,,,"SUB OUT by ST. GERMAIN,MICHAEL",2
13:25,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
13:25,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
13:20,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
13:17,,38,,64 (+26),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 38-64 (+26),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
13:00,"TURNOVER  by WITT,ELI",,,,,,,"TURNOVER  by WITT,ELI",2
13:00,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
12:54,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
12:54,"BLOCK  by IGBANU,PROMISE",,,,,,,"BLOCK  by IGBANU,PROMISE",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
12:40,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
12:40,"BLOCK  by HESTER,CHARLIE",,,,,,,"BLOCK  by HESTER,CHARLIE",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
12:32,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
12:23,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
12:10,"MISS LAYUP by WITT,ELI(in the paint)",,,,,,,"MISS LAYUP by WITT,ELI(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
12:08,"FOUL  by WITT,ELI",,,,,,,"FOUL  by WITT,ELI",2
12:08,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
12:08,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
11:47,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
11:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:47,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
11:47,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
11:47,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
11:47,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
11:47,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
11:47,,,,,"SUB IN by DEMPSEY,JACK",,,"SUB IN by DEMPSEY,JACK",2
11:47,,,,,"SUB IN by COOPER,LUKE",,,"SUB IN by COOPER,LUKE",2
11:47,,,,,"SUB IN by WAGNER,MIKE",,,"SUB IN by WAGNER,MIKE",2
11:47,,38,,65 (+27),"GOOD FT by DOTSON,PHIL",Rhodes 38-65 (+27),,"GOOD FT by DOTSON,PHIL",2
11:47,,38,,66 (+28),"GOOD FT by DOTSON,PHIL",Rhodes 38-66 (+28),,"GOOD FT by DOTSON,PHIL",2
11:47,,,,,"SUB OUT by DOTSON,PHIL",,,"SUB OUT by DOTSON,PHIL",2
11:47,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
11:30,"MISS LAYUP by WITT,ELI(in the paint)",,,,,,,"MISS LAYUP by WITT,ELI(in the paint)",2
--,"REBOUND OFF by WITT,ELI",,,,,,,"REBOUND OFF by WITT,ELI",2
11:15,,,,,"FOUL  by WAGNER,MIKE",,,"FOUL  by WAGNER,MIKE",2
10:59,,,,,"FOUL  by DEMPSEY,JACK",,,"FOUL  by DEMPSEY,JACK",2
10:59,"GOOD FT by IGBANU,PROMISE",39,,66 (+27),,COV 39-66 (+27),,"GOOD FT by IGBANU,PROMISE",2
10:59,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
10:36,,,,,"MISS 3PTR by LAMEY,HAYDEN",,,"MISS 3PTR by LAMEY,HAYDEN",2
--,"REBOUND DEF by WITT,ELI",,,,,,,"REBOUND DEF by WITT,ELI",2
10:15,,,,,"FOUL  by WHITE,ELIJAH",,,"FOUL  by WHITE,ELIJAH",2
10:15,"SUB OUT by WITT,ELI",,,,,,,"SUB OUT by WITT,ELI",2
10:15,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
10:02,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by LAMEY,HAYDEN",,,"REBOUND DEF by LAMEY,HAYDEN",2
09:34,,,,,"MISS JUMPER by COOPER,LUKE(in the paint)",,,"MISS JUMPER by COOPER,LUKE(in the paint)",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
09:28,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,"REBOUND OFF by MATHIS,WALKER",,,,,,,"REBOUND OFF by MATHIS,WALKER",2
09:23,"MISS 3PTR by CROWDEN,LUKE",,,,,,,"MISS 3PTR by CROWDEN,LUKE",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
09:01,,,,,"MISS JUMPER by COOPER,LUKE",,,"MISS JUMPER by COOPER,LUKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:59,,,,,"SUB OUT by COOPER,LUKE",,,"SUB OUT by COOPER,LUKE",2
08:59,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
08:59,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
08:59,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
08:59,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
08:59,"SUB IN by NOEL,MALCOLM",,,,,,,"SUB IN by NOEL,MALCOLM",2
08:59,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
08:59,"SUB IN by ST. GERMAIN,MICHAEL",,,,,,,"SUB IN by ST. GERMAIN,MICHAEL",2
08:52,,,,,"MISS JUMPER by PRANGE,JONATHAN",,,"MISS JUMPER by PRANGE,JONATHAN",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
08:29,"MISS LAYUP by MATHIS,WALKER(in the paint)",,,,,,,"MISS LAYUP by MATHIS,WALKER(in the paint)",2
--,,,,,"REBOUND DEF by DEMPSEY,JACK",,,"REBOUND DEF by DEMPSEY,JACK",2
08:24,,39,,68 (+29),"GOOD LAYUP by LAMEY,HAYDEN(fastbreak)(in the paint)",Rhodes 39-68 (+29),,"GOOD LAYUP by LAMEY,HAYDEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
08:08,"MISS JUMPER by NOEL,MALCOLM",,,,,,,"MISS JUMPER by NOEL,MALCOLM",2
--,,,,,"REBOUND DEF by LAMEY,HAYDEN",,,"REBOUND DEF by LAMEY,HAYDEN",2
07:58,,,,,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",,,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",2
--,,,,,"REBOUND OFF by DEMPSEY,JACK",,,"REBOUND OFF by DEMPSEY,JACK",2
07:51,,,,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
07:45,"MISS 3PTR by GERNATT,JONATHAN",,,,,,,"MISS 3PTR by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
07:34,,39,,70 (+31),"GOOD JUMPER by DEMPSEY,JACK(in the paint)",Rhodes 39-70 (+31),,"GOOD JUMPER by DEMPSEY,JACK(in the paint)",2
07:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:15,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
07:15,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
07:15,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
07:15,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
07:15,"SUB IN by HOOD,GUS",,,,,,,"SUB IN by HOOD,GUS",2
07:15,"SUB IN by WITT,ELI",,,,,,,"SUB IN by WITT,ELI",2
07:06,,,,,"FOUL  by WHITE,ELIJAH",,,"FOUL  by WHITE,ELIJAH",2
07:05,"GOOD FT by NOEL,MALCOLM",40,,70 (+30),,COV 40-70 (+30),,"GOOD FT by NOEL,MALCOLM",2
07:05,"GOOD FT by NOEL,MALCOLM",41,,70 (+29),,COV 41-70 (+29),,"GOOD FT by NOEL,MALCOLM",2
07:05,"GOOD FT by NOEL,MALCOLM",42,,70 (+28),,COV 42-70 (+28),,"GOOD FT by NOEL,MALCOLM",2
06:54,,,,,"MISS 3PTR by WHITE,ELIJAH",,,"MISS 3PTR by WHITE,ELIJAH",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
06:49,"TURNOVER  by IGBANU,PROMISE",,,,,,,"TURNOVER  by IGBANU,PROMISE",2
06:49,,,,,"STEAL  by PRANGE,JONATHAN",,,"STEAL  by PRANGE,JONATHAN",2
06:45,,42,,72 (+30),"GOOD LAYUP by PRANGE,JONATHAN(fastbreak)(in the paint)",Rhodes 42-72 (+30),,"GOOD LAYUP by PRANGE,JONATHAN(fastbreak)(in the paint)",2
06:38,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
06:38,,,,,"SUB IN by COOPER,LUKE",,,"SUB IN by COOPER,LUKE",2
06:26,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by PRANGE,JONATHAN",,,"REBOUND DEF by PRANGE,JONATHAN",2
06:07,"FOUL  by HOOD,GUS",,,,,,,"FOUL  by HOOD,GUS",2
06:07,"SUB OUT by NOEL,MALCOLM",,,,,,,"SUB OUT by NOEL,MALCOLM",2
06:07,"SUB IN by CROWDEN,LUKE",,,,,,,"SUB IN by CROWDEN,LUKE",2
05:48,,,,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",2
--,"REBOUND DEF by WITT,ELI",,,,,,,"REBOUND DEF by WITT,ELI",2
05:38,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",44,,72 (+28),,COV 44-72 (+28),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
05:12,,44,,74 (+30),"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",Rhodes 44-74 (+30),,"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by WAGNER,MIKE",,,"ASSIST  by WAGNER,MIKE",2
04:53,"TURNOVER  by ST. GERMAIN,MICHAEL",,,,,,,"TURNOVER  by ST. GERMAIN,MICHAEL",2
04:53,,,,,"SUB OUT by WHITE,ELIJAH",,,"SUB OUT by WHITE,ELIJAH",2
04:53,,,,,"SUB IN by O'BRIEN,KRIS",,,"SUB IN by O'BRIEN,KRIS",2
04:40,,,,,"MISS JUMPER by O'BRIEN,KRIS",,,"MISS JUMPER by O'BRIEN,KRIS",2
--,"REBOUND DEF by WITT,ELI",,,,,,,"REBOUND DEF by WITT,ELI",2
04:26,"GOOD 3PTR by IGBANU,PROMISE",47,,74 (+27),,COV 47-74 (+27),,"GOOD 3PTR by IGBANU,PROMISE",2
--,"ASSIST  by CROWDEN,LUKE",,,,,,,"ASSIST  by CROWDEN,LUKE",2
04:05,"FOUL  by ST. GERMAIN,MICHAEL",,,,,,,"FOUL  by ST. GERMAIN,MICHAEL",2
04:05,,47,,75 (+28),"GOOD FT by PRANGE,JONATHAN",Rhodes 47-75 (+28),,"GOOD FT by PRANGE,JONATHAN",2
04:05,,47,,76 (+29),"GOOD FT by PRANGE,JONATHAN",Rhodes 47-76 (+29),,"GOOD FT by PRANGE,JONATHAN",2
03:48,"TURNOVER  by HOOD,GUS",,,,,,,"TURNOVER  by HOOD,GUS",2
03:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:48,,,,,"SUB OUT by WAGNER,MIKE",,,"SUB OUT by WAGNER,MIKE",2
03:48,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
03:48,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
03:48,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
03:48,"SUB IN by COMPERE,DAVID",,,,,,,"SUB IN by COMPERE,DAVID",2
03:48,"SUB IN by MITCHELL,FISHER",,,,,,,"SUB IN by MITCHELL,FISHER",2
03:23,,47,,78 (+31),"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",Rhodes 47-78 (+31),,"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",2
03:04,"GOOD LAYUP by WITT,ELI(in the paint)",49,,78 (+29),,COV 49-78 (+29),,"GOOD LAYUP by WITT,ELI(in the paint)",2
--,"ASSIST  by HOOD,GUS",,,,,,,"ASSIST  by HOOD,GUS",2
03:04,,,,,"FOUL  by O'BRIEN,KRIS",,,"FOUL  by O'BRIEN,KRIS",2
03:04,"GOOD FT by WITT,ELI",50,,78 (+28),,COV 50-78 (+28),,"GOOD FT by WITT,ELI",2
02:46,,,,,"MISS 3PTR by WHITE,ELIJAH",,,"MISS 3PTR by WHITE,ELIJAH",2
--,,,,,"REBOUND OFF by O'BRIEN,KRIS",,,"REBOUND OFF by O'BRIEN,KRIS",2
02:44,"FOUL  by WITT,ELI",,,,,,,"FOUL  by WITT,ELI",2
02:44,,50,,79 (+29),"GOOD FT by O'BRIEN,KRIS",Rhodes 50-79 (+29),,"GOOD FT by O'BRIEN,KRIS",2
02:44,,50,,80 (+30),"GOOD FT by O'BRIEN,KRIS",Rhodes 50-80 (+30),,"GOOD FT by O'BRIEN,KRIS",2
02:44,"SUB OUT by WITT,ELI",,,,,,,"SUB OUT by WITT,ELI",2
02:44,"SUB IN by HUNTER,RUSSELL",,,,,,,"SUB IN by HUNTER,RUSSELL",2
02:14,"MISS JUMPER by MITCHELL,FISHER(in the paint)",,,,,,,"MISS JUMPER by MITCHELL,FISHER(in the paint)",2
02:14,,,,,"BLOCK  by COOPER,LUKE",,,"BLOCK  by COOPER,LUKE",2
--,"REBOUND OFF by MITCHELL,FISHER",,,,,,,"REBOUND OFF by MITCHELL,FISHER",2
02:11,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:44,,50,,82 (+32),"GOOD JUMPER by COOPER,LUKE(in the paint)",Rhodes 50-82 (+32),,"GOOD JUMPER by COOPER,LUKE(in the paint)",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
01:36,"MISS 3PTR by ST. GERMAIN,MICHAEL",,,,,,,"MISS 3PTR by ST. GERMAIN,MICHAEL",2
--,,,,,"REBOUND DEF by O'BRIEN,KRIS",,,"REBOUND DEF by O'BRIEN,KRIS",2
01:10,,,,,"MISS LAYUP by WHITE,ELIJAH(in the paint)",,,"MISS LAYUP by WHITE,ELIJAH(in the paint)",2
--,,,,,"REBOUND OFF by O'BRIEN,KRIS",,,"REBOUND OFF by O'BRIEN,KRIS",2
01:05,"FOUL  by ST. GERMAIN,MICHAEL",,,,,,,"FOUL  by ST. GERMAIN,MICHAEL",2
01:05,"SUB OUT by HOOD,GUS",,,,,,,"SUB OUT by HOOD,GUS",2
01:05,"SUB OUT by ST. GERMAIN,MICHAEL",,,,,,,"SUB OUT by ST. GERMAIN,MICHAEL",2
01:05,"SUB IN by CHRISTIANSEN,EVERRET",,,,,,,"SUB IN by CHRISTIANSEN,EVERRET",2
01:05,"SUB IN by MILLER,CALEB",,,,,,,"SUB IN by MILLER,CALEB",2
01:05,,50,,83 (+33),"GOOD FT by PRANGE,JONATHAN",Rhodes 50-83 (+33),,"GOOD FT by PRANGE,JONATHAN",2
01:05,,50,,84 (+34),"GOOD FT by PRANGE,JONATHAN",Rhodes 50-84 (+34),,"GOOD FT by PRANGE,JONATHAN",2
00:56,"MISS 3PTR by MILLER,CALEB",,,,,,,"MISS 3PTR by MILLER,CALEB",2
--,,,,,"REBOUND DEF by O'BRIEN,KRIS",,,"REBOUND DEF by O'BRIEN,KRIS",2
00:41,"FOUL  by CHRISTIANSEN,EVERRET",,,,,,,"FOUL  by CHRISTIANSEN,EVERRET",2
00:41,,50,,85 (+35),"GOOD FT by WHITE,ELIJAH",Rhodes 50-85 (+35),,"GOOD FT by WHITE,ELIJAH",2
00:41,,50,,86 (+36),"GOOD FT by WHITE,ELIJAH",Rhodes 50-86 (+36),,"GOOD FT by WHITE,ELIJAH",2
00:32,"GOOD LAYUP by COMPERE,DAVID(in the paint)",52,,86 (+34),,COV 52-86 (+34),,"GOOD LAYUP by COMPERE,DAVID(in the paint)",2
00:05,,,,,"MISS JUMPER by PRANGE,JONATHAN(in the paint)",,,"MISS JUMPER by PRANGE,JONATHAN(in the paint)",2
--,,,,,"REBOUND OFF by DEMPSEY,JACK",,,"REBOUND OFF by DEMPSEY,JACK",2
00:01,,,,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",2
--,"REBOUND DEF by MILLER,CALEB",,,,,,,"REBOUND DEF by MILLER,CALEB",2
