Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,UO,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
19:04,"MISS JUMPER by LAMEY,HAYDEN",,,,,,,"MISS JUMPER by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
18:43,,,,,"MISS JUMPER by NIX,GRAYSON(in the paint)",,,"MISS JUMPER by NIX,GRAYSON(in the paint)",2
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",2
18:32,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
18:32,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
18:32,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
18:32,,34,,36 (+2),"GOOD JUMPER by TABE,SEPHFAN(in the paint)",UO 34-36 (-2),,"GOOD JUMPER by TABE,SEPHFAN(in the paint)",2
18:26,"GOOD JUMPER by GEORGETOWN II,ARNESS(fastbreak)",36,,36,,Rhodes 36-36 (0),,"GOOD JUMPER by GEORGETOWN II,ARNESS(fastbreak)",2
--,"ASSIST  by ESSICK,JALEN",,,,,,,"ASSIST  by ESSICK,JALEN",2
17:55,,,,,"MISS JUMPER by UKPE,JOSH(in the paint)",,,"MISS JUMPER by UKPE,JOSH(in the paint)",2
--,,,,,"REBOUND OFF by TABE,SEPHFAN",,,"REBOUND OFF by TABE,SEPHFAN",2
17:44,,36,,38 (+2),"GOOD LAYUP by TABE,SEPHFAN(in the paint)",UO 36-38 (-2),,"GOOD LAYUP by TABE,SEPHFAN(in the paint)",2
17:29,"MISS 3PTR by GEORGETOWN II,ARNESS",,,,,,,"MISS 3PTR by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by TABE,SEPHFAN",,,"REBOUND DEF by TABE,SEPHFAN",2
17:17,,,,,"MISS JUMPER by NIX,GRAYSON",,,"MISS JUMPER by NIX,GRAYSON",2
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",2
17:02,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:57,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
16:57,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
16:57,,,,,"SUB OUT by TABE,SEPHFAN",,,"SUB OUT by TABE,SEPHFAN",2
16:57,,,,,"SUB IN by CHEATER,DILLON",,,"SUB IN by CHEATER,DILLON",2
16:53,,,,,"TURNOVER  by POWELL,KYRON",,,"TURNOVER  by POWELL,KYRON",2
16:49,,,,,"SUB OUT by POWELL,KYRON",,,"SUB OUT by POWELL,KYRON",2
16:49,,,,,"SUB IN by ELDRIDGE,TIM",,,"SUB IN by ELDRIDGE,TIM",2
16:26,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
16:15,,,,,"MISS 3PTR by NIX,GRAYSON",,,"MISS 3PTR by NIX,GRAYSON",2
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",2
16:07,"GOOD 3PTR by LAMEY,HAYDEN(fastbreak)",39 (+1),,38,,Rhodes 39-38 (+1),,"GOOD 3PTR by LAMEY,HAYDEN(fastbreak)",2
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",2
15:39,,,,,"MISS JUMPER by ELDRIDGE,TIM(in the paint)",,,"MISS JUMPER by ELDRIDGE,TIM(in the paint)",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
15:23,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by ELDRIDGE,TIM",,,"REBOUND DEF by ELDRIDGE,TIM",2
15:06,,,,,"MISS LAYUP by NIX,GRAYSON(in the paint)",,,"MISS LAYUP by NIX,GRAYSON(in the paint)",2
--,,,,,"REBOUND OFF by NIX,GRAYSON",,,"REBOUND OFF by NIX,GRAYSON",2
15:00,,,,,"MISS JUMPER by NIX,GRAYSON",,,"MISS JUMPER by NIX,GRAYSON",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
14:54,"GOOD LAYUP by LAMEY,HAYDEN(fastbreak)(in the paint)",41 (+3),,38,,Rhodes 41-38 (+3),,"GOOD LAYUP by LAMEY,HAYDEN(fastbreak)(in the paint)",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
14:36,,41 (+1),,40,"GOOD JUMPER by UKPE,JOSH",UO 41-40 (+1),,"GOOD JUMPER by UKPE,JOSH",2
14:17,"GOOD JUMPER by LAMEY,HAYDEN(in the paint)",43 (+3),,40,,Rhodes 43-40 (+3),,"GOOD JUMPER by LAMEY,HAYDEN(in the paint)",2
13:54,,,,,"MISS 3PTR by UKPE,JOSH",,,"MISS 3PTR by UKPE,JOSH",2
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",2
13:36,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,,,,,"REBOUND DEF by CHEATER,DILLON",,,"REBOUND DEF by CHEATER,DILLON",2
13:29,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",2
13:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:27,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
13:27,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
13:27,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
13:27,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
13:27,,43 (+2),,41,"GOOD FT by NIX,GRAYSON(fastbreak)",UO 43-41 (+2),,"GOOD FT by NIX,GRAYSON(fastbreak)",2
13:27,,43 (+1),,42,"GOOD FT by NIX,GRAYSON(fastbreak)",UO 43-42 (+1),,"GOOD FT by NIX,GRAYSON(fastbreak)",2
13:27,,,,,"SUB OUT by NIX,GRAYSON",,,"SUB OUT by NIX,GRAYSON",2
13:27,,,,,"SUB OUT by LOPEZ,ADAM",,,"SUB OUT by LOPEZ,ADAM",2
13:27,,,,,"SUB IN by ROELKE,KAMREN",,,"SUB IN by ROELKE,KAMREN",2
13:27,,,,,"SUB IN by TABE,SEPHFAN",,,"SUB IN by TABE,SEPHFAN",2
13:10,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
13:10,,,,,"STEAL  by ELDRIDGE,TIM",,,"STEAL  by ELDRIDGE,TIM",2
12:52,,,,,"MISS 3PTR by UKPE,JOSH",,,"MISS 3PTR by UKPE,JOSH",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
12:35,"MISS 3PTR by DOTSON,PHIL",,,,,,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by CHEATER,DILLON",,,"REBOUND DEF by CHEATER,DILLON",2
12:29,,43,,44 (+1),"GOOD JUMPER by ROELKE,KAMREN(fastbreak)(in the paint)",UO 43-44 (-1),,"GOOD JUMPER by ROELKE,KAMREN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by UKPE,JOSH",,,"ASSIST  by UKPE,JOSH",2
12:06,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",45 (+1),,44,,Rhodes 45-44 (+1),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
11:57,,,,,"TURNOVER  by ROELKE,KAMREN",,,"TURNOVER  by ROELKE,KAMREN",2
11:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:23,"MISS LAYUP by RAMBERG,CASS(in the paint)",,,,,,,"MISS LAYUP by RAMBERG,CASS(in the paint)",2
11:23,,,,,"BLOCK  by TABE,SEPHFAN",,,"BLOCK  by TABE,SEPHFAN",2
--,,,,,"REBOUND DEF by TABE,SEPHFAN",,,"REBOUND DEF by TABE,SEPHFAN",2
10:59,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
10:59,,,,,"MISS FT by ELDRIDGE,TIM",,,"MISS FT by ELDRIDGE,TIM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:59,,45,,45,"GOOD FT by ELDRIDGE,TIM",UO 45-45 (0),,"GOOD FT by ELDRIDGE,TIM",2
10:46,"GOOD JUMPER by ESSICK,JALEN(in the paint)",47 (+2),,45,,Rhodes 47-45 (+2),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
10:40,,,,,"TURNOVER  by TABE,SEPHFAN",,,"TURNOVER  by TABE,SEPHFAN",2
10:33,"GOOD JUMPER by ESSICK,JALEN",49 (+4),,45,,Rhodes 49-45 (+4),,"GOOD JUMPER by ESSICK,JALEN",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
10:27,,,,,"TURNOVER  by TABE,SEPHFAN",,,"TURNOVER  by TABE,SEPHFAN",2
10:20,,,,,"FOUL  by UKPE,JOSH",,,"FOUL  by UKPE,JOSH",2
10:20,,,,,"SUB OUT by UKPE,JOSH",,,"SUB OUT by UKPE,JOSH",2
10:20,,,,,"SUB OUT by TABE,SEPHFAN",,,"SUB OUT by TABE,SEPHFAN",2
10:20,,,,,"SUB IN by NIX,GRAYSON",,,"SUB IN by NIX,GRAYSON",2
10:20,,,,,"SUB IN by LOPEZ,ADAM",,,"SUB IN by LOPEZ,ADAM",2
10:02,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
10:02,,,,,"BLOCK  by ELDRIDGE,TIM",,,"BLOCK  by ELDRIDGE,TIM",2
--,,,,,"REBOUND DEF by ELDRIDGE,TIM",,,"REBOUND DEF by ELDRIDGE,TIM",2
09:51,,,,,"MISS 3PTR by CHEATER,DILLON",,,"MISS 3PTR by CHEATER,DILLON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:42,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
09:20,,,,,"MISS 3PTR by CHEATER,DILLON",,,"MISS 3PTR by CHEATER,DILLON",2
--,"REBOUND DEF by DOTSON,PHIL",,,,,,,"REBOUND DEF by DOTSON,PHIL",2
09:11,,,,,"FOUL  by ROELKE,KAMREN",,,"FOUL  by ROELKE,KAMREN",2
09:11,"GOOD FT by DOTSON,PHIL",50 (+5),,45,,Rhodes 50-45 (+5),,"GOOD FT by DOTSON,PHIL",2
09:11,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
09:11,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
09:11,"GOOD FT by DOTSON,PHIL",51 (+6),,45,,Rhodes 51-45 (+6),,"GOOD FT by DOTSON,PHIL",2
09:11,,51 (+3),,48,"GOOD 3PTR by ROELKE,KAMREN(fastbreak)",UO 51-48 (+3),,"GOOD 3PTR by ROELKE,KAMREN(fastbreak)",2
--,,,,,"ASSIST  by CHEATER,DILLON",,,"ASSIST  by CHEATER,DILLON",2
09:11,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by CHEATER,DILLON",,,"REBOUND DEF by CHEATER,DILLON",2
09:09,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
08:59,,,,,"MISS FT by NIX,GRAYSON(fastbreak)",,,"MISS FT by NIX,GRAYSON(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:59,,,,,"MISS FT by NIX,GRAYSON(fastbreak)",,,"MISS FT by NIX,GRAYSON(fastbreak)",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
08:42,"GOOD JUMPER by DOTSON,PHIL(in the paint)",53 (+5),,48,,Rhodes 53-48 (+5),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
08:17,,,,,"MISS 3PTR by ELDRIDGE,TIM",,,"MISS 3PTR by ELDRIDGE,TIM",2
--,,,,,"REBOUND OFF by ROELKE,KAMREN",,,"REBOUND OFF by ROELKE,KAMREN",2
08:10,,,,,"TURNOVER  by ROELKE,KAMREN",,,"TURNOVER  by ROELKE,KAMREN",2
08:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:01,,,,,"SUB OUT by ROELKE,KAMREN",,,"SUB OUT by ROELKE,KAMREN",2
08:01,,,,,"SUB OUT by NIX,GRAYSON",,,"SUB OUT by NIX,GRAYSON",2
08:01,,,,,"SUB OUT by LOPEZ,ADAM",,,"SUB OUT by LOPEZ,ADAM",2
08:01,,,,,"SUB IN by UKPE,JOSH",,,"SUB IN by UKPE,JOSH",2
08:01,,,,,"SUB IN by POWELL,KYRON",,,"SUB IN by POWELL,KYRON",2
08:01,,,,,"SUB IN by TABE,SEPHFAN",,,"SUB IN by TABE,SEPHFAN",2
07:57,"MISS 3PTR by GEORGETOWN II,ARNESS",,,,,,,"MISS 3PTR by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by TABE,SEPHFAN",,,"REBOUND DEF by TABE,SEPHFAN",2
07:35,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
07:35,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
07:08,"FOUL  by RAMBERG,CASS",,,,,,,"FOUL  by RAMBERG,CASS",2
07:08,,53 (+4),,49,"GOOD FT by CHEATER,DILLON",UO 53-49 (+4),,"GOOD FT by CHEATER,DILLON",2
07:08,,53 (+3),,50,"GOOD FT by CHEATER,DILLON",UO 53-50 (+3),,"GOOD FT by CHEATER,DILLON",2
07:00,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",55 (+5),,50,,Rhodes 55-50 (+5),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
06:44,,55 (+2),,53,"GOOD 3PTR by CHEATER,DILLON",UO 55-53 (+2),,"GOOD 3PTR by CHEATER,DILLON",2
--,,,,,"ASSIST  by UKPE,JOSH",,,"ASSIST  by UKPE,JOSH",2
06:21,"MISS JUMPER by WILLIAMS,ZAVIEN",,,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by TABE,SEPHFAN",,,"REBOUND DEF by TABE,SEPHFAN",2
06:13,,55,,56 (+1),"GOOD 3PTR by POWELL,KYRON(fastbreak)",UO 55-56 (-1),,"GOOD 3PTR by POWELL,KYRON(fastbreak)",2
--,,,,,"ASSIST  by CHEATER,DILLON",,,"ASSIST  by CHEATER,DILLON",2
05:52,"GOOD JUMPER by DOTSON,PHIL(in the paint)",57 (+1),,56,,Rhodes 57-56 (+1),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
05:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:47,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
05:47,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
05:38,,,,,"MISS JUMPER by ELDRIDGE,TIM(in the paint)",,,"MISS JUMPER by ELDRIDGE,TIM(in the paint)",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
05:18,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
05:08,,,,,"MISS 3PTR by TABE,SEPHFAN",,,"MISS 3PTR by TABE,SEPHFAN",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
04:48,"MISS JUMPER by DOTSON,PHIL",,,,,,,"MISS JUMPER by DOTSON,PHIL",2
04:48,,,,,"BLOCK  by TABE,SEPHFAN",,,"BLOCK  by TABE,SEPHFAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:39,,,,,"FOUL  by TABE,SEPHFAN",,,"FOUL  by TABE,SEPHFAN",2
04:39,"GOOD FT by WALKER,JEFFERSON",58 (+2),,56,,Rhodes 58-56 (+2),,"GOOD FT by WALKER,JEFFERSON",2
04:39,"GOOD FT by WALKER,JEFFERSON",59 (+3),,56,,Rhodes 59-56 (+3),,"GOOD FT by WALKER,JEFFERSON",2
04:39,,,,,"SUB OUT by POWELL,KYRON",,,"SUB OUT by POWELL,KYRON",2
04:39,,,,,"SUB IN by ROELKE,KAMREN",,,"SUB IN by ROELKE,KAMREN",2
04:30,,59,,59,"GOOD 3PTR by ELDRIDGE,TIM",UO 59-59 (0),,"GOOD 3PTR by ELDRIDGE,TIM",2
--,,,,,"ASSIST  by UKPE,JOSH",,,"ASSIST  by UKPE,JOSH",2
04:10,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",61 (+2),,59,,Rhodes 61-59 (+2),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",2
03:56,,61,,61,"GOOD JUMPER by UKPE,JOSH(in the paint)",UO 61-61 (0),,"GOOD JUMPER by UKPE,JOSH(in the paint)",2
03:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:27,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
03:27,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
03:18,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:52,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
02:51,,61,,62 (+1),"GOOD FT by TABE,SEPHFAN",UO 61-62 (-1),,"GOOD FT by TABE,SEPHFAN",2
02:51,,,,,"MISS FT by TABE,SEPHFAN",,,"MISS FT by TABE,SEPHFAN",2
--,,,,,"REBOUND OFF by UKPE,JOSH",,,"REBOUND OFF by UKPE,JOSH",2
02:51,,61,,64 (+3),"GOOD LAYUP by UKPE,JOSH(in the paint)",UO 61-64 (-3),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
02:42,,,,,"FOUL  by TABE,SEPHFAN",,,"FOUL  by TABE,SEPHFAN",2
02:42,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:42,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
02:42,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
02:42,"GOOD FT by ESSICK,JALEN",62,,64 (+2),,Rhodes 62-64 (-2),,"GOOD FT by ESSICK,JALEN",2
02:25,,62,,66 (+4),"GOOD JUMPER by ELDRIDGE,TIM(in the paint)",UO 62-66 (-4),,"GOOD JUMPER by ELDRIDGE,TIM(in the paint)",2
02:11,,,,,"FOUL  by CHEATER,DILLON",,,"FOUL  by CHEATER,DILLON",2
02:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:57,"GOOD LAYUP by LAMEY,HAYDEN(in the paint)",64,,66 (+2),,Rhodes 64-66 (-2),,"GOOD LAYUP by LAMEY,HAYDEN(in the paint)",2
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",2
01:40,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:33,"GOOD JUMPER by ESSICK,JALEN(fastbreak)(in the paint)",66,,66,,Rhodes 66-66 (0),,"GOOD JUMPER by ESSICK,JALEN(fastbreak)(in the paint)",2
01:20,,,,,"FOUL  by ELDRIDGE,TIM",,,"FOUL  by ELDRIDGE,TIM",2
01:10,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
01:10,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:50,"GOOD JUMPER by ESSICK,JALEN(in the paint)",68 (+2),,66,,Rhodes 68-66 (+2),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
00:41,,68,,69 (+1),"GOOD 3PTR by UKPE,JOSH",UO 68-69 (-1),,"GOOD 3PTR by UKPE,JOSH",2
--,,,,,"ASSIST  by ROELKE,KAMREN",,,"ASSIST  by ROELKE,KAMREN",2
00:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:28,,,,,"SUB OUT by CHEATER,DILLON",,,"SUB OUT by CHEATER,DILLON",2
00:28,,,,,"SUB IN by LOPEZ,ADAM",,,"SUB IN by LOPEZ,ADAM",2
00:22,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by ELDRIDGE,TIM",,,"REBOUND DEF by ELDRIDGE,TIM",2
00:20,,,,,"SUB OUT by LOPEZ,ADAM",,,"SUB OUT by LOPEZ,ADAM",2
00:20,,,,,"SUB IN by NIX,GRAYSON",,,"SUB IN by NIX,GRAYSON",2
00:20,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:20,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
00:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
00:18,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
00:18,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:18,,68,,70 (+2),"GOOD FT by NIX,GRAYSON(fastbreak)",UO 68-70 (-2),,"GOOD FT by NIX,GRAYSON(fastbreak)",2
00:18,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
00:18,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
00:18,,68,,71 (+3),"GOOD FT by NIX,GRAYSON(fastbreak)",UO 68-71 (-3),,"GOOD FT by NIX,GRAYSON(fastbreak)",2
00:18,,,,,"SUB OUT by NIX,GRAYSON",,,"SUB OUT by NIX,GRAYSON",2
00:18,,,,,"SUB IN by LOPEZ,ADAM",,,"SUB IN by LOPEZ,ADAM",2
00:18,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:18,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
00:10,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,,,,,"REBOUND DEF by ROELKE,KAMREN",,,"REBOUND DEF by ROELKE,KAMREN",2
00:10,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
00:10,,68,,72 (+4),"GOOD FT by ROELKE,KAMREN(fastbreak)",UO 68-72 (-4),,"GOOD FT by ROELKE,KAMREN(fastbreak)",2
00:10,,,,,"SUB OUT by LOPEZ,ADAM",,,"SUB OUT by LOPEZ,ADAM",2
00:10,,,,,"SUB IN by NIX,GRAYSON",,,"SUB IN by NIX,GRAYSON",2
00:10,,68,,73 (+5),"GOOD FT by ROELKE,KAMREN(fastbreak)",UO 68-73 (-5),,"GOOD FT by ROELKE,KAMREN(fastbreak)",2
00:02,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
