Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
01:20,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
01:20,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:20,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
01:20,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
01:20,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
01:20,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
01:19,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
01:09,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
01:05,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
01:05,,66,,72 (+6),"GOOD FT by WILEY,KOKI",Rhodes 66-72 (+6),,"GOOD FT by WILEY,KOKI",2
01:05,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
00:54,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",68,,72 (+4),,Sewan 68-72 (+4),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
00:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:54,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
00:54,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
00:54,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
00:54,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:50,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
00:50,,68,,73 (+5),"GOOD FT by PRANGE,JONATHAN",Rhodes 68-73 (+5),,"GOOD FT by PRANGE,JONATHAN",2
00:50,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:50,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
00:50,,68,,74 (+6),"GOOD FT by PRANGE,JONATHAN",Rhodes 68-74 (+6),,"GOOD FT by PRANGE,JONATHAN",2
00:50,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
00:50,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
00:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:42,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
00:42,"GOOD FT by MARR,RUSS(fastbreak)",69,,74 (+5),,Sewan 69-74 (+5),,"GOOD FT by MARR,RUSS(fastbreak)",2
00:42,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
00:42,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
00:42,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
00:42,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:42,"GOOD FT by MARR,RUSS(fastbreak)",70,,74 (+4),,Sewan 70-74 (+4),,"GOOD FT by MARR,RUSS(fastbreak)",2
00:41,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
00:41,,70,,75 (+5),"GOOD FT by PRANGE,JONATHAN",Rhodes 70-75 (+5),,"GOOD FT by PRANGE,JONATHAN",2
00:41,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:41,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
00:41,,70,,76 (+6),"GOOD FT by PRANGE,JONATHAN",Rhodes 70-76 (+6),,"GOOD FT by PRANGE,JONATHAN",2
00:41,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
00:41,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
00:30,"GOOD 3PTR by MARR,RUSS",73,,76 (+3),,Sewan 73-76 (+3),,"GOOD 3PTR by MARR,RUSS",2
00:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:30,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
00:30,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
00:30,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
00:30,,,,,"SUB IN by WAGNER,MIKE",,,"SUB IN by WAGNER,MIKE",2
00:30,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
00:30,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
00:30,"SUB IN by ROWE,GRANT",,,,,,,"SUB IN by ROWE,GRANT",2
00:30,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:27,"FOUL  by ROWE,GRANT",,,,,,,"FOUL  by ROWE,GRANT",2
00:27,,73,,77 (+4),"GOOD FT by WILEY,KOKI",Rhodes 73-77 (+4),,"GOOD FT by WILEY,KOKI",2
00:27,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
00:27,,,,,"SUB OUT by WAGNER,MIKE",,,"SUB OUT by WAGNER,MIKE",2
00:27,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
00:27,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
00:27,"SUB OUT by ROWE,GRANT",,,,,,,"SUB OUT by ROWE,GRANT",2
00:27,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:27,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
00:27,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:27,,73,,78 (+5),"GOOD FT by WILEY,KOKI",Rhodes 73-78 (+5),,"GOOD FT by WILEY,KOKI",2
00:20,"MISS 3PTR by SMITH,GRAHAM",,,,,,,"MISS 3PTR by SMITH,GRAHAM",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
00:20,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",75,,78 (+3),,Sewan 75-78 (+3),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
00:20,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
00:20,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
00:20,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
00:20,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
00:20,,,,,"SUB IN by WAGNER,MIKE",,,"SUB IN by WAGNER,MIKE",2
00:20,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
00:20,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
00:20,"SUB IN by FOLK,BEN",,,,,,,"SUB IN by FOLK,BEN",2
00:20,"SUB IN by ROWE,GRANT",,,,,,,"SUB IN by ROWE,GRANT",2
00:20,"GOOD FT by AVALIANI,LUKA",76,,78 (+2),,Sewan 76-78 (+2),,"GOOD FT by AVALIANI,LUKA",2
00:20,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
00:20,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:18,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
00:18,,76,,79 (+3),"GOOD FT by PRANGE,JONATHAN",Rhodes 76-79 (+3),,"GOOD FT by PRANGE,JONATHAN",2
00:18,,,,,"SUB OUT by WAGNER,MIKE",,,"SUB OUT by WAGNER,MIKE",2
00:18,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
00:18,"SUB OUT by FOLK,BEN",,,,,,,"SUB OUT by FOLK,BEN",2
00:18,"SUB OUT by ROWE,GRANT",,,,,,,"SUB OUT by ROWE,GRANT",2
00:18,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:18,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
00:18,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
00:18,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:18,,76,,80 (+4),"GOOD FT by PRANGE,JONATHAN",Rhodes 76-80 (+4),,"GOOD FT by PRANGE,JONATHAN",2
00:18,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
00:18,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
00:13,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
00:11,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",2
00:11,,76,,81 (+5),"GOOD FT by WILEY,KOKI",Rhodes 76-81 (+5),,"GOOD FT by WILEY,KOKI",2
00:11,,76,,82 (+6),"GOOD FT by WILEY,KOKI",Rhodes 76-82 (+6),,"GOOD FT by WILEY,KOKI",2
00:07,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
00:02,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
