Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
14:56,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",1
14:56,,10 (+3),,7,"GOOD FT by JACKSON,MARTISE",BSC 10-7 (+3),,"GOOD FT by JACKSON,MARTISE",1
14:56,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
14:56,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",1
14:56,,10 (+2),,8,"GOOD FT by JACKSON,MARTISE",BSC 10-8 (+2),,"GOOD FT by JACKSON,MARTISE",1
14:35,"TURNOVER  by WILLIAMS,ZAVIEN",,,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",1
14:35,,,,,"STEAL  by BISHOP,BRYSON",,,"STEAL  by BISHOP,BRYSON",1
14:15,,10,,10,"GOOD LAYUP by BISHOP,BRYSON(in the paint)",BSC 10-10 (0),,"GOOD LAYUP by BISHOP,BRYSON(in the paint)",1
14:04,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
13:54,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",1
--,"REBOUND DEF by RAMBERG,CASS",,,,,,,"REBOUND DEF by RAMBERG,CASS",1
13:46,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",1
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",1
13:33,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",1
13:33,,10,,11 (+1),"GOOD FT by JACKSON,MARTISE",BSC 10-11 (-1),,"GOOD FT by JACKSON,MARTISE",1
13:33,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",1
13:33,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
13:33,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
13:33,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
13:33,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
13:33,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
13:33,,10,,12 (+2),"GOOD FT by JACKSON,MARTISE",BSC 10-12 (-2),,"GOOD FT by JACKSON,MARTISE",1
13:33,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
13:33,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",1
13:33,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
13:33,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",1
13:10,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
13:06,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
12:49,,10,,14 (+4),"GOOD LAYUP by PATRICK,DYLAN(in the paint)",BSC 10-14 (-4),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",1
--,,,,,"ASSIST  by DAVIS,BRODY",,,"ASSIST  by DAVIS,BRODY",1
12:31,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
12:31,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",1
12:31,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",1
12:31,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",1
12:31,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
12:15,,,,,"TURNOVER  by GREEN,KALEB",,,"TURNOVER  by GREEN,KALEB",1
11:56,"GOOD 3PTR by WALKER,JEFFERSON",13,,14 (+1),,Rhodes 13-14 (-1),,"GOOD 3PTR by WALKER,JEFFERSON",1
11:43,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",1
11:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:43,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",1
11:43,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",1
11:43,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
11:43,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
11:43,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:43,,13,,15 (+2),"GOOD FT by GILLISPIE,JAY",BSC 13-15 (-2),,"GOOD FT by GILLISPIE,JAY",1
11:27,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
11:20,,13,,18 (+5),"GOOD 3PTR by GILLISPIE,JAY(fastbreak)",BSC 13-18 (-5),,"GOOD 3PTR by GILLISPIE,JAY(fastbreak)",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
11:06,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",1
11:06,"GOOD FT by WILEY,KOKI",14,,18 (+4),,Rhodes 14-18 (-4),,"GOOD FT by WILEY,KOKI",1
11:06,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
11:06,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
11:06,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
10:58,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,"MISS LAYUP by DEAN,NOLAN(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
10:49,,14,,20 (+6),"GOOD JUMPER by GILLISPIE,JAY(in the paint)",BSC 14-20 (-6),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",1
10:29,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",,,,,,,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",1
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",1
10:23,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",1
--,"REBOUND OFF by LAMEY,HAYDEN",,,,,,,"REBOUND OFF by LAMEY,HAYDEN",1
10:19,"TURNOVER  by LAMEY,HAYDEN",,,,,,,"TURNOVER  by LAMEY,HAYDEN",1
10:19,,,,,"STEAL  by CHILDERS,JOSH",,,"STEAL  by CHILDERS,JOSH",1
10:15,,14,,22 (+8),"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",BSC 14-22 (-8),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",1
10:15,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",1
10:15,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",1
10:15,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",1
10:15,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
10:15,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
10:15,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
10:15,"SUB IN by PRANGE,JONATHAN",,,,,,,"SUB IN by PRANGE,JONATHAN",1
10:15,,14,,23 (+9),"GOOD FT by GREEN,KALEB(fastbreak)",BSC 14-23 (-9),,"GOOD FT by GREEN,KALEB(fastbreak)",1
09:54,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",1
09:54,,,,,"BLOCK  by BARNETT,CHARLIE",,,"BLOCK  by BARNETT,CHARLIE",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
09:46,,14,,26 (+12),"GOOD 3PTR by GREEN,KALEB(fastbreak)",BSC 14-26 (-12),,"GOOD 3PTR by GREEN,KALEB(fastbreak)",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
09:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:27,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:10,,,,,"MISS JUMPER by GREEN,KALEB",,,"MISS JUMPER by GREEN,KALEB",1
09:10,"BLOCK  by GEORGETOWN II,ARNESS",,,,,,,"BLOCK  by GEORGETOWN II,ARNESS",1
--,"REBOUND DEF by PRANGE,JONATHAN",,,,,,,"REBOUND DEF by PRANGE,JONATHAN",1
08:58,"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",16,,26 (+10),,Rhodes 16-26 (-10),,"GOOD LAYUP by PRANGE,JONATHAN(in the paint)",1
08:52,,,,,"MISS 3PTR by JACKSON,MARTISE",,,"MISS 3PTR by JACKSON,MARTISE",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
08:46,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",1
08:46,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",1
08:39,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",1
--,,,,,"REBOUND OFF by GREEN,KALEB",,,"REBOUND OFF by GREEN,KALEB",1
08:35,,16,,29 (+13),"GOOD 3PTR by BARNETT,CHARLIE",BSC 16-29 (-13),,"GOOD 3PTR by BARNETT,CHARLIE",1
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",1
08:17,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
08:06,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",1
08:06,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",1
08:06,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
08:06,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",1
08:06,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",1
08:06,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
08:06,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",1
08:06,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
08:06,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",1
07:54,"GOOD LAYUP by RAMBERG,CASS(in the paint)",18,,29 (+11),,Rhodes 18-29 (-11),,"GOOD LAYUP by RAMBERG,CASS(in the paint)",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
07:39,,,,,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",,,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",1
--,,,,,"REBOUND OFF by PATRICK,DYLAN",,,"REBOUND OFF by PATRICK,DYLAN",1
07:30,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
07:18,"GOOD JUMPER by ESSICK,JALEN(in the paint)",20,,29 (+9),,Rhodes 20-29 (-9),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
07:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:11,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
07:11,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",1
06:50,,20,,32 (+12),"GOOD 3PTR by BARNETT,CHARLIE",BSC 20-32 (-12),,"GOOD 3PTR by BARNETT,CHARLIE",1
--,,,,,"ASSIST  by THOMPSON,CHRISTIAN",,,"ASSIST  by THOMPSON,CHRISTIAN",1
06:29,"MISS 3PTR by PRANGE,JONATHAN",,,,,,,"MISS 3PTR by PRANGE,JONATHAN",1
--,"REBOUND OFF by RAMBERG,CASS",,,,,,,"REBOUND OFF by RAMBERG,CASS",1
06:26,,,,,"FOUL  by PATRICK,DYLAN",,,"FOUL  by PATRICK,DYLAN",1
06:26,"MISS FT by RAMBERG,CASS",,,,,,,"MISS FT by RAMBERG,CASS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:26,"MISS FT by RAMBERG,CASS",,,,,,,"MISS FT by RAMBERG,CASS",1
--,,,,,"REBOUND DEF by SPENCE,SAMUEL",,,"REBOUND DEF by SPENCE,SAMUEL",1
06:11,,,,,"TURNOVER  by PATRICK,DYLAN",,,"TURNOVER  by PATRICK,DYLAN",1
06:11,"SUB OUT by PRANGE,JONATHAN",,,,,,,"SUB OUT by PRANGE,JONATHAN",1
06:11,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",1
05:59,"GOOD 3PTR by DOTSON,PHIL",23,,32 (+9),,Rhodes 23-32 (-9),,"GOOD 3PTR by DOTSON,PHIL",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
05:39,,,,,"TURNOVER  by THOMPSON,CHRISTIAN",,,"TURNOVER  by THOMPSON,CHRISTIAN",1
05:39,"STEAL  by RAMBERG,CASS",,,,,,,"STEAL  by RAMBERG,CASS",1
05:30,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
05:30,,,,,"BLOCK  by THOMPSON,CHRISTIAN",,,"BLOCK  by THOMPSON,CHRISTIAN",1
--,,,,,"REBOUND DEF by SPENCE,SAMUEL",,,"REBOUND DEF by SPENCE,SAMUEL",1
05:24,,,,,"TURNOVER  by PATRICK,DYLAN",,,"TURNOVER  by PATRICK,DYLAN",1
05:24,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",1
05:18,"GOOD 3PTR by WILEY,KOKI(fastbreak)",26,,32 (+6),,Rhodes 26-32 (-6),,"GOOD 3PTR by WILEY,KOKI(fastbreak)",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
05:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:16,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",1
05:16,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",1
05:16,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",1
05:16,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",1
05:16,,,,,"SUB OUT by THOMPSON,CHRISTIAN",,,"SUB OUT by THOMPSON,CHRISTIAN",1
05:16,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",1
05:16,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
05:16,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
05:16,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",1
05:16,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
04:48,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
04:42,"GOOD LAYUP by DOTSON,PHIL(fastbreak)(in the paint)",28,,32 (+4),,Rhodes 28-32 (-4),,"GOOD LAYUP by DOTSON,PHIL(fastbreak)(in the paint)",1
04:24,"FOUL  by RAMBERG,CASS",,,,,,,"FOUL  by RAMBERG,CASS",1
04:24,,,,,"MISS FT by CHILDERS,JOSH",,,"MISS FT by CHILDERS,JOSH",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
04:13,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",30,,32 (+2),,Rhodes 30-32 (-2),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",1
04:07,,30,,34 (+4),"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",BSC 30-34 (-4),,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",1
04:07,"FOUL  by RAMBERG,CASS",,,,,,,"FOUL  by RAMBERG,CASS",1
04:07,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",1
04:07,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
04:07,,30,,35 (+5),"GOOD FT by CHILDERS,JOSH(fastbreak)",BSC 30-35 (-5),,"GOOD FT by CHILDERS,JOSH(fastbreak)",1
03:52,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",32,,35 (+3),,Rhodes 32-35 (-3),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
03:36,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
03:12,,,,,"FOUL  by JACKSON,MARTISE",,,"FOUL  by JACKSON,MARTISE",1
03:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:12,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",1
03:12,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",1
03:12,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:12,"GOOD FT by WILEY,KOKI",33,,35 (+2),,Rhodes 33-35 (-2),,"GOOD FT by WILEY,KOKI",1
03:05,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",1
03:05,,,,,"MISS FT by DEAN,NOLAN",,,"MISS FT by DEAN,NOLAN",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
02:46,"GOOD 3PTR by DOTSON,PHIL",36 (+1),,35,,Rhodes 36-35 (+1),,"GOOD 3PTR by DOTSON,PHIL",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
02:22,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,"MISS LAYUP by DEAN,NOLAN(in the paint)",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
02:02,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
02:02,"GOOD FT by WALKER,JEFFERSON",37 (+2),,35,,Rhodes 37-35 (+2),,"GOOD FT by WALKER,JEFFERSON",1
02:02,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:53,"GOOD JUMPER by GEORGETOWN II,ARNESS",39 (+4),,35,,Rhodes 39-35 (+4),,"GOOD JUMPER by GEORGETOWN II,ARNESS",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
01:36,,39 (+2),,37,"GOOD LAYUP by GREEN,KALEB(in the paint)",BSC 39-37 (+2),,"GOOD LAYUP by GREEN,KALEB(in the paint)",1
01:16,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
01:02,,39,,39,"GOOD JUMPER by JACKSON,MARTISE",BSC 39-39 (0),,"GOOD JUMPER by JACKSON,MARTISE",1
00:31,"MISS JUMPER by DOTSON,PHIL",,,,,,,"MISS JUMPER by DOTSON,PHIL",1
