Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
00:21,,39,,41 (+2),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 39-41 (-2),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
00:06,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
00:06,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",1
00:06,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",1
00:06,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",1
00:03,,39,,44 (+5),"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",BSC 39-44 (-5),,"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
20:00,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
20:00,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
19:42,"GOOD JUMPER by ESSICK,JALEN(in the paint)",41,,44 (+3),,Rhodes 41-44 (-3),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
19:27,,,,,"MISS JUMPER by GREEN,KALEB",,,"MISS JUMPER by GREEN,KALEB",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
19:15,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
19:15,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",2
19:11,,41,,46 (+5),"GOOD LAYUP by JACKSON,MARTISE(fastbreak)(in the paint)",BSC 41-46 (-5),,"GOOD LAYUP by JACKSON,MARTISE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BISHOP,BRYSON",,,"ASSIST  by BISHOP,BRYSON",2
18:40,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
18:31,,,,,"MISS 3PTR by CHILDERS,JOSH",,,"MISS 3PTR by CHILDERS,JOSH",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
18:12,"GOOD 3PTR by WILEY,KOKI",44,,46 (+2),,Rhodes 44-46 (-2),,"GOOD 3PTR by WILEY,KOKI",2
18:00,,44,,48 (+4),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 44-48 (-4),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
18:00,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
18:00,,44,,49 (+5),"GOOD FT by CHILDERS,JOSH",BSC 44-49 (-5),,"GOOD FT by CHILDERS,JOSH",2
18:00,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
18:00,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
17:54,"TURNOVER  by RAMBERG,CASS",,,,,,,"TURNOVER  by RAMBERG,CASS",2
17:54,,,,,"STEAL  by CHILDERS,JOSH",,,"STEAL  by CHILDERS,JOSH",2
17:48,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
17:48,"STEAL  by WILLIAMS,ZAVIEN",,,,,,,"STEAL  by WILLIAMS,ZAVIEN",2
17:42,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND OFF by RAMBERG,CASS",,,,,,,"REBOUND OFF by RAMBERG,CASS",2
17:38,"MISS LAYUP by RAMBERG,CASS(in the paint)",,,,,,,"MISS LAYUP by RAMBERG,CASS(in the paint)",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
17:38,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
17:38,"GOOD FT by RAMBERG,CASS",45,,49 (+4),,Rhodes 45-49 (-4),,"GOOD FT by RAMBERG,CASS",2
17:38,"MISS FT by RAMBERG,CASS",,,,,,,"MISS FT by RAMBERG,CASS",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
17:18,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
17:18,"BLOCK  by GEORGETOWN II,ARNESS",,,,,,,"BLOCK  by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
17:10,"GOOD 3PTR by WILLIAMS,ZAVIEN",48,,49 (+1),,Rhodes 48-49 (-1),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
17:01,"FOUL  by RAMBERG,CASS",,,,,,,"FOUL  by RAMBERG,CASS",2
17:01,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
17:01,"SUB IN by DEMPSEY,JACK",,,,,,,"SUB IN by DEMPSEY,JACK",2
16:51,,48,,51 (+3),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 48-51 (-3),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
16:51,"FOUL  by DEMPSEY,JACK",,,,,,,"FOUL  by DEMPSEY,JACK",2
16:51,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
16:48,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
16:48,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
16:48,,48,,52 (+4),"GOOD FT by GILLISPIE,JAY(fastbreak)",BSC 48-52 (-4),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
16:48,"SUB OUT by DEMPSEY,JACK",,,,,,,"SUB OUT by DEMPSEY,JACK",2
16:48,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
16:48,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
16:48,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
16:48,,,,,"MISS FT by GILLISPIE,JAY(fastbreak)",,,"MISS FT by GILLISPIE,JAY(fastbreak)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
16:41,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:20,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
16:20,"STEAL  by DOTSON,PHIL",,,,,,,"STEAL  by DOTSON,PHIL",2
16:05,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
16:05,"GOOD FT by RAMBERG,CASS",49,,52 (+3),,Rhodes 49-52 (-3),,"GOOD FT by RAMBERG,CASS",2
16:05,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
16:05,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
16:05,"GOOD FT by RAMBERG,CASS",50,,52 (+2),,Rhodes 50-52 (-2),,"GOOD FT by RAMBERG,CASS",2
15:54,,,,,"MISS JUMPER by GILLISPIE,JAY",,,"MISS JUMPER by GILLISPIE,JAY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:53,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
15:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:53,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
15:53,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",2
15:53,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
15:53,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
15:35,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by DEAN,NOLAN",,,"REBOUND DEF by DEAN,NOLAN",2
15:28,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
15:06,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:03,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
15:03,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
15:03,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
15:03,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
14:41,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
14:41,,,,,"MISS FT by DEAN,NOLAN",,,"MISS FT by DEAN,NOLAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:41,,,,,"MISS FT by DEAN,NOLAN",,,"MISS FT by DEAN,NOLAN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
14:26,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
14:18,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
14:18,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
14:18,"SUB IN by PRANGE,JONATHAN",,,,,,,"SUB IN by PRANGE,JONATHAN",2
14:06,,,,,"MISS JUMPER by DAVIS,BRODY(in the paint)",,,"MISS JUMPER by DAVIS,BRODY(in the paint)",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
13:49,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
13:42,,50,,54 (+4),"GOOD LAYUP by PATRICK,DYLAN(fastbreak)(in the paint)",BSC 50-54 (-4),,"GOOD LAYUP by PATRICK,DYLAN(fastbreak)(in the paint)",2
13:31,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
13:31,"GOOD FT by WILLIAMS,ZAVIEN",51,,54 (+3),,Rhodes 51-54 (-3),,"GOOD FT by WILLIAMS,ZAVIEN",2
13:31,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
13:31,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
13:31,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
13:31,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",2
13:31,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
13:31,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
13:31,"GOOD FT by WILLIAMS,ZAVIEN",52,,54 (+2),,Rhodes 52-54 (-2),,"GOOD FT by WILLIAMS,ZAVIEN",2
13:20,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,"MISS LAYUP by DAVIS,BRODY(in the paint)",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
13:01,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
13:01,,,,,"BLOCK  by DAVIS,BRODY",,,"BLOCK  by DAVIS,BRODY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:47,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:33,,52,,56 (+4),"GOOD LAYUP by DAVIS,BRODY(in the paint)",BSC 52-56 (-4),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
12:23,"GOOD LAYUP by ESSICK,JALEN(in the paint)",54,,56 (+2),,Rhodes 54-56 (-2),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
12:11,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
12:11,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
12:11,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
12:11,"SUB OUT by PRANGE,JONATHAN",,,,,,,"SUB OUT by PRANGE,JONATHAN",2
12:11,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
12:11,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:11,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
12:11,,,,,"MISS FT by DAVIS,BRODY",,,"MISS FT by DAVIS,BRODY",2
--,"REBOUND DEF by DOTSON,PHIL",,,,,,,"REBOUND DEF by DOTSON,PHIL",2
11:57,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
11:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:47,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",2
11:47,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
11:47,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
11:47,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
11:27,,54,,58 (+4),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 54-58 (-4),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
11:13,"GOOD JUMPER by GEORGETOWN II,ARNESS",56,,58 (+2),,Rhodes 56-58 (-2),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,"ASSIST  by DOTSON,PHIL",,,,,,,"ASSIST  by DOTSON,PHIL",2
10:58,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
10:41,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",58,,58,,Rhodes 58-58 (0),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
10:25,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
10:25,"STEAL  by DOTSON,PHIL",,,,,,,"STEAL  by DOTSON,PHIL",2
10:19,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
10:19,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",2
10:19,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
10:04,,,,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",2
--,"REBOUND DEF by DOTSON,PHIL",,,,,,,"REBOUND DEF by DOTSON,PHIL",2
09:49,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
09:49,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:49,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
09:49,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
09:49,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
09:36,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
09:34,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
09:34,"BLOCK  by ESSICK,JALEN",,,,,,,"BLOCK  by ESSICK,JALEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:27,,58,,60 (+2),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 58-60 (-2),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
09:04,"GOOD JUMPER by DOTSON,PHIL(in the paint)",60,,60,,Rhodes 60-60 (0),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
08:51,,60,,62 (+2),"GOOD JUMPER by BARNETT,CHARLIE(in the paint)",BSC 60-62 (-2),,"GOOD JUMPER by BARNETT,CHARLIE(in the paint)",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
08:37,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
08:37,"GOOD FT by WALKER,JEFFERSON",61,,62 (+1),,Rhodes 61-62 (-1),,"GOOD FT by WALKER,JEFFERSON",2
08:37,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
08:37,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
08:37,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
08:37,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
08:37,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
08:37,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
08:37,"GOOD FT by WALKER,JEFFERSON",62,,62,,Rhodes 62-62 (0),,"GOOD FT by WALKER,JEFFERSON",2
08:37,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
08:37,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
08:26,,,,,"TURNOVER  by GREEN,KALEB",,,"TURNOVER  by GREEN,KALEB",2
08:11,"GOOD LAYUP by WILEY,KOKI(in the paint)",64 (+2),,62,,Rhodes 64-62 (+2),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",2
07:58,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
07:58,,,,,"TURNOVER  by GREEN,KALEB",,,"TURNOVER  by GREEN,KALEB",2
07:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:57,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
07:57,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
07:57,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
07:57,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
07:32,"TURNOVER  by DOTSON,PHIL",,,,,,,"TURNOVER  by DOTSON,PHIL",2
07:22,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
07:22,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
07:02,,64,,64,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",BSC 64-64 (0),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",2
07:02,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
07:02,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
07:02,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
07:02,,64,,65 (+1),"GOOD FT by PATRICK,DYLAN",BSC 64-65 (-1),,"GOOD FT by PATRICK,DYLAN",2
06:38,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
06:38,"GOOD FT by WILEY,KOKI",65,,65,,Rhodes 65-65 (0),,"GOOD FT by WILEY,KOKI",2
06:38,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
06:38,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
06:38,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
06:38,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
06:38,"GOOD FT by WILEY,KOKI",66 (+1),,65,,Rhodes 66-65 (+1),,"GOOD FT by WILEY,KOKI",2
06:26,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
06:26,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
06:26,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
06:26,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
06:26,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
06:26,,,,,"MISS FT by DAVIS,BRODY",,,"MISS FT by DAVIS,BRODY",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:12,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND DEF by DEAN,NOLAN",,,"REBOUND DEF by DEAN,NOLAN",2
06:03,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",2
05:45,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
05:30,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
05:21,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
05:02,"MISS 3PTR by DOTSON,PHIL",,,,,,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by BARNETT,CHARLIE",,,"REBOUND DEF by BARNETT,CHARLIE",2
04:49,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
04:49,,66,,66,"GOOD FT by DEAN,NOLAN",BSC 66-66 (0),,"GOOD FT by DEAN,NOLAN",2
04:49,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
04:49,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",2
04:49,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
04:49,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
04:49,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
04:49,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
04:49,,,,,"MISS FT by DEAN,NOLAN",,,"MISS FT by DEAN,NOLAN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
04:26,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
04:17,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
04:17,,,,,"BLOCK  by DAVIS,BRODY",,,"BLOCK  by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
04:11,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:10,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
04:10,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
04:10,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",2
04:10,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
04:10,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
04:10,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
04:10,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
04:10,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
03:59,,,,,"MISS JUMPER by BISHOP,BRYSON",,,"MISS JUMPER by BISHOP,BRYSON",2
