Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
02:06,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
02:06,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
02:06,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
02:06,"SUB IN by KLYM,BREVIN",,,,,,,"SUB IN by KLYM,BREVIN",2
02:06,"SUB IN by NORTHCUTT,TERRENCE",,,,,,,"SUB IN by NORTHCUTT,TERRENCE",2
02:06,"GOOD FT by JENEI,RYAN",82,,101 (+19),,OU 82-101 (+19),,"GOOD FT by JENEI,RYAN",2
02:06,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
02:06,"SUB IN by CHERRY,GRIFFIN",,,,,,,"SUB IN by CHERRY,GRIFFIN",2
01:42,,,,,"MISS JUMPER by WAGNER,MIKE",,,"MISS JUMPER by WAGNER,MIKE",2
--,,,,,"REBOUND OFF by DEMPSEY,JACK",,,"REBOUND OFF by DEMPSEY,JACK",2
01:39,,,,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",2
--,,,,,"REBOUND OFF by O'BRIEN,KRIS",,,"REBOUND OFF by O'BRIEN,KRIS",2
01:34,,,,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",,,"MISS LAYUP by DEMPSEY,JACK(in the paint)",2
01:34,"BLOCK  by FISCHER,DAVID",,,,,,,"BLOCK  by FISCHER,DAVID",2
--,"REBOUND DEF by KLYM,BREVIN",,,,,,,"REBOUND DEF by KLYM,BREVIN",2
01:25,"MISS 3PTR by NORTHCUTT,TERRENCE",,,,,,,"MISS 3PTR by NORTHCUTT,TERRENCE",2
--,"REBOUND OFF by CHERRY,GRIFFIN",,,,,,,"REBOUND OFF by CHERRY,GRIFFIN",2
01:09,"GOOD JUMPER by NORTHCUTT,TERRENCE(in the paint)",84,,101 (+17),,OU 84-101 (+17),,"GOOD JUMPER by NORTHCUTT,TERRENCE(in the paint)",2
00:52,,,,,"MISS JUMPER by WAGNER,MIKE(in the paint)",,,"MISS JUMPER by WAGNER,MIKE(in the paint)",2
--,"REBOUND DEF by FISCHER,DAVID",,,,,,,"REBOUND DEF by FISCHER,DAVID",2
00:42,"MISS 3PTR by FISCHER,DAVID",,,,,,,"MISS 3PTR by FISCHER,DAVID",2
--,,,,,"REBOUND DEF by O'BRIEN,KRIS",,,"REBOUND DEF by O'BRIEN,KRIS",2
00:14,,84,,103 (+19),"GOOD JUMPER by O'BRIEN,KRIS",Rhodes 84-103 (+19),,"GOOD JUMPER by O'BRIEN,KRIS",2
00:02,"MISS 3PTR by FISCHER,DAVID",,,,,,,"MISS 3PTR by FISCHER,DAVID",2
--,,,,,"REBOUND DEF by WAGNER,MIKE",,,"REBOUND DEF by WAGNER,MIKE",2
