,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,19:41,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2,,0,,Centre 2-0 (+2),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1,layup,good,centre,"moore,chez",2.0,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1181.0,spalding,1,0,0.0,1
1,1,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,19:21,,2,,0,"MISS 3PTR by CRAWFORD,ANDRE",,,"MISS 3PTR by CRAWFORD,ANDRE",1,three pointer,missed,spalding,"crawford,andre",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1161.0,spalding,1,0,0.0,0
2,2,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,--,REBOUND DEF by TEAM,2,,0,,,,REBOUND DEF by TEAM,1,defensive rebound,,centre,,,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",,centre,2,0,0.0,1
3,3,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,18:52,"MISS 3PTR by COLEMAN,HUNTER",2,,0,,,,"MISS 3PTR by COLEMAN,HUNTER",1,three pointer,missed,centre,"coleman,hunter",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1132.0,centre,2,0,0.0,0
4,4,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,--,,2,,0,"REBOUND DEF by CRAWFORD,ANDRE",,,"REBOUND DEF by CRAWFORD,ANDRE",1,defensive rebound,,spalding,"crawford,andre",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",,centre,2,0,0.0,0
5,5,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,18:29,,2,,0,"TURNOVER  by DILLARD,ANTHONY",,,"TURNOVER  by DILLARD,ANTHONY",1,turnover,,spalding,"dillard,anthony",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1109.0,spalding,3,0,0.0,1
6,6,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,18:29,"STEAL  by COLEMAN,HUNTER",2,,0,,,,"STEAL  by COLEMAN,HUNTER",1,steal,,centre,,,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1109.0,spalding,3,0,0.0,0
7,7,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,18:23,"MISS 3PTR by RING,NOAH",2,,0,,,,"MISS 3PTR by RING,NOAH",1,three pointer,missed,centre,"ring,noah",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1103.0,centre,4,0,0.0,1
8,8,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,--,,2,,0,"REBOUND DEF by CRAWFORD,ANDRE",,,"REBOUND DEF by CRAWFORD,ANDRE",1,defensive rebound,,spalding,"crawford,andre",,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",,centre,4,0,0.0,0
9,9,5287,Spalding,Centre,0,49-57,"22,35","25,24",1-5,2-3,0-0,0-0,11/26/22,2:00 PM,,"Derek Smith Gymnasium , Louisville, KY",Win,2,False,145,False,18:14,,2,,2,"GOOD JUMPER by JOHNSON,JACOBY(fastbreak)(in the paint)",SU 2-2 (0),,"GOOD JUMPER by JOHNSON,JACOBY(fastbreak)(in the paint)",1,jumper,good,spalding,"johnson,jacoby(fastbreak)",2.0,"['stinnett,cade', 'baughman,carter', 'ring,noah', 'moore,chez', 'coleman,hunter']","['johnson,jacoby', 'dillard,anthony', 'campbell,maxton', 'henson,jonathan', 'crawford,andre']",1094.0,spalding,5,0,0.0,1
