,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,19:51,"TURNOVER  by PETTIFORD,TIMOTHY",,,,,,,"TURNOVER  by PETTIFORD,TIMOTHY",1,turnover,,william peace,"pettiford,timothy",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1191.0,william peace,1,0,0.0,1
1,1,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,19:51,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",1,steal,,centre,,,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1191.0,william peace,1,0,0.0,0
2,2,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,19:41,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1,three pointer,missed,centre,"ring,noah",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1181.0,centre,2,0,0.0,1
3,3,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,william peace,,,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",,centre,2,0,0.0,0
4,4,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,19:29,"TURNOVER  by PETTIFORD,TIMOTHY",,,,,,,"TURNOVER  by PETTIFORD,TIMOTHY",1,turnover,,william peace,"pettiford,timothy",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1169.0,centre,2,0,0.0,0
5,5,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,19:14,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",1,jumper,missed,centre,"moore,chez",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1154.0,centre,2,0,0.0,0
6,6,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,--,"REBOUND DEF by PETTIFORD,TIMOTHY",,,,,,,"REBOUND DEF by PETTIFORD,TIMOTHY",1,defensive rebound,,william peace,"pettiford,timothy",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",,centre,2,0,0.0,0
7,7,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,18:51,"GOOD JUMPER by BRYANT,BEAU",2.0,,0.0,,WPU 2-0 (-2),,"GOOD JUMPER by BRYANT,BEAU",1,jumper,good,william peace,"bryant,beau",2.0,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1131.0,william peace,3,0,0.0,1
8,8,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,18:33,"FOUL  by BORDERS,MALACHI",2.0,,0.0,,,,"FOUL  by BORDERS,MALACHI",1,foul,,william peace,"borders,malachi",,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1113.0,william peace,3,0,0.0,0
9,9,5284,Centre,William Peace,0,65-71,"36,35","34,31",1-1,1-1,0-0,0-0,11/12/22,6:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,168,False,18:13,,2.0,,2.0,"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 2-2 (0),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1,layup,good,centre,"moore,chez",2.0,"['pettiford,timothy', 'bryant,beau', 'dulin,michael', 'borders,malachi', 'van,staalduinen,matthijis']","['stinnett,cade', 'moore,chez', 'ring,noah', 'coleman,hunter', 'baughman,carter']",1093.0,centre,4,0,0.0,1
