,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,19:36,"MISS JUMPER by BASS,TYLER",,,,,,,"MISS JUMPER by BASS,TYLER",1,jumper,missed,centre,"bass,tyler",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",1176.0,loras,1,0,0.0,1
1,1,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",1,defensive rebound,,loras,"stinnett,cade",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",,loras,1,0,0.0,0
2,2,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,19:08,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",1,three pointer,missed,loras,"baughman,carter",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",1148.0,loras,1,0,0.0,0
3,3,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",1,offensive rebound,,loras,"moore,chez",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",,loras,1,0,0.0,0
4,4,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,19:05,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",1,jumper,missed,loras,"moore,chez",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",1145.0,loras,1,0,0.0,0
5,5,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,--,"REBOUND DEF by BASS,TYLER",,,,,,,"REBOUND DEF by BASS,TYLER",1,defensive rebound,,centre,"bass,tyler",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",,loras,1,0,0.0,0
6,6,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,18:56,"MISS JUMPER by SINGLETON,ALEX",,,,,,,"MISS JUMPER by SINGLETON,ALEX",1,jumper,missed,centre,"singleton,alex",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",1136.0,centre,2,0,0.0,1
7,7,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1,defensive rebound,,loras,"moore,chez",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",,centre,2,0,0.0,0
8,8,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,18:27,,,,,"MISS JUMPER by STINNETT,CADE",,,"MISS JUMPER by STINNETT,CADE",1,jumper,missed,loras,"stinnett,cade",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",1107.0,loras,3,0,0.0,1
9,9,5290,Centre,Loras,0,63-57,"28,29","25,38",2-6,6-3,0-1,3-0,12/17/22,4:00 PM,,"Mallory Gymnasium, Memphis, TN",Lose,2,False,87,False,--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",1,offensive rebound,,loras,"moore,chez",,"['bass,tyler', 'barry,myles', 'ciurlik,declan', 'singleton,alex', 'sabet,ali']","['baughman,carter', 'stinnett,cade', 'coleman,hunter', 'moore,chez', 'knochelmann,pete']",,loras,3,0,0.0,0
