,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,19:38,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",1,jumper,missed,marietta,"mullaney,jeff",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1178.0,centre,1,0,0.0
1,1,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,,,,"REBOUND DEF by OWENS,JACOB",,,"REBOUND DEF by OWENS,JACOB",1,defensive rebound,,centre,"owens,jacob",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",,centre,1,0,0.0
2,2,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,19:21,,0.0,,2.0,"GOOD LAYUP by HAMMOND,TYLER(in the paint)",MAR 0-2 (-2),,"GOOD LAYUP by HAMMOND,TYLER(in the paint)",1,layup,good,centre,"hammond,tyler",2.0,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1161.0,centre,1,0,0.0
3,3,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:57,"MISS LAYUP by ROSS,GREG",0.0,,2.0,,,,"MISS LAYUP by ROSS,GREG",1,layup,missed,marietta,"ross,greg",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1137.0,centre,1,0,0.0
4,4,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,0.0,,2.0,"REBOUND DEF by HAMMOND,TYLER",,,"REBOUND DEF by HAMMOND,TYLER",1,defensive rebound,,centre,"hammond,tyler",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",,centre,1,0,0.0
5,5,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:38,,0.0,,2.0,"MISS JUMPER by KNAB,KEVIN",,,"MISS JUMPER by KNAB,KEVIN",1,jumper,missed,centre,"knab,kevin",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1118.0,centre,1,0,0.0
6,6,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,"REBOUND DEF by LLOYD,ALEX",0.0,,2.0,,,,"REBOUND DEF by LLOYD,ALEX",1,defensive rebound,,marietta,"lloyd,alex",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",,centre,1,0,0.0
7,7,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:25,"MISS LAYUP by LLOYD,ALEX",0.0,,2.0,,,,"MISS LAYUP by LLOYD,ALEX",1,layup,missed,marietta,"lloyd,alex",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1105.0,marietta,2,0,0.0
8,8,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,0.0,,2.0,"REBOUND DEF by OWENS,JACOB",,,"REBOUND DEF by OWENS,JACOB",1,defensive rebound,,centre,"owens,jacob",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",,marietta,2,0,0.0
9,9,699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,,,03/04/11,8:00 p.m.,,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:05,,0.0,,2.0,"MISS JUMPER by HAMMOND,TYLER",,,"MISS JUMPER by HAMMOND,TYLER",1,jumper,missed,centre,"hammond,tyler",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1085.0,centre,3,0,0.0
