Time Remaining,WLU,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
18:29,,37,,53 (+16),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 37-53 (+16),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
18:17,"GOOD JUMPER by MURTHA,CLAYTON(in the paint)",39,,53 (+14),,WLU 39-53 (+14),,"GOOD JUMPER by MURTHA,CLAYTON(in the paint)",2
18:06,,,,,"TURNOVER  by SMITH,LUKE",,,"TURNOVER  by SMITH,LUKE",2
18:04,"STEAL  by MCMILLAN,ROY",,,,,,,"STEAL  by MCMILLAN,ROY",2
18:00,"MISS DUNK by MCMILLAN,ROY",,,,,,,"MISS DUNK by MCMILLAN,ROY",2
--,"REBOUND OFF by GEORGE,NICHOLAS",,,,,,,"REBOUND OFF by GEORGE,NICHOLAS",2
17:59,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
17:59,"GOOD FT by GEORGE,NICHOLAS",40,,53 (+13),,WLU 40-53 (+13),,"GOOD FT by GEORGE,NICHOLAS",2
17:59,"GOOD FT by GEORGE,NICHOLAS",41,,53 (+12),,WLU 41-53 (+12),,"GOOD FT by GEORGE,NICHOLAS",2
17:35,,,,,"MISS 3PTR by LEE,MATT",,,"MISS 3PTR by LEE,MATT",2
--,"REBOUND DEF by MCMILLAN,ROY",,,,,,,"REBOUND DEF by MCMILLAN,ROY",2
17:26,"TURNOVER  by KEARNS,DEVIN",,,,,,,"TURNOVER  by KEARNS,DEVIN",2
17:24,,,,,"STEAL  by THOMAS,ADRIAN",,,"STEAL  by THOMAS,ADRIAN",2
17:02,,,,,"MISS LAYUP by SMITH,LUKE",,,"MISS LAYUP by SMITH,LUKE",2
--,"REBOUND DEF by MURTHA,CLAYTON",,,,,,,"REBOUND DEF by MURTHA,CLAYTON",2
16:51,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
16:51,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
16:51,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
16:42,"MISS JUMPER by MURTHA,CLAYTON",,,,,,,"MISS JUMPER by MURTHA,CLAYTON",2
--,"REBOUND OFF by MURTHA,CLAYTON",,,,,,,"REBOUND OFF by MURTHA,CLAYTON",2
16:37,"GOOD LAYUP by MURTHA,CLAYTON(in the paint)",43,,53 (+10),,WLU 43-53 (+10),,"GOOD LAYUP by MURTHA,CLAYTON(in the paint)",2
16:30,,43,,55 (+12),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 43-55 (+12),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",2
16:22,"GOOD JUMPER by STARR,ALEX",45,,55 (+10),,WLU 45-55 (+10),,"GOOD JUMPER by STARR,ALEX",2
16:02,,45,,58 (+13),"GOOD 3PTR by LEE,MATT",SEWANEE 45-58 (+13),,"GOOD 3PTR by LEE,MATT",2
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",2
15:44,"GOOD LAYUP by GEORGE,NICHOLAS(in the paint)",47,,58 (+11),,WLU 47-58 (+11),,"GOOD LAYUP by GEORGE,NICHOLAS(in the paint)",2
15:22,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:21,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
15:02,"MISS JUMPER by MURTHA,CLAYTON",,,,,,,"MISS JUMPER by MURTHA,CLAYTON",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
14:50,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",2
--,"REBOUND DEF by MURTHA,CLAYTON",,,,,,,"REBOUND DEF by MURTHA,CLAYTON",2
14:33,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
14:33,"MISS FT by KEARNS,DEVIN",,,,,,,"MISS FT by KEARNS,DEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:33,"MISS FT by KEARNS,DEVIN",,,,,,,"MISS FT by KEARNS,DEVIN",2
--,,,,,"REBOUND DEF by BARRY,MICHAEL",,,"REBOUND DEF by BARRY,MICHAEL",2
14:33,"FOUL  by MITCHELL,CURTIS",,,,,,,"FOUL  by MITCHELL,CURTIS",2
14:33,"SUB IN by MITCHELL,CURTIS",,,,,,,"SUB IN by MITCHELL,CURTIS",2
14:33,"SUB IN by LEWIS,TREY",,,,,,,"SUB IN by LEWIS,TREY",2
14:33,"SUB OUT by STARR,ALEX",,,,,,,"SUB OUT by STARR,ALEX",2
14:33,"SUB OUT by MURTHA,CLAYTON",,,,,,,"SUB OUT by MURTHA,CLAYTON",2
14:33,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
14:33,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
14:16,"FOUL  by BRUEGGEMAN,WILLIAM",,,,,,,"FOUL  by BRUEGGEMAN,WILLIAM",2
14:14,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",2
14:13,"STEAL  by MITCHELL,CURTIS",,,,,,,"STEAL  by MITCHELL,CURTIS",2
14:11,"SUB IN by MURTHA,CLAYTON",,,,,,,"SUB IN by MURTHA,CLAYTON",2
14:11,"SUB OUT by MITCHELL,CURTIS",,,,,,,"SUB OUT by MITCHELL,CURTIS",2
14:11,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
14:11,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
14:06,"GOOD JUMPER by KEARNS,DEVIN(in the paint)",49,,58 (+9),,WLU 49-58 (+9),,"GOOD JUMPER by KEARNS,DEVIN(in the paint)",2
13:46,"FOUL  by MURTHA,CLAYTON",,,,,,,"FOUL  by MURTHA,CLAYTON",2
13:46,,49,,59 (+10),"GOOD FT by BARRY,MICHAEL",SEWANEE 49-59 (+10),,"GOOD FT by BARRY,MICHAEL",2
13:46,,49,,60 (+11),"GOOD FT by BARRY,MICHAEL",SEWANEE 49-60 (+11),,"GOOD FT by BARRY,MICHAEL",2
13:46,"SUB IN by BRUEGGEMAN,WILLIAM",,,,,,,"SUB IN by BRUEGGEMAN,WILLIAM",2
13:46,"SUB OUT by GEORGE,NICHOLAS",,,,,,,"SUB OUT by GEORGE,NICHOLAS",2
13:36,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
13:36,"SUB IN by STARR,ALEX",,,,,,,"SUB IN by STARR,ALEX",2
13:36,"SUB OUT by KEARNS,DEVIN",,,,,,,"SUB OUT by KEARNS,DEVIN",2
13:32,"MISS LAYUP by MCMILLAN,ROY",,,,,,,"MISS LAYUP by MCMILLAN,ROY",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
13:12,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",2
--,"REBOUND DEF by BRUEGGEMAN,WILLIAM",,,,,,,"REBOUND DEF by BRUEGGEMAN,WILLIAM",2
13:05,"MISS 3PTR by MCMILLAN,ROY",,,,,,,"MISS 3PTR by MCMILLAN,ROY",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
12:52,"FOUL  by STARR,ALEX",,,,,,,"FOUL  by STARR,ALEX",2
12:50,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
12:48,"STEAL  by STARR,ALEX",,,,,,,"STEAL  by STARR,ALEX",2
12:45,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
12:45,"GOOD FT by STARR,ALEX",50,,60 (+10),,WLU 50-60 (+10),,"GOOD FT by STARR,ALEX",2
12:45,"GOOD FT by STARR,ALEX",51,,60 (+9),,WLU 51-60 (+9),,"GOOD FT by STARR,ALEX",2
12:45,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
12:45,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
12:40,"FOUL  by STARR,ALEX",,,,,,,"FOUL  by STARR,ALEX",2
12:40,,51,,61 (+10),"GOOD FT by BUESCHER,HUNTER",SEWANEE 51-61 (+10),,"GOOD FT by BUESCHER,HUNTER",2
12:40,,51,,62 (+11),"GOOD FT by BUESCHER,HUNTER",SEWANEE 51-62 (+11),,"GOOD FT by BUESCHER,HUNTER",2
12:40,"SUB IN by KEARNS,DEVIN",,,,,,,"SUB IN by KEARNS,DEVIN",2
12:40,"SUB OUT by STARR,ALEX",,,,,,,"SUB OUT by STARR,ALEX",2
12:40,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",2
12:40,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
12:30,"MISS 3PTR by BRUEGGEMAN,WILLIAM",,,,,,,"MISS 3PTR by BRUEGGEMAN,WILLIAM",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
12:07,,51,,64 (+13),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 51-64 (+13),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
11:50,"MISS JUMPER by MCMILLAN,ROY",,,,,,,"MISS JUMPER by MCMILLAN,ROY",2
--,,,,,"REBOUND DEF by MCDONOUGH,SEAN",,,"REBOUND DEF by MCDONOUGH,SEAN",2
11:28,,51,,67 (+16),"GOOD 3PTR by LEE,MATT",SEWANEE 51-67 (+16),,"GOOD 3PTR by LEE,MATT",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
11:08,"MISS LAYUP by KEARNS,DEVIN",,,,,,,"MISS LAYUP by KEARNS,DEVIN",2
--,"REBOUND OFF by MURTHA,CLAYTON",,,,,,,"REBOUND OFF by MURTHA,CLAYTON",2
11:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:06,"SUB IN by GEORGE,NICHOLAS",,,,,,,"SUB IN by GEORGE,NICHOLAS",2
11:06,"SUB OUT by LEWIS,TREY",,,,,,,"SUB OUT by LEWIS,TREY",2
11:03,"GOOD 3PTR by MCMILLAN,ROY",54,,67 (+13),,WLU 54-67 (+13),,"GOOD 3PTR by MCMILLAN,ROY",2
--,"ASSIST  by KEARNS,DEVIN",,,,,,,"ASSIST  by KEARNS,DEVIN",2
10:40,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
10:29,"TURNOVER  by MCMILLAN,ROY",,,,,,,"TURNOVER  by MCMILLAN,ROY",2
10:28,,,,,"STEAL  by THOMAS,ADRIAN",,,"STEAL  by THOMAS,ADRIAN",2
10:16,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
10:16,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
10:16,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
10:16,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
10:02,"GOOD JUMPER by MURTHA,CLAYTON(in the paint)",56,,67 (+11),,WLU 56-67 (+11),,"GOOD JUMPER by MURTHA,CLAYTON(in the paint)",2
10:02,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
10:02,"GOOD FT by MURTHA,CLAYTON",57,,67 (+10),,WLU 57-67 (+10),,"GOOD FT by MURTHA,CLAYTON",2
09:42,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",2
--,"REBOUND DEF by GEORGE,NICHOLAS",,,,,,,"REBOUND DEF by GEORGE,NICHOLAS",2
09:33,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
09:33,"MISS FT by MURTHA,CLAYTON",,,,,,,"MISS FT by MURTHA,CLAYTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:33,"MISS FT by MURTHA,CLAYTON",,,,,,,"MISS FT by MURTHA,CLAYTON",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
09:33,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
09:33,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
09:33,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
09:33,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
09:25,,,,,"MISS 3PTR by CALDWELL,CAM",,,"MISS 3PTR by CALDWELL,CAM",2
--,"REBOUND DEF by MURTHA,CLAYTON",,,,,,,"REBOUND DEF by MURTHA,CLAYTON",2
09:21,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
09:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:08,"GOOD FT by MURTHA,CLAYTON",58,,67 (+9),,WLU 58-67 (+9),,"GOOD FT by MURTHA,CLAYTON",2
09:08,"GOOD FT by MURTHA,CLAYTON",59,,67 (+8),,WLU 59-67 (+8),,"GOOD FT by MURTHA,CLAYTON",2
08:55,"FOUL  by GEORGE,NICHOLAS",,,,,,,"FOUL  by GEORGE,NICHOLAS",2
08:55,,59,,68 (+9),"GOOD FT by CALDWELL,CAM",SEWANEE 59-68 (+9),,"GOOD FT by CALDWELL,CAM",2
08:55,,59,,69 (+10),"GOOD FT by CALDWELL,CAM",SEWANEE 59-69 (+10),,"GOOD FT by CALDWELL,CAM",2
08:55,"SUB IN by STARR,ALEX",,,,,,,"SUB IN by STARR,ALEX",2
08:55,"SUB OUT by GEORGE,NICHOLAS",,,,,,,"SUB OUT by GEORGE,NICHOLAS",2
08:39,"MISS 3PTR by BRUEGGEMAN,WILLIAM",,,,,,,"MISS 3PTR by BRUEGGEMAN,WILLIAM",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
08:19,,59,,71 (+12),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 59-71 (+12),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
08:07,"GOOD 3PTR by MCMILLAN,ROY",62,,71 (+9),,WLU 62-71 (+9),,"GOOD 3PTR by MCMILLAN,ROY",2
--,"ASSIST  by BRUEGGEMAN,WILLIAM",,,,,,,"ASSIST  by BRUEGGEMAN,WILLIAM",2
08:05,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
08:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:53,"FOUL  by STARR,ALEX",,,,,,,"FOUL  by STARR,ALEX",2
07:53,,62,,72 (+10),"GOOD FT by THOMAS,ADRIAN",SEWANEE 62-72 (+10),,"GOOD FT by THOMAS,ADRIAN",2
07:53,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",2
--,"REBOUND DEF by MCMILLAN,ROY",,,,,,,"REBOUND DEF by MCMILLAN,ROY",2
07:53,"SUB IN by LEWIS,TREY",,,,,,,"SUB IN by LEWIS,TREY",2
07:53,"SUB OUT by STARR,ALEX",,,,,,,"SUB OUT by STARR,ALEX",2
07:53,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
07:53,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
07:37,"GOOD 3PTR by LEWIS,TREY",65,,72 (+7),,WLU 65-72 (+7),,"GOOD 3PTR by LEWIS,TREY",2
--,"ASSIST  by KEARNS,DEVIN",,,,,,,"ASSIST  by KEARNS,DEVIN",2
07:19,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
07:17,"STEAL  by MURTHA,CLAYTON",,,,,,,"STEAL  by MURTHA,CLAYTON",2
07:16,"FOUL  by KEARNS,DEVIN",,,,,,,"FOUL  by KEARNS,DEVIN",2
07:16,"TURNOVER  by KEARNS,DEVIN",,,,,,,"TURNOVER  by KEARNS,DEVIN",2
07:05,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
06:53,"FOUL  by MCMILLAN,ROY",,,,,,,"FOUL  by MCMILLAN,ROY",2
06:53,"TURNOVER  by MCMILLAN,ROY",,,,,,,"TURNOVER  by MCMILLAN,ROY",2
06:33,,65,,75 (+10),"GOOD 3PTR by LEE,MATT",SEWANEE 65-75 (+10),,"GOOD 3PTR by LEE,MATT",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
06:17,"MISS JUMPER by MURTHA,CLAYTON",,,,,,,"MISS JUMPER by MURTHA,CLAYTON",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
05:56,,65,,77 (+12),"GOOD JUMPER by BUESCHER,HUNTER",SEWANEE 65-77 (+12),,"GOOD JUMPER by BUESCHER,HUNTER",2
05:37,"MISS JUMPER by MURTHA,CLAYTON",,,,,,,"MISS JUMPER by MURTHA,CLAYTON",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
05:18,"SUB IN by GEORGE,NICHOLAS",,,,,,,"SUB IN by GEORGE,NICHOLAS",2
05:18,"SUB OUT by BRUEGGEMAN,WILLIAM",,,,,,,"SUB OUT by BRUEGGEMAN,WILLIAM",2
05:14,,65,,80 (+15),"GOOD 3PTR by LEE,MATT",SEWANEE 65-80 (+15),,"GOOD 3PTR by LEE,MATT",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
04:55,"GOOD 3PTR by KEARNS,DEVIN",68,,80 (+12),,WLU 68-80 (+12),,"GOOD 3PTR by KEARNS,DEVIN",2
--,"ASSIST  by MCMILLAN,ROY",,,,,,,"ASSIST  by MCMILLAN,ROY",2
04:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
04:53,"SUB IN by MITCHELL,CURTIS",,,,,,,"SUB IN by MITCHELL,CURTIS",2
04:53,"SUB OUT by MURTHA,CLAYTON",,,,,,,"SUB OUT by MURTHA,CLAYTON",2
04:41,"FOUL  by LEWIS,TREY",,,,,,,"FOUL  by LEWIS,TREY",2
04:39,,68,,81 (+13),"GOOD FT by BUESCHER,HUNTER",SEWANEE 68-81 (+13),,"GOOD FT by BUESCHER,HUNTER",2
04:39,,68,,82 (+14),"GOOD FT by BUESCHER,HUNTER",SEWANEE 68-82 (+14),,"GOOD FT by BUESCHER,HUNTER",2
04:39,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
04:39,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
04:26,,,,,"FOUL  by CRUMLY,JONNY",,,"FOUL  by CRUMLY,JONNY",2
04:26,"GOOD FT by KEARNS,DEVIN",69,,82 (+13),,WLU 69-82 (+13),,"GOOD FT by KEARNS,DEVIN",2
04:26,"GOOD FT by KEARNS,DEVIN",70,,82 (+12),,WLU 70-82 (+12),,"GOOD FT by KEARNS,DEVIN",2
04:02,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
03:55,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
03:55,,,,,"MISS LAYUP by CALDWELL,CAM",,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND DEF by KEARNS,DEVIN",,,,,,,"REBOUND DEF by KEARNS,DEVIN",2
03:50,"FOUL  by KEARNS,DEVIN",,,,,,,"FOUL  by KEARNS,DEVIN",2
03:50,"TURNOVER  by KEARNS,DEVIN",,,,,,,"TURNOVER  by KEARNS,DEVIN",2
03:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:41,"FOUL  by LEWIS,TREY",,,,,,,"FOUL  by LEWIS,TREY",2
03:36,,70,,83 (+13),"GOOD FT by BUESCHER,HUNTER",SEWANEE 70-83 (+13),,"GOOD FT by BUESCHER,HUNTER",2
03:36,,70,,84 (+14),"GOOD FT by BUESCHER,HUNTER",SEWANEE 70-84 (+14),,"GOOD FT by BUESCHER,HUNTER",2
03:36,"SUB IN by STARR,ALEX",,,,,,,"SUB IN by STARR,ALEX",2
03:36,"SUB IN by MURTHA,CLAYTON",,,,,,,"SUB IN by MURTHA,CLAYTON",2
03:36,"SUB OUT by MITCHELL,CURTIS",,,,,,,"SUB OUT by MITCHELL,CURTIS",2
03:36,"SUB OUT by LEWIS,TREY",,,,,,,"SUB OUT by LEWIS,TREY",2
03:19,"MISS 3PTR by MURTHA,CLAYTON",,,,,,,"MISS 3PTR by MURTHA,CLAYTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:18,"FOUL  by GEORGE,NICHOLAS",,,,,,,"FOUL  by GEORGE,NICHOLAS",2
03:18,,70,,85 (+15),"GOOD FT by BUESCHER,HUNTER",SEWANEE 70-85 (+15),,"GOOD FT by BUESCHER,HUNTER",2
03:18,,70,,86 (+16),"GOOD FT by BUESCHER,HUNTER",SEWANEE 70-86 (+16),,"GOOD FT by BUESCHER,HUNTER",2
03:08,"GOOD LAYUP by MURTHA,CLAYTON(in the paint)",72,,86 (+14),,WLU 72-86 (+14),,"GOOD LAYUP by MURTHA,CLAYTON(in the paint)",2
--,"ASSIST  by MCMILLAN,ROY",,,,,,,"ASSIST  by MCMILLAN,ROY",2
03:08,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
03:08,"GOOD FT by MURTHA,CLAYTON",73,,86 (+13),,WLU 73-86 (+13),,"GOOD FT by MURTHA,CLAYTON",2
02:52,,,,,"MISS JUMPER by LEE,MATT",,,"MISS JUMPER by LEE,MATT",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
02:48,,73,,88 (+15),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 73-88 (+15),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
02:41,"FOUL  by MURTHA,CLAYTON",,,,,,,"FOUL  by MURTHA,CLAYTON",2
02:41,"TURNOVER  by MURTHA,CLAYTON",,,,,,,"TURNOVER  by MURTHA,CLAYTON",2
02:41,"FOUL  by STARR,ALEX",,,,,,,"FOUL  by STARR,ALEX",2
02:41,,73,,89 (+16),"GOOD FT by BUESCHER,HUNTER",SEWANEE 73-89 (+16),,"GOOD FT by BUESCHER,HUNTER",2
02:41,,73,,90 (+17),"GOOD FT by BUESCHER,HUNTER",SEWANEE 73-90 (+17),,"GOOD FT by BUESCHER,HUNTER",2
02:41,"SUB IN by BRUEGGEMAN,WILLIAM",,,,,,,"SUB IN by BRUEGGEMAN,WILLIAM",2
02:41,"SUB OUT by STARR,ALEX",,,,,,,"SUB OUT by STARR,ALEX",2
02:35,"GOOD JUMPER by KEARNS,DEVIN(in the paint)",75,,90 (+15),,WLU 75-90 (+15),,"GOOD JUMPER by KEARNS,DEVIN(in the paint)",2
02:10,,75,,92 (+17),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 75-92 (+17),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
02:04,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
02:04,"GOOD FT by MURTHA,CLAYTON",76,,92 (+16),,WLU 76-92 (+16),,"GOOD FT by MURTHA,CLAYTON",2
02:04,"GOOD FT by MURTHA,CLAYTON",77,,92 (+15),,WLU 77-92 (+15),,"GOOD FT by MURTHA,CLAYTON",2
01:55,"FOUL  by MURTHA,CLAYTON",,,,,,,"FOUL  by MURTHA,CLAYTON",2
01:55,,77,,93 (+16),"GOOD FT by CALDWELL,CAM",SEWANEE 77-93 (+16),,"GOOD FT by CALDWELL,CAM",2
01:55,,77,,94 (+17),"GOOD FT by CALDWELL,CAM",SEWANEE 77-94 (+17),,"GOOD FT by CALDWELL,CAM",2
01:46,"MISS JUMPER by MURTHA,CLAYTON",,,,,,,"MISS JUMPER by MURTHA,CLAYTON",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
01:38,,77,,96 (+19),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 77-96 (+19),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
01:23,"MISS JUMPER by MCMILLAN,ROY",,,,,,,"MISS JUMPER by MCMILLAN,ROY",2
01:23,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
01:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
--,"REBOUND OFF by MCMILLAN,ROY",,,,,,,"REBOUND OFF by MCMILLAN,ROY",2
01:17,"GOOD JUMPER by MCMILLAN,ROY(in the paint)",79,,96 (+17),,WLU 79-96 (+17),,"GOOD JUMPER by MCMILLAN,ROY(in the paint)",2
00:52,,,,,"MISS 3PTR by LEE,MATT",,,"MISS 3PTR by LEE,MATT",2
--,"REBOUND DEF by MACISAAC,CONNER",,,,,,,"REBOUND DEF by MACISAAC,CONNER",2
00:41,"MISS JUMPER by MACISAAC,CONNER",,,,,,,"MISS JUMPER by MACISAAC,CONNER",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
00:34,"SUB IN by CROUGHAN,MARK",,,,,,,"SUB IN by CROUGHAN,MARK",2
00:34,"SUB IN by WIENCEK,JOE",,,,,,,"SUB IN by WIENCEK,JOE",2
00:34,"SUB IN by LEWIS,TREY",,,,,,,"SUB IN by LEWIS,TREY",2
00:34,"SUB OUT by KEARNS,DEVIN",,,,,,,"SUB OUT by KEARNS,DEVIN",2
00:34,"SUB OUT by MCMILLAN,ROY",,,,,,,"SUB OUT by MCMILLAN,ROY",2
00:34,"SUB OUT by MURTHA,CLAYTON",,,,,,,"SUB OUT by MURTHA,CLAYTON",2
00:33,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
00:33,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
