Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
19:44,"GOOD 3PTR by BERRY,BRYCE",3 (+3),,0,,RHODES 3-0 (-3),,"GOOD 3PTR by BERRY,BRYCE",1
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",1
19:29,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
19:29,,,,,"MISS FT by CALDWELL,CAM",,,"MISS FT by CALDWELL,CAM",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:29,,3 (+2),,1,"GOOD FT by CALDWELL,CAM",SEWANEE 3-1 (-2),,"GOOD FT by CALDWELL,CAM",1
19:08,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",5 (+4),,1,,RHODES 5-1 (-4),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",1
18:54,,5 (+2),,3,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",SEWANEE 5-3 (-2),,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",1
18:37,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",1
18:37,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
18:37,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
18:37,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
18:37,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
18:37,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
18:37,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
18:37,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
18:37,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
18:37,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
18:37,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
18:26,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",1
18:25,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",1
18:23,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",1
18:14,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
18:13,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",1
18:09,"GOOD LAYUP by EVANS,ANDREW(fastbreak)(in the paint)",7 (+4),,3,,RHODES 7-3 (-4),,"GOOD LAYUP by EVANS,ANDREW(fastbreak)(in the paint)",1
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",1
17:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
17:59,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
17:59,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
17:59,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
17:59,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
17:59,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
17:59,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
17:59,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
17:59,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
17:59,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
17:59,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
17:52,,7 (+2),,5,"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",SEWANEE 7-5 (-2),,"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",1
17:46,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",1
17:45,"MISS 3PTR by MCINTYRE,WILLIAM",,,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",1
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",1
17:35,,7,,7,"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",SEWANEE 7-7 (0),,"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",1
17:35,"FOUL  by MCINTYRE,WILLIAM",,,,,,,"FOUL  by MCINTYRE,WILLIAM",1
17:35,,7,,8 (+1),"GOOD FT by CALDWELL,CAM",SEWANEE 7-8 (+1),,"GOOD FT by CALDWELL,CAM",1
17:35,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
17:35,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
17:35,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
17:35,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
17:35,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
17:35,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
17:35,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
17:35,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",1
17:35,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
17:35,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
17:26,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
17:24,,,,,"STEAL  by SMITH,LUKE",,,"STEAL  by SMITH,LUKE",1
17:22,,,,,"MISS LAYUP by SMITH,LUKE",,,"MISS LAYUP by SMITH,LUKE",1
17:22,"BLOCK  by ASHBY,KENDRICK",,,,,,,"BLOCK  by ASHBY,KENDRICK",1
--,"REBOUND DEF by NESTLEHUTT,JAKE",,,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",1
17:14,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
17:14,"GOOD FT by DARST,DANIEL",8,,8,,RHODES 8-8 (0),,"GOOD FT by DARST,DANIEL",1
17:14,"GOOD FT by DARST,DANIEL",9 (+1),,8,,RHODES 9-8 (-1),,"GOOD FT by DARST,DANIEL",1
17:03,,,,,"MISS LAYUP by LEE,MATT",,,"MISS LAYUP by LEE,MATT",1
17:03,"BLOCK  by ASHBY,KENDRICK",,,,,,,"BLOCK  by ASHBY,KENDRICK",1
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",1
16:58,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
16:58,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
16:58,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
16:58,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
16:58,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
16:58,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
16:58,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
16:58,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
16:58,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
16:58,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
16:57,,9,,10 (+1),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 9-10 (+1),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",1
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",1
16:57,"FOUL  by EVANS,ANDREW",,,,,,,"FOUL  by EVANS,ANDREW",1
16:57,,9,,11 (+2),"GOOD FT by THOMAS,ADRIAN",SEWANEE 9-11 (+2),,"GOOD FT by THOMAS,ADRIAN",1
16:36,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
16:31,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
16:31,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
16:31,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
16:31,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
16:31,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
16:31,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
16:31,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
16:31,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
16:31,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
16:31,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
16:31,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
16:31,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",1
16:31,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
16:25,"GOOD 3PTR by NYAWATA,ANESU",12 (+1),,11,,RHODES 12-11 (-1),,"GOOD 3PTR by NYAWATA,ANESU",1
16:20,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
16:19,"STEAL  by FERIA,NICK DE",,,,,,,"STEAL  by FERIA,NICK DE",1
16:14,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",14 (+3),,11,,RHODES 14-11 (-3),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",1
15:56,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",1
15:56,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
15:49,,14 (+1),,13,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",SEWANEE 14-13 (-1),,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",1
15:24,"GOOD LAYUP by LOVE,KERRY(in the paint)",16 (+3),,13,,RHODES 16-13 (-3),,"GOOD LAYUP by LOVE,KERRY(in the paint)",1
15:09,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
15:09,,16 (+2),,14,"GOOD FT by MCDONOUGH,SEAN",SEWANEE 16-14 (-2),,"GOOD FT by MCDONOUGH,SEAN",1
15:09,,16 (+1),,15,"GOOD FT by MCDONOUGH,SEAN",SEWANEE 16-15 (-1),,"GOOD FT by MCDONOUGH,SEAN",1
15:09,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
15:09,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
15:09,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
15:09,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
15:09,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
15:09,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
15:09,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
15:09,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",1
15:09,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
15:09,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
14:56,"GOOD JUMPER by SAMSON,VAUGHN(in the paint)",18 (+3),,15,,RHODES 18-15 (-3),,"GOOD JUMPER by SAMSON,VAUGHN(in the paint)",1
14:46,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",1
14:46,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",1
14:42,,18 (+1),,17,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",SEWANEE 18-17 (-1),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",1
14:17,"GOOD LAYUP by EVANS,ANDREW(in the paint)",20 (+3),,17,,RHODES 20-17 (-3),,"GOOD LAYUP by EVANS,ANDREW(in the paint)",1
14:06,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",1
14:06,,20 (+2),,18,"GOOD FT by BUESCHER,HUNTER",SEWANEE 20-18 (-2),,"GOOD FT by BUESCHER,HUNTER",1
14:06,,20 (+1),,19,"GOOD FT by BUESCHER,HUNTER",SEWANEE 20-19 (-1),,"GOOD FT by BUESCHER,HUNTER",1
14:06,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
14:06,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
14:06,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
14:06,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
14:06,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
14:06,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
14:06,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
14:06,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
14:06,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
14:06,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
13:49,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",1
13:36,"GOOD JUMPER by MCINTYRE,WILLIAM(in the paint)",22 (+3),,19,,RHODES 22-19 (-3),,"GOOD JUMPER by MCINTYRE,WILLIAM(in the paint)",1
