Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
13:18,"MISS 3PTR by FOSTER,LANE",,,,,,,"MISS 3PTR by FOSTER,LANE",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
13:03,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
13:03,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
13:03,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
12:46,,32,,55 (+23),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 32-55 (+23),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
12:40,"MISS 3PTR by HUGHES,JUSTIN",,,,,,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
12:25,,32,,57 (+25),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 32-57 (+25),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by MCDONOUGH,SEAN",,,"ASSIST  by MCDONOUGH,SEAN",2
12:02,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
11:43,,,,,"TURNOVER  by MCDONOUGH,SEAN",,,"TURNOVER  by MCDONOUGH,SEAN",2
11:42,"STEAL  by HUGHES,JUSTIN",,,,,,,"STEAL  by HUGHES,JUSTIN",2
11:36,"GOOD LAYUP by KOCH,WILL(in the paint)",34,,57 (+23),,OUM 34-57 (+23),,"GOOD LAYUP by KOCH,WILL(in the paint)",2
11:35,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
11:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:35,"MISS FT by KOCH,WILL",,,,,,,"MISS FT by KOCH,WILL",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
11:35,"SUB IN by RICE,TRE",,,,,,,"SUB IN by RICE,TRE",2
11:35,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
11:35,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
11:35,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
11:35,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
11:35,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",2
11:35,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",2
11:35,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
11:35,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
11:35,,,,,"SUB OUT by HOWELL,TAYLOR",,,"SUB OUT by HOWELL,TAYLOR",2
11:11,,,,,"MISS 3PTR by LEE,MATT",,,"MISS 3PTR by LEE,MATT",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
10:39,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:32,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND OFF by RICE,TRE",,,,,,,"REBOUND OFF by RICE,TRE",2
10:25,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
10:25,"GOOD FT by SMITH,CONNOR",35,,57 (+22),,OUM 35-57 (+22),,"GOOD FT by SMITH,CONNOR",2
10:25,"GOOD FT by SMITH,CONNOR",36,,57 (+21),,OUM 36-57 (+21),,"GOOD FT by SMITH,CONNOR",2
10:25,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
10:25,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
10:25,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
10:25,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
10:08,,36,,60 (+24),"GOOD 3PTR by SMITH,LUKE",SEWANEE 36-60 (+24),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
09:48,"GOOD JUMPER by KOCH,WILL(in the paint)",38,,60 (+22),,OUM 38-60 (+22),,"GOOD JUMPER by KOCH,WILL(in the paint)",2
09:28,,38,,62 (+24),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 38-62 (+24),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
09:07,"GOOD LAYUP by RICE,TRE(in the paint)",40,,62 (+22),,OUM 40-62 (+22),,"GOOD LAYUP by RICE,TRE(in the paint)",2
08:40,,40,,65 (+25),"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 40-65 (+25),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
08:19,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
07:48,,40,,68 (+28),"GOOD 3PTR by SMITH,LUKE",SEWANEE 40-68 (+28),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",2
07:26,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",2
07:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:26,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:26,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,,,,,"REBOUND DEF by JOHNSON,DAVID",,,"REBOUND DEF by JOHNSON,DAVID",2
07:26,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
07:26,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
07:26,"SUB OUT by RICE,TRE",,,,,,,"SUB OUT by RICE,TRE",2
07:26,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
06:57,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
06:51,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",2
06:51,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
06:42,,,,,"MISS 3PTR by CALDWELL,CAM",,,"MISS 3PTR by CALDWELL,CAM",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
06:30,"GOOD 3PTR by KOCH,WILL",43,,68 (+25),,OUM 43-68 (+25),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
06:11,,43,,70 (+27),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 43-70 (+27),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",2
06:04,"MISS 3PTR by HUGHES,JUSTIN",,,,,,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
05:45,,43,,72 (+29),"GOOD LAYUP by SMITH,LUKE(in the paint)",SEWANEE 43-72 (+29),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
05:26,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
05:05,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",2
05:05,,43,,73 (+30),"GOOD FT by SMITH,LUKE",SEWANEE 43-73 (+30),,"GOOD FT by SMITH,LUKE",2
05:05,,,,,"MISS FT by SMITH,LUKE",,,"MISS FT by SMITH,LUKE",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
05:05,"SUB IN by RICE,TRE",,,,,,,"SUB IN by RICE,TRE",2
05:05,"SUB IN by CROWE,CAMERON",,,,,,,"SUB IN by CROWE,CAMERON",2
05:05,"SUB IN by SPRINGER,WILL",,,,,,,"SUB IN by SPRINGER,WILL",2
05:05,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
05:05,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
05:05,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
05:05,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
05:05,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
04:48,"MISS 3PTR by RICE,TRE",,,,,,,"MISS 3PTR by RICE,TRE",2
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",2
04:25,"FOUL  by SPRINGER,WILL",,,,,,,"FOUL  by SPRINGER,WILL",2
04:25,,43,,74 (+31),"GOOD FT by LEE,MATT",SEWANEE 43-74 (+31),,"GOOD FT by LEE,MATT",2
04:25,,43,,75 (+32),"GOOD FT by LEE,MATT",SEWANEE 43-75 (+32),,"GOOD FT by LEE,MATT",2
04:25,"SUB IN by LOCKE,JORDAN",,,,,,,"SUB IN by LOCKE,JORDAN",2
04:25,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
04:25,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
04:25,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
04:25,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
04:25,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
04:10,"GOOD JUMPER by HUGHES,JUSTIN(in the paint)",45,,75 (+30),,OUM 45-75 (+30),,"GOOD JUMPER by HUGHES,JUSTIN(in the paint)",2
03:39,,45,,77 (+32),"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",SEWANEE 45-77 (+32),,"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
03:27,"MISS 3PTR by SPRINGER,WILL",,,,,,,"MISS 3PTR by SPRINGER,WILL",2
--,,,,,"REBOUND DEF by HOWELL,TAYLOR",,,"REBOUND DEF by HOWELL,TAYLOR",2
03:06,,,,,"TURNOVER  by LEE,MATT",,,"TURNOVER  by LEE,MATT",2
03:05,"STEAL  by CROWE,CAMERON",,,,,,,"STEAL  by CROWE,CAMERON",2
03:01,"MISS 3PTR by HUGHES,JUSTIN",,,,,,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
02:41,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by LOCKE,JORDAN",,,,,,,"REBOUND DEF by LOCKE,JORDAN",2
02:28,"MISS 3PTR by RICE,TRE",,,,,,,"MISS 3PTR by RICE,TRE",2
--,,,,,"REBOUND DEF by HOWELL,TAYLOR",,,"REBOUND DEF by HOWELL,TAYLOR",2
02:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:21,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:21,"SUB IN by FOGLESTAD,LOGAN",,,,,,,"SUB IN by FOGLESTAD,LOGAN",2
02:21,"SUB IN by ALEXANDER,ARTHUR",,,,,,,"SUB IN by ALEXANDER,ARTHUR",2
02:21,"SUB OUT by RICE,TRE",,,,,,,"SUB OUT by RICE,TRE",2
02:21,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
02:21,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
02:21,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
02:21,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
02:21,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
02:21,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
02:21,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
02:07,,,,,"MISS 3PTR by HOWELL,TAYLOR",,,"MISS 3PTR by HOWELL,TAYLOR",2
--,"REBOUND DEF by CROWE,CAMERON",,,,,,,"REBOUND DEF by CROWE,CAMERON",2
01:52,"MISS LAYUP by CROWE,CAMERON",,,,,,,"MISS LAYUP by CROWE,CAMERON",2
--,"REBOUND OFF by FOGLESTAD,LOGAN",,,,,,,"REBOUND OFF by FOGLESTAD,LOGAN",2
01:46,"TURNOVER  by FOGLESTAD,LOGAN",,,,,,,"TURNOVER  by FOGLESTAD,LOGAN",2
01:45,,,,,"STEAL  by HOWELL,TAYLOR",,,"STEAL  by HOWELL,TAYLOR",2
01:43,,45,,79 (+34),"GOOD LAYUP by JOHNSON,DAVID(fastbreak)(in the paint)",SEWANEE 45-79 (+34),,"GOOD LAYUP by JOHNSON,DAVID(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOWELL,TAYLOR",,,"ASSIST  by HOWELL,TAYLOR",2
01:30,"MISS 3PTR by ALEXANDER,ARTHUR",,,,,,,"MISS 3PTR by ALEXANDER,ARTHUR",2
--,,,,,"REBOUND DEF by JOHNSON,DAVID",,,"REBOUND DEF by JOHNSON,DAVID",2
01:19,,,,,"TURNOVER  by KNOX,JOEY",,,"TURNOVER  by KNOX,JOEY",2
01:19,,,,,"SUB IN by SPENCER,JC",,,"SUB IN by SPENCER,JC",2
01:19,,,,,"SUB IN by NORTON,HANK",,,"SUB IN by NORTON,HANK",2
01:19,,,,,"SUB IN by BROWN,BANKS",,,"SUB IN by BROWN,BANKS",2
01:19,,,,,"SUB IN by BRADEN,WILL",,,"SUB IN by BRADEN,WILL",2
01:19,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",2
01:19,,,,,"SUB OUT by JOHNSON,DAVID",,,"SUB OUT by JOHNSON,DAVID",2
01:19,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
01:19,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
01:19,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
01:19,,,,,"SUB OUT by HOWELL,TAYLOR",,,"SUB OUT by HOWELL,TAYLOR",2
01:11,,,,,"FOUL  by NORTON,HANK",,,"FOUL  by NORTON,HANK",2
01:07,"MISS JUMPER by CROWE,CAMERON",,,,,,,"MISS JUMPER by CROWE,CAMERON",2
--,,,,,"REBOUND DEF by SPENCER,JC",,,"REBOUND DEF by SPENCER,JC",2
01:01,,,,,"MISS LAYUP by SPENCER,JC",,,"MISS LAYUP by SPENCER,JC",2
01:01,"BLOCK  by LOCKE,JORDAN",,,,,,,"BLOCK  by LOCKE,JORDAN",2
--,,,,,"REBOUND OFF by BROWN,BANKS",,,"REBOUND OFF by BROWN,BANKS",2
00:45,"FOUL  by CROWE,CAMERON",,,,,,,"FOUL  by CROWE,CAMERON",2
00:45,,45,,80 (+35),"GOOD FT by BROWN,BANKS",SEWANEE 45-80 (+35),,"GOOD FT by BROWN,BANKS",2
00:45,,45,,81 (+36),"GOOD FT by BROWN,BANKS",SEWANEE 45-81 (+36),,"GOOD FT by BROWN,BANKS",2
00:34,,,,,"FOUL  by BRADEN,WILL",,,"FOUL  by BRADEN,WILL",2
00:34,"GOOD FT by ALEXANDER,ARTHUR",46,,81 (+35),,OUM 46-81 (+35),,"GOOD FT by ALEXANDER,ARTHUR",2
00:34,"MISS FT by ALEXANDER,ARTHUR",,,,,,,"MISS FT by ALEXANDER,ARTHUR",2
--,,,,,"REBOUND DEF by BRADEN,WILL",,,"REBOUND DEF by BRADEN,WILL",2
00:19,,,,,"TURNOVER  by KRAUS,HAYDEN",,,"TURNOVER  by KRAUS,HAYDEN",2
00:18,"STEAL  by LOCKE,JORDAN",,,,,,,"STEAL  by LOCKE,JORDAN",2
00:14,"MISS LAYUP by ALEXANDER,ARTHUR",,,,,,,"MISS LAYUP by ALEXANDER,ARTHUR",2
--,"REBOUND OFF by CROWE,CAMERON",,,,,,,"REBOUND OFF by CROWE,CAMERON",2
00:11,"MISS DUNK by CROWE,CAMERON",,,,,,,"MISS DUNK by CROWE,CAMERON",2
--,,,,,"REBOUND DEF by KRAUS,HAYDEN",,,"REBOUND DEF by KRAUS,HAYDEN",2
