,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,19:52,,,,,"MISS JUMPER by SAUNDERS,JOSH",,,"MISS JUMPER by SAUNDERS,JOSH",1,jumper,missed,austin college,"saunders,josh",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1192.0,austin college,1,0,0.0,1
1,1,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,,,,,"REBOUND OFF by HARRELL,GREG",,,"REBOUND OFF by HARRELL,GREG",1,offensive rebound,,austin college,"harrell,greg",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,austin college,1,0,0.0,0
2,2,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,19:41,,0.0,,3.0,"GOOD 3PTR by PHILLIPS,WALTER",AC 0-3 (-3),,"GOOD 3PTR by PHILLIPS,WALTER",1,three pointer,good,austin college,"phillips,walter",3.0,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1181.0,austin college,1,0,0.0,0
3,3,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,,0.0,,3.0,"ASSIST  by SAUNDERS,JOSH",,,"ASSIST  by SAUNDERS,JOSH",1,assist,,austin college,"saunders,josh",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,austin college,1,0,0.0,0
4,4,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,19:16,"MISS 3PTR by KARSNER,JOSH",0.0,,3.0,,,,"MISS 3PTR by KARSNER,JOSH",1,three pointer,missed,centre college,"karsner,josh",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1156.0,austin college,1,0,0.0,0
5,5,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,,0.0,,3.0,"REBOUND DEF by PHILLIPS,WALTER",,,"REBOUND DEF by PHILLIPS,WALTER",1,defensive rebound,,austin college,"phillips,walter",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,austin college,1,0,0.0,0
6,6,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,19:03,,0.0,,3.0,"MISS JUMPER by OKPALA,RANSOM",,,"MISS JUMPER by OKPALA,RANSOM",1,jumper,missed,austin college,"okpala,ransom",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1143.0,austin college,1,0,0.0,0
7,7,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,"REBOUND DEF by KARSNER,JOSH",0.0,,3.0,,,,"REBOUND DEF by KARSNER,JOSH",1,defensive rebound,,centre college,"karsner,josh",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,austin college,1,0,0.0,0
8,8,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,18:52,"MISS 3PTR by LOPEZ,COLLIN",0.0,,3.0,,,,"MISS 3PTR by LOPEZ,COLLIN",1,three pointer,missed,centre college,"lopez,collin",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1132.0,centre college,2,0,0.0,1
9,9,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,,0.0,,3.0,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",1,defensive rebound,,austin college,"saunders,josh",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,centre college,2,0,0.0,0
10,10,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,18:40,,0.0,,3.0,"TURNOVER  by PHILLIPS,WALTER",,,"TURNOVER  by PHILLIPS,WALTER",1,turnover,,austin college,"phillips,walter",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1120.0,austin college,3,0,0.0,1
11,11,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,18:27,"MISS JUMPER by ROSS,GREG",0.0,,3.0,,,,"MISS JUMPER by ROSS,GREG",1,jumper,missed,centre college,"ross,greg",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",1107.0,centre college,4,0,0.0,1
12,12,724,Austin College,Centre College,0,56-52,"20,32","32,24",,,,,02/24/12,3:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Lose,2,False,,False,--,,0.0,,3.0,"REBOUND DEF by HARRELL,GREG",,,"REBOUND DEF by HARRELL,GREG",1,defensive rebound,,austin college,"harrell,greg",,"['ross,greg', 'lopez,collin', 'mullaney,jeff', 'karsner,josh', 'ellis,bryon']","['phillips,walter', 'okpala,ransom', 'saunders,josh', 'harrell,greg', 'hancock,jordan']",,centre college,4,0,0.0,0
