Time Remaining,HXM,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
01:21,"GOOD LAYUP by HALL,MARCIS(in the paint)",35,,44 (+9),,HXM 35-44 (-9),,"GOOD LAYUP by HALL,MARCIS(in the paint)",1
01:10,,35,,46 (+11),"GOOD JUMPER by MERCADEL,JUSTICE",ACM 35-46 (-11),,"GOOD JUMPER by MERCADEL,JUSTICE",1
--,,,,,"ASSIST ASSIST by HARDWICK,JOSH",,,"ASSIST ASSIST by HARDWICK,JOSH",1
01:09,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",1
01:09,,35,,47 (+12),"GOOD FT by MERCADEL,JUSTICE",ACM 35-47 (-12),,"GOOD FT by MERCADEL,JUSTICE",1
01:09,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",1
01:09,,,,,"SUB OUT by WELLS,AUSTIN",,,"SUB OUT by WELLS,AUSTIN",1
00:41,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",1
00:40,,,,,"STEAL  by HARDWICK,JOSH",,,"STEAL  by HARDWICK,JOSH",1
00:34,,35,,49 (+14),"GOOD DUNK by HOLLAND,MICHAEL",ACM 35-49 (-14),,"GOOD DUNK by HOLLAND,MICHAEL",1
--,,,,,"ASSIST ASSIST by MERCADEL,JUSTICE",,,"ASSIST ASSIST by MERCADEL,JUSTICE",1
00:25,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",37,,49 (+12),,HXM 37-49 (-12),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",1
00:18,,37,,51 (+14),"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",ACM 37-51 (-14),,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",1
--,,,,,"ASSIST ASSIST by MERCADEL,JUSTICE",,,"ASSIST ASSIST by MERCADEL,JUSTICE",1
00:02,"GOOD 3PTR by BRASFIELD,KAM",40,,51 (+11),,HXM 40-51 (-11),,"GOOD 3PTR by BRASFIELD,KAM",1
--,"ASSIST ASSIST by ROUSE,TREY",,,,,,,"ASSIST ASSIST by ROUSE,TREY",1
20:00,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
19:54,,40,,54 (+14),"GOOD 3PTR by WELLS,AUSTIN",ACM 40-54 (-14),,"GOOD 3PTR by WELLS,AUSTIN",2
--,,,,,"ASSIST ASSIST by HOGAN,KAM",,,"ASSIST ASSIST by HOGAN,KAM",2
19:30,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",2
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",2
19:27,,,,,"FOUL  by GARRETT,JOSH",,,"FOUL  by GARRETT,JOSH",2
19:26,"GOOD 3PTR by ROUSE,TREY",43,,54 (+11),,HXM 43-54 (-11),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST ASSIST by BRASFIELD,KAM",,,,,,,"ASSIST ASSIST by BRASFIELD,KAM",2
18:56,,,,,"MISS 3PTR by WELLS,AUSTIN",,,"MISS 3PTR by WELLS,AUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:40,"MISS 3PTR by MOORE,AUSTIN",,,,,,,"MISS 3PTR by MOORE,AUSTIN",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
18:26,,,,,"TURNOVER  by HOGAN,KAM",,,"TURNOVER  by HOGAN,KAM",2
18:24,"STEAL  by NOTLEY,CHANDLER",,,,,,,"STEAL  by NOTLEY,CHANDLER",2
18:19,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",2
18:19,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
18:06,,43,,57 (+14),"GOOD 3PTR by QUINN,JOSH",ACM 43-57 (-14),,"GOOD 3PTR by QUINN,JOSH",2
--,,,,,"ASSIST ASSIST by WELLS,AUSTIN",,,"ASSIST ASSIST by WELLS,AUSTIN",2
17:53,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
17:45,,,,,"FOUL  by HOLLAND,MICHAEL",,,"FOUL  by HOLLAND,MICHAEL",2
17:45,"GOOD FT by BRASFIELD,KAM",44,,57 (+13),,HXM 44-57 (-13),,"GOOD FT by BRASFIELD,KAM",2
17:45,"GOOD FT by BRASFIELD,KAM",45,,57 (+12),,HXM 45-57 (-12),,"GOOD FT by BRASFIELD,KAM",2
17:31,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
17:23,,,,,"FOUL  by NEMEC,JACOB",,,"FOUL  by NEMEC,JACOB",2
17:23,"GOOD FT by BRASFIELD,KAM",46,,57 (+11),,HXM 46-57 (-11),,"GOOD FT by BRASFIELD,KAM",2
17:23,"GOOD FT by BRASFIELD,KAM",47,,57 (+10),,HXM 47-57 (-10),,"GOOD FT by BRASFIELD,KAM",2
17:23,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",2
17:23,,,,,"SUB OUT by QUINN,JOSH",,,"SUB OUT by QUINN,JOSH",2
17:12,,,,,"MISS JUMPER by WELLS,AUSTIN",,,"MISS JUMPER by WELLS,AUSTIN",2
--,,,,,"REBOUND OFF by WELLS,AUSTIN",,,"REBOUND OFF by WELLS,AUSTIN",2
17:08,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
17:08,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
17:08,,,,,"MISS FT by WELLS,AUSTIN",,,"MISS FT by WELLS,AUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:08,,,,,"MISS FT by WELLS,AUSTIN",,,"MISS FT by WELLS,AUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:06,"SUB IN by HALL,MARCIS",,,,,,,"SUB IN by HALL,MARCIS",2
17:06,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",2
17:06,,,,,"SUB OUT by WELLS,AUSTIN",,,"SUB OUT by WELLS,AUSTIN",2
17:01,,,,,"MISS JUMPER by GARRETT,JOSH",,,"MISS JUMPER by GARRETT,JOSH",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
16:49,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
16:49,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
16:49,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
16:38,,,,,"MISS LAYUP by GARRETT,JOSH",,,"MISS LAYUP by GARRETT,JOSH",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
16:23,,,,,"TURNOVER  by HOGAN,KAM",,,"TURNOVER  by HOGAN,KAM",2
16:23,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
16:20,"GOOD LAYUP by MOORE,AUSTIN(fastbreak)(in the paint)",49,,57 (+8),,HXM 49-57 (-8),,"GOOD LAYUP by MOORE,AUSTIN(fastbreak)(in the paint)",2
--,"ASSIST ASSIST by CALAMESE,MICHAEL",,,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
16:19,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",2
16:19,"MISS FT by MOORE,AUSTIN",,,,,,,"MISS FT by MOORE,AUSTIN",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
16:19,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
16:19,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
16:16,"MISS LAYUP by HALL,MARCIS",,,,,,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND OFF by CRISWELL,SEAN",,,,,,,"REBOUND OFF by CRISWELL,SEAN",2
16:14,,,,,"FOUL  by GARRETT,JOSH",,,"FOUL  by GARRETT,JOSH",2
16:14,"GOOD FT by CRISWELL,SEAN",50,,57 (+7),,HXM 50-57 (-7),,"GOOD FT by CRISWELL,SEAN",2
16:14,"MISS FT by CRISWELL,SEAN",,,,,,,"MISS FT by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
16:14,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",2
16:14,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",2
16:10,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",2
16:09,"STEAL  by CRISWELL,SEAN",,,,,,,"STEAL  by CRISWELL,SEAN",2
15:58,"GOOD LAYUP by HALL,MARCIS(in the paint)",52,,57 (+5),,HXM 52-57 (-5),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
15:58,,,,,"FOUL  by NICKENS,ZACHARY",,,"FOUL  by NICKENS,ZACHARY",2
15:58,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
15:58,"MISS FT by HALL,MARCIS",,,,,,,"MISS FT by HALL,MARCIS",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
15:43,,,,,"MISS 3PTR by MERCADEL,JUSTICE",,,"MISS 3PTR by MERCADEL,JUSTICE",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
15:27,,,,,"FOUL  by HARDWICK,JOSH",,,"FOUL  by HARDWICK,JOSH",2
15:27,"GOOD FT by HALL,MARCIS",53,,57 (+4),,HXM 53-57 (-4),,"GOOD FT by HALL,MARCIS",2
15:27,"MISS FT by HALL,MARCIS",,,,,,,"MISS FT by HALL,MARCIS",2
--,,,,,"REBOUND DEF by NICKENS,ZACHARY",,,"REBOUND DEF by NICKENS,ZACHARY",2
15:16,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
15:16,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",2
15:16,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
15:16,"SUB OUT by HALL,MARCIS",,,,,,,"SUB OUT by HALL,MARCIS",2
15:03,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
14:54,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
14:54,"BLOCK  by NOTLEY,CHANDLER",,,,,,,"BLOCK  by NOTLEY,CHANDLER",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
14:43,"GOOD 3PTR by MOORE,AUSTIN",56,,57 (+1),,HXM 56-57 (-1),,"GOOD 3PTR by MOORE,AUSTIN",2
--,"ASSIST ASSIST by CALAMESE,MICHAEL",,,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
14:24,"FOUL  by MOORE,AUSTIN",,,,,,,"FOUL  by MOORE,AUSTIN",2
14:24,,56,,58 (+2),"GOOD FT by HARDWICK,JOSH",ACM 56-58 (-2),,"GOOD FT by HARDWICK,JOSH",2
14:24,,,,,"MISS FT by HARDWICK,JOSH",,,"MISS FT by HARDWICK,JOSH",2
--,"REBOUND DEF by MOORE,AUSTIN",,,,,,,"REBOUND DEF by MOORE,AUSTIN",2
14:10,"TURNOVER  by CRISWELL,SEAN",,,,,,,"TURNOVER  by CRISWELL,SEAN",2
14:09,,,,,"STEAL  by HARDWICK,JOSH",,,"STEAL  by HARDWICK,JOSH",2
14:07,,,,,"MISS 3PTR by HARDWICK,JOSH",,,"MISS 3PTR by HARDWICK,JOSH",2
--,,,,,"REBOUND OFF by MERCADEL,JUSTICE",,,"REBOUND OFF by MERCADEL,JUSTICE",2
14:03,,56,,60 (+4),"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 56-60 (-4),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
--,,,,,"ASSIST ASSIST by MERCADEL,JUSTICE",,,"ASSIST ASSIST by MERCADEL,JUSTICE",2
13:48,"GOOD LAYUP by MOORE,AUSTIN(in the paint)",58,,60 (+2),,HXM 58-60 (-2),,"GOOD LAYUP by MOORE,AUSTIN(in the paint)",2
13:39,,,,,"MISS JUMPER by MERCADEL,JUSTICE",,,"MISS JUMPER by MERCADEL,JUSTICE",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
13:27,,,,,"FOUL  by NICKENS,ZACHARY",,,"FOUL  by NICKENS,ZACHARY",2
13:27,"GOOD FT by NOTLEY,CHANDLER",59,,60 (+1),,HXM 59-60 (-1),,"GOOD FT by NOTLEY,CHANDLER",2
13:27,"GOOD FT by NOTLEY,CHANDLER",60,,60,,HXM 60-60 (0),,"GOOD FT by NOTLEY,CHANDLER",2
13:27,"SUB IN by HALL,MARCIS",,,,,,,"SUB IN by HALL,MARCIS",2
13:27,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",2
13:27,,,,,"SUB IN by WELLS,AUSTIN",,,"SUB IN by WELLS,AUSTIN",2
13:27,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",2
13:27,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
13:05,,,,,"MISS JUMPER by NICKENS,ZACHARY",,,"MISS JUMPER by NICKENS,ZACHARY",2
13:05,"BLOCK  by NOTLEY,CHANDLER",,,,,,,"BLOCK  by NOTLEY,CHANDLER",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
12:55,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",2
12:51,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by WELLS,AUSTIN",,,"REBOUND DEF by WELLS,AUSTIN",2
12:34,,,,,"TURNOVER  by WELLS,AUSTIN",,,"TURNOVER  by WELLS,AUSTIN",2
12:34,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",2
12:34,,,,,"SUB IN by QUINN,JOSH",,,"SUB IN by QUINN,JOSH",2
12:34,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",2
12:34,,,,,"SUB OUT by WELLS,AUSTIN",,,"SUB OUT by WELLS,AUSTIN",2
12:24,"GOOD LAYUP by HALL,MARCIS(in the paint)",62 (+2),,60,,HXM 62-60 (+2),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
12:12,,62,,62,"GOOD JUMPER by HOGAN,KAM",ACM 62-62 (0),,"GOOD JUMPER by HOGAN,KAM",2
11:57,,,,,"FOUL  by GARRETT,JOSH",,,"FOUL  by GARRETT,JOSH",2
11:57,"GOOD FT by MOORE,AUSTIN",63 (+1),,62,,HXM 63-62 (+1),,"GOOD FT by MOORE,AUSTIN",2
11:57,"GOOD FT by MOORE,AUSTIN",64 (+2),,62,,HXM 64-62 (+2),,"GOOD FT by MOORE,AUSTIN",2
11:57,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
11:57,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
11:57,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",2
11:57,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
11:57,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",2
11:43,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
11:35,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",2
11:32,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",2
11:32,"GOOD FT by NOTLEY,CHANDLER",65 (+3),,62,,HXM 65-62 (+3),,"GOOD FT by NOTLEY,CHANDLER",2
11:32,"GOOD FT by NOTLEY,CHANDLER",66 (+4),,62,,HXM 66-62 (+4),,"GOOD FT by NOTLEY,CHANDLER",2
11:17,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",2
11:06,,66 (+2),,64,"GOOD JUMPER by MERCADEL,JUSTICE",ACM 66-64 (+2),,"GOOD JUMPER by MERCADEL,JUSTICE",2
--,,,,,"ASSIST ASSIST by HARDWICK,JOSH",,,"ASSIST ASSIST by HARDWICK,JOSH",2
10:54,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
10:54,,,,,"STEAL  by HOGAN,KAM",,,"STEAL  by HOGAN,KAM",2
10:52,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
10:52,,,,,"MISS FT by HOGAN,KAM",,,"MISS FT by HOGAN,KAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:52,,66 (+1),,65,"GOOD FT by HOGAN,KAM",ACM 66-65 (+1),,"GOOD FT by HOGAN,KAM",2
10:31,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",2
10:27,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",68 (+3),,65,,HXM 68-65 (+3),,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",2
10:16,,68 (+1),,67,"GOOD JUMPER by HOGAN,KAM",ACM 68-67 (+1),,"GOOD JUMPER by HOGAN,KAM",2
10:09,,,,,"FOUL  by QUINN,JOSH",,,"FOUL  by QUINN,JOSH",2
09:55,"GOOD JUMPER by HALL,MARCIS",70 (+3),,67,,HXM 70-67 (+3),,"GOOD JUMPER by HALL,MARCIS",2
--,"ASSIST ASSIST by CALAMESE,MICHAEL",,,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
09:34,,,,,"MISS 3PTR by HARDWICK,JOSH",,,"MISS 3PTR by HARDWICK,JOSH",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
09:24,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
09:20,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",2
09:20,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
09:13,,70,,70,"GOOD 3PTR by HOGAN,KAM",ACM 70-70 (0),,"GOOD 3PTR by HOGAN,KAM",2
08:57,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
08:57,,,,,"STEAL  by HARDWICK,JOSH",,,"STEAL  by HARDWICK,JOSH",2
08:49,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
08:49,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
08:39,,,,,"MISS JUMPER by HOGAN,KAM",,,"MISS JUMPER by HOGAN,KAM",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
08:27,"GOOD JUMPER by HALL,MARCIS",72 (+2),,70,,HXM 72-70 (+2),,"GOOD JUMPER by HALL,MARCIS",2
08:09,,72,,73 (+1),"GOOD 3PTR by QUINN,JOSH",ACM 72-73 (-1),,"GOOD 3PTR by QUINN,JOSH",2
--,,,,,"ASSIST ASSIST by HARDWICK,JOSH",,,"ASSIST ASSIST by HARDWICK,JOSH",2
07:51,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
07:51,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",2
07:51,,,,,"SUB OUT by HARDWICK,JOSH",,,"SUB OUT by HARDWICK,JOSH",2
07:43,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
07:14,"TURNOVER  by CRAWFORD,TRACE",,,,,,,"TURNOVER  by CRAWFORD,TRACE",2
07:14,,,,,"STEAL  by NICKENS,ZACHARY",,,"STEAL  by NICKENS,ZACHARY",2
07:14,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
07:14,,,,,"FOUL TE TECH by NICKENS,ZACHARY",,,"FOUL TE TECH by NICKENS,ZACHARY",2
07:14,,,,,"FOUL  by NICKENS,ZACHARY",,,"FOUL  by NICKENS,ZACHARY",2
07:14,"GOOD FT by ROUSE,TREY",73,,73,,HXM 73-73 (0),,"GOOD FT by ROUSE,TREY",2
07:14,"GOOD FT by ROUSE,TREY",74 (+1),,73,,HXM 74-73 (+1),,"GOOD FT by ROUSE,TREY",2
07:14,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
07:14,"SUB OUT by HALL,MARCIS",,,,,,,"SUB OUT by HALL,MARCIS",2
07:14,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
07:14,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",2
07:02,,,,,"MISS JUMPER by GARRETT,JOSH",,,"MISS JUMPER by GARRETT,JOSH",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
06:57,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
06:55,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND OFF by MERCADEL,JUSTICE",,,"REBOUND OFF by MERCADEL,JUSTICE",2
06:50,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,,,,,"REBOUND OFF by GARRETT,JOSH",,,"REBOUND OFF by GARRETT,JOSH",2
06:44,,74,,75 (+1),"GOOD LAYUP by GARRETT,JOSH(in the paint)",ACM 74-75 (-1),,"GOOD LAYUP by GARRETT,JOSH(in the paint)",2
06:28,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
06:28,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
06:17,,74,,77 (+3),"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",ACM 74-77 (-3),,"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",2
05:51,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by QUINN,JOSH",,,"REBOUND DEF by QUINN,JOSH",2
05:38,,,,,"MISS 3PTR by MERCADEL,JUSTICE",,,"MISS 3PTR by MERCADEL,JUSTICE",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
05:11,"MISS LAYUP by CRISWELL,SEAN",,,,,,,"MISS LAYUP by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
05:02,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
05:02,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
05:02,,,,,"MISS FT by QUINN,JOSH",,,"MISS FT by QUINN,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:02,,,,,"MISS FT by QUINN,JOSH",,,"MISS FT by QUINN,JOSH",2
--,,,,,"REBOUND OFF by MERCADEL,JUSTICE",,,"REBOUND OFF by MERCADEL,JUSTICE",2
05:02,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
05:02,"SUB IN by HALL,MARCIS",,,,,,,"SUB IN by HALL,MARCIS",2
05:02,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
05:02,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
04:58,,74,,80 (+6),"GOOD 3PTR by QUINN,JOSH",ACM 74-80 (-6),,"GOOD 3PTR by QUINN,JOSH",2
--,,,,,"ASSIST ASSIST by MERCADEL,JUSTICE",,,"ASSIST ASSIST by MERCADEL,JUSTICE",2
04:38,"MISS JUMPER by ROUSE,TREY",,,,,,,"MISS JUMPER by ROUSE,TREY",2
--,"REBOUND OFF by CRISWELL,SEAN",,,,,,,"REBOUND OFF by CRISWELL,SEAN",2
04:27,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
04:05,,74,,82 (+8),"GOOD JUMPER by HOGAN,KAM",ACM 74-82 (-8),,"GOOD JUMPER by HOGAN,KAM",2
--,,,,,"ASSIST ASSIST by GARRETT,JOSH",,,"ASSIST ASSIST by GARRETT,JOSH",2
03:49,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
03:40,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:32,,,,,"FOUL  by QUINN,JOSH",,,"FOUL  by QUINN,JOSH",2
03:25,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
03:09,"GOOD LAYUP by HALL,MARCIS(in the paint)",76,,82 (+6),,HXM 76-82 (-6),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,"ASSIST ASSIST by CALAMESE,MICHAEL",,,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
02:45,,,,,"MISS JUMPER by MERCADEL,JUSTICE",,,"MISS JUMPER by MERCADEL,JUSTICE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
