Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
16:38,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:38,,43,,53 (+10),"GOOD FT by BRASFIELD,KAM",HXM 43-53 (+10),,"GOOD FT by BRASFIELD,KAM",2
16:38,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
16:38,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
16:38,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
16:38,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
16:26,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",45,,53 (+8),,BCM 45-53 (+8),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
16:26,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
16:26,"GOOD FT by HIRSH,ELIJAH",46,,53 (+7),,BCM 46-53 (+7),,"GOOD FT by HIRSH,ELIJAH",2
16:07,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
16:07,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
15:57,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
15:57,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
15:57,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
15:57,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
15:42,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
15:40,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
15:33,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
15:26,"GOOD LAYUP by MOORE,MILES(in the paint)",48,,53 (+5),,BCM 48-53 (+5),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
15:05,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
15:05,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
15:05,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
15:05,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
15:05,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
15:03,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
15:03,,48,,54 (+6),"GOOD FT by LINK,JACOB",HXM 48-54 (+6),,"GOOD FT by LINK,JACOB",2
15:03,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
14:53,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",50,,54 (+4),,BCM 50-54 (+4),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
14:33,,,,,"TURNOVER  by FISHER,ELI",,,"TURNOVER  by FISHER,ELI",2
14:31,"STEAL  by HIRSH,ELIJAH",,,,,,,"STEAL  by HIRSH,ELIJAH",2
14:29,"GOOD LAYUP by MOORE,MILES(in the paint)",52,,54 (+2),,BCM 52-54 (+2),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
14:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:00,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:32,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,"REBOUND OFF by MOORE,MILES",,,,,,,"REBOUND OFF by MOORE,MILES",2
13:16,"MISS JUMPER by MCCLOUD,ALTON",,,,,,,"MISS JUMPER by MCCLOUD,ALTON",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
13:12,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
13:05,,52,,57 (+5),"GOOD 3PTR by FISHER,ELI",HXM 52-57 (+5),,"GOOD 3PTR by FISHER,ELI",2
12:45,"GOOD JUMPER by JOHNSON,CALEB",54,,57 (+3),,BCM 54-57 (+3),,"GOOD JUMPER by JOHNSON,CALEB",2
12:31,,54,,60 (+6),"GOOD 3PTR by FISHER,ELI",HXM 54-60 (+6),,"GOOD 3PTR by FISHER,ELI",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
12:15,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
12:15,"MISS FT by MOORE,MILES",,,,,,,"MISS FT by MOORE,MILES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:15,"GOOD FT by MOORE,MILES",55,,60 (+5),,BCM 55-60 (+5),,"GOOD FT by MOORE,MILES",2
12:15,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
12:15,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:15,"SUB OUT by MOORE,MILES",,,,,,,"SUB OUT by MOORE,MILES",2
12:15,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
11:59,,,,,"TURNOVER  by HALL,MARCIS",,,"TURNOVER  by HALL,MARCIS",2
11:57,"STEAL  by ATKINSON,QUINN",,,,,,,"STEAL  by ATKINSON,QUINN",2
11:55,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
11:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:55,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:55,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
11:55,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
11:55,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
11:50,"FOUL  by HIRSH,ELIJAH",,,,,,,"FOUL  by HIRSH,ELIJAH",2
11:43,,55,,61 (+6),"GOOD FT by FISHER,ELI",HXM 55-61 (+6),,"GOOD FT by FISHER,ELI",2
11:23,,,,,"MISS FT by FISHER,ELI",,,"MISS FT by FISHER,ELI",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
11:19,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",57,,61 (+4),,BCM 57-61 (+4),,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",2
11:19,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
11:07,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
11:07,"GOOD FT by HIRSH,ELIJAH",58,,61 (+3),,BCM 58-61 (+3),,"GOOD FT by HIRSH,ELIJAH",2
11:07,"GOOD FT by HIRSH,ELIJAH",59,,61 (+2),,BCM 59-61 (+2),,"GOOD FT by HIRSH,ELIJAH",2
11:07,"SUB IN by MOORE,MILES",,,,,,,"SUB IN by MOORE,MILES",2
11:07,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
11:07,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
11:07,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",2
10:56,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
10:49,"MISS 3PTR by FORTE,MCCARTY",,,,,,,"MISS 3PTR by FORTE,MCCARTY",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
10:36,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:23,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",61,,61,,BCM 61-61 (0),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
10:12,,61,,63 (+2),"GOOD LAYUP by SMITH,PRESTON(in the paint)",HXM 61-63 (+2),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
10:01,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
10:01,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
09:58,,61,,65 (+4),"GOOD JUMPER by BRASFIELD,KAM",HXM 61-65 (+4),,"GOOD JUMPER by BRASFIELD,KAM",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
09:52,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
09:45,"FOUL  by MOORE,MILES",,,,,,,"FOUL  by MOORE,MILES",2
09:45,,61,,66 (+5),"GOOD FT by BRASFIELD,KAM",HXM 61-66 (+5),,"GOOD FT by BRASFIELD,KAM",2
09:45,,61,,67 (+6),"GOOD FT by BRASFIELD,KAM",HXM 61-67 (+6),,"GOOD FT by BRASFIELD,KAM",2
09:32,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",63,,67 (+4),,BCM 63-67 (+4),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
09:11,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by MOORE,MILES",,,,,,,"REBOUND DEF by MOORE,MILES",2
08:59,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",2
08:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:44,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
08:44,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
08:35,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
08:31,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
08:23,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
08:13,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
08:12,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
08:12,"GOOD FT by HIRSH,ELIJAH",64,,67 (+3),,BCM 64-67 (+3),,"GOOD FT by HIRSH,ELIJAH",2
08:12,"MISS FT by HIRSH,ELIJAH",,,,,,,"MISS FT by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
07:53,,64,,69 (+5),"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 64-69 (+5),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
07:39,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
07:23,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",2
--,"REBOUND DEF by MOORE,MILES",,,,,,,"REBOUND DEF by MOORE,MILES",2
07:02,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
07:02,"MISS FT by HIRSH,ELIJAH",,,,,,,"MISS FT by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by FISHER,ELI",,,"REBOUND DEF by FISHER,ELI",2
06:53,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
06:40,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",66,,69 (+3),,BCM 66-69 (+3),,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",2
06:39,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
06:39,"GOOD FT by ATKINSON,QUINN",67,,69 (+2),,BCM 67-69 (+2),,"GOOD FT by ATKINSON,QUINN",2
06:25,,67,,71 (+4),"GOOD LAYUP by FISHER,ELI(in the paint)",HXM 67-71 (+4),,"GOOD LAYUP by FISHER,ELI(in the paint)",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
06:18,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",69,,71 (+2),,BCM 69-71 (+2),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
06:06,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
05:58,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",71,,71,,BCM 71-71 (0),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
05:39,,71,,74 (+3),"GOOD 3PTR by FISHER,ELI",HXM 71-74 (+3),,"GOOD 3PTR by FISHER,ELI",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
05:26,"GOOD 3PTR by MCCLOUD,ALTON",74,,74,,BCM 74-74 (0),,"GOOD 3PTR by MCCLOUD,ALTON",2
05:09,,74,,77 (+3),"GOOD 3PTR by SMITH,PRESTON",HXM 74-77 (+3),,"GOOD 3PTR by SMITH,PRESTON",2
04:52,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",2
04:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:34,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
04:25,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
04:05,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",2
04:03,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
04:01,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
04:01,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:58,,74,,78 (+4),"GOOD FT by LINK,JACOB",HXM 74-78 (+4),,"GOOD FT by LINK,JACOB",2
03:58,,74,,79 (+5),"GOOD FT by LINK,JACOB",HXM 74-79 (+5),,"GOOD FT by LINK,JACOB",2
03:44,"TURNOVER  by HIRSH,ELIJAH",,,,,,,"TURNOVER  by HIRSH,ELIJAH",2
03:30,,74,,82 (+8),"GOOD 3PTR by FISHER,ELI",HXM 74-82 (+8),,"GOOD 3PTR by FISHER,ELI",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
03:20,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
03:20,"GOOD FT by ATKINSON,QUINN",75,,82 (+7),,BCM 75-82 (+7),,"GOOD FT by ATKINSON,QUINN",2
03:20,"GOOD FT by ATKINSON,QUINN",76,,82 (+6),,BCM 76-82 (+6),,"GOOD FT by ATKINSON,QUINN",2
03:20,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
03:20,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
03:16,"FOUL  by HIRSH,ELIJAH",,,,,,,"FOUL  by HIRSH,ELIJAH",2
03:16,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:16,,76,,83 (+7),"GOOD FT by LINK,JACOB",HXM 76-83 (+7),,"GOOD FT by LINK,JACOB",2
03:00,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by FISHER,ELI",,,"REBOUND DEF by FISHER,ELI",2
02:49,,76,,85 (+9),"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HXM 76-85 (+9),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
02:38,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
02:35,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",78,,85 (+7),,BCM 78-85 (+7),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
02:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:35,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
02:35,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
02:21,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
02:21,,78,,86 (+8),"GOOD FT by BRASFIELD,KAM",HXM 78-86 (+8),,"GOOD FT by BRASFIELD,KAM",2
02:21,,78,,87 (+9),"GOOD FT by BRASFIELD,KAM",HXM 78-87 (+9),,"GOOD FT by BRASFIELD,KAM",2
02:21,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
02:21,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
02:21,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
02:21,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
02:18,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by FORTE,MCCARTY",,,,,,,"REBOUND OFF by FORTE,MCCARTY",2
02:09,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
02:09,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
02:02,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
02:01,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",80,,87 (+7),,BCM 80-87 (+7),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
02:01,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
02:01,"GOOD FT by HIRSH,ELIJAH",81,,87 (+6),,BCM 81-87 (+6),,"GOOD FT by HIRSH,ELIJAH",2
02:01,"SUB IN by SOMMERVILLE,MARK",,,,,,,"SUB IN by SOMMERVILLE,MARK",2
02:01,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
02:01,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
02:01,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
02:01,,,,,"SUB IN by HALL,MARCIS",,,"SUB IN by HALL,MARCIS",2
02:01,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
01:53,,81,,89 (+8),"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 81-89 (+8),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
01:44,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
01:38,"FOUL  by MOORE,MILES",,,,,,,"FOUL  by MOORE,MILES",2
01:38,,81,,90 (+9),"GOOD FT by CALAMESE,MICHAEL",HXM 81-90 (+9),,"GOOD FT by CALAMESE,MICHAEL",2
01:38,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
01:38,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
01:38,"SUB OUT by SOMMERVILLE,MARK",,,,,,,"SUB OUT by SOMMERVILLE,MARK",2
01:32,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
01:32,"GOOD FT by HIRSH,ELIJAH",82,,90 (+8),,BCM 82-90 (+8),,"GOOD FT by HIRSH,ELIJAH",2
01:32,"MISS FT by HIRSH,ELIJAH",,,,,,,"MISS FT by HIRSH,ELIJAH",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
01:32,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:32,"SUB IN by SOMMERVILLE,MARK",,,,,,,"SUB IN by SOMMERVILLE,MARK",2
01:32,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
01:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:13,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
01:13,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
01:13,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
01:13,"SUB OUT by SOMMERVILLE,MARK",,,,,,,"SUB OUT by SOMMERVILLE,MARK",2
01:13,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
01:04,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",84,,90 (+6),,BCM 84-90 (+6),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
00:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:50,"SUB IN by SOMMERVILLE,MARK",,,,,,,"SUB IN by SOMMERVILLE,MARK",2
00:50,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
00:50,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
00:50,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
00:40,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by SOMMERVILLE,MARK",,,,,,,"REBOUND DEF by SOMMERVILLE,MARK",2
00:33,"GOOD LAYUP by MARDER,NICK(in the paint)",86,,90 (+4),,BCM 86-90 (+4),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
00:28,"FOUL  by SOMMERVILLE,MARK",,,,,,,"FOUL  by SOMMERVILLE,MARK",2
00:28,,86,,91 (+5),"GOOD FT by BRASFIELD,KAM",HXM 86-91 (+5),,"GOOD FT by BRASFIELD,KAM",2
00:28,,86,,92 (+6),"GOOD FT by BRASFIELD,KAM",HXM 86-92 (+6),,"GOOD FT by BRASFIELD,KAM",2
00:28,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
00:28,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
00:28,"SUB OUT by SOMMERVILLE,MARK",,,,,,,"SUB OUT by SOMMERVILLE,MARK",2
00:28,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
00:21,"GOOD 3PTR by FORTE,MCCARTY",89,,92 (+3),,BCM 89-92 (+3),,"GOOD 3PTR by FORTE,MCCARTY",2
00:14,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
00:14,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:14,,89,,93 (+4),"GOOD FT by CALAMESE,MICHAEL",HXM 89-93 (+4),,"GOOD FT by CALAMESE,MICHAEL",2
00:11,"MISS 3PTR by HIRSH,ELIJAH",,,,,,,"MISS 3PTR by HIRSH,ELIJAH",2
--,"REBOUND OFF by MOORE,MILES",,,,,,,"REBOUND OFF by MOORE,MILES",2
00:08,"GOOD LAYUP by MOORE,MILES(in the paint)",91,,93 (+2),,BCM 91-93 (+2),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
00:05,"FOUL  by MOORE,MILES",,,,,,,"FOUL  by MOORE,MILES",2
00:05,,91,,94 (+3),"GOOD FT by SMITH,PRESTON",HXM 91-94 (+3),,"GOOD FT by SMITH,PRESTON",2
00:05,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",2
00:05,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
