Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
18:02,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",2
18:02,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",2
18:02,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",2
18:02,,,,,"SUB IN by HALL,MARCIS",,,"SUB IN by HALL,MARCIS",2
18:01,"TURNOVER  by KIRKENDOLL,TRAVION",,,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",2
17:59,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
17:58,,43 (+1),,42,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",HXM 43-42 (-1),,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",2
17:28,"GOOD 3PTR by MATTHEWS,TREYLAN",46 (+4),,42,,CENTMB 46-42 (-4),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,"ASSIST ASSIST by KIRKENDOLL,TRAVION",,,,,,,"ASSIST ASSIST by KIRKENDOLL,TRAVION",2
17:27,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
17:04,"MISS 3PTR by WEAVER,DYLLON",,,,,,,"MISS 3PTR by WEAVER,DYLLON",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
17:00,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",2
17:00,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",2
16:49,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",2
16:41,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
16:41,"BLOCK  by HELZER,JAMES",,,,,,,"BLOCK  by HELZER,JAMES",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
16:31,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",2
16:26,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:23,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",2
16:23,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",2
16:23,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
16:03,"MISS 3PTR by KIRKENDOLL,TRAVION",,,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",2
--,"REBOUND OFF by HARRIS,CEDRIC",,,,,,,"REBOUND OFF by HARRIS,CEDRIC",2
15:57,"GOOD JUMPER by KIRKENDOLL,TRAVION",48 (+6),,42,,CENTMB 48-42 (-6),,"GOOD JUMPER by KIRKENDOLL,TRAVION",2
--,"ASSIST ASSIST by HARRIS,CEDRIC",,,,,,,"ASSIST ASSIST by HARRIS,CEDRIC",2
15:38,,48 (+4),,44,"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 48-44 (-4),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST ASSIST by CRISWELL,SEAN",,,"ASSIST ASSIST by CRISWELL,SEAN",2
15:17,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",2
15:17,"SUB IN by HARDY,RAYLON",,,,,,,"SUB IN by HARDY,RAYLON",2
15:17,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",2
15:17,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",2
15:07,"FOUL  by HARDY,RAYLON",,,,,,,"FOUL  by HARDY,RAYLON",2
15:07,"SUB IN by REED,JAY",,,,,,,"SUB IN by REED,JAY",2
15:07,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
14:55,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
14:55,"BLOCK  by REED,JAY",,,,,,,"BLOCK  by REED,JAY",2
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",2
14:47,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:32,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
14:32,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
14:16,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
14:16,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",2
14:16,,,,,"SUB IN by ROBERTS,ERIC",,,"SUB IN by ROBERTS,ERIC",2
13:59,"MISS 3PTR by KIRKENDOLL,TRAVION",,,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",2
--,"REBOUND OFF by CARTER,KAHARRI",,,,,,,"REBOUND OFF by CARTER,KAHARRI",2
13:57,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",2
13:57,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
13:49,"FOUL  by REED,JAY",,,,,,,"FOUL  by REED,JAY",2
13:49,"TURNOVER  by REED,JAY",,,,,,,"TURNOVER  by REED,JAY",2
13:49,"SUB IN by HAWKINS,NEIL",,,,,,,"SUB IN by HAWKINS,NEIL",2
13:49,"SUB OUT by HARDY,RAYLON",,,,,,,"SUB OUT by HARDY,RAYLON",2
13:39,,,,,"MISS JUMPER by BRASFIELD,KAM",,,"MISS JUMPER by BRASFIELD,KAM",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
13:30,"MISS LAYUP by MATTHEWS,TREYLAN",,,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",2
--,"REBOUND OFF by HARRIS,CEDRIC",,,,,,,"REBOUND OFF by HARRIS,CEDRIC",2
13:27,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",50 (+6),,44,,CENTMB 50-44 (-6),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",2
13:27,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
13:27,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
13:27,"GOOD FT by HARRIS,CEDRIC",51 (+7),,44,,CENTMB 51-44 (-7),,"GOOD FT by HARRIS,CEDRIC",2
13:24,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
13:24,"STEAL  by KIRKENDOLL,TRAVION",,,,,,,"STEAL  by KIRKENDOLL,TRAVION",2
13:08,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
12:57,,,,,"MISS LAYUP by ROBERTS,ERIC",,,"MISS LAYUP by ROBERTS,ERIC",2
12:57,"BLOCK  by HAWKINS,NEIL",,,,,,,"BLOCK  by HAWKINS,NEIL",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
12:48,"GOOD 3PTR by MATTHEWS,TREYLAN",54 (+10),,44,,CENTMB 54-44 (-10),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,"ASSIST ASSIST by KIRKENDOLL,TRAVION",,,,,,,"ASSIST ASSIST by KIRKENDOLL,TRAVION",2
12:35,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
12:35,"STEAL  by KIRKENDOLL,TRAVION",,,,,,,"STEAL  by KIRKENDOLL,TRAVION",2
12:35,"FOUL  by HAWKINS,NEIL",,,,,,,"FOUL  by HAWKINS,NEIL",2
12:35,"TURNOVER  by HAWKINS,NEIL",,,,,,,"TURNOVER  by HAWKINS,NEIL",2
12:35,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
12:35,,,,,"SUB OUT by MOORE,AUSTIN",,,"SUB OUT by MOORE,AUSTIN",2
12:27,,54 (+8),,46,"GOOD LAYUP by CRISWELL,SEAN(fastbreak)(in the paint)",HXM 54-46 (-8),,"GOOD LAYUP by CRISWELL,SEAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
12:11,"GOOD JUMPER by KIRKENDOLL,TRAVION",56 (+10),,46,,CENTMB 56-46 (-10),,"GOOD JUMPER by KIRKENDOLL,TRAVION",2
--,"ASSIST ASSIST by HARRIS,CEDRIC",,,,,,,"ASSIST ASSIST by HARRIS,CEDRIC",2
12:01,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
12:01,"BLOCK  by REED,JAY",,,,,,,"BLOCK  by REED,JAY",2
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",2
11:53,,,,,FOUL TE TECH by TEAM,,,FOUL TE TECH by TEAM,2
11:53,"GOOD FT by HARRIS,CEDRIC",57 (+11),,46,,CENTMB 57-46 (-11),,"GOOD FT by HARRIS,CEDRIC",2
11:53,"GOOD FT by HARRIS,CEDRIC",58 (+12),,46,,CENTMB 58-46 (-12),,"GOOD FT by HARRIS,CEDRIC",2
11:35,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
11:35,"GOOD FT by HARRIS,CEDRIC",59 (+13),,46,,CENTMB 59-46 (-13),,"GOOD FT by HARRIS,CEDRIC",2
11:35,"MISS FT by HARRIS,CEDRIC",,,,,,,"MISS FT by HARRIS,CEDRIC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:35,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
11:35,"GOOD FT by HARRIS,CEDRIC",60 (+14),,46,,CENTMB 60-46 (-14),,"GOOD FT by HARRIS,CEDRIC",2
11:18,,,,,"TURNOVER  by ROBERTS,ERIC",,,"TURNOVER  by ROBERTS,ERIC",2
11:18,"STEAL  by REED,JAY",,,,,,,"STEAL  by REED,JAY",2
11:18,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
11:18,,,,,"SUB OUT by ROBERTS,ERIC",,,"SUB OUT by ROBERTS,ERIC",2
10:58,"MISS 3PTR by MATTHEWS,TREYLAN",,,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
10:47,,60 (+11),,49,"GOOD 3PTR by EATON,JACK",HXM 60-49 (-11),,"GOOD 3PTR by EATON,JACK",2
--,,,,,"ASSIST ASSIST by BRASFIELD,KAM",,,"ASSIST ASSIST by BRASFIELD,KAM",2
10:29,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
10:14,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",2
10:13,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
10:12,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
09:50,,60 (+9),,51,"GOOD JUMPER by EATON,JACK(in the paint)",HXM 60-51 (-9),,"GOOD JUMPER by EATON,JACK(in the paint)",2
09:39,"SUB OUT by REED,JAY",,,,,,,"SUB OUT by REED,JAY",2
09:34,"MISS JUMPER by KIRKENDOLL,TRAVION",,,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
09:13,,,,,"MISS JUMPER by BRASFIELD,KAM",,,"MISS JUMPER by BRASFIELD,KAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:00,"SUB IN by REED,JAY",,,,,,,"SUB IN by REED,JAY",2
09:00,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",2
08:48,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",2
08:48,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
08:45,"GOOD 3PTR by HARRIS,CEDRIC",63 (+12),,51,,CENTMB 63-51 (-12),,"GOOD 3PTR by HARRIS,CEDRIC",2
--,"ASSIST ASSIST by JOHNSON,REGIS",,,,,,,"ASSIST ASSIST by JOHNSON,REGIS",2
08:45,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
08:45,"MISS FT by HARRIS,CEDRIC",,,,,,,"MISS FT by HARRIS,CEDRIC",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
08:43,"FOUL  by JOHNSON,REGIS",,,,,,,"FOUL  by JOHNSON,REGIS",2
08:35,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",2
08:34,"STEAL  by REED,JAY",,,,,,,"STEAL  by REED,JAY",2
08:31,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
08:31,"GOOD FT by HARRIS,CEDRIC",64 (+13),,51,,CENTMB 64-51 (-13),,"GOOD FT by HARRIS,CEDRIC",2
08:31,"GOOD FT by HARRIS,CEDRIC",65 (+14),,51,,CENTMB 65-51 (-14),,"GOOD FT by HARRIS,CEDRIC",2
08:31,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
08:31,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
08:25,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
08:12,"MISS LAYUP by HAWKINS,NEIL",,,,,,,"MISS LAYUP by HAWKINS,NEIL",2
--,"REBOUND OFF by REED,JAY",,,,,,,"REBOUND OFF by REED,JAY",2
08:09,"GOOD TIPIN by REED,JAY(in the paint)",67 (+16),,51,,CENTMB 67-51 (-16),,"GOOD TIPIN by REED,JAY(in the paint)",2
07:59,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",2
07:59,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
07:46,"FOUL  by JOHNSON,REGIS",,,,,,,"FOUL  by JOHNSON,REGIS",2
07:46,,67 (+15),,52,"GOOD FT by ROUSE,TREY",HXM 67-52 (-15),,"GOOD FT by ROUSE,TREY",2
07:46,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",2
07:46,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",2
07:46,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",2
07:16,"MISS 3PTR by MATTHEWS,TREYLAN",,,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
07:00,,,,,"MISS JUMPER by ROUSE,TREY",,,"MISS JUMPER by ROUSE,TREY",2
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",2
06:48,"MISS 3PTR by KIRKENDOLL,TRAVION",,,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
06:36,,67 (+13),,54,"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 67-54 (-13),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
06:14,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",2
06:14,"GOOD FT by HARRIS,CEDRIC",68 (+14),,54,,CENTMB 68-54 (-14),,"GOOD FT by HARRIS,CEDRIC",2
06:14,"MISS FT by HARRIS,CEDRIC",,,,,,,"MISS FT by HARRIS,CEDRIC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:14,"MISS FT by HARRIS,CEDRIC",,,,,,,"MISS FT by HARRIS,CEDRIC",2
--,,,,,"REBOUND DEF by MOORE,AUSTIN",,,"REBOUND DEF by MOORE,AUSTIN",2
06:14,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",2
06:14,"SUB OUT by REED,JAY",,,,,,,"SUB OUT by REED,JAY",2
05:57,"FOUL  by KIRKENDOLL,TRAVION",,,,,,,"FOUL  by KIRKENDOLL,TRAVION",2
05:57,,68 (+13),,55,"GOOD FT by HALL,MARCIS",HXM 68-55 (-13),,"GOOD FT by HALL,MARCIS",2
05:57,,68 (+12),,56,"GOOD FT by HALL,MARCIS",HXM 68-56 (-12),,"GOOD FT by HALL,MARCIS",2
05:57,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",2
05:57,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",2
05:53,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
05:36,"GOOD LAYUP by HELZER,JAMES(in the paint)",70 (+14),,56,,CENTMB 70-56 (-14),,"GOOD LAYUP by HELZER,JAMES(in the paint)",2
--,"ASSIST ASSIST by CARTER,KAHARRI",,,,,,,"ASSIST ASSIST by CARTER,KAHARRI",2
05:36,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
05:36,"GOOD FT by HELZER,JAMES",71 (+15),,56,,CENTMB 71-56 (-15),,"GOOD FT by HELZER,JAMES",2
05:20,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",2
05:20,,,,,"MISS FT by HALL,MARCIS",,,"MISS FT by HALL,MARCIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:20,,71 (+14),,57,"GOOD FT by HALL,MARCIS",HXM 71-57 (-14),,"GOOD FT by HALL,MARCIS",2
05:20,"SUB IN by REED,JAY",,,,,,,"SUB IN by REED,JAY",2
05:20,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",2
05:20,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
05:20,"SUB OUT by HAWKINS,NEIL",,,,,,,"SUB OUT by HAWKINS,NEIL",2
05:12,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",73 (+16),,57,,CENTMB 73-57 (-16),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",2
--,"ASSIST ASSIST by KIRKENDOLL,TRAVION",,,,,,,"ASSIST ASSIST by KIRKENDOLL,TRAVION",2
05:11,,,,,"FOUL  by MOORE,AUSTIN",,,"FOUL  by MOORE,AUSTIN",2
05:11,"MISS FT by HARRIS,CEDRIC",,,,,,,"MISS FT by HARRIS,CEDRIC",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
04:59,,,,,"MISS 3PTR by MOORE,AUSTIN",,,"MISS 3PTR by MOORE,AUSTIN",2
04:59,"BLOCK  by HARRIS,CEDRIC",,,,,,,"BLOCK  by HARRIS,CEDRIC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:51,,73 (+14),,59,"GOOD JUMPER by HALL,MARCIS",HXM 73-59 (-14),,"GOOD JUMPER by HALL,MARCIS",2
04:25,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",2
--,"REBOUND OFF by MATTHEWS,TREYLAN",,,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",2
04:22,"MISS LAYUP by MATTHEWS,TREYLAN",,,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",2
04:22,,,,,"BLOCK  by CRISWELL,SEAN",,,"BLOCK  by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
04:03,"FOUL  by REED,JAY",,,,,,,"FOUL  by REED,JAY",2
04:03,,73 (+13),,60,"GOOD FT by CRISWELL,SEAN",HXM 73-60 (-13),,"GOOD FT by CRISWELL,SEAN",2
04:03,,,,,"MISS FT by CRISWELL,SEAN",,,"MISS FT by CRISWELL,SEAN",2
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",2
03:38,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",2
03:37,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
03:34,"FOUL  by CARTER,KAHARRI",,,,,,,"FOUL  by CARTER,KAHARRI",2
03:34,,73 (+12),,61,"GOOD FT by ROUSE,TREY",HXM 73-61 (-12),,"GOOD FT by ROUSE,TREY",2
03:34,,73 (+11),,62,"GOOD FT by ROUSE,TREY",HXM 73-62 (-11),,"GOOD FT by ROUSE,TREY",2
03:34,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
03:34,,,,,"SUB OUT by MOORE,AUSTIN",,,"SUB OUT by MOORE,AUSTIN",2
03:29,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
03:29,"MISS FT by KIRKENDOLL,TRAVION",,,,,,,"MISS FT by KIRKENDOLL,TRAVION",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:29,"GOOD FT by KIRKENDOLL,TRAVION",74 (+12),,62,,CENTMB 74-62 (-12),,"GOOD FT by KIRKENDOLL,TRAVION",2
03:29,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
03:29,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
03:07,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
03:06,"SUB IN by HAWKINS,NEIL",,,,,,,"SUB IN by HAWKINS,NEIL",2
03:06,"SUB OUT by CARTER,KAHARRI",,,,,,,"SUB OUT by CARTER,KAHARRI",2
02:44,"GOOD JUMPER by HARRIS,CEDRIC",76 (+14),,62,,CENTMB 76-62 (-14),,"GOOD JUMPER by HARRIS,CEDRIC",2
02:13,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
02:09,,76 (+12),,64,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 76-64 (-12),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",2
02:06,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
02:04,"TURNOVER  by HAWKINS,NEIL",,,,,,,"TURNOVER  by HAWKINS,NEIL",2
01:55,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",2
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",2
01:44,"GOOD 3PTR by KIRKENDOLL,TRAVION",79 (+15),,64,,CENTMB 79-64 (-15),,"GOOD 3PTR by KIRKENDOLL,TRAVION",2
--,"ASSIST ASSIST by HARRIS,CEDRIC",,,,,,,"ASSIST ASSIST by HARRIS,CEDRIC",2
01:13,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",2
01:13,"BLOCK  by HARRIS,CEDRIC",,,,,,,"BLOCK  by HARRIS,CEDRIC",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
01:13,"FOUL  by HARRIS,CEDRIC",,,,,,,"FOUL  by HARRIS,CEDRIC",2
01:13,,,,,"MISS FT by CRISWELL,SEAN",,,"MISS FT by CRISWELL,SEAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:13,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
01:13,"SUB IN by KEEBLE,OLIVER",,,,,,,"SUB IN by KEEBLE,OLIVER",2
01:13,"SUB IN by JACKSON,SHAUN",,,,,,,"SUB IN by JACKSON,SHAUN",2
01:13,"SUB IN by BARKER,BRIAN",,,,,,,"SUB IN by BARKER,BRIAN",2
01:13,"SUB OUT by HAWKINS,NEIL",,,,,,,"SUB OUT by HAWKINS,NEIL",2
01:13,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",2
01:13,"SUB OUT by REED,JAY",,,,,,,"SUB OUT by REED,JAY",2
01:13,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",2
01:11,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",2
01:11,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
01:10,,79 (+13),,66,"GOOD LAYUP by CRISWELL,SEAN(fastbreak)(in the paint)",HXM 79-66 (-13),,"GOOD LAYUP by CRISWELL,SEAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",,,"ASSIST ASSIST by CALAMESE,MICHAEL",2
00:58,"TURNOVER  by KEEBLE,OLIVER",,,,,,,"TURNOVER  by KEEBLE,OLIVER",2
00:46,,79 (+11),,68,"GOOD JUMPER by CALAMESE,MICHAEL(in the paint)",HXM 79-68 (-11),,"GOOD JUMPER by CALAMESE,MICHAEL(in the paint)",2
00:43,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
00:41,"TURNOVER  by JACKSON,SHAUN",,,,,,,"TURNOVER  by JACKSON,SHAUN",2
00:41,"SUB IN by HARDY,RAYLON",,,,,,,"SUB IN by HARDY,RAYLON",2
00:41,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
00:40,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
00:39,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
--,,,,,"REBOUND OFF by HALL,MARCIS",,,"REBOUND OFF by HALL,MARCIS",2
00:37,,79 (+9),,70,"GOOD TIPIN by HALL,MARCIS(in the paint)",HXM 79-70 (-9),,"GOOD TIPIN by HALL,MARCIS(in the paint)",2
00:37,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",2
00:37,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",2
00:37,"SUB IN by REED,JAY",,,,,,,"SUB IN by REED,JAY",2
