Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
16:51,,6,,7 (+1),"GOOD 3PTR by BRASFIELD,KAM",HXM 6-7 (+1),,"GOOD 3PTR by BRASFIELD,KAM",1
16:26,"GOOD 3PTR by KIRKENDOLL,TRAVION",9 (+2),,7,,CENTMB 9-7 (-2),,"GOOD 3PTR by KIRKENDOLL,TRAVION",1
--,"ASSIST ASSIST by JOHNSON,REGIS",,,,,,,"ASSIST ASSIST by JOHNSON,REGIS",1
16:06,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",1
16:06,,,,,"TURNOVER  by NOTLEY,CHANDLER",,,"TURNOVER  by NOTLEY,CHANDLER",1
16:06,"SUB IN by HARDY,RAYLON",,,,,,,"SUB IN by HARDY,RAYLON",1
16:06,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",1
16:06,"SUB IN by HAWKINS,NEIL",,,,,,,"SUB IN by HAWKINS,NEIL",1
16:06,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",1
16:06,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",1
16:06,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",1
16:06,,,,,"SUB IN by HALL,MARCIS",,,"SUB IN by HALL,MARCIS",1
15:51,"GOOD 3PTR by HARDY,RAYLON",12 (+5),,7,,CENTMB 12-7 (-5),,"GOOD 3PTR by HARDY,RAYLON",1
--,"ASSIST ASSIST by KIRKENDOLL,TRAVION",,,,,,,"ASSIST ASSIST by KIRKENDOLL,TRAVION",1
15:23,"FOUL  by JACKSON,SHAUN",,,,,,,"FOUL  by JACKSON,SHAUN",1
15:15,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",1
--,,,,,"REBOUND OFF by HALL,MARCIS",,,"REBOUND OFF by HALL,MARCIS",1
15:11,"FOUL  by HARRIS,CEDRIC",,,,,,,"FOUL  by HARRIS,CEDRIC",1
15:11,,,,,"MISS FT by HALL,MARCIS",,,"MISS FT by HALL,MARCIS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
15:11,,12 (+4),,8,"GOOD FT by HALL,MARCIS",HXM 12-8 (-4),,"GOOD FT by HALL,MARCIS",1
15:11,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",1
15:11,"SUB IN by CLASON,HAYDEN",,,,,,,"SUB IN by CLASON,HAYDEN",1
15:11,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",1
15:11,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",1
14:52,"GOOD JUMPER by CLASON,HAYDEN(in the paint)",14 (+6),,8,,CENTMB 14-8 (-6),,"GOOD JUMPER by CLASON,HAYDEN(in the paint)",1
14:28,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",1
--,"REBOUND DEF by HARDY,RAYLON",,,,,,,"REBOUND DEF by HARDY,RAYLON",1
14:19,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
14:19,"GOOD FT by HARDY,RAYLON",15 (+7),,8,,CENTMB 15-8 (-7),,"GOOD FT by HARDY,RAYLON",1
14:19,"MISS FT by HARDY,RAYLON",,,,,,,"MISS FT by HARDY,RAYLON",1
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",1
14:19,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
14:19,,,,,"SUB IN by ROBERTS,ERIC",,,"SUB IN by ROBERTS,ERIC",1
13:59,,15 (+5),,10,"GOOD JUMPER by ROUSE,TREY",HXM 15-10 (-5),,"GOOD JUMPER by ROUSE,TREY",1
13:31,"MISS 3PTR by CLASON,HAYDEN",,,,,,,"MISS 3PTR by CLASON,HAYDEN",1
--,"REBOUND OFF by CARTER,KAHARRI",,,,,,,"REBOUND OFF by CARTER,KAHARRI",1
13:27,"MISS LAYUP by CARTER,KAHARRI",,,,,,,"MISS LAYUP by CARTER,KAHARRI",1
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",1
13:14,,,,,"MISS JUMPER by HALL,MARCIS",,,"MISS JUMPER by HALL,MARCIS",1
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",1
13:08,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",1
13:08,"GOOD FT by CARTER,KAHARRI",16 (+6),,10,,CENTMB 16-10 (-6),,"GOOD FT by CARTER,KAHARRI",1
13:08,"GOOD FT by CARTER,KAHARRI",17 (+7),,10,,CENTMB 17-10 (-7),,"GOOD FT by CARTER,KAHARRI",1
13:08,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",1
12:50,"FOUL  by CLASON,HAYDEN",,,,,,,"FOUL  by CLASON,HAYDEN",1
12:42,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",1
12:42,,,,,"TURNOVER  by HALL,MARCIS",,,"TURNOVER  by HALL,MARCIS",1
12:27,"MISS 3PTR by WEAVER,DYLLON",,,,,,,"MISS 3PTR by WEAVER,DYLLON",1
--,"REBOUND OFF by CARTER,KAHARRI",,,,,,,"REBOUND OFF by CARTER,KAHARRI",1
12:23,"MISS 3PTR by HARDY,RAYLON",,,,,,,"MISS 3PTR by HARDY,RAYLON",1
--,"REBOUND OFF by HAWKINS,NEIL",,,,,,,"REBOUND OFF by HAWKINS,NEIL",1
12:18,"MISS LAYUP by HAWKINS,NEIL",,,,,,,"MISS LAYUP by HAWKINS,NEIL",1
--,,,,,"REBOUND DEF by ROBERTS,ERIC",,,"REBOUND DEF by ROBERTS,ERIC",1
12:10,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by HAWKINS,NEIL",,,,,,,"REBOUND DEF by HAWKINS,NEIL",1
11:44,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",1
11:43,,,,,"STEAL  by FISHER,ELI",,,"STEAL  by FISHER,ELI",1
11:38,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",1
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",1
11:30,FOUL TE TECH by TEAM,,,,,,,FOUL TE TECH by TEAM,1
11:30,,17 (+6),,11,"GOOD FT by EATON,JACK",HXM 17-11 (-6),,"GOOD FT by EATON,JACK",1
11:30,,17 (+5),,12,"GOOD FT by EATON,JACK",HXM 17-12 (-5),,"GOOD FT by EATON,JACK",1
11:30,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",1
11:30,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",1
11:30,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",1
11:30,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",1
11:30,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",1
11:30,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",1
11:30,"SUB OUT by HARDY,RAYLON",,,,,,,"SUB OUT by HARDY,RAYLON",1
11:30,"SUB OUT by CARTER,KAHARRI",,,,,,,"SUB OUT by CARTER,KAHARRI",1
11:30,"SUB OUT by CLASON,HAYDEN",,,,,,,"SUB OUT by CLASON,HAYDEN",1
11:30,"SUB OUT by HAWKINS,NEIL",,,,,,,"SUB OUT by HAWKINS,NEIL",1
11:30,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",1
11:30,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",1
11:30,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",1
11:09,"MISS JUMPER by HARRIS,CEDRIC",,,,,,,"MISS JUMPER by HARRIS,CEDRIC",1
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",1
10:57,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",1
10:57,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",1
10:39,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,"REBOUND OFF by MATTHEWS,TREYLAN",,,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",1
10:36,"GOOD LAYUP by MATTHEWS,TREYLAN(in the paint)",19 (+7),,12,,CENTMB 19-12 (-7),,"GOOD LAYUP by MATTHEWS,TREYLAN(in the paint)",1
10:21,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",1
--,"REBOUND DEF by HELZER,JAMES",,,,,,,"REBOUND DEF by HELZER,JAMES",1
10:00,"FOUL  by HAWKINS,NEIL",,,,,,,"FOUL  by HAWKINS,NEIL",1
09:56,"MISS 3PTR by KIRKENDOLL,TRAVION",,,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",1
--,"REBOUND OFF by MATTHEWS,TREYLAN",,,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",1
09:53,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",21 (+9),,12,,CENTMB 21-12 (-9),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",1
--,"ASSIST ASSIST by MATTHEWS,TREYLAN",,,,,,,"ASSIST ASSIST by MATTHEWS,TREYLAN",1
09:49,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,1
09:28,,21 (+7),,14,"GOOD LAYUP by FISHER,ELI(in the paint)",HXM 21-14 (-7),,"GOOD LAYUP by FISHER,ELI(in the paint)",1
--,,,,,"ASSIST ASSIST by EATON,JACK",,,"ASSIST ASSIST by EATON,JACK",1
09:03,"GOOD 3PTR by MATTHEWS,TREYLAN",24 (+10),,14,,CENTMB 24-14 (-10),,"GOOD 3PTR by MATTHEWS,TREYLAN",1
--,"ASSIST ASSIST by KIRKENDOLL,TRAVION",,,,,,,"ASSIST ASSIST by KIRKENDOLL,TRAVION",1
08:44,,24 (+7),,17,"GOOD 3PTR by BRASFIELD,KAM",HXM 24-17 (-7),,"GOOD 3PTR by BRASFIELD,KAM",1
--,,,,,"ASSIST ASSIST by CRISWELL,SEAN",,,"ASSIST ASSIST by CRISWELL,SEAN",1
08:17,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
08:08,,24 (+5),,19,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 24-19 (-5),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
--,,,,,"ASSIST ASSIST by BRASFIELD,KAM",,,"ASSIST ASSIST by BRASFIELD,KAM",1
07:45,"GOOD 3PTR by MATTHEWS,TREYLAN",27 (+8),,19,,CENTMB 27-19 (-8),,"GOOD 3PTR by MATTHEWS,TREYLAN",1
--,"ASSIST ASSIST by JOHNSON,REGIS",,,,,,,"ASSIST ASSIST by JOHNSON,REGIS",1
07:36,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",1
07:36,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",1
07:36,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",1
07:36,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",1
07:36,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",1
07:25,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",1
07:25,,,,,"TURNOVER  by ROBERTS,ERIC",,,"TURNOVER  by ROBERTS,ERIC",1
07:10,"MISS 3PTR by JOHNSON,REGIS",,,,,,,"MISS 3PTR by JOHNSON,REGIS",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
07:01,,27 (+6),,21,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 27-21 (-6),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
--,,,,,"ASSIST ASSIST by BRASFIELD,KAM",,,"ASSIST ASSIST by BRASFIELD,KAM",1
06:44,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",1
06:44,"GOOD FT by KIRKENDOLL,TRAVION",28 (+7),,21,,CENTMB 28-21 (-7),,"GOOD FT by KIRKENDOLL,TRAVION",1
06:44,"MISS FT by KIRKENDOLL,TRAVION",,,,,,,"MISS FT by KIRKENDOLL,TRAVION",1
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",1
06:44,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",1
06:44,"SUB IN by HAWKINS,NEIL",,,,,,,"SUB IN by HAWKINS,NEIL",1
06:44,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",1
06:44,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",1
06:44,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",1
06:44,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
06:44,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
06:44,,,,,"SUB OUT by ROBERTS,ERIC",,,"SUB OUT by ROBERTS,ERIC",1
06:43,,,,,"TURNOVER  by ROUSE,TREY",,,"TURNOVER  by ROUSE,TREY",1
06:43,"GOOD LAYUP by HAWKINS,NEIL(in the paint)",30 (+9),,21,,CENTMB 30-21 (-9),,"GOOD LAYUP by HAWKINS,NEIL(in the paint)",1
06:42,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",1
06:42,"GOOD FT by HAWKINS,NEIL",31 (+10),,21,,CENTMB 31-21 (-10),,"GOOD FT by HAWKINS,NEIL",1
06:42,,,,,"SUB IN by HALL,MARCIS",,,"SUB IN by HALL,MARCIS",1
06:42,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",1
06:31,"FOUL  by KIRKENDOLL,TRAVION",,,,,,,"FOUL  by KIRKENDOLL,TRAVION",1
06:22,,31 (+8),,23,"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 31-23 (-8),,"GOOD LAYUP by HALL,MARCIS(in the paint)",1
--,,,,,"ASSIST ASSIST by ROUSE,TREY",,,"ASSIST ASSIST by ROUSE,TREY",1
06:22,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",1
06:22,,,,,"MISS FT by HALL,MARCIS",,,"MISS FT by HALL,MARCIS",1
--,,,,,"REBOUND OFF by ROUSE,TREY",,,"REBOUND OFF by ROUSE,TREY",1
06:10,,31 (+6),,25,"GOOD JUMPER by BRASFIELD,KAM",HXM 31-25 (-6),,"GOOD JUMPER by BRASFIELD,KAM",1
05:50,"MISS 3PTR by MATTHEWS,TREYLAN",,,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
05:42,,31 (+3),,28,"GOOD 3PTR by ROUSE,TREY",HXM 31-28 (-3),,"GOOD 3PTR by ROUSE,TREY",1
--,,,,,"ASSIST ASSIST by BRASFIELD,KAM",,,"ASSIST ASSIST by BRASFIELD,KAM",1
05:39,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,1
05:39,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",1
05:39,"SUB IN by HARDY,RAYLON",,,,,,,"SUB IN by HARDY,RAYLON",1
05:39,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",1
05:39,"SUB IN by CLASON,HAYDEN",,,,,,,"SUB IN by CLASON,HAYDEN",1
05:39,"SUB OUT by CARTER,KAHARRI",,,,,,,"SUB OUT by CARTER,KAHARRI",1
05:39,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",1
05:39,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",1
05:39,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",1
05:17,"GOOD LAYUP by CLASON,HAYDEN(in the paint)",33 (+5),,28,,CENTMB 33-28 (-5),,"GOOD LAYUP by CLASON,HAYDEN(in the paint)",1
--,"ASSIST ASSIST by HAWKINS,NEIL",,,,,,,"ASSIST ASSIST by HAWKINS,NEIL",1
04:53,,33 (+2),,31,"GOOD 3PTR by BRASFIELD,KAM",HXM 33-31 (-2),,"GOOD 3PTR by BRASFIELD,KAM",1
04:27,"GOOD LAYUP by JOHNSON,REGIS(in the paint)",35 (+4),,31,,CENTMB 35-31 (-4),,"GOOD LAYUP by JOHNSON,REGIS(in the paint)",1
04:14,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
04:14,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",1
04:14,"SUB OUT by CLASON,HAYDEN",,,,,,,"SUB OUT by CLASON,HAYDEN",1
03:57,"TURNOVER  by HARDY,RAYLON",,,,,,,"TURNOVER  by HARDY,RAYLON",1
03:46,"FOUL  by HARRIS,CEDRIC",,,,,,,"FOUL  by HARRIS,CEDRIC",1
03:46,,35 (+3),,32,"GOOD FT by HALL,MARCIS",HXM 35-32 (-3),,"GOOD FT by HALL,MARCIS",1
03:46,,,,,"MISS FT by HALL,MARCIS",,,"MISS FT by HALL,MARCIS",1
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",1
03:46,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",1
03:46,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",1
03:30,"TURNOVER  by HELZER,JAMES",,,,,,,"TURNOVER  by HELZER,JAMES",1
03:23,,35 (+1),,34,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 35-34 (-1),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
--,,,,,"ASSIST ASSIST by BRASFIELD,KAM",,,"ASSIST ASSIST by BRASFIELD,KAM",1
03:06,"MISS LAYUP by HAWKINS,NEIL",,,,,,,"MISS LAYUP by HAWKINS,NEIL",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:03,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",1
03:03,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",1
03:03,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",1
03:03,"SUB IN by REED,JAY",,,,,,,"SUB IN by REED,JAY",1
03:03,"SUB OUT by HARDY,RAYLON",,,,,,,"SUB OUT by HARDY,RAYLON",1
03:03,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",1
03:03,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",1
03:03,"SUB OUT by HAWKINS,NEIL",,,,,,,"SUB OUT by HAWKINS,NEIL",1
02:36,,35,,37 (+2),"GOOD 3PTR by MOORE,AUSTIN",HXM 35-37 (+2),,"GOOD 3PTR by MOORE,AUSTIN",1
02:10,"FOUL  by REED,JAY",,,,,,,"FOUL  by REED,JAY",1
02:10,"TURNOVER  by REED,JAY",,,,,,,"TURNOVER  by REED,JAY",1
01:54,,,,,"MISS JUMPER by BRASFIELD,KAM",,,"MISS JUMPER by BRASFIELD,KAM",1
--,"REBOUND DEF by WEAVER,DYLLON",,,,,,,"REBOUND DEF by WEAVER,DYLLON",1
01:49,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
01:46,"MISS FT by CARTER,KAHARRI",,,,,,,"MISS FT by CARTER,KAHARRI",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:46,"GOOD FT by CARTER,KAHARRI",36,,37 (+1),,CENTMB 36-37 (+1),,"GOOD FT by CARTER,KAHARRI",1
01:46,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
01:46,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
01:19,,,,,"MISS JUMPER by MOORE,AUSTIN",,,"MISS JUMPER by MOORE,AUSTIN",1
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",1
01:13,"GOOD 3PTR by WEAVER,DYLLON",39 (+2),,37,,CENTMB 39-37 (-2),,"GOOD 3PTR by WEAVER,DYLLON",1
--,"ASSIST ASSIST by MATTHEWS,TREYLAN",,,,,,,"ASSIST ASSIST by MATTHEWS,TREYLAN",1
00:53,,39,,40 (+1),"GOOD 3PTR by MOORE,AUSTIN",HXM 39-40 (+1),,"GOOD 3PTR by MOORE,AUSTIN",1
--,,,,,"ASSIST ASSIST by CALAMESE,MICHAEL",,,"ASSIST ASSIST by CALAMESE,MICHAEL",1
00:43,"MISS JUMPER by REED,JAY",,,,,,,"MISS JUMPER by REED,JAY",1
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",1
00:23,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",1
--,"REBOUND DEF by REED,JAY",,,,,,,"REBOUND DEF by REED,JAY",1
00:11,"MISS 3PTR by CARTER,KAHARRI",,,,,,,"MISS 3PTR by CARTER,KAHARRI",1
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",1
00:02,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:49,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
19:37,"MISS 3PTR by HARRIS,CEDRIC",,,,,,,"MISS 3PTR by HARRIS,CEDRIC",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
19:27,,,,,"MISS LAYUP by NOTLEY,CHANDLER",,,"MISS LAYUP by NOTLEY,CHANDLER",2
--,"REBOUND DEF by JOHNSON,REGIS",,,,,,,"REBOUND DEF by JOHNSON,REGIS",2
19:20,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",41 (+1),,40,,CENTMB 41-40 (-1),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",2
--,"ASSIST ASSIST by JOHNSON,REGIS",,,,,,,"ASSIST ASSIST by JOHNSON,REGIS",2
19:07,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by HARRIS,CEDRIC",,,,,,,"REBOUND DEF by HARRIS,CEDRIC",2
18:53,"GOOD JUMPER by KIRKENDOLL,TRAVION",43 (+3),,40,,CENTMB 43-40 (-3),,"GOOD JUMPER by KIRKENDOLL,TRAVION",2
--,"ASSIST ASSIST by JOHNSON,REGIS",,,,,,,"ASSIST ASSIST by JOHNSON,REGIS",2
18:33,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",2
18:27,"MISS LAYUP by JOHNSON,REGIS",,,,,,,"MISS LAYUP by JOHNSON,REGIS",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
18:20,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
