Time Remaining,UTD,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
13:38,"SUB IN by BURWITZ,HANS",,,,,,,"SUB IN by BURWITZ,HANS",1
13:38,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
13:17,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
13:17,"GOOD FT by BANKS,CALEB",6,,12 (+6),,UTD 6-12 (+6),,"GOOD FT by BANKS,CALEB",1
13:17,"GOOD FT by BANKS,CALEB",7,,12 (+5),,UTD 7-12 (+5),,"GOOD FT by BANKS,CALEB",1
13:01,,,,,"MISS JUMPER by HALL,MARCIS",,,"MISS JUMPER by HALL,MARCIS",1
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",1
12:57,,7,,14 (+7),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 7-14 (+7),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
12:35,"MISS JUMPER by HATCHER,JON",,,,,,,"MISS JUMPER by HATCHER,JON",1
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",1
12:21,,7,,16 (+9),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 7-16 (+9),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
12:15,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,1
12:15,,7,,17 (+10),"GOOD FT by SMITH,PRESTON",HXM 7-17 (+10),,"GOOD FT by SMITH,PRESTON",1
12:15,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
11:57,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",1
11:57,"MISS FT by BURWITZ,HANS",,,,,,,"MISS FT by BURWITZ,HANS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:57,"MISS FT by BURWITZ,HANS",,,,,,,"MISS FT by BURWITZ,HANS",1
--,,,,,"REBOUND DEF by ROBERTS,ERIC",,,"REBOUND DEF by ROBERTS,ERIC",1
11:57,"SUB IN by ALLEN,CURTIS",,,,,,,"SUB IN by ALLEN,CURTIS",1
11:57,"SUB IN by KEOGH,REAGAN",,,,,,,"SUB IN by KEOGH,REAGAN",1
11:57,"SUB OUT by UNDERWOOD,DIMITRIUS",,,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",1
11:57,"SUB OUT by BURWITZ,HANS",,,,,,,"SUB OUT by BURWITZ,HANS",1
11:57,,,,,"SUB IN by ROBERTS,ERIC",,,"SUB IN by ROBERTS,ERIC",1
11:57,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",1
11:38,,7,,19 (+12),"GOOD LAYUP by ROUSE,TREY(in the paint)",HXM 7-19 (+12),,"GOOD LAYUP by ROUSE,TREY(in the paint)",1
11:20,"MISS 3PTR by ALLEN,CURTIS",,,,,,,"MISS 3PTR by ALLEN,CURTIS",1
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",1
11:14,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",1
11:14,"SUB IN by FERRELL,XAVIER",,,,,,,"SUB IN by FERRELL,XAVIER",1
11:14,"SUB OUT by BANKS,CALEB",,,,,,,"SUB OUT by BANKS,CALEB",1
11:14,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
11:14,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
11:02,"SUB IN by UNDERWOOD,DIMITRIUS",,,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",1
11:02,"SUB OUT by HATCHER,JON",,,,,,,"SUB OUT by HATCHER,JON",1
11:02,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",1
11:02,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",1
11:00,"MISS LAYUP by BURWITZ,HANS",,,,,,,"MISS LAYUP by BURWITZ,HANS",1
--,"REBOUND OFF by BURWITZ,HANS",,,,,,,"REBOUND OFF by BURWITZ,HANS",1
10:54,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",1
10:54,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",1
10:54,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
10:46,"GOOD LAYUP by FERRELL,XAVIER(in the paint)",9,,19 (+10),,UTD 9-19 (+10),,"GOOD LAYUP by FERRELL,XAVIER(in the paint)",1
10:45,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",1
10:45,"GOOD FT by FERRELL,XAVIER",10,,19 (+9),,UTD 10-19 (+9),,"GOOD FT by FERRELL,XAVIER",1
10:45,,,,,"SUB IN by HALL,MARCIS",,,"SUB IN by HALL,MARCIS",1
10:45,,,,,"SUB OUT by ROBERTS,ERIC",,,"SUB OUT by ROBERTS,ERIC",1
10:33,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
10:31,"STEAL  by ALLEN,CURTIS",,,,,,,"STEAL  by ALLEN,CURTIS",1
10:28,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",12,,19 (+7),,UTD 12-19 (+7),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",1
--,"ASSIST  by ALLEN,CURTIS",,,,,,,"ASSIST  by ALLEN,CURTIS",1
10:16,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by UNDERWOOD,DIMITRIUS",,,,,,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",1
10:08,"MISS LAYUP by FORSTER,MICHAEL",,,,,,,"MISS LAYUP by FORSTER,MICHAEL",1
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",1
10:01,,12,,22 (+10),"GOOD 3PTR by FISHER,ELI",HXM 12-22 (+10),,"GOOD 3PTR by FISHER,ELI",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
09:39,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",1
09:39,"MISS FT by BURWITZ,HANS",,,,,,,"MISS FT by BURWITZ,HANS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:39,"GOOD FT by BURWITZ,HANS",13,,22 (+9),,UTD 13-22 (+9),,"GOOD FT by BURWITZ,HANS",1
09:39,"SUB IN by BURWITZ,HANS",,,,,,,"SUB IN by BURWITZ,HANS",1
09:39,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
09:25,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
09:23,"STEAL  by FERRELL,XAVIER",,,,,,,"STEAL  by FERRELL,XAVIER",1
09:21,"GOOD LAYUP by FORSTER,MICHAEL(in the paint)",15,,22 (+7),,UTD 15-22 (+7),,"GOOD LAYUP by FORSTER,MICHAEL(in the paint)",1
--,"ASSIST  by FERRELL,XAVIER",,,,,,,"ASSIST  by FERRELL,XAVIER",1
09:04,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",1
--,"REBOUND DEF by ALLEN,CURTIS",,,,,,,"REBOUND DEF by ALLEN,CURTIS",1
08:51,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",1
08:51,"MISS FT by FERRELL,XAVIER",,,,,,,"MISS FT by FERRELL,XAVIER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:51,"GOOD FT by FERRELL,XAVIER",16,,22 (+6),,UTD 16-22 (+6),,"GOOD FT by FERRELL,XAVIER",1
08:51,"SUB IN by HATCHER,JON",,,,,,,"SUB IN by HATCHER,JON",1
08:51,"SUB OUT by FORSTER,MICHAEL",,,,,,,"SUB OUT by FORSTER,MICHAEL",1
08:51,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
08:51,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",1
08:51,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",1
08:51,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
08:51,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",1
08:51,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",1
08:30,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
08:29,"STEAL  by ALLEN,CURTIS",,,,,,,"STEAL  by ALLEN,CURTIS",1
08:16,"MISS 3PTR by FERRELL,XAVIER",,,,,,,"MISS 3PTR by FERRELL,XAVIER",1
--,"REBOUND OFF by KEOGH,REAGAN",,,,,,,"REBOUND OFF by KEOGH,REAGAN",1
08:10,"FOUL  by KEOGH,REAGAN",,,,,,,"FOUL  by KEOGH,REAGAN",1
08:10,"SUB IN by BANKS,CALEB",,,,,,,"SUB IN by BANKS,CALEB",1
08:10,"SUB IN by KEOGH,REAGAN",,,,,,,"SUB IN by KEOGH,REAGAN",1
08:10,"SUB OUT by FERRELL,XAVIER",,,,,,,"SUB OUT by FERRELL,XAVIER",1
08:10,"SUB OUT by BURWITZ,HANS",,,,,,,"SUB OUT by BURWITZ,HANS",1
08:04,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",1
--,"REBOUND DEF by KEOGH,REAGAN",,,,,,,"REBOUND DEF by KEOGH,REAGAN",1
07:50,"TURNOVER  by UNDERWOOD,DIMITRIUS",,,,,,,"TURNOVER  by UNDERWOOD,DIMITRIUS",1
07:48,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",1
07:27,,16,,24 (+8),"GOOD JUMPER by BRASFIELD,KAM",HXM 16-24 (+8),,"GOOD JUMPER by BRASFIELD,KAM",1
07:13,"MISS JUMPER by UNDERWOOD,DIMITRIUS",,,,,,,"MISS JUMPER by UNDERWOOD,DIMITRIUS",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
06:52,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",1
--,"REBOUND DEF by KEOGH,REAGAN",,,,,,,"REBOUND DEF by KEOGH,REAGAN",1
06:43,"MISS LAYUP by BANKS,CALEB",,,,,,,"MISS LAYUP by BANKS,CALEB",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
06:02,"FOUL  by HATCHER,JON",,,,,,,"FOUL  by HATCHER,JON",1
06:02,"SUB IN by BURWITZ,HANS",,,,,,,"SUB IN by BURWITZ,HANS",1
06:02,"SUB IN by GIBSON,JEREMIAH",,,,,,,"SUB IN by GIBSON,JEREMIAH",1
06:02,"SUB OUT by ALLEN,CURTIS",,,,,,,"SUB OUT by ALLEN,CURTIS",1
06:02,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
05:48,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,"REBOUND DEF by UNDERWOOD,DIMITRIUS",,,,,,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",1
05:18,"MISS JUMPER by BANKS,CALEB",,,,,,,"MISS JUMPER by BANKS,CALEB",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
05:13,"FOUL  by BURWITZ,HANS",,,,,,,"FOUL  by BURWITZ,HANS",1
05:00,,16,,26 (+10),"GOOD LAYUP by SMITH,PRESTON(in the paint)",HXM 16-26 (+10),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",1
04:40,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",1
04:40,"GOOD FT by GIBSON,JEREMIAH",17,,26 (+9),,UTD 17-26 (+9),,"GOOD FT by GIBSON,JEREMIAH",1
04:40,"GOOD FT by GIBSON,JEREMIAH",18,,26 (+8),,UTD 18-26 (+8),,"GOOD FT by GIBSON,JEREMIAH",1
04:27,,,,,"TURNOVER  by ROUSE,TREY",,,"TURNOVER  by ROUSE,TREY",1
04:11,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",1
--,"REBOUND OFF by UNDERWOOD,DIMITRIUS",,,,,,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",1
04:07,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",20,,26 (+6),,UTD 20-26 (+6),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",1
03:54,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",1
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",1
03:50,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",1
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:50,"GOOD FT by BANKS,CALEB",21,,26 (+5),,UTD 21-26 (+5),,"GOOD FT by BANKS,CALEB",1
03:50,"GOOD FT by BANKS,CALEB",22,,26 (+4),,UTD 22-26 (+4),,"GOOD FT by BANKS,CALEB",1
03:50,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
03:50,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",1
03:22,,22,,28 (+6),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 22-28 (+6),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
03:04,"MISS LAYUP by BURWITZ,HANS",,,,,,,"MISS LAYUP by BURWITZ,HANS",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
02:55,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",1
02:55,"SUB IN by KEOGH,REAGAN",,,,,,,"SUB IN by KEOGH,REAGAN",1
02:55,"SUB OUT by BURWITZ,HANS",,,,,,,"SUB OUT by BURWITZ,HANS",1
02:40,"GOOD JUMPER by UNDERWOOD,DIMITRIUS",24,,28 (+4),,UTD 24-28 (+4),,"GOOD JUMPER by UNDERWOOD,DIMITRIUS",1
--,"ASSIST  by HATCHER,JON",,,,,,,"ASSIST  by HATCHER,JON",1
02:20,,24,,30 (+6),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 24-30 (+6),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
02:20,"FOUL  by KEOGH,REAGAN",,,,,,,"FOUL  by KEOGH,REAGAN",1
02:20,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",1
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",1
02:20,"SUB IN by BURWITZ,HANS",,,,,,,"SUB IN by BURWITZ,HANS",1
02:20,"SUB IN by ALLEN,CURTIS",,,,,,,"SUB IN by ALLEN,CURTIS",1
02:20,"SUB OUT by UNDERWOOD,DIMITRIUS",,,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",1
02:20,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
02:05,"MISS 3PTR by GIBSON,JEREMIAH",,,,,,,"MISS 3PTR by GIBSON,JEREMIAH",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
01:59,,24,,33 (+9),"GOOD 3PTR by EATON,JACK",HXM 24-33 (+9),,"GOOD 3PTR by EATON,JACK",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
01:37,"GOOD 3PTR by BANKS,CALEB",27,,33 (+6),,UTD 27-33 (+6),,"GOOD 3PTR by BANKS,CALEB",1
01:16,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",1
01:16,"BLOCK  by HATCHER,JON",,,,,,,"BLOCK  by HATCHER,JON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:13,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",1
01:07,"TURNOVER  by GIBSON,JEREMIAH",,,,,,,"TURNOVER  by GIBSON,JEREMIAH",1
00:58,,27,,35 (+8),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 27-35 (+8),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
00:58,"FOUL  by BANKS,CALEB",,,,,,,"FOUL  by BANKS,CALEB",1
00:58,,,,,"MISS FT by CRISWELL,SEAN",,,"MISS FT by CRISWELL,SEAN",1
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",1
00:43,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
00:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:17,"SUB IN by FORSTER,MICHAEL",,,,,,,"SUB IN by FORSTER,MICHAEL",1
00:17,"SUB OUT by GIBSON,JEREMIAH",,,,,,,"SUB OUT by GIBSON,JEREMIAH",1
00:14,"FOUL  by BURWITZ,HANS",,,,,,,"FOUL  by BURWITZ,HANS",1
00:14,,27,,36 (+9),"GOOD FT by LINK,JACOB",HXM 27-36 (+9),,"GOOD FT by LINK,JACOB",1
00:14,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",1
--,"REBOUND DEF by JOHNSON,BRODERICK",,,,,,,"REBOUND DEF by JOHNSON,BRODERICK",1
00:14,"SUB IN by JOHNSON,BRODERICK",,,,,,,"SUB IN by JOHNSON,BRODERICK",1
00:14,"SUB OUT by BURWITZ,HANS",,,,,,,"SUB OUT by BURWITZ,HANS",1
00:10,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",1
00:10,"MISS FT by BANKS,CALEB",,,,,,,"MISS FT by BANKS,CALEB",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:10,"GOOD FT by BANKS,CALEB",28,,36 (+8),,UTD 28-36 (+8),,"GOOD FT by BANKS,CALEB",1
19:55,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND DEF by PRUITT,KELDEN",,,,,,,"REBOUND DEF by PRUITT,KELDEN",2
19:45,"GOOD 3PTR by BANKS,CALEB",31,,36 (+5),,UTD 31-36 (+5),,"GOOD 3PTR by BANKS,CALEB",2
19:26,,31,,38 (+7),"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 31-38 (+7),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST  by CRISWELL,SEAN",,,"ASSIST  by CRISWELL,SEAN",2
19:06,"GOOD JUMPER by BANKS,CALEB",33,,38 (+5),,UTD 33-38 (+5),,"GOOD JUMPER by BANKS,CALEB",2
18:34,,33,,41 (+8),"GOOD 3PTR by SMITH,PRESTON",HXM 33-41 (+8),,"GOOD 3PTR by SMITH,PRESTON",2
18:14,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",35,,41 (+6),,UTD 35-41 (+6),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
--,"ASSIST  by BANKS,CALEB",,,,,,,"ASSIST  by BANKS,CALEB",2
17:51,,35,,43 (+8),"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 35-43 (+8),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
17:51,"FOUL  by HATCHER,JON",,,,,,,"FOUL  by HATCHER,JON",2
17:51,,35,,44 (+9),"GOOD FT by BRASFIELD,KAM",HXM 35-44 (+9),,"GOOD FT by BRASFIELD,KAM",2
17:32,"GOOD JUMPER by UNDERWOOD,DIMITRIUS",37,,44 (+7),,UTD 37-44 (+7),,"GOOD JUMPER by UNDERWOOD,DIMITRIUS",2
--,"ASSIST  by BANKS,CALEB",,,,,,,"ASSIST  by BANKS,CALEB",2
17:19,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by BANKS,CALEB",,,,,,,"REBOUND DEF by BANKS,CALEB",2
17:06,"GOOD 3PTR by BANKS,CALEB",40,,44 (+4),,UTD 40-44 (+4),,"GOOD 3PTR by BANKS,CALEB",2
16:53,,,,,"TURNOVER  by HALL,MARCIS",,,"TURNOVER  by HALL,MARCIS",2
16:51,"STEAL  by KEOGH,REAGAN",,,,,,,"STEAL  by KEOGH,REAGAN",2
16:47,"MISS 3PTR by BANKS,CALEB",,,,,,,"MISS 3PTR by BANKS,CALEB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:42,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
16:42,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
16:32,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
16:32,"BLOCK  by PRUITT,KELDEN",,,,,,,"BLOCK  by PRUITT,KELDEN",2
