Time Remaining,HXM,Away Team Score,Play Team Indicator,Home Team Score,17BSC-M,Game Score,Team Indicator,Play,Period
17:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:29,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
17:18,,43,,57 (+14),"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",17BSC-M 43-57 (-14),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
17:18,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
17:18,,,,,"MISS FT by RUDAK,MATEUSZ",,,"MISS FT by RUDAK,MATEUSZ",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
16:59,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",45,,57 (+12),,HXM 45-57 (-12),,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",2
16:50,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
16:50,,45,,58 (+13),"GOOD FT by DENEKA,HARRISON",17BSC-M 45-58 (-13),,"GOOD FT by DENEKA,HARRISON",2
16:50,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",2
16:28,,,,,"MISS LAYUP by ALLISON,ZACH",,,"MISS LAYUP by ALLISON,ZACH",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
16:25,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
16:25,"GOOD FT by SMITH,PRESTON",46,,58 (+12),,HXM 46-58 (-12),,"GOOD FT by SMITH,PRESTON",2
16:25,"GOOD FT by SMITH,PRESTON",47,,58 (+11),,HXM 47-58 (-11),,"GOOD FT by SMITH,PRESTON",2
16:25,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
16:25,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
16:06,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
15:44,"GOOD 3PTR by SMITH,PRESTON",50,,58 (+8),,HXM 50-58 (-8),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
15:33,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
15:26,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
15:24,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
15:24,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:24,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
15:24,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
15:24,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
15:24,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
15:10,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
15:10,,,,,"STEAL  by RUDAK,MATEUSZ",,,"STEAL  by RUDAK,MATEUSZ",2
15:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:40,,,,,"MISS JUMPER by DENBESTEN,COLE",,,"MISS JUMPER by DENBESTEN,COLE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:38,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
14:38,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
14:12,"GOOD LAYUP by HALL,MARCIS(in the paint)",52,,58 (+6),,HXM 52-58 (-6),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
13:55,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",2
13:54,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
13:37,"TURNOVER  by HALL,MARCIS",,,,,,,"TURNOVER  by HALL,MARCIS",2
13:37,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
13:37,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
13:32,,52,,61 (+9),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 52-61 (-9),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
13:01,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
12:42,,52,,63 (+11),"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",17BSC-M 52-63 (-11),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
12:14,"GOOD JUMPER by BRASFIELD,KAM",54,,63 (+9),,HXM 54-63 (-9),,"GOOD JUMPER by BRASFIELD,KAM",2
11:55,,54,,65 (+11),"GOOD JUMPER by BAK,CALVIN",17BSC-M 54-65 (-11),,"GOOD JUMPER by BAK,CALVIN",2
11:41,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",2
11:37,"FOUL TECH by HALL,MARCIS",,,,,,,"FOUL TECH by HALL,MARCIS",2
11:37,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
11:37,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:37,,54,,66 (+12),"GOOD FT by BAK,CALVIN",17BSC-M 54-66 (-12),,"GOOD FT by BAK,CALVIN",2
11:37,,54,,67 (+13),"GOOD FT by BAK,CALVIN",17BSC-M 54-67 (-13),,"GOOD FT by BAK,CALVIN",2
11:37,"SUB IN by FISHER,ELI",,,,,,,"SUB IN by FISHER,ELI",2
11:37,"SUB OUT by HALL,MARCIS",,,,,,,"SUB OUT by HALL,MARCIS",2
11:37,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
11:37,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
11:37,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
11:37,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
11:30,,54,,70 (+16),"GOOD 3PTR by BAK,CALVIN",17BSC-M 54-70 (-16),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by DENBESTEN,COLE",,,"ASSIST  by DENBESTEN,COLE",2
11:17,"MISS 3PTR by FISHER,ELI",,,,,,,"MISS 3PTR by FISHER,ELI",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
11:05,,54,,73 (+19),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 54-73 (-19),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
10:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:47,"MISS 3PTR by CALAMESE,MICHAEL",,,,,,,"MISS 3PTR by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
10:39,,54,,75 (+21),"GOOD LAYUP by DENBESTEN,COLE(in the paint)",17BSC-M 54-75 (-21),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
10:20,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
10:14,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",56,,75 (+19),,HXM 56-75 (-19),,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",2
10:08,,56,,78 (+22),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 56-78 (-22),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
09:57,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
09:57,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
09:57,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
09:49,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
09:49,"GOOD FT by LINK,JACOB",57,,78 (+21),,HXM 57-78 (-21),,"GOOD FT by LINK,JACOB",2
09:49,"GOOD FT by LINK,JACOB",58,,78 (+20),,HXM 58-78 (-20),,"GOOD FT by LINK,JACOB",2
09:31,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by CRAWFORD,TRACE",,,,,,,"REBOUND DEF by CRAWFORD,TRACE",2
09:18,"GOOD 3PTR by FISHER,ELI",61,,78 (+17),,HXM 61-78 (-17),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
08:59,,,,,"MISS LAYUP by DENBESTEN,COLE",,,"MISS LAYUP by DENBESTEN,COLE",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
08:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:56,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
08:56,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
08:56,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
08:56,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
08:56,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
08:56,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
08:47,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
08:47,,61,,79 (+18),"GOOD FT by SPENCE,BEN",17BSC-M 61-79 (-18),,"GOOD FT by SPENCE,BEN",2
08:47,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
--,"REBOUND DEF by FISHER,ELI",,,,,,,"REBOUND DEF by FISHER,ELI",2
08:35,"GOOD JUMPER by CRAWFORD,TRACE(in the paint)",63,,79 (+16),,HXM 63-79 (-16),,"GOOD JUMPER by CRAWFORD,TRACE(in the paint)",2
08:03,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:03,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
08:03,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
07:53,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
07:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:53,"GOOD FT by SMITH,PRESTON",64,,79 (+15),,HXM 64-79 (-15),,"GOOD FT by SMITH,PRESTON",2
07:53,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",2
07:37,,,,,"TURNOVER  by DENBESTEN,COLE",,,"TURNOVER  by DENBESTEN,COLE",2
07:35,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",2
07:31,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
07:28,,,,,"STEAL  by LOVING,JIBRI",,,"STEAL  by LOVING,JIBRI",2
07:23,,64,,82 (+18),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 64-82 (-18),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
07:12,"GOOD 3PTR by BRASFIELD,KAM",67,,82 (+15),,HXM 67-82 (-15),,"GOOD 3PTR by BRASFIELD,KAM",2
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",2
06:42,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:41,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
06:41,,,,,"SUB IN by ,BRUCE BRIGHT JR",,,"SUB IN by ,BRUCE BRIGHT JR",2
06:41,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
06:29,"FOUL  by FISHER,ELI",,,,,,,"FOUL  by FISHER,ELI",2
06:29,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
06:22,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
06:22,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
06:22,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
06:15,"GOOD 3PTR by SMITH,PRESTON",70,,82 (+12),,HXM 70-82 (-12),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",2
06:07,,,,,"TURNOVER  by LOVING,JIBRI",,,"TURNOVER  by LOVING,JIBRI",2
06:05,"STEAL  by FISHER,ELI",,,,,,,"STEAL  by FISHER,ELI",2
06:01,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
05:55,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
05:55,,70,,83 (+13),"GOOD FT by ALLISON,ZACH",17BSC-M 70-83 (-13),,"GOOD FT by ALLISON,ZACH",2
05:55,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,"REBOUND DEF by FISHER,ELI",,,,,,,"REBOUND DEF by FISHER,ELI",2
05:55,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
05:55,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
05:44,"MISS 3PTR by FISHER,ELI",,,,,,,"MISS 3PTR by FISHER,ELI",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
05:14,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:14,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
05:14,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
05:12,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
05:09,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",2
05:07,"GOOD LAYUP by CRAWFORD,TRACE(fastbreak)(in the paint)",72,,83 (+11),,HXM 72-83 (-11),,"GOOD LAYUP by CRAWFORD,TRACE(fastbreak)(in the paint)",2
04:48,,,,,"MISS LAYUP by YANCEY,RICH",,,"MISS LAYUP by YANCEY,RICH",2
--,"REBOUND DEF by FISHER,ELI",,,,,,,"REBOUND DEF by FISHER,ELI",2
04:41,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",74,,83 (+9),,HXM 74-83 (-9),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
04:29,,74,,85 (+11),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",17BSC-M 74-85 (-11),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
04:20,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
04:10,,74,,87 (+13),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",17BSC-M 74-87 (-13),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
03:42,"GOOD 3PTR by FISHER,ELI",77,,87 (+10),,HXM 77-87 (-10),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
03:32,,77,,89 (+12),"GOOD LAYUP by SPENCE,BEN(in the paint)",17BSC-M 77-89 (-12),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
03:20,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
03:04,,77,,92 (+15),"GOOD 3PTR by YANCEY,RICH",17BSC-M 77-92 (-15),,"GOOD 3PTR by YANCEY,RICH",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
02:50,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
02:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:50,"GOOD FT by BRASFIELD,KAM",78,,92 (+14),,HXM 78-92 (-14),,"GOOD FT by BRASFIELD,KAM",2
02:50,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
02:50,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
02:50,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
02:50,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
02:50,,,,,"SUB OUT by ,BRUCE BRIGHT JR",,,"SUB OUT by ,BRUCE BRIGHT JR",2
02:30,"FOUL  by FISHER,ELI",,,,,,,"FOUL  by FISHER,ELI",2
02:30,,78,,93 (+15),"GOOD FT by DENEKA,HARRISON",17BSC-M 78-93 (-15),,"GOOD FT by DENEKA,HARRISON",2
02:30,,78,,94 (+16),"GOOD FT by DENEKA,HARRISON",17BSC-M 78-94 (-16),,"GOOD FT by DENEKA,HARRISON",2
02:30,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
02:30,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
02:23,"GOOD LAYUP by SMITH,PRESTON(in the paint)",80,,94 (+14),,HXM 80-94 (-14),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
02:23,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
02:23,"GOOD FT by SMITH,PRESTON",81,,94 (+13),,HXM 81-94 (-13),,"GOOD FT by SMITH,PRESTON",2
02:05,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",2
02:05,,,,,"MISS FT by GONDA,MATT",,,"MISS FT by GONDA,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:05,,81,,95 (+14),"GOOD FT by GONDA,MATT",17BSC-M 81-95 (-14),,"GOOD FT by GONDA,MATT",2
02:05,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
02:05,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
01:52,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",83,,95 (+12),,HXM 83-95 (-12),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
01:31,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
01:25,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
01:25,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",2
01:25,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
01:25,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
01:16,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
01:14,,,,,"MISS FT by LOVING,JIBRI",,,"MISS FT by LOVING,JIBRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:14,,83,,96 (+13),"GOOD FT by LOVING,JIBRI",17BSC-M 83-96 (-13),,"GOOD FT by LOVING,JIBRI",2
01:14,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
01:14,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
01:06,,,,,"FOUL  by ALLISON,ZACH",,,"FOUL  by ALLISON,ZACH",2
01:06,"GOOD FT by CALAMESE,MICHAEL",84,,96 (+12),,HXM 84-96 (-12),,"GOOD FT by CALAMESE,MICHAEL",2
01:06,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
01:03,"FOUL  by FISHER,ELI",,,,,,,"FOUL  by FISHER,ELI",2
01:03,,84,,97 (+13),"GOOD FT by STEWART,CHRISTIAN",17BSC-M 84-97 (-13),,"GOOD FT by STEWART,CHRISTIAN",2
01:03,,84,,98 (+14),"GOOD FT by STEWART,CHRISTIAN",17BSC-M 84-98 (-14),,"GOOD FT by STEWART,CHRISTIAN",2
01:03,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
01:03,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
01:00,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",2
00:53,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",2
00:51,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
00:49,"GOOD 3PTR by BRASFIELD,KAM",87,,98 (+11),,HXM 87-98 (-11),,"GOOD 3PTR by BRASFIELD,KAM",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
00:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:49,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
00:49,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
00:44,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
00:44,,87,,99 (+12),"GOOD FT by ALLISON,ZACH",17BSC-M 87-99 (-12),,"GOOD FT by ALLISON,ZACH",2
00:44,,87,,100 (+13),"GOOD FT by ALLISON,ZACH",17BSC-M 87-100 (-13),,"GOOD FT by ALLISON,ZACH",2
00:44,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
00:44,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:41,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
00:36,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",89,,100 (+11),,HXM 89-100 (-11),,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",2
00:34,"FOUL  by FISHER,ELI",,,,,,,"FOUL  by FISHER,ELI",2
00:34,,89,,101 (+12),"GOOD FT by ALLISON,ZACH",17BSC-M 89-101 (-12),,"GOOD FT by ALLISON,ZACH",2
00:34,,89,,102 (+13),"GOOD FT by ALLISON,ZACH",17BSC-M 89-102 (-13),,"GOOD FT by ALLISON,ZACH",2
00:28,"GOOD 3PTR by CRAWFORD,TRACE",92,,102 (+10),,HXM 92-102 (-10),,"GOOD 3PTR by CRAWFORD,TRACE",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
00:28,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",2
00:28,,92,,103 (+11),"GOOD FT by ALLISON,ZACH",17BSC-M 92-103 (-11),,"GOOD FT by ALLISON,ZACH",2
00:28,,92,,104 (+12),"GOOD FT by ALLISON,ZACH",17BSC-M 92-104 (-12),,"GOOD FT by ALLISON,ZACH",2
00:28,,,,,"SUB IN by ,BRUCE BRIGHT JR",,,"SUB IN by ,BRUCE BRIGHT JR",2
00:28,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
00:20,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",2
