,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:41,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",1,jumper,missed,berry,"jones,drew",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1181.0,berry,1,0,0.0
1,1,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",1,offensive rebound,,berry,"johnson,micah",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",,berry,1,0,0.0
2,2,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:36,"GOOD LAYUP by JONES,DREW(in the paint)",2.0,,0.0,,BERRY 2-0 (+2),,"GOOD LAYUP by JONES,DREW(in the paint)",1,layup,good,berry,"jones,drew",2.0,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1176.0,berry,1,0,0.0
3,3,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,--,"ASSIST  by JOHNSON,MICAH",2.0,,0.0,,,,"ASSIST  by JOHNSON,MICAH",1,assist,,berry,"johnson,micah",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",,berry,1,0,0.0
4,4,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:27,,2.0,,0.0,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",1,three pointer,missed,oglethorpe,"jenei,ryan",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1167.0,berry,1,0,0.0
5,5,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,--,"REBOUND DEF by JOHNSON,MICAH",2.0,,0.0,,,,"REBOUND DEF by JOHNSON,MICAH",1,defensive rebound,,berry,"johnson,micah",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",,berry,1,0,0.0
6,6,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:16,"MISS 3PTR by JONES,DREW",2.0,,0.0,,,,"MISS 3PTR by JONES,DREW",1,three pointer,missed,berry,"jones,drew",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1156.0,berry,1,0,0.0
7,7,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,--,"REBOUND OFF by HAYNES,CALEB",2.0,,0.0,,,,"REBOUND OFF by HAYNES,CALEB",1,offensive rebound,,berry,"haynes,caleb",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",,berry,1,0,0.0
8,8,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:11,"TURNOVER  by HAYNES,CALEB",2.0,,0.0,,,,"TURNOVER  by HAYNES,CALEB",1,turnover,,berry,"haynes,caleb",,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1151.0,berry,1,0,0.0
9,9,3904,Oglethorpe,Berry,1,67-56,"33,23","29,38",3-5,6-2,0-1,1-0,12/07/19,7:10 PM,,Dorough Field House,Lose,2,False,493,False,19:11,,2.0,,0.0,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1,steal,,oglethorpe,,,"['johnson,micah', 'jones,drew', 'haynes,caleb', 'wehunt,dawson', 'haslam,ethan']","['jenei,ryan', 'cammon,josh', 'foster,lane', 'etiwe,toju', 'sone,carlos']",1151.0,berry,1,0,0.0
