Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
15:05,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
15:05,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",1
15:05,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",1
15:05,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",1
15:05,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",1
15:05,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",1
15:05,,,,,"SUB OUT by CARSON,SCOUT",,,"SUB OUT by CARSON,SCOUT",1
15:05,,,,,"SUB OUT by FRANKLIN,KK",,,"SUB OUT by FRANKLIN,KK",1
15:05,,,,,"SUB OUT by ROBINSON,JAHAL",,,"SUB OUT by ROBINSON,JAHAL",1
14:47,,,,,"FOUL  by LIVINGSTON,TREY",,,"FOUL  by LIVINGSTON,TREY",1
14:47,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:47,"GOOD FT by MCLEAN,JAMES",7,,16 (+9),,BSC 7-16 (-9),,"GOOD FT by MCLEAN,JAMES",1
14:27,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",1
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",1
14:10,"MISS LAYUP by GRAHAM,CHRIS",,,,,,,"MISS LAYUP by GRAHAM,CHRIS",1
--,"REBOUND OFF by PERKINS,ALEX",,,,,,,"REBOUND OFF by PERKINS,ALEX",1
13:49,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
13:38,"GOOD 3PTR by PERKINS,ALEX",10,,16 (+6),,BSC 10-16 (-6),,"GOOD 3PTR by PERKINS,ALEX",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
13:18,,10,,18 (+8),"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",HCM 10-18 (-8),,"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",1
13:01,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",1
--,"REBOUND OFF by GRAHAM,CHRIS",,,,,,,"REBOUND OFF by GRAHAM,CHRIS",1
12:56,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",12,,18 (+6),,BSC 12-18 (-6),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",1
12:38,,,,,"MISS 3PTR by LIVINGSTON,TREY",,,"MISS 3PTR by LIVINGSTON,TREY",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
12:18,"MISS JUMPER by GRAHAM,CHRIS",,,,,,,"MISS JUMPER by GRAHAM,CHRIS",1
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",1
12:03,,,,,"MISS JUMPER by SCHMITT,LUCAS",,,"MISS JUMPER by SCHMITT,LUCAS",1
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",1
11:49,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",1
11:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:49,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:49,"GOOD FT by LEWIS,EVAN",13,,18 (+5),,BSC 13-18 (-5),,"GOOD FT by LEWIS,EVAN",1
11:49,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
11:49,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
11:49,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
11:49,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
11:49,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
11:49,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
11:49,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",1
11:49,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
11:49,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",1
11:49,,,,,"SUB IN by DEFALCO,BAILEY",,,"SUB IN by DEFALCO,BAILEY",1
11:49,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
11:49,,,,,"SUB IN by ROBINSON,JAHAL",,,"SUB IN by ROBINSON,JAHAL",1
11:49,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",1
11:49,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",1
11:49,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",1
11:49,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",1
11:39,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
11:07,,,,,"FOUL  by DEFALCO,BAILEY",,,"FOUL  by DEFALCO,BAILEY",1
11:07,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:07,"GOOD FT by DENEKA,HARRISON",14,,18 (+4),,BSC 14-18 (-4),,"GOOD FT by DENEKA,HARRISON",1
11:07,,,,,"SUB IN by FRANKLIN,KK",,,"SUB IN by FRANKLIN,KK",1
11:07,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",1
10:51,,,,,"MISS LAYUP by FRANKLIN,KK",,,"MISS LAYUP by FRANKLIN,KK",1
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",1
10:47,,,,,"MISS JUMPER by ROBINSON,JAHAL",,,"MISS JUMPER by ROBINSON,JAHAL",1
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",1
10:40,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",1
10:40,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:40,,14,,19 (+5),"GOOD FT by MCLEAN,BRANDON",HCM 14-19 (-5),,"GOOD FT by MCLEAN,BRANDON",1
10:40,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
10:40,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
10:33,"GOOD LAYUP by THOM,IAN(in the paint)",16,,19 (+3),,BSC 16-19 (-3),,"GOOD LAYUP by THOM,IAN(in the paint)",1
10:10,,,,,"MISS JUMPER by MCLEAN,BRANDON",,,"MISS JUMPER by MCLEAN,BRANDON",1
--,,,,,"REBOUND OFF by DEFALCO,BAILEY",,,"REBOUND OFF by DEFALCO,BAILEY",1
10:04,,16,,22 (+6),"GOOD 3PTR by FRANKLIN,KK",HCM 16-22 (-6),,"GOOD 3PTR by FRANKLIN,KK",1
--,,,,,"ASSIST  by DEFALCO,BAILEY",,,"ASSIST  by DEFALCO,BAILEY",1
09:43,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",1
09:30,,,,,"MISS 3PTR by ROBINSON,JAHAL",,,"MISS 3PTR by ROBINSON,JAHAL",1
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",1
09:21,,,,,"MISS LAYUP by MCLEAN,BRANDON",,,"MISS LAYUP by MCLEAN,BRANDON",1
--,,,,,"REBOUND OFF by DEFALCO,BAILEY",,,"REBOUND OFF by DEFALCO,BAILEY",1
09:21,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",1
09:21,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",1
09:21,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
09:21,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",1
09:21,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",1
09:21,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",1
09:21,,,,,"SUB OUT by DEFALCO,BAILEY",,,"SUB OUT by DEFALCO,BAILEY",1
09:20,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",1
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",1
09:06,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",1
--,"REBOUND OFF by GRAHAM,CHRIS",,,,,,,"REBOUND OFF by GRAHAM,CHRIS",1
09:04,,,,,"FOUL  by FRANKLIN,KK",,,"FOUL  by FRANKLIN,KK",1
09:04,"GOOD FT by GRAHAM,CHRIS",17,,22 (+5),,BSC 17-22 (-5),,"GOOD FT by GRAHAM,CHRIS",1
09:04,"MISS FT by GRAHAM,CHRIS",,,,,,,"MISS FT by GRAHAM,CHRIS",1
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",1
08:45,,17,,24 (+7),"GOOD LAYUP by ROBINSON,JAHAL(in the paint)",HCM 17-24 (-7),,"GOOD LAYUP by ROBINSON,JAHAL(in the paint)",1
--,,,,,"ASSIST  by FRANKLIN,KK",,,"ASSIST  by FRANKLIN,KK",1
08:38,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
08:38,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",1
08:38,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
08:38,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",1
08:38,,,,,"SUB OUT by ROBINSON,JAHAL",,,"SUB OUT by ROBINSON,JAHAL",1
08:15,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",1
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",1
08:03,"GOOD 3PTR by PERKINS,ALEX",20,,24 (+4),,BSC 20-24 (-4),,"GOOD 3PTR by PERKINS,ALEX",1
--,"ASSIST  by RUDAK,MATTY",,,,,,,"ASSIST  by RUDAK,MATTY",1
07:52,,20,,27 (+7),"GOOD 3PTR by FRANKLIN,KK",HCM 20-27 (-7),,"GOOD 3PTR by FRANKLIN,KK",1
07:40,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",1
07:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:39,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
07:39,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
07:39,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
07:39,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
07:39,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",1
07:39,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",1
07:39,,,,,"SUB OUT by FRANKLIN,KK",,,"SUB OUT by FRANKLIN,KK",1
07:39,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
07:28,,,,,"FOUL  by LIVINGSTON,TREY",,,"FOUL  by LIVINGSTON,TREY",1
07:28,"GOOD FT by LEWIS,EVAN",21,,27 (+6),,BSC 21-27 (-6),,"GOOD FT by LEWIS,EVAN",1
07:28,"GOOD FT by LEWIS,EVAN",22,,27 (+5),,BSC 22-27 (-5),,"GOOD FT by LEWIS,EVAN",1
07:28,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",1
07:28,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",1
07:16,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
07:14,"FOUL  by HARDIMAN,BEN",,,,,,,"FOUL  by HARDIMAN,BEN",1
07:12,,22,,29 (+7),"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",HCM 22-29 (-7),,"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",1
--,,,,,"ASSIST  by SCHMITT,LUCAS",,,"ASSIST  by SCHMITT,LUCAS",1
06:55,"GOOD 3PTR by LEWIS,EVAN",25,,29 (+4),,BSC 25-29 (-4),,"GOOD 3PTR by LEWIS,EVAN",1
--,"ASSIST  by HARDIMAN,BEN",,,,,,,"ASSIST  by HARDIMAN,BEN",1
06:39,,,,,"MISS 3PTR by POPOVICH,WYATT",,,"MISS 3PTR by POPOVICH,WYATT",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
06:29,"GOOD LAYUP by HARDIMAN,BEN(fastbreak)(in the paint)",27,,29 (+2),,BSC 27-29 (-2),,"GOOD LAYUP by HARDIMAN,BEN(fastbreak)(in the paint)",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
06:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:22,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
06:22,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
06:22,,,,,"SUB IN by DEFALCO,BAILEY",,,"SUB IN by DEFALCO,BAILEY",1
06:22,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",1
06:07,,,,,"MISS JUMPER by HOBSON,CHARVEZ'",,,"MISS JUMPER by HOBSON,CHARVEZ'",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:46,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",1
05:45,,,,,"STEAL  by MCLEAN,BRANDON",,,"STEAL  by MCLEAN,BRANDON",1
05:38,,,,,"TURNOVER  by HOBSON,CHARVEZ'",,,"TURNOVER  by HOBSON,CHARVEZ'",1
05:37,"STEAL  by BAK,CALVIN",,,,,,,"STEAL  by BAK,CALVIN",1
05:30,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",1
--,,,,,"REBOUND DEF by POPOVICH,WYATT",,,"REBOUND DEF by POPOVICH,WYATT",1
05:18,,,,,"MISS 3PTR by POPOVICH,WYATT",,,"MISS 3PTR by POPOVICH,WYATT",1
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",1
05:08,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",1
--,"REBOUND OFF by GRAHAM,CHRIS",,,,,,,"REBOUND OFF by GRAHAM,CHRIS",1
04:59,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",29,,29,,BSC 29-29 (0),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",1
04:55,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
04:55,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
04:55,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
04:55,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
04:55,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",1
04:55,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
04:55,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
04:55,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
04:55,,,,,"SUB IN by FRANKLIN,KK",,,"SUB IN by FRANKLIN,KK",1
04:55,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
04:55,,,,,"SUB IN by ROBINSON,JAHAL",,,"SUB IN by ROBINSON,JAHAL",1
04:55,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",1
04:55,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",1
04:55,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",1
04:45,,,,,"MISS 3PTR by ASHLEY,ANDRE",,,"MISS 3PTR by ASHLEY,ANDRE",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
04:32,"GOOD LAYUP by RUDAK,MATTY(in the paint)",31 (+2),,29,,BSC 31-29 (+2),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
04:09,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",1
04:09,,31 (+1),,30,"GOOD FT by ASHLEY,ANDRE",HCM 31-30 (+1),,"GOOD FT by ASHLEY,ANDRE",1
04:09,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
04:09,,,,,"SUB IN by CARSON,SCOUT",,,"SUB IN by CARSON,SCOUT",1
04:09,,,,,"SUB OUT by DEFALCO,BAILEY",,,"SUB OUT by DEFALCO,BAILEY",1
03:40,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",1
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",1
03:28,,,,,"TURNOVER  by ROBINSON,JAHAL",,,"TURNOVER  by ROBINSON,JAHAL",1
03:28,,,,,"FOUL  by MCLEAN,BRANDON",,,"FOUL  by MCLEAN,BRANDON",1
03:28,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:28,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",1
03:28,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",1
03:19,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
02:57,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
02:46,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:40,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",1
02:38,,,,,"STEAL  by CARSON,SCOUT",,,"STEAL  by CARSON,SCOUT",1
02:23,,,,,"MISS LAYUP by CHADWICK,SCOTTY",,,"MISS LAYUP by CHADWICK,SCOTTY",1
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",1
02:13,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",1
02:06,,31,,32 (+1),"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",HCM 31-32 (-1),,"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",1
01:37,,,,,"FOUL  by CHADWICK,SCOTTY",,,"FOUL  by CHADWICK,SCOTTY",1
01:37,"GOOD FT by MCLEAN,JAMES",32,,32,,BSC 32-32 (0),,"GOOD FT by MCLEAN,JAMES",1
01:37,"GOOD FT by MCLEAN,JAMES",33 (+1),,32,,BSC 33-32 (+1),,"GOOD FT by MCLEAN,JAMES",1
01:21,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",1
00:58,,,,,"FOUL  by CHADWICK,SCOTTY",,,"FOUL  by CHADWICK,SCOTTY",1
