Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
00:58,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:58,"GOOD FT by MCLEAN,JAMES",34 (+2),,32,,BSC 34-32 (+2),,"GOOD FT by MCLEAN,JAMES",1
00:58,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",1
00:58,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",1
00:42,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",1
00:26,"MISS 3PTR by RUDAK,MATTY",,,,,,,"MISS 3PTR by RUDAK,MATTY",1
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",1
00:19,,34,,34,"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",HCM 34-34 (0),,"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",1
00:08,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",1
00:00,,,,,"MISS 3PTR by ASHLEY,ANDRE",,,"MISS 3PTR by ASHLEY,ANDRE",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
19:42,,,,,"MISS 3PTR by ASHLEY,ANDRE",,,"MISS 3PTR by ASHLEY,ANDRE",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
19:16,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
19:16,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
19:02,,34,,36 (+2),"GOOD JUMPER by MCLEAN,BRANDON(in the paint)",HCM 34-36 (-2),,"GOOD JUMPER by MCLEAN,BRANDON(in the paint)",2
18:27,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
18:17,,,,,"MISS JUMPER by ROBINSON,JAHAL",,,"MISS JUMPER by ROBINSON,JAHAL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:15,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",2
18:02,,,,,"MISS LAYUP by ASHLEY,ANDRE",,,"MISS LAYUP by ASHLEY,ANDRE",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
17:57,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
17:45,,34,,38 (+4),"GOOD JUMPER by ASHLEY,ANDRE(in the paint)",HCM 34-38 (-4),,"GOOD JUMPER by ASHLEY,ANDRE(in the paint)",2
17:25,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",2
17:14,,34,,41 (+7),"GOOD 3PTR by ASHLEY,ANDRE",HCM 34-41 (-7),,"GOOD 3PTR by ASHLEY,ANDRE",2
--,,,,,"ASSIST  by CARSON,SCOUT",,,"ASSIST  by CARSON,SCOUT",2
17:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:03,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
17:03,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
17:03,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
17:03,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",2
17:03,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",2
17:03,,,,,"SUB OUT by CARSON,SCOUT",,,"SUB OUT by CARSON,SCOUT",2
16:59,"GOOD 3PTR by BAK,CALVIN",37,,41 (+4),,BSC 37-41 (-4),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
16:44,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
16:37,,,,,"MISS 3PTR by FRANKLIN,KK",,,"MISS 3PTR by FRANKLIN,KK",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
16:22,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
16:22,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",2
16:22,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
16:04,"TURNOVER  by GRAHAM,CHRIS",,,,,,,"TURNOVER  by GRAHAM,CHRIS",2
16:04,"FOUL  by GRAHAM,CHRIS",,,,,,,"FOUL  by GRAHAM,CHRIS",2
16:04,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",2
16:04,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
16:04,,,,,"SUB OUT by FRANKLIN,KK",,,"SUB OUT by FRANKLIN,KK",2
16:04,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
15:50,"FOUL  by GRAHAM,CHRIS",,,,,,,"FOUL  by GRAHAM,CHRIS",2
15:50,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:50,,37,,42 (+5),"GOOD FT by LIVINGSTON,TREY",HCM 37-42 (-5),,"GOOD FT by LIVINGSTON,TREY",2
15:50,,37,,43 (+6),"GOOD FT by LIVINGSTON,TREY",HCM 37-43 (-6),,"GOOD FT by LIVINGSTON,TREY",2
15:33,"GOOD 3PTR by BAK,CALVIN",40,,43 (+3),,BSC 40-43 (-3),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
15:19,,40,,46 (+6),"GOOD 3PTR by CHADWICK,SCOTTY",HCM 40-46 (-6),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,,,,,"ASSIST  by ROBINSON,JAHAL",,,"ASSIST  by ROBINSON,JAHAL",2
15:07,,,,,"FOUL  by ROBINSON,JAHAL",,,"FOUL  by ROBINSON,JAHAL",2
15:07,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",2
15:07,,,,,"SUB OUT by ROBINSON,JAHAL",,,"SUB OUT by ROBINSON,JAHAL",2
15:02,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND DEF by CHADWICK,SCOTTY",,,"REBOUND DEF by CHADWICK,SCOTTY",2
14:55,,40,,49 (+9),"GOOD 3PTR by CHADWICK,SCOTTY",HCM 40-49 (-9),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,,,,,"ASSIST  by SCHMITT,LUCAS",,,"ASSIST  by SCHMITT,LUCAS",2
14:31,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:28,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
14:28,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
14:28,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
14:28,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
14:28,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
14:28,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
14:22,"GOOD 3PTR by BAK,CALVIN",43,,49 (+6),,BSC 43-49 (-6),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",2
14:07,,43,,51 (+8),"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",HCM 43-51 (-8),,"GOOD LAYUP by CHADWICK,SCOTTY(in the paint)",2
13:49,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
13:31,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",2
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",2
13:24,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",2
13:24,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",2
13:19,,,,,"MISS LAYUP by LIVINGSTON,TREY",,,"MISS LAYUP by LIVINGSTON,TREY",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
13:11,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
13:04,"MISS 3PTR by GRAHAM,CHRIS",,,,,,,"MISS 3PTR by GRAHAM,CHRIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:04,,,,,"SUB IN by CARSON,SCOUT",,,"SUB IN by CARSON,SCOUT",2
13:04,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
12:55,"GOOD 3PTR by BAK,CALVIN",46,,51 (+5),,BSC 46-51 (-5),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by PERKINS,ALEX",,,,,,,"ASSIST  by PERKINS,ALEX",2
12:37,,,,,"MISS DUNK by MCLEAN,BRANDON",,,"MISS DUNK by MCLEAN,BRANDON",2
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",2
12:28,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by GRAHAM,CHRIS",,,,,,,"REBOUND OFF by GRAHAM,CHRIS",2
12:27,"MISS LAYUP by GRAHAM,CHRIS",,,,,,,"MISS LAYUP by GRAHAM,CHRIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:27,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
12:27,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
12:19,,,,,"MISS 3PTR by SCHMITT,LUCAS",,,"MISS 3PTR by SCHMITT,LUCAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:15,,,,,"SUB IN by FRANKLIN,KK",,,"SUB IN by FRANKLIN,KK",2
12:15,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",2
12:15,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",2
12:15,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
12:12,,46,,53 (+7),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 46-53 (-7),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
--,,,,,"ASSIST  by SCHMITT,LUCAS",,,"ASSIST  by SCHMITT,LUCAS",2
12:12,"FOUL  by GRAHAM,CHRIS",,,,,,,"FOUL  by GRAHAM,CHRIS",2
12:12,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",2
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",2
11:53,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",48,,53 (+5),,BSC 48-53 (-5),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
11:43,,48,,55 (+7),"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",HCM 48-55 (-7),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
11:23,,,,,"FOUL  by SCHMITT,LUCAS",,,"FOUL  by SCHMITT,LUCAS",2
11:23,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:23,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
11:23,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
11:23,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
11:23,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",2
11:23,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
11:23,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
11:23,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
11:23,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",2
11:23,,,,,"SUB IN by ROBINSON,JAHAL",,,"SUB IN by ROBINSON,JAHAL",2
11:23,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",2
11:23,,,,,"SUB OUT by CARSON,SCOUT",,,"SUB OUT by CARSON,SCOUT",2
11:23,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",2
11:16,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",50,,55 (+5),,BSC 50-55 (-5),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
10:55,,50,,58 (+8),"GOOD 3PTR by ASHLEY,ANDRE",HCM 50-58 (-8),,"GOOD 3PTR by ASHLEY,ANDRE",2
--,,,,,"ASSIST  by ROBINSON,JAHAL",,,"ASSIST  by ROBINSON,JAHAL",2
10:26,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
10:07,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",2
10:04,,,,,"STEAL  by CHADWICK,SCOTTY",,,"STEAL  by CHADWICK,SCOTTY",2
09:55,,,,,"MISS LAYUP by ASHLEY,ANDRE",,,"MISS LAYUP by ASHLEY,ANDRE",2
--,,,,,"REBOUND OFF by LIVINGSTON,TREY",,,"REBOUND OFF by LIVINGSTON,TREY",2
09:52,,,,,"MISS LAYUP by LIVINGSTON,TREY",,,"MISS LAYUP by LIVINGSTON,TREY",2
--,,,,,"REBOUND OFF by ASHLEY,ANDRE",,,"REBOUND OFF by ASHLEY,ANDRE",2
09:43,,50,,61 (+11),"GOOD 3PTR by ASHLEY,ANDRE",HCM 50-61 (-11),,"GOOD 3PTR by ASHLEY,ANDRE",2
09:33,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
09:33,"GOOD FT by MCLEAN,JAMES",51,,61 (+10),,BSC 51-61 (-10),,"GOOD FT by MCLEAN,JAMES",2
09:33,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by CHADWICK,SCOTTY",,,"REBOUND DEF by CHADWICK,SCOTTY",2
09:33,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",2
09:33,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
09:33,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",2
09:33,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
09:24,,,,,"MISS 3PTR by FRANKLIN,KK",,,"MISS 3PTR by FRANKLIN,KK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:13,,51,,64 (+13),"GOOD 3PTR by CHADWICK,SCOTTY",HCM 51-64 (-13),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,,,,,"ASSIST  by ROBINSON,JAHAL",,,"ASSIST  by ROBINSON,JAHAL",2
09:11,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
09:11,,51,,65 (+14),"GOOD FT by CHADWICK,SCOTTY",HCM 51-65 (-14),,"GOOD FT by CHADWICK,SCOTTY",2
08:57,"MISS JUMPER by MCLEAN,JAMES",,,,,,,"MISS JUMPER by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by CHADWICK,SCOTTY",,,"REBOUND DEF by CHADWICK,SCOTTY",2
08:51,,,,,"MISS 3PTR by CHADWICK,SCOTTY",,,"MISS 3PTR by CHADWICK,SCOTTY",2
--,,,,,"REBOUND OFF by FRANKLIN,KK",,,"REBOUND OFF by FRANKLIN,KK",2
08:43,,,,,"MISS 3PTR by POPOVICH,WYATT",,,"MISS 3PTR by POPOVICH,WYATT",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
08:37,,,,,"FOUL  by CHADWICK,SCOTTY",,,"FOUL  by CHADWICK,SCOTTY",2
08:37,"GOOD FT by LEWIS,EVAN",52,,65 (+13),,BSC 52-65 (-13),,"GOOD FT by LEWIS,EVAN",2
08:37,"GOOD FT by LEWIS,EVAN",53,,65 (+12),,BSC 53-65 (-12),,"GOOD FT by LEWIS,EVAN",2
08:37,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
08:37,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
08:37,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
08:37,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
08:37,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
08:37,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",2
08:37,,,,,"SUB IN by CARSON,SCOUT",,,"SUB IN by CARSON,SCOUT",2
08:37,,,,,"SUB OUT by FRANKLIN,KK",,,"SUB OUT by FRANKLIN,KK",2
08:37,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
08:37,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",2
08:21,,53,,67 (+14),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 53-67 (-14),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
08:08,"GOOD DUNK by GRAHAM,CHRIS(in the paint)",55,,67 (+12),,BSC 55-67 (-12),,"GOOD DUNK by GRAHAM,CHRIS(in the paint)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
07:40,,55,,69 (+14),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 55-69 (-14),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
07:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:21,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",2
07:21,,,,,"SUB OUT by ROBINSON,JAHAL",,,"SUB OUT by ROBINSON,JAHAL",2
07:11,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",57,,69 (+12),,BSC 57-69 (-12),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
06:54,,,,,"TURNOVER  by MCLEAN,BRANDON",,,"TURNOVER  by MCLEAN,BRANDON",2
06:53,"STEAL  by MCLEAN,JAMES",,,,,,,"STEAL  by MCLEAN,JAMES",2
06:46,,,,,"FOUL  by MCLEAN,BRANDON",,,"FOUL  by MCLEAN,BRANDON",2
06:46,"GOOD FT by LEWIS,EVAN",58,,69 (+11),,BSC 58-69 (-11),,"GOOD FT by LEWIS,EVAN",2
06:46,"GOOD FT by LEWIS,EVAN",59,,69 (+10),,BSC 59-69 (-10),,"GOOD FT by LEWIS,EVAN",2
06:46,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
06:46,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
06:46,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
06:46,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
06:36,,,,,"MISS JUMPER by MCLEAN,BRANDON",,,"MISS JUMPER by MCLEAN,BRANDON",2
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",2
06:12,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
06:12,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:12,"GOOD FT by LEWIS,EVAN",60,,69 (+9),,BSC 60-69 (-9),,"GOOD FT by LEWIS,EVAN",2
06:12,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:12,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
06:12,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",2
06:12,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
06:12,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",2
06:12,,,,,"SUB IN by FRANKLIN,KK",,,"SUB IN by FRANKLIN,KK",2
06:12,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",2
06:12,,,,,"SUB OUT by CARSON,SCOUT",,,"SUB OUT by CARSON,SCOUT",2
05:59,,60,,72 (+12),"GOOD 3PTR by CHADWICK,SCOTTY",HCM 60-72 (-12),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,,,,,"ASSIST  by SCHMITT,LUCAS",,,"ASSIST  by SCHMITT,LUCAS",2
05:45,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by CHADWICK,SCOTTY",,,"REBOUND DEF by CHADWICK,SCOTTY",2
05:27,,,,,"MISS 3PTR by LIVINGSTON,TREY",,,"MISS 3PTR by LIVINGSTON,TREY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:23,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
05:23,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:23,"GOOD FT by DENEKA,HARRISON",61,,72 (+11),,BSC 61-72 (-11),,"GOOD FT by DENEKA,HARRISON",2
05:23,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
05:23,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
05:07,,,,,"MISS 3PTR by POPOVICH,WYATT",,,"MISS 3PTR by POPOVICH,WYATT",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
04:50,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
04:49,,,,,"STEAL  by SCHMITT,LUCAS",,,"STEAL  by SCHMITT,LUCAS",2
04:39,,,,,"TURNOVER  by FRANKLIN,KK",,,"TURNOVER  by FRANKLIN,KK",2
04:38,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
04:36,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
04:33,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
04:33,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:33,,,,,"SUB IN by ROBINSON,JAHAL",,,"SUB IN by ROBINSON,JAHAL",2
04:33,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",2
04:12,,,,,"MISS JUMPER by ROBINSON,JAHAL",,,"MISS JUMPER by ROBINSON,JAHAL",2
--,,,,,"REBOUND OFF by LIVINGSTON,TREY",,,"REBOUND OFF by LIVINGSTON,TREY",2
04:06,,,,,"MISS LAYUP by LIVINGSTON,TREY",,,"MISS LAYUP by LIVINGSTON,TREY",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
03:43,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
03:39,,,,,"FOUL  by CHADWICK,SCOTTY",,,"FOUL  by CHADWICK,SCOTTY",2
03:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:39,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:39,"GOOD FT by MCLEAN,JAMES",62,,72 (+10),,BSC 62-72 (-10),,"GOOD FT by MCLEAN,JAMES",2
03:39,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",2
03:39,,,,,"SUB IN by CARSON,SCOUT",,,"SUB IN by CARSON,SCOUT",2
03:39,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",2
03:39,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
03:39,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",2
03:39,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",2
03:13,,62,,74 (+12),"GOOD LAYUP by CARSON,SCOUT(in the paint)",HCM 62-74 (-12),,"GOOD LAYUP by CARSON,SCOUT(in the paint)",2
03:01,,,,,"FOUL  by MCLEAN,BRANDON",,,"FOUL  by MCLEAN,BRANDON",2
03:01,"GOOD FT by MCLEAN,JAMES",63,,74 (+11),,BSC 63-74 (-11),,"GOOD FT by MCLEAN,JAMES",2
03:01,"GOOD FT by MCLEAN,JAMES",64,,74 (+10),,BSC 64-74 (-10),,"GOOD FT by MCLEAN,JAMES",2
02:53,,,,,"TURNOVER  by ROBINSON,JAHAL",,,"TURNOVER  by ROBINSON,JAHAL",2
02:51,"STEAL  by MCLEAN,JAMES",,,,,,,"STEAL  by MCLEAN,JAMES",2
02:48,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",66,,74 (+8),,BSC 66-74 (-8),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",2
02:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:18,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",2
