Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
15:57,,7,,8 (+1),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 7-8 (+1),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",1
15:37,"MISS 3PTR by SPRAGG,BAILEY",,,,,,,"MISS 3PTR by SPRAGG,BAILEY",1
--,"REBOUND OFF by ALLEN,ZACK",,,,,,,"REBOUND OFF by ALLEN,ZACK",1
15:29,"GOOD 3PTR by ALLEN,ZACK",10 (+2),,8,,CCM 10-8 (-2),,"GOOD 3PTR by ALLEN,ZACK",1
--,"ASSIST  by PORTLOCK,WILL",,,,,,,"ASSIST  by PORTLOCK,WILL",1
15:11,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",1
15:11,"BLOCK  by HAYNES,CALEB",,,,,,,"BLOCK  by HAYNES,CALEB",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
15:03,"TURNOVER  by HAYNES,CALEB",,,,,,,"TURNOVER  by HAYNES,CALEB",1
14:59,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",1
14:58,,10,,10,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",BSC 10-10 (0),,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",1
14:50,"GOOD LAYUP by SPRAGG,BAILEY(in the paint)",12 (+2),,10,,CCM 12-10 (-2),,"GOOD LAYUP by SPRAGG,BAILEY(in the paint)",1
14:29,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,"REBOUND DEF by PORTLOCK,WILL",,,,,,,"REBOUND DEF by PORTLOCK,WILL",1
14:20,"MISS LAYUP by PORTLOCK,WILL",,,,,,,"MISS LAYUP by PORTLOCK,WILL",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
14:14,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
13:54,"GOOD 3PTR by TWAGIRAYEZU,PATJO",15 (+5),,10,,CCM 15-10 (-5),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",1
--,"ASSIST  by HAYNES,CALEB",,,,,,,"ASSIST  by HAYNES,CALEB",1
13:28,,15 (+3),,12,"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 15-12 (-3),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
13:14,"GOOD LAYUP by HAYNES,CALEB(fastbreak)(in the paint)",17 (+5),,12,,CCM 17-12 (-5),,"GOOD LAYUP by HAYNES,CALEB(fastbreak)(in the paint)",1
--,"ASSIST  by PORTLOCK,WILL",,,,,,,"ASSIST  by PORTLOCK,WILL",1
12:56,,17 (+3),,14,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 17-14 (-3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
12:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
12:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
12:50,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
12:50,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",1
12:50,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",1
12:50,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
12:50,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
12:50,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",1
12:50,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",1
12:50,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
12:50,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
12:50,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
12:46,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",1
12:39,,17 (+1),,16,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC 17-16 (-1),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",1
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",1
12:08,"MISS LAYUP by BRYAN,WILLIAM",,,,,,,"MISS LAYUP by BRYAN,WILLIAM",1
12:08,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",1
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",1
11:47,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:38,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",1
--,,,,,"REBOUND OFF by PERKINS,ALEX",,,"REBOUND OFF by PERKINS,ALEX",1
11:20,"FOUL  by BRYAN,WILLIAM",,,,,,,"FOUL  by BRYAN,WILLIAM",1
11:07,,,,,"MISS JUMPER by GRAHAM,CHRIS",,,"MISS JUMPER by GRAHAM,CHRIS",1
--,"REBOUND DEF by PORTLOCK,WILL",,,,,,,"REBOUND DEF by PORTLOCK,WILL",1
10:50,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",19 (+3),,16,,CCM 19-16 (-3),,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",1
10:35,"FOUL  by BRYAN,WILLIAM",,,,,,,"FOUL  by BRYAN,WILLIAM",1
10:35,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
10:35,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
10:35,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
10:35,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",1
10:35,"SUB OUT by BRYAN,WILLIAM",,,,,,,"SUB OUT by BRYAN,WILLIAM",1
10:35,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
10:35,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
10:35,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
10:35,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
10:35,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
10:35,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",1
10:35,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",1
10:35,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
10:35,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
10:24,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",1
10:24,"STEAL  by ARIMA,Z",,,,,,,"STEAL  by ARIMA,Z",1
10:21,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
10:04,,19 (+1),,18,"GOOD JUMPER by THOM,IAN",BSC 19-18 (-1),,"GOOD JUMPER by THOM,IAN",1
10:04,"FOUL  by SPRAGG,BAILEY",,,,,,,"FOUL  by SPRAGG,BAILEY",1
10:04,,19,,19,"GOOD FT by THOM,IAN",BSC 19-19 (0),,"GOOD FT by THOM,IAN",1
10:04,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",1
10:04,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
10:04,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
10:04,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
09:53,"GOOD 3PTR by ALLEN,ZACK",22 (+3),,19,,CCM 22-19 (-3),,"GOOD 3PTR by ALLEN,ZACK",1
--,"ASSIST  by TWAGIRAYEZU,PATJO",,,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",1
09:29,,22 (+1),,21,"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 22-21 (-1),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
09:07,"GOOD JUMPER by TWAGIRAYEZU,PATJO",24 (+3),,21,,CCM 24-21 (-3),,"GOOD JUMPER by TWAGIRAYEZU,PATJO",1
--,"ASSIST  by PORTLOCK,WILL",,,,,,,"ASSIST  by PORTLOCK,WILL",1
08:14,"FOUL  by HOLLIS,MITCHELL",,,,,,,"FOUL  by HOLLIS,MITCHELL",1
08:07,"FOUL  by HOLLIS,MITCHELL",,,,,,,"FOUL  by HOLLIS,MITCHELL",1
08:07,,24 (+2),,22,"GOOD FT by THOM,IAN",BSC 24-22 (-2),,"GOOD FT by THOM,IAN",1
08:07,,24 (+1),,23,"GOOD FT by THOM,IAN",BSC 24-23 (-1),,"GOOD FT by THOM,IAN",1
07:39,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
07:33,,24,,26 (+2),"GOOD 3PTR by LEWIS,EVAN(fastbreak)",BSC 24-26 (+2),,"GOOD 3PTR by LEWIS,EVAN(fastbreak)",1
07:30,"TURNOVER  by JAUCH,JARED",,,,,,,"TURNOVER  by JAUCH,JARED",1
07:27,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",1
07:25,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
07:06,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
07:02,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
06:25,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",1
06:25,"STEAL  by ARIMA,Z",,,,,,,"STEAL  by ARIMA,Z",1
06:22,"GOOD DUNK by BRYAN,WILLIAM(in the paint)",26,,26,,CCM 26-26 (0),,"GOOD DUNK by BRYAN,WILLIAM(in the paint)",1
--,"ASSIST  by ARIMA,Z",,,,,,,"ASSIST  by ARIMA,Z",1
06:20,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",1
05:57,"MISS JUMPER by PHELPS,BEN",,,,,,,"MISS JUMPER by PHELPS,BEN",1
05:57,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:54,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",1
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",1
05:30,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",1
05:30,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",1
--,,,,,"REBOUND OFF by HARDIMAN,BEN",,,"REBOUND OFF by HARDIMAN,BEN",1
05:30,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",1
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",1
05:16,"GOOD JUMPER by ARIMA,Z",28 (+2),,26,,CCM 28-26 (-2),,"GOOD JUMPER by ARIMA,Z",1
05:16,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",1
05:16,"GOOD FT by ARIMA,Z",29 (+3),,26,,CCM 29-26 (-3),,"GOOD FT by ARIMA,Z",1
05:16,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
05:16,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
05:07,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",1
05:07,,29 (+2),,27,"GOOD FT by THOM,IAN",BSC 29-27 (-2),,"GOOD FT by THOM,IAN",1
05:07,,29 (+1),,28,"GOOD FT by THOM,IAN",BSC 29-28 (-1),,"GOOD FT by THOM,IAN",1
05:07,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",1
05:07,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",1
05:07,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
05:07,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
04:45,"MISS JUMPER by PORTLOCK,WILL",,,,,,,"MISS JUMPER by PORTLOCK,WILL",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
04:17,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
04:16,"STEAL  by PORTLOCK,WILL",,,,,,,"STEAL  by PORTLOCK,WILL",1
04:13,"TURNOVER  by PALMER,NICK",,,,,,,"TURNOVER  by PALMER,NICK",1
03:50,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND DEF by PORTLOCK,WILL",,,,,,,"REBOUND DEF by PORTLOCK,WILL",1
03:34,"MISS JUMPER by PORTLOCK,WILL",,,,,,,"MISS JUMPER by PORTLOCK,WILL",1
03:34,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",1
03:26,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",1
--,"REBOUND DEF by PORTLOCK,WILL",,,,,,,"REBOUND DEF by PORTLOCK,WILL",1
03:07,"MISS JUMPER by PORTLOCK,WILL",,,,,,,"MISS JUMPER by PORTLOCK,WILL",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
02:39,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
02:37,"STEAL  by ALLEN,ZACK",,,,,,,"STEAL  by ALLEN,ZACK",1
02:32,"MISS 3PTR by ALLEN,ZACK",,,,,,,"MISS 3PTR by ALLEN,ZACK",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
02:23,,29,,31 (+2),"GOOD 3PTR by LEWIS,EVAN",BSC 29-31 (+2),,"GOOD 3PTR by LEWIS,EVAN",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
02:05,"GOOD 3PTR by PALMER,NICK(fastbreak)",32 (+1),,31,,CCM 32-31 (-1),,"GOOD 3PTR by PALMER,NICK(fastbreak)",1
--,"ASSIST  by ALLEN,ZACK",,,,,,,"ASSIST  by ALLEN,ZACK",1
01:42,"FOUL  by ALLEN,ZACK",,,,,,,"FOUL  by ALLEN,ZACK",1
01:42,,32,,32,"GOOD FT by THOM,IAN",BSC 32-32 (0),,"GOOD FT by THOM,IAN",1
01:42,,32,,33 (+1),"GOOD FT by THOM,IAN",BSC 32-33 (+1),,"GOOD FT by THOM,IAN",1
01:42,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
01:42,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
01:42,"SUB OUT by BRYAN,WILLIAM",,,,,,,"SUB OUT by BRYAN,WILLIAM",1
01:42,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
01:26,"MISS 3PTR by PALMER,NICK",,,,,,,"MISS 3PTR by PALMER,NICK",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
01:02,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",1
00:55,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,"REBOUND DEF by SPRAGG,BAILEY",,,,,,,"REBOUND DEF by SPRAGG,BAILEY",1
00:24,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",1
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",1
00:19,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",1
00:19,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:19,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
00:19,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",1
00:19,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
00:06,,32,,35 (+3),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 32-35 (+3),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
00:01,"TURNOVER  by JAUCH,JARED",,,,,,,"TURNOVER  by JAUCH,JARED",1
00:01,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",1
19:50,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",2
19:36,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
19:36,"STEAL  by SPRAGG,BAILEY",,,,,,,"STEAL  by SPRAGG,BAILEY",2
19:36,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
19:21,"GOOD JUMPER by TWAGIRAYEZU,PATJO",34,,35 (+1),,CCM 34-35 (+1),,"GOOD JUMPER by TWAGIRAYEZU,PATJO",2
19:07,,34,,37 (+3),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 34-37 (+3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
18:46,"MISS JUMPER by ARIMA,Z",,,,,,,"MISS JUMPER by ARIMA,Z",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
18:21,,,,,"MISS JUMPER by RUDAK,MATTY",,,"MISS JUMPER by RUDAK,MATTY",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
18:09,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",36,,37 (+1),,CCM 36-37 (+1),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
--,"ASSIST  by PORTLOCK,WILL",,,,,,,"ASSIST  by PORTLOCK,WILL",2
17:42,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
17:40,"STEAL  by HAYNES,CALEB",,,,,,,"STEAL  by HAYNES,CALEB",2
17:35,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",38 (+1),,37,,CCM 38-37 (-1),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
--,"ASSIST  by JAUCH,JARED",,,,,,,"ASSIST  by JAUCH,JARED",2
17:06,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
16:59,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:55,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
16:55,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",2
16:55,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",2
16:34,"MISS JUMPER by ARIMA,Z",,,,,,,"MISS JUMPER by ARIMA,Z",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
16:29,,38,,40 (+2),"GOOD 3PTR by LEWIS,EVAN(fastbreak)",BSC 38-40 (+2),,"GOOD 3PTR by LEWIS,EVAN(fastbreak)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
16:10,"GOOD 3PTR by ALLEN,ZACK",41 (+1),,40,,CCM 41-40 (-1),,"GOOD 3PTR by ALLEN,ZACK",2
--,"ASSIST  by TWAGIRAYEZU,PATJO",,,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",2
15:47,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
15:47,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
15:47,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:46,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",2
15:46,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
15:46,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
15:46,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
15:15,"GOOD JUMPER by TWAGIRAYEZU,PATJO(in the paint)",43 (+3),,40,,CCM 43-40 (-3),,"GOOD JUMPER by TWAGIRAYEZU,PATJO(in the paint)",2
--,"ASSIST  by BRYAN,WILLIAM",,,,,,,"ASSIST  by BRYAN,WILLIAM",2
15:01,,43 (+1),,42,"GOOD LAYUP by THOM,IAN(in the paint)",BSC 43-42 (-1),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
14:44,"MISS LAYUP by TWAGIRAYEZU,PATJO",,,,,,,"MISS LAYUP by TWAGIRAYEZU,PATJO",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
14:29,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
14:28,"STEAL  by TWAGIRAYEZU,PATJO",,,,,,,"STEAL  by TWAGIRAYEZU,PATJO",2
14:24,"MISS LAYUP by TWAGIRAYEZU,PATJO",,,,,,,"MISS LAYUP by TWAGIRAYEZU,PATJO",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
14:11,,43,,44 (+1),"GOOD JUMPER by DENEKA,HARRISON(fastbreak)(in the paint)",BSC 43-44 (+1),,"GOOD JUMPER by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
14:05,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
14:05,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
