Time Remaining,H-SC,Away Team Score,Play Team Indicator,Home Team Score,16BSC-M,Game Score,Team Indicator,Play,Period
18:12,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
18:11,"STEAL  by DUNCAN,JAKE",,,,,,,"STEAL  by DUNCAN,JAKE",2
18:05,"TURNOVER  by SAMUELS,LOGAN",,,,,,,"TURNOVER  by SAMUELS,LOGAN",2
17:48,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
17:46,"STEAL  by CHASE,NICK",,,,,,,"STEAL  by CHASE,NICK",2
17:37,"MISS LAYUP by GUIMARAES,GUILHERME",,,,,,,"MISS LAYUP by GUIMARAES,GUILHERME",2
--,"REBOUND OFF by GUIMARAES,GUILHERME",,,,,,,"REBOUND OFF by GUIMARAES,GUILHERME",2
17:34,"GOOD LAYUP by GUIMARAES,GUILHERME(in the paint)",27,,28 (+1),,H-SC 27-28 (+1),,"GOOD LAYUP by GUIMARAES,GUILHERME(in the paint)",2
17:28,,27,,31 (+4),"GOOD 3PTR by MCLEAN,JAMES",16BSC-M 27-31 (+4),,"GOOD 3PTR by MCLEAN,JAMES",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
17:10,"MISS LAYUP by CHASE,NICK",,,,,,,"MISS LAYUP by CHASE,NICK",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
17:03,,27,,33 (+6),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 27-33 (+6),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
16:32,"MISS JUMPER by CHASE,NICK",,,,,,,"MISS JUMPER by CHASE,NICK",2
16:32,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
16:20,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
16:20,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
16:20,"SUB IN by CRUTE,MALIK",,,,,,,"SUB IN by CRUTE,MALIK",2
16:20,"SUB IN by KATOWITZ,JOSH",,,,,,,"SUB IN by KATOWITZ,JOSH",2
16:20,"SUB IN by QUINN,KEVIN",,,,,,,"SUB IN by QUINN,KEVIN",2
16:20,"SUB OUT by GUIMARAES,GUILHERME",,,,,,,"SUB OUT by GUIMARAES,GUILHERME",2
16:20,"SUB OUT by CHASE,NICK",,,,,,,"SUB OUT by CHASE,NICK",2
16:20,"SUB OUT by REDDICK,JAVONTE",,,,,,,"SUB OUT by REDDICK,JAVONTE",2
16:20,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
16:20,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
16:20,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
16:20,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
16:20,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
16:20,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
16:10,"GOOD LAYUP by CRUTE,MALIK(in the paint)",29,,33 (+4),,H-SC 29-33 (+4),,"GOOD LAYUP by CRUTE,MALIK(in the paint)",2
15:59,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
15:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:44,"TURNOVER  by KATOWITZ,JOSH",,,,,,,"TURNOVER  by KATOWITZ,JOSH",2
15:13,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by KATOWITZ,JOSH",,,,,,,"REBOUND DEF by KATOWITZ,JOSH",2
15:08,"TURNOVER  by KATOWITZ,JOSH",,,,,,,"TURNOVER  by KATOWITZ,JOSH",2
15:07,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
14:43,,29,,35 (+6),"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",16BSC-M 29-35 (+6),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
14:37,,,,,"FOUL  by GRAHAM,CHRIS",,,"FOUL  by GRAHAM,CHRIS",2
14:37,"GOOD FT by CRUTE,MALIK",30,,35 (+5),,H-SC 30-35 (+5),,"GOOD FT by CRUTE,MALIK",2
14:37,"GOOD FT by CRUTE,MALIK",31,,35 (+4),,H-SC 31-35 (+4),,"GOOD FT by CRUTE,MALIK",2
14:37,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
14:37,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
14:37,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
14:37,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
14:37,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
14:37,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
14:11,,,,,"MISS LAYUP by MURPHY,JUWAN",,,"MISS LAYUP by MURPHY,JUWAN",2
--,"REBOUND DEF by DUNCAN,JAKE",,,,,,,"REBOUND DEF by DUNCAN,JAKE",2
14:02,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
13:47,"MISS LAYUP by KATOWITZ,JOSH",,,,,,,"MISS LAYUP by KATOWITZ,JOSH",2
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",2
13:36,"FOUL  by CRUTE,MALIK",,,,,,,"FOUL  by CRUTE,MALIK",2
13:36,"SUB IN by KUEHN,HUNTER",,,,,,,"SUB IN by KUEHN,HUNTER",2
13:36,"SUB OUT by KATOWITZ,JOSH",,,,,,,"SUB OUT by KATOWITZ,JOSH",2
13:27,"SUB IN by JOHNSON,CHAISE",,,,,,,"SUB IN by JOHNSON,CHAISE",2
13:27,"SUB OUT by SAMUELS,LOGAN",,,,,,,"SUB OUT by SAMUELS,LOGAN",2
13:27,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
13:27,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",2
13:17,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
13:15,"STEAL  by JOHNSON,CHAISE",,,,,,,"STEAL  by JOHNSON,CHAISE",2
13:13,"GOOD LAYUP by JOHNSON,CHAISE(fastbreak)(in the paint)",33,,35 (+2),,H-SC 33-35 (+2),,"GOOD LAYUP by JOHNSON,CHAISE(fastbreak)(in the paint)",2
13:13,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
13:13,"MISS FT by JOHNSON,CHAISE",,,,,,,"MISS FT by JOHNSON,CHAISE",2
--,,,,,"REBOUND DEF by MOORE,KADEN",,,"REBOUND DEF by MOORE,KADEN",2
13:04,"FOUL  by JOHNSON,CHAISE",,,,,,,"FOUL  by JOHNSON,CHAISE",2
13:04,"SUB IN by REID,JUSTIN",,,,,,,"SUB IN by REID,JUSTIN",2
13:04,"SUB OUT by DUNCAN,JAKE",,,,,,,"SUB OUT by DUNCAN,JAKE",2
12:51,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
12:51,"STEAL  by CRUTE,MALIK",,,,,,,"STEAL  by CRUTE,MALIK",2
12:51,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
12:51,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
12:51,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
12:51,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
12:51,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
12:42,"GOOD 3PTR by REID,JUSTIN",36 (+1),,35,,H-SC 36-35 (-1),,"GOOD 3PTR by REID,JUSTIN",2
--,"ASSIST  by JOHNSON,CHAISE",,,,,,,"ASSIST  by JOHNSON,CHAISE",2
12:26,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
12:26,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
12:26,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
12:26,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
12:26,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
12:26,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:15,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
12:14,"STEAL  by CRUTE,MALIK",,,,,,,"STEAL  by CRUTE,MALIK",2
12:09,"GOOD 3PTR by CRUTE,MALIK",39 (+4),,35,,H-SC 39-35 (-4),,"GOOD 3PTR by CRUTE,MALIK",2
--,"ASSIST  by JOHNSON,CHAISE",,,,,,,"ASSIST  by JOHNSON,CHAISE",2
11:54,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
11:54,"BLOCK  by KUEHN,HUNTER",,,,,,,"BLOCK  by KUEHN,HUNTER",2
--,"REBOUND DEF by REID,JUSTIN",,,,,,,"REBOUND DEF by REID,JUSTIN",2
11:39,"MISS JUMPER by JOHNSON,CHAISE",,,,,,,"MISS JUMPER by JOHNSON,CHAISE",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
11:20,"FOUL  by KUEHN,HUNTER",,,,,,,"FOUL  by KUEHN,HUNTER",2
11:13,,39 (+1),,38,"GOOD 3PTR by BAK,CALVIN",16BSC-M 39-38 (-1),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
10:57,"GOOD LAYUP by CRUTE,MALIK(in the paint)",41 (+3),,38,,H-SC 41-38 (-3),,"GOOD LAYUP by CRUTE,MALIK(in the paint)",2
10:57,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
10:57,"GOOD FT by CRUTE,MALIK",42 (+4),,38,,H-SC 42-38 (-4),,"GOOD FT by CRUTE,MALIK",2
10:57,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
10:57,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
10:28,,,,,"MISS LAYUP by MOORE,KADEN",,,"MISS LAYUP by MOORE,KADEN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
10:25,"SUB IN by REDDICK,JAVONTE",,,,,,,"SUB IN by REDDICK,JAVONTE",2
10:25,"SUB OUT by QUINN,KEVIN",,,,,,,"SUB OUT by QUINN,KEVIN",2
10:23,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",2
10:20,"STEAL  by REID,JUSTIN",,,,,,,"STEAL  by REID,JUSTIN",2
10:07,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
10:07,"GOOD FT by JOHNSON,CHAISE",43 (+5),,38,,H-SC 43-38 (-5),,"GOOD FT by JOHNSON,CHAISE",2
10:07,"GOOD FT by JOHNSON,CHAISE",44 (+6),,38,,H-SC 44-38 (-6),,"GOOD FT by JOHNSON,CHAISE",2
09:59,,44 (+4),,40,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",16BSC-M 44-40 (-4),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
09:50,"MISS 3PTR by REDDICK,JAVONTE",,,,,,,"MISS 3PTR by REDDICK,JAVONTE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:32,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:29,"SUB IN by GUIMARAES,GUILHERME",,,,,,,"SUB IN by GUIMARAES,GUILHERME",2
09:29,"SUB OUT by KUEHN,HUNTER",,,,,,,"SUB OUT by KUEHN,HUNTER",2
09:21,"GOOD LAYUP by REDDICK,JAVONTE(in the paint)",46 (+6),,40,,H-SC 46-40 (-6),,"GOOD LAYUP by REDDICK,JAVONTE(in the paint)",2
--,"ASSIST  by GUIMARAES,GUILHERME",,,,,,,"ASSIST  by GUIMARAES,GUILHERME",2
08:49,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
08:48,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:48,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
08:48,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
08:48,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
08:39,"MISS 3PTR by CRUTE,MALIK",,,,,,,"MISS 3PTR by CRUTE,MALIK",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
08:37,"FOUL  by JOHNSON,CHAISE",,,,,,,"FOUL  by JOHNSON,CHAISE",2
08:17,"FOUL  by CRUTE,MALIK",,,,,,,"FOUL  by CRUTE,MALIK",2
08:02,"FOUL  by REDDICK,JAVONTE",,,,,,,"FOUL  by REDDICK,JAVONTE",2
08:02,,46 (+5),,41,"GOOD FT by MCLEAN,JAMES",16BSC-M 46-41 (-5),,"GOOD FT by MCLEAN,JAMES",2
08:02,,46 (+4),,42,"GOOD FT by MCLEAN,JAMES",16BSC-M 46-42 (-4),,"GOOD FT by MCLEAN,JAMES",2
08:02,"SUB IN by SAMUELS,LOGAN",,,,,,,"SUB IN by SAMUELS,LOGAN",2
08:02,"SUB IN by DUNCAN,JAKE",,,,,,,"SUB IN by DUNCAN,JAKE",2
08:02,"SUB OUT by CRUTE,MALIK",,,,,,,"SUB OUT by CRUTE,MALIK",2
08:02,"SUB OUT by REDDICK,JAVONTE",,,,,,,"SUB OUT by REDDICK,JAVONTE",2
08:02,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
08:02,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
08:02,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
08:02,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
07:58,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:46,"MISS 3PTR by JOHNSON,CHAISE",,,,,,,"MISS 3PTR by JOHNSON,CHAISE",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
07:28,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
07:27,"STEAL  by JOHNSON,CHAISE",,,,,,,"STEAL  by JOHNSON,CHAISE",2
07:24,"GOOD LAYUP by DUNCAN,JAKE(fastbreak)(in the paint)",48 (+6),,42,,H-SC 48-42 (-6),,"GOOD LAYUP by DUNCAN,JAKE(fastbreak)(in the paint)",2
--,"ASSIST  by JOHNSON,CHAISE",,,,,,,"ASSIST  by JOHNSON,CHAISE",2
06:45,,,,,"MISS LAYUP by GRAHAM,CHRIS",,,"MISS LAYUP by GRAHAM,CHRIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:30,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
06:30,"GOOD FT by SAMUELS,LOGAN",49 (+7),,42,,H-SC 49-42 (-7),,"GOOD FT by SAMUELS,LOGAN",2
06:30,"GOOD FT by SAMUELS,LOGAN",50 (+8),,42,,H-SC 50-42 (-8),,"GOOD FT by SAMUELS,LOGAN",2
06:30,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
06:30,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
05:57,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND DEF by REID,JUSTIN",,,,,,,"REBOUND DEF by REID,JUSTIN",2
05:52,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
05:52,"MISS FT by GUIMARAES,GUILHERME",,,,,,,"MISS FT by GUIMARAES,GUILHERME",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:52,"MISS FT by GUIMARAES,GUILHERME",,,,,,,"MISS FT by GUIMARAES,GUILHERME",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
05:52,"SUB IN by CRUTE,MALIK",,,,,,,"SUB IN by CRUTE,MALIK",2
05:52,"SUB OUT by JOHNSON,CHAISE",,,,,,,"SUB OUT by JOHNSON,CHAISE",2
05:52,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
05:52,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:52,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",2
05:52,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
05:34,,50 (+6),,44,"GOOD LAYUP by PERKINS,ALEX(in the paint)",16BSC-M 50-44 (-6),,"GOOD LAYUP by PERKINS,ALEX(in the paint)",2
05:34,"FOUL  by REID,JUSTIN",,,,,,,"FOUL  by REID,JUSTIN",2
05:34,,,,,"MISS FT by PERKINS,ALEX",,,"MISS FT by PERKINS,ALEX",2
--,"REBOUND DEF by GUIMARAES,GUILHERME",,,,,,,"REBOUND DEF by GUIMARAES,GUILHERME",2
05:21,"MISS LAYUP by GUIMARAES,GUILHERME",,,,,,,"MISS LAYUP by GUIMARAES,GUILHERME",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
04:58,,50 (+3),,47,"GOOD 3PTR by LEWIS,EVAN",16BSC-M 50-47 (-3),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",2
04:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:52,"SUB IN by CHASE,NICK",,,,,,,"SUB IN by CHASE,NICK",2
04:52,"SUB OUT by GUIMARAES,GUILHERME",,,,,,,"SUB OUT by GUIMARAES,GUILHERME",2
04:19,"MISS 3PTR by CRUTE,MALIK",,,,,,,"MISS 3PTR by CRUTE,MALIK",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
04:02,,50,,50,"GOOD 3PTR by DENEKA,HARRISON",16BSC-M 50-50 (0),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
03:50,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
03:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:50,"MISS FT by CHASE,NICK",,,,,,,"MISS FT by CHASE,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:50,"GOOD FT by CHASE,NICK",51 (+1),,50,,H-SC 51-50 (-1),,"GOOD FT by CHASE,NICK",2
03:50,"SUB IN by JOHNSON,CHAISE",,,,,,,"SUB IN by JOHNSON,CHAISE",2
03:50,"SUB OUT by DUNCAN,JAKE",,,,,,,"SUB OUT by DUNCAN,JAKE",2
03:23,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
03:20,"FOUL  by SAMUELS,LOGAN",,,,,,,"FOUL  by SAMUELS,LOGAN",2
03:20,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:20,,51,,51,"GOOD FT by DENEKA,HARRISON",16BSC-M 51-51 (0),,"GOOD FT by DENEKA,HARRISON",2
02:51,"MISS JUMPER by CRUTE,MALIK",,,,,,,"MISS JUMPER by CRUTE,MALIK",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
02:35,,51,,54 (+3),"GOOD 3PTR by PERKINS,ALEX",16BSC-M 51-54 (+3),,"GOOD 3PTR by PERKINS,ALEX",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
02:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:32,"SUB IN by GUIMARAES,GUILHERME",,,,,,,"SUB IN by GUIMARAES,GUILHERME",2
02:32,"SUB IN by DUNCAN,JAKE",,,,,,,"SUB IN by DUNCAN,JAKE",2
02:32,"SUB OUT by REID,JUSTIN",,,,,,,"SUB OUT by REID,JUSTIN",2
02:32,"SUB OUT by SAMUELS,LOGAN",,,,,,,"SUB OUT by SAMUELS,LOGAN",2
02:27,"TURNOVER  by CHASE,NICK",,,,,,,"TURNOVER  by CHASE,NICK",2
02:26,,,,,"STEAL  by PERKINS,ALEX",,,"STEAL  by PERKINS,ALEX",2
02:22,,51,,56 (+5),"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",16BSC-M 51-56 (+5),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",2
02:12,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
02:12,"GOOD FT by CRUTE,MALIK",52,,56 (+4),,H-SC 52-56 (+4),,"GOOD FT by CRUTE,MALIK",2
02:12,"GOOD FT by CRUTE,MALIK",53,,56 (+3),,H-SC 53-56 (+3),,"GOOD FT by CRUTE,MALIK",2
02:12,"SUB IN by SAMUELS,LOGAN",,,,,,,"SUB IN by SAMUELS,LOGAN",2
02:12,"SUB IN by REDDICK,JAVONTE",,,,,,,"SUB IN by REDDICK,JAVONTE",2
02:12,"SUB OUT by CHASE,NICK",,,,,,,"SUB OUT by CHASE,NICK",2
02:12,"SUB OUT by DUNCAN,JAKE",,,,,,,"SUB OUT by DUNCAN,JAKE",2
01:57,"FOUL  by REDDICK,JAVONTE",,,,,,,"FOUL  by REDDICK,JAVONTE",2
01:57,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by REDDICK,JAVONTE",,,,,,,"REBOUND DEF by REDDICK,JAVONTE",2
01:53,"TURNOVER  by REDDICK,JAVONTE",,,,,,,"TURNOVER  by REDDICK,JAVONTE",2
01:50,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
01:32,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
01:04,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",2
01:04,"SUB IN by DUNCAN,JAKE",,,,,,,"SUB IN by DUNCAN,JAKE",2
01:04,"SUB OUT by REDDICK,JAVONTE",,,,,,,"SUB OUT by REDDICK,JAVONTE",2
00:54,"TURNOVER  by SAMUELS,LOGAN",,,,,,,"TURNOVER  by SAMUELS,LOGAN",2
00:53,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
00:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:21,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,"REBOUND DEF by REDDICK,JAVONTE",,,,,,,"REBOUND DEF by REDDICK,JAVONTE",2
00:09,"MISS 3PTR by REDDICK,JAVONTE",,,,,,,"MISS 3PTR by REDDICK,JAVONTE",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
00:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:08,"FOUL  by REDDICK,JAVONTE",,,,,,,"FOUL  by REDDICK,JAVONTE",2
00:08,,53,,57 (+4),"GOOD FT by LEWIS,EVAN",16BSC-M 53-57 (+4),,"GOOD FT by LEWIS,EVAN",2
00:08,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by GUIMARAES,GUILHERME",,,,,,,"REBOUND DEF by GUIMARAES,GUILHERME",2
00:08,"SUB IN by SAMUELS,LOGAN",,,,,,,"SUB IN by SAMUELS,LOGAN",2
00:08,"SUB IN by DUNCAN,JAKE",,,,,,,"SUB IN by DUNCAN,JAKE",2
00:08,"SUB IN by REID,JUSTIN",,,,,,,"SUB IN by REID,JUSTIN",2
00:08,"SUB IN by REDDICK,JAVONTE",,,,,,,"SUB IN by REDDICK,JAVONTE",2
00:08,"SUB OUT by CRUTE,MALIK",,,,,,,"SUB OUT by CRUTE,MALIK",2
00:08,"SUB OUT by REDDICK,JAVONTE",,,,,,,"SUB OUT by REDDICK,JAVONTE",2
00:08,"SUB OUT by SAMUELS,LOGAN",,,,,,,"SUB OUT by SAMUELS,LOGAN",2
00:08,"SUB OUT by DUNCAN,JAKE",,,,,,,"SUB OUT by DUNCAN,JAKE",2
00:00,"MISS LAYUP by SAMUELS,LOGAN",,,,,,,"MISS LAYUP by SAMUELS,LOGAN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
