Time Remaining,HUNTINGM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
20:00,"SUB IN by MOORER,TERRY",,,,,,,"SUB IN by MOORER,TERRY",2
20:00,"SUB IN by DUDLEY,BYRON",,,,,,,"SUB IN by DUDLEY,BYRON",2
20:00,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",2
20:00,"SUB IN by BIAS,JAMAL",,,,,,,"SUB IN by BIAS,JAMAL",2
20:00,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",2
20:00,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
20:00,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
20:00,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
20:00,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
20:00,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
19:46,,,,,"MISS LAYUP by THOMAS,STERLING",,,"MISS LAYUP by THOMAS,STERLING",2
19:46,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
19:24,"GOOD LAYUP by MOORER,TERRY(in the paint)",42 (+7),,35,,HUNTINGM 42-35 (-7),,"GOOD LAYUP by MOORER,TERRY(in the paint)",2
19:05,,,,,"MISS 3PTR by WILSON,KEVIN",,,"MISS 3PTR by WILSON,KEVIN",2
--,"REBOUND DEF by PETTY,RYAN",,,,,,,"REBOUND DEF by PETTY,RYAN",2
18:37,"GOOD JUMPER by BIAS,JAMAL",44 (+9),,35,,HUNTINGM 44-35 (-9),,"GOOD JUMPER by BIAS,JAMAL",2
18:19,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
18:05,"MISS LAYUP by MOORER,TERRY",,,,,,,"MISS LAYUP by MOORER,TERRY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:41,,,,,"FOUL  by WILSON,KEVIN",,,"FOUL  by WILSON,KEVIN",2
17:41,"GOOD FT by MOORER,TERRY",45 (+10),,35,,HUNTINGM 45-35 (-10),,"GOOD FT by MOORER,TERRY",2
17:41,"GOOD FT by MOORER,TERRY",46 (+11),,35,,HUNTINGM 46-35 (-11),,"GOOD FT by MOORER,TERRY",2
17:41,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
17:41,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
17:14,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:58,,,,,"MISS 3PTR by THOMAS,STERLING",,,"MISS 3PTR by THOMAS,STERLING",2
--,,,,,"REBOUND OFF by ALLISON,BRANDON",,,"REBOUND OFF by ALLISON,BRANDON",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
16:50,,,,,"MISS LAYUP by THOMAS,STERLING",,,"MISS LAYUP by THOMAS,STERLING",2
16:50,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",2
--,,,,,"REBOUND OFF by THOMAS,STERLING",,,"REBOUND OFF by THOMAS,STERLING",2
16:50,"FOUL  by DUDLEY,BYRON",,,,,,,"FOUL  by DUDLEY,BYRON",2
16:50,,46 (+10),,36,"GOOD FT by THOMAS,STERLING",MILLSAPS 46-36 (-10),,"GOOD FT by THOMAS,STERLING",2
16:50,,46 (+9),,37,"GOOD FT by THOMAS,STERLING",MILLSAPS 46-37 (-9),,"GOOD FT by THOMAS,STERLING",2
16:50,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
16:50,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
16:44,,,,,"TURNOVER  by KASTNER,MURRAY",,,"TURNOVER  by KASTNER,MURRAY",2
16:38,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
16:38,,,,,"BLOCK  by GILLIGAN,TULLY",,,"BLOCK  by GILLIGAN,TULLY",2
16:23,,,,,"TURNOVER  by THOMAS,STERLING",,,"TURNOVER  by THOMAS,STERLING",2
16:22,"SUB IN by HILL,AUSTIN",,,,,,,"SUB IN by HILL,AUSTIN",2
16:22,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",2
16:09,"GOOD JUMPER by BIAS,JAMAL",48 (+11),,37,,HUNTINGM 48-37 (-11),,"GOOD JUMPER by BIAS,JAMAL",2
15:47,"FOUL  by PETTY,RYAN",,,,,,,"FOUL  by PETTY,RYAN",2
15:47,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",2
15:47,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",2
15:47,"SUB OUT by DUDLEY,BYRON",,,,,,,"SUB OUT by DUDLEY,BYRON",2
15:47,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",2
15:47,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
15:47,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
15:47,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
15:47,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
15:40,,,,,"MISS LAYUP by KASTNER,MURRAY",,,"MISS LAYUP by KASTNER,MURRAY",2
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",2
15:18,"GOOD 3PTR by HILL,AUSTIN",51 (+14),,37,,HUNTINGM 51-37 (-14),,"GOOD 3PTR by HILL,AUSTIN",2
14:57,,51 (+12),,39,"GOOD JUMPER by CORTESE,NICK",MILLSAPS 51-39 (-12),,"GOOD JUMPER by CORTESE,NICK",2
14:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:35,"MISS 3PTR by BIAS,JAMAL",,,,,,,"MISS 3PTR by BIAS,JAMAL",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
14:20,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by BIAS,JAMAL",,,,,,,"REBOUND DEF by BIAS,JAMAL",2
14:10,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",2
--,"REBOUND OFF by THOMAS,JEREMIAH",,,,,,,"REBOUND OFF by THOMAS,JEREMIAH",2
13:47,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
13:47,"GOOD FT by HILL,AUSTIN",52 (+13),,39,,HUNTINGM 52-39 (-13),,"GOOD FT by HILL,AUSTIN",2
13:47,"GOOD FT by HILL,AUSTIN",53 (+14),,39,,HUNTINGM 53-39 (-14),,"GOOD FT by HILL,AUSTIN",2
13:47,"SUB IN by MOORER,TERRY",,,,,,,"SUB IN by MOORER,TERRY",2
13:47,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",2
13:47,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",2
13:47,"SUB OUT by BIAS,JAMAL",,,,,,,"SUB OUT by BIAS,JAMAL",2
13:47,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
13:47,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
13:33,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
13:33,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
13:28,"MISS 3PTR by VARNEY,JASON",,,,,,,"MISS 3PTR by VARNEY,JASON",2
--,,,,,"REBOUND DEF by KASTNER,MURRAY",,,"REBOUND DEF by KASTNER,MURRAY",2
13:21,,,,,"MISS LAYUP by WILSON,KEVIN",,,"MISS LAYUP by WILSON,KEVIN",2
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",2
13:14,"FOUL  by MOORER,TERRY",,,,,,,"FOUL  by MOORER,TERRY",2
13:14,,53 (+13),,40,"GOOD FT by BERGER,RYAN",MILLSAPS 53-40 (-13),,"GOOD FT by BERGER,RYAN",2
13:14,,53 (+12),,41,"GOOD FT by BERGER,RYAN",MILLSAPS 53-41 (-12),,"GOOD FT by BERGER,RYAN",2
13:14,"SUB IN by DUDLEY,BYRON",,,,,,,"SUB IN by DUDLEY,BYRON",2
13:14,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",2
13:14,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
13:14,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
12:47,"GOOD 3PTR by HILL,AUSTIN",56 (+15),,41,,HUNTINGM 56-41 (-15),,"GOOD 3PTR by HILL,AUSTIN",2
12:37,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",2
12:29,"FOUL  by VARNEY,JASON",,,,,,,"FOUL  by VARNEY,JASON",2
12:29,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",2
12:29,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
12:29,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
12:29,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
12:03,,,,,"MISS 3PTR by THOMAS,STERLING",,,"MISS 3PTR by THOMAS,STERLING",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:36,"MISS JUMPER by MOORER,TERRY",,,,,,,"MISS JUMPER by MOORER,TERRY",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
11:34,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
11:20,"GOOD LAYUP by MOORER,TERRY(in the paint)",58 (+17),,41,,HUNTINGM 58-41 (-17),,"GOOD LAYUP by MOORER,TERRY(in the paint)",2
--,"ASSIST  by PETTY,RYAN",,,,,,,"ASSIST  by PETTY,RYAN",2
10:56,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
10:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:56,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",2
10:56,"SUB OUT by HILL,AUSTIN",,,,,,,"SUB OUT by HILL,AUSTIN",2
10:56,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
10:56,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
10:56,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
10:56,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
10:44,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
10:28,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
10:20,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
10:08,,,,,"MISS 3PTR by WILSON,KEVIN",,,"MISS 3PTR by WILSON,KEVIN",2
--,,,,,"REBOUND OFF by KASTNER,MURRAY",,,"REBOUND OFF by KASTNER,MURRAY",2
09:53,"FOUL  by PETTY,RYAN",,,,,,,"FOUL  by PETTY,RYAN",2
09:53,,58 (+16),,42,"GOOD FT by CORTESE,NICK",MILLSAPS 58-42 (-16),,"GOOD FT by CORTESE,NICK",2
09:53,,,,,"MISS FT by CORTESE,NICK",,,"MISS FT by CORTESE,NICK",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
09:36,"GOOD LAYUP by DUDLEY,BYRON(in the paint)",60 (+18),,42,,HUNTINGM 60-42 (-18),,"GOOD LAYUP by DUDLEY,BYRON(in the paint)",2
09:20,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND OFF by WILSON,KEVIN",,,"REBOUND OFF by WILSON,KEVIN",2
09:16,,,,,"TURNOVER  by WILSON,KEVIN",,,"TURNOVER  by WILSON,KEVIN",2
09:15,"STEAL  by THOMAS,JEREMIAH",,,,,,,"STEAL  by THOMAS,JEREMIAH",2
08:57,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",2
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",2
08:30,"GOOD JUMPER by MOORER,TERRY",62 (+20),,42,,HUNTINGM 62-42 (-20),,"GOOD JUMPER by MOORER,TERRY",2
08:12,"FOUL  by VARNEY,JASON",,,,,,,"FOUL  by VARNEY,JASON",2
08:12,,,,,"MISS FT by GRIFFON,JACKSON",,,"MISS FT by GRIFFON,JACKSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:12,,62 (+19),,43,"GOOD FT by GRIFFON,JACKSON",MILLSAPS 62-43 (-19),,"GOOD FT by GRIFFON,JACKSON",2
08:12,,,,,"MISS FT by GRIFFON,JACKSON",,,"MISS FT by GRIFFON,JACKSON",2
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",2
08:12,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
08:12,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
07:59,"TURNOVER  by THOMAS,JEREMIAH",,,,,,,"TURNOVER  by THOMAS,JEREMIAH",2
07:59,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
07:59,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
07:45,,62 (+16),,46,"GOOD 3PTR by WILSON,KEVIN",MILLSAPS 62-46 (-16),,"GOOD 3PTR by WILSON,KEVIN",2
--,,,,,"ASSIST  by KASTNER,MURRAY",,,"ASSIST  by KASTNER,MURRAY",2
07:37,"TURNOVER  by HILL,AUSTIN",,,,,,,"TURNOVER  by HILL,AUSTIN",2
07:25,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",2
07:11,,,,,"FOUL  by WILSON,KEVIN",,,"FOUL  by WILSON,KEVIN",2
07:11,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
07:11,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
07:11,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
07:11,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
06:51,"TURNOVER  by THOMAS,JEREMIAH",,,,,,,"TURNOVER  by THOMAS,JEREMIAH",2
06:38,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:34,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
06:34,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
06:28,"GOOD JUMPER by DUDLEY,BYRON",64 (+18),,46,,HUNTINGM 64-46 (-18),,"GOOD JUMPER by DUDLEY,BYRON",2
06:18,,,,,"MISS JUMPER by THOMAS,STERLING",,,"MISS JUMPER by THOMAS,STERLING",2
06:18,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",2
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",2
05:49,"GOOD LAYUP by MOORER,TERRY(in the paint)",66 (+20),,46,,HUNTINGM 66-46 (-20),,"GOOD LAYUP by MOORER,TERRY(in the paint)",2
--,"ASSIST  by VARNEY,JASON",,,,,,,"ASSIST  by VARNEY,JASON",2
05:33,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
--,,,,,"REBOUND OFF by ALLISON,BRANDON",,,"REBOUND OFF by ALLISON,BRANDON",2
05:29,"FOUL  by MOORER,TERRY",,,,,,,"FOUL  by MOORER,TERRY",2
05:29,,,,,"MISS FT by ALLISON,BRANDON",,,"MISS FT by ALLISON,BRANDON",2
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",2
05:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:17,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
05:17,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
04:55,"MISS JUMPER by VARNEY,JASON",,,,,,,"MISS JUMPER by VARNEY,JASON",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
04:50,,,,,"MISS LAYUP by THOMAS,STERLING",,,"MISS LAYUP by THOMAS,STERLING",2
--,,,,,"REBOUND OFF by THOMAS,STERLING",,,"REBOUND OFF by THOMAS,STERLING",2
04:47,,66 (+18),,48,"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 66-48 (-18),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
04:34,"GOOD JUMPER by MOORER,TERRY",68 (+20),,48,,HUNTINGM 68-48 (-20),,"GOOD JUMPER by MOORER,TERRY",2
--,"ASSIST  by VARNEY,JASON",,,,,,,"ASSIST  by VARNEY,JASON",2
04:20,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by DUDLEY,BYRON",,,,,,,"REBOUND DEF by DUDLEY,BYRON",2
04:04,,68 (+18),,50,"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 68-50 (-18),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
03:58,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
03:58,"GOOD FT by VARNEY,JASON",69 (+19),,50,,HUNTINGM 69-50 (-19),,"GOOD FT by VARNEY,JASON",2
03:58,"GOOD FT by VARNEY,JASON",70 (+20),,50,,HUNTINGM 70-50 (-20),,"GOOD FT by VARNEY,JASON",2
03:58,"SUB IN by HILL,AUSTIN",,,,,,,"SUB IN by HILL,AUSTIN",2
03:58,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",2
03:58,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
03:58,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
03:54,"TURNOVER  by PETTY,RYAN",,,,,,,"TURNOVER  by PETTY,RYAN",2
03:52,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
03:51,,70 (+18),,52,"GOOD LAYUP by CORTESE,NICK(in the paint)",MILLSAPS 70-52 (-18),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
03:21,"GOOD LAYUP by DUDLEY,BYRON(in the paint)",72 (+20),,52,,HUNTINGM 72-52 (-20),,"GOOD LAYUP by DUDLEY,BYRON(in the paint)",2
03:08,,72 (+18),,54,"GOOD JUMPER by CORTESE,NICK",MILLSAPS 72-54 (-18),,"GOOD JUMPER by CORTESE,NICK",2
02:56,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
02:29,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
02:29,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
02:29,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
02:23,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
02:23,"GOOD FT by THOMAS,JEREMIAH",73 (+19),,54,,HUNTINGM 73-54 (-19),,"GOOD FT by THOMAS,JEREMIAH",2
02:23,"MISS FT by THOMAS,JEREMIAH",,,,,,,"MISS FT by THOMAS,JEREMIAH",2
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",2
02:23,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
02:23,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
02:07,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
02:05,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
02:04,,73 (+17),,56,"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 73-56 (-17),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
01:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:47,"TURNOVER  by PETTY,RYAN",,,,,,,"TURNOVER  by PETTY,RYAN",2
01:47,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
01:47,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
01:38,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND DEF by DUDLEY,BYRON",,,,,,,"REBOUND DEF by DUDLEY,BYRON",2
01:35,"TURNOVER  by DUDLEY,BYRON",,,,,,,"TURNOVER  by DUDLEY,BYRON",2
01:32,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
01:32,"FOUL  by HILL,AUSTIN",,,,,,,"FOUL  by HILL,AUSTIN",2
01:32,,73 (+16),,57,"GOOD FT by KASTNER,MURRAY",MILLSAPS 73-57 (-16),,"GOOD FT by KASTNER,MURRAY",2
01:32,,73 (+15),,58,"GOOD FT by KASTNER,MURRAY",MILLSAPS 73-58 (-15),,"GOOD FT by KASTNER,MURRAY",2
01:32,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
01:32,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
01:17,"FOUL  by HILL,AUSTIN",,,,,,,"FOUL  by HILL,AUSTIN",2
01:17,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
01:17,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
01:06,,,,,"MISS 3PTR by GRIFFON,JACKSON",,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND DEF by THOMAS,JEREMIAH",,,,,,,"REBOUND DEF by THOMAS,JEREMIAH",2
01:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:02,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
01:02,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
00:52,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
00:52,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
00:52,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
00:52,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
00:52,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
00:50,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",2
00:39,"TURNOVER  by THOMAS,JEREMIAH",,,,,,,"TURNOVER  by THOMAS,JEREMIAH",2
00:28,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",2
00:28,"SUB OUT by DUDLEY,BYRON",,,,,,,"SUB OUT by DUDLEY,BYRON",2
00:28,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
00:28,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:13,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by THOMAS,JEREMIAH",,,,,,,"REBOUND DEF by THOMAS,JEREMIAH",2
00:06,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
00:06,"GOOD FT by THOMAS,JEREMIAH",74 (+16),,58,,HUNTINGM 74-58 (-16),,"GOOD FT by THOMAS,JEREMIAH",2
00:06,"GOOD FT by THOMAS,JEREMIAH",75 (+17),,58,,HUNTINGM 75-58 (-17),,"GOOD FT by THOMAS,JEREMIAH",2
00:02,,75 (+14),,61,"GOOD 3PTR by WILSON,KEVIN",MILLSAPS 75-61 (-14),,"GOOD 3PTR by WILSON,KEVIN",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
