Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:12,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",1
17:12,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
17:12,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
17:12,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
16:52,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
16:32,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
16:23,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
16:23,"GOOD FT by CORTESE,NICK",1,,8 (+7),,MILLSAPS 1-8 (-7),,"GOOD FT by CORTESE,NICK",1
16:23,"MISS FT by CORTESE,NICK",,,,,,,"MISS FT by CORTESE,NICK",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
16:23,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",1
16:23,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
16:03,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
16:02,"STEAL  by CORTESE,NICK",,,,,,,"STEAL  by CORTESE,NICK",1
15:43,"MISS JUMPER by THOMAS,STERLING",,,,,,,"MISS JUMPER by THOMAS,STERLING",1
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",1
15:39,"MISS TIPIN by KASTNER,MURRAY",,,,,,,"MISS TIPIN by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
15:32,,1,,11 (+10),"GOOD 3PTR by THOMAS,LARRY",BSC 1-11 (-10),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
15:09,"TURNOVER  by WILSON,KEVIN",,,,,,,"TURNOVER  by WILSON,KEVIN",1
15:08,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
15:01,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",1
14:58,,1,,13 (+12),"GOOD TIPIN by RICHARDS,ZAC(in the paint)",BSC 1-13 (-12),,"GOOD TIPIN by RICHARDS,ZAC(in the paint)",1
14:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
14:57,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",1
14:57,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
14:57,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",1
14:57,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
14:57,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",1
14:57,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",1
14:44,"TURNOVER  by ALLISON,BRANDON",,,,,,,"TURNOVER  by ALLISON,BRANDON",1
14:42,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
14:36,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
14:29,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
14:28,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
14:25,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",1
14:25,,,,,"SUB IN by ASSINESI,KELLY",,,"SUB IN by ASSINESI,KELLY",1
14:25,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
14:20,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by ASSINESI,KELLY",,,"REBOUND OFF by ASSINESI,KELLY",1
14:09,,1,,15 (+14),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 1-15 (-14),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
13:36,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by ASSINESI,KELLY",,,"REBOUND DEF by ASSINESI,KELLY",1
13:18,,1,,17 (+16),"GOOD JUMPER by KEGARISE,KEVIN",BSC 1-17 (-16),,"GOOD JUMPER by KEGARISE,KEVIN",1
13:06,"MISS JUMPER by WILSON,KEVIN",,,,,,,"MISS JUMPER by WILSON,KEVIN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
12:57,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",1
12:57,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",1
12:57,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",1
12:57,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
12:57,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",1
12:57,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
12:57,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
12:57,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
12:57,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
12:57,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
12:57,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
12:28,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
12:15,"GOOD JUMPER by CORTESE,NICK(in the paint)",3,,17 (+14),,MILLSAPS 3-17 (-14),,"GOOD JUMPER by CORTESE,NICK(in the paint)",1
11:57,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",1
11:36,"GOOD JUMPER by CORTESE,NICK(in the paint)",5,,17 (+12),,MILLSAPS 5-17 (-12),,"GOOD JUMPER by CORTESE,NICK(in the paint)",1
11:36,,,,,"FOUL  by ASSINESI,KELLY",,,"FOUL  by ASSINESI,KELLY",1
11:36,"GOOD FT by CORTESE,NICK",6,,17 (+11),,MILLSAPS 6-17 (-11),,"GOOD FT by CORTESE,NICK",1
11:26,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
11:26,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",1
11:26,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
11:26,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
11:03,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",8,,17 (+9),,MILLSAPS 8-17 (-9),,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",1
10:32,,,,,"MISS JUMPER by ASSINESI,KELLY",,,"MISS JUMPER by ASSINESI,KELLY",1
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",1
10:07,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
09:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:58,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",1
09:58,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",1
09:58,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
09:58,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
09:58,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
09:58,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
09:58,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
09:58,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
09:58,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
09:58,,,,,"SUB OUT by ASSINESI,KELLY",,,"SUB OUT by ASSINESI,KELLY",1
09:31,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,,,,,"REBOUND OFF by KEGARISE,KEVIN",,,"REBOUND OFF by KEGARISE,KEVIN",1
09:13,,8,,20 (+12),"GOOD 3PTR by WHITE,BLAISE",BSC 8-20 (-12),,"GOOD 3PTR by WHITE,BLAISE",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
09:01,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
08:40,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
08:40,"GOOD FT by ALLISON,BRANDON",9,,20 (+11),,MILLSAPS 9-20 (-11),,"GOOD FT by ALLISON,BRANDON",1
08:40,"GOOD FT by ALLISON,BRANDON",10,,20 (+10),,MILLSAPS 10-20 (-10),,"GOOD FT by ALLISON,BRANDON",1
08:40,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
08:40,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",1
08:40,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",1
08:40,"SUB OUT by MOGGED,JEREMY",,,,,,,"SUB OUT by MOGGED,JEREMY",1
08:19,,10,,22 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 10-22 (-12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
08:05,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",1
08:05,"GOOD FT by BERGER,RYAN",11,,22 (+11),,MILLSAPS 11-22 (-11),,"GOOD FT by BERGER,RYAN",1
08:05,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
07:58,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
07:58,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
07:41,"FOUL  by THOMAS,STERLING",,,,,,,"FOUL  by THOMAS,STERLING",1
07:14,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:11,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",1
07:11,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
07:11,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
06:52,"MISS JUMPER by THOMAS,STERLING",,,,,,,"MISS JUMPER by THOMAS,STERLING",1
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",1
06:30,"MISS LAYUP by THOMAS,STERLING",,,,,,,"MISS LAYUP by THOMAS,STERLING",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
06:23,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by DETILLIEU,RYAN",,,,,,,"REBOUND DEF by DETILLIEU,RYAN",1
06:09,"TURNOVER  by DETILLIEU,RYAN",,,,,,,"TURNOVER  by DETILLIEU,RYAN",1
06:08,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
06:05,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",1
06:05,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",1
06:05,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",1
06:05,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
06:05,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
05:59,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
05:50,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
05:50,"GOOD FT by DETILLIEU,RYAN",12,,22 (+10),,MILLSAPS 12-22 (-10),,"GOOD FT by DETILLIEU,RYAN",1
05:50,"GOOD FT by DETILLIEU,RYAN",13,,22 (+9),,MILLSAPS 13-22 (-9),,"GOOD FT by DETILLIEU,RYAN",1
05:50,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",1
05:50,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",1
05:50,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
05:50,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
05:50,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
05:50,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
05:35,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",1
05:04,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
04:44,"GOOD 3PTR by WILSON,KEVIN",16,,22 (+6),,MILLSAPS 16-22 (-6),,"GOOD 3PTR by WILSON,KEVIN",1
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",1
04:08,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:05,,,,,"SUB IN by ASSINESI,KELLY",,,"SUB IN by ASSINESI,KELLY",1
04:05,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
03:38,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
03:04,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",1
02:59,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",1
02:59,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:59,,16,,23 (+7),"GOOD FT by HOLLAND,JASON",BSC 16-23 (-7),,"GOOD FT by HOLLAND,JASON",1
02:59,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
02:59,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
02:59,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
02:59,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
02:43,"TURNOVER  by WILSON,KEVIN",,,,,,,"TURNOVER  by WILSON,KEVIN",1
02:43,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
02:41,,,,,"MISS JUMPER by ASSINESI,KELLY",,,"MISS JUMPER by ASSINESI,KELLY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:36,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
02:36,,,,,"SUB OUT by ASSINESI,KELLY",,,"SUB OUT by ASSINESI,KELLY",1
02:31,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
02:26,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",1
02:26,,16,,24 (+8),"GOOD FT by HOLLAND,JASON",BSC 16-24 (-8),,"GOOD FT by HOLLAND,JASON",1
02:26,,16,,25 (+9),"GOOD FT by HOLLAND,JASON",BSC 16-25 (-9),,"GOOD FT by HOLLAND,JASON",1
02:26,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",1
02:26,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
02:26,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
02:26,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
02:26,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:26,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
02:25,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",1
02:24,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",1
02:22,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by KASTNER,MURRAY",,,,,,,"REBOUND DEF by KASTNER,MURRAY",1
02:03,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",1
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",1
01:39,,16,,27 (+11),"GOOD JUMPER by RICHARDS,ZAC(in the paint)",BSC 16-27 (-11),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
01:20,"GOOD JUMPER by ALLISON,BRANDON(in the paint)",18,,27 (+9),,MILLSAPS 18-27 (-9),,"GOOD JUMPER by ALLISON,BRANDON(in the paint)",1
01:19,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",1
01:19,"MISS FT by ALLISON,BRANDON",,,,,,,"MISS FT by ALLISON,BRANDON",1
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",1
01:16,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
00:58,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
00:56,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
00:56,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
00:56,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
00:56,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
00:40,"TURNOVER  by ALLISON,BRANDON",,,,,,,"TURNOVER  by ALLISON,BRANDON",1
00:40,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
00:40,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",1
00:40,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
00:40,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
00:40,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
00:06,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",1
00:04,,,,,"MISS TIPIN by FREEMAN,SCHYLAR",,,"MISS TIPIN by FREEMAN,SCHYLAR",1
00:04,"BLOCK  by WILSON,KEVIN",,,,,,,"BLOCK  by WILSON,KEVIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:00,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",1
00:00,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
19:43,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:11,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
18:56,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
18:50,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
18:50,,18,,28 (+10),"GOOD FT by HENRY,COLIN",BSC 18-28 (-10),,"GOOD FT by HENRY,COLIN",2
18:50,,18,,29 (+11),"GOOD FT by HENRY,COLIN",BSC 18-29 (-11),,"GOOD FT by HENRY,COLIN",2
18:48,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",20,,29 (+9),,MILLSAPS 20-29 (-9),,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
18:25,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
--,"REBOUND DEF by KASTNER,MURRAY",,,,,,,"REBOUND DEF by KASTNER,MURRAY",2
18:12,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
18:10,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",2
17:58,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
17:58,,20,,30 (+10),"GOOD FT by THOMAS,LARRY",BSC 20-30 (-10),,"GOOD FT by THOMAS,LARRY",2
17:58,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
17:27,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:25,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
17:25,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
17:11,,20,,32 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 20-32 (-12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
16:53,"GOOD JUMPER by CORTESE,NICK(in the paint)",22,,32 (+10),,MILLSAPS 22-32 (-10),,"GOOD JUMPER by CORTESE,NICK(in the paint)",2
