Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
15:05,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
14:49,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
14:49,,,,,"SUB OUT by MCCUBBIN,NATHAN",,,"SUB OUT by MCCUBBIN,NATHAN",2
14:40,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
14:18,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",2
13:56,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
13:52,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",32,,43 (+11),,MILLSAPS 32-43 (-11),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
13:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:43,"SUB IN by WILLS,ALEX",,,,,,,"SUB IN by WILLS,ALEX",2
13:43,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
13:33,,32,,45 (+13),"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 32-45 (-13),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
13:12,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
13:12,"MISS FT by WILLS,ALEX",,,,,,,"MISS FT by WILLS,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:12,"MISS FT by WILLS,ALEX",,,,,,,"MISS FT by WILLS,ALEX",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
12:53,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by WILLS,ALEX",,,,,,,"REBOUND DEF by WILLS,ALEX",2
12:45,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
12:23,"FOUL  by GRIFFON,JACKSON",,,,,,,"FOUL  by GRIFFON,JACKSON",2
12:23,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
12:23,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
12:23,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",2
12:23,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
12:04,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
11:43,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,"REBOUND OFF by WILLS,ALEX",,,,,,,"REBOUND OFF by WILLS,ALEX",2
11:39,"MISS LAYUP by WILLS,ALEX",,,,,,,"MISS LAYUP by WILLS,ALEX",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
11:34,,32,,47 (+15),"GOOD LAYUP by PRIMM,COLTON(fastbreak)(in the paint)",HC 32-47 (-15),,"GOOD LAYUP by PRIMM,COLTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RILEY,JAREN",,,"ASSIST  by RILEY,JAREN",2
11:16,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
11:12,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",34,,47 (+13),,MILLSAPS 34-47 (-13),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
10:49,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
10:27,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
10:18,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
10:12,"FOUL  by WILLS,ALEX",,,,,,,"FOUL  by WILLS,ALEX",2
10:12,,,,,"MISS FT by TAULTON,JORDAN",,,"MISS FT by TAULTON,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:12,,34,,48 (+14),"GOOD FT by TAULTON,JORDAN",HC 34-48 (-14),,"GOOD FT by TAULTON,JORDAN",2
10:12,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
10:12,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
10:12,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
10:12,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
10:12,,,,,"SUB IN by MCCUBBIN,NATHAN",,,"SUB IN by MCCUBBIN,NATHAN",2
10:12,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
10:12,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
10:12,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
10:12,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
10:12,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
09:47,"MISS LAYUP by WILLS,ALEX",,,,,,,"MISS LAYUP by WILLS,ALEX",2
09:47,,,,,"BLOCK  by SHERIDAN,DAYTON",,,"BLOCK  by SHERIDAN,DAYTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:47,"GOOD 3PTR by KASTNER,MURRAY",37,,48 (+11),,MILLSAPS 37-48 (-11),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
09:30,,,,,"TURNOVER  by MCCUBBIN,NATHAN",,,"TURNOVER  by MCCUBBIN,NATHAN",2
09:12,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
09:12,"GOOD FT by KASTNER,MURRAY",38,,48 (+10),,MILLSAPS 38-48 (-10),,"GOOD FT by KASTNER,MURRAY",2
09:12,"GOOD FT by KASTNER,MURRAY",39,,48 (+9),,MILLSAPS 39-48 (-9),,"GOOD FT by KASTNER,MURRAY",2
08:44,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
08:38,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
08:38,,39,,49 (+10),"GOOD FT by VANCE,LUKE",HC 39-49 (-10),,"GOOD FT by VANCE,LUKE",2
08:38,,39,,50 (+11),"GOOD FT by VANCE,LUKE",HC 39-50 (-11),,"GOOD FT by VANCE,LUKE",2
08:38,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
08:38,"SUB OUT by WILLS,ALEX",,,,,,,"SUB OUT by WILLS,ALEX",2
08:18,,,,,"FOUL  by SHERIDAN,DAYTON",,,"FOUL  by SHERIDAN,DAYTON",2
08:18,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:18,"GOOD FT by GILLIGAN,TULLY",40,,50 (+10),,MILLSAPS 40-50 (-10),,"GOOD FT by GILLIGAN,TULLY",2
08:18,,,,,"SUB IN by ROLAND,WILL",,,"SUB IN by ROLAND,WILL",2
08:18,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
07:52,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
07:52,,40,,51 (+11),"GOOD FT by CONARD,ALEC",HC 40-51 (-11),,"GOOD FT by CONARD,ALEC",2
07:52,,40,,52 (+12),"GOOD FT by CONARD,ALEC",HC 40-52 (-12),,"GOOD FT by CONARD,ALEC",2
07:43,,,,,"FOUL  by ROLAND,WILL",,,"FOUL  by ROLAND,WILL",2
07:40,"GOOD JUMPER by CORTESE,NICK(in the paint)",42,,52 (+10),,MILLSAPS 42-52 (-10),,"GOOD JUMPER by CORTESE,NICK(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
07:18,,42,,55 (+13),"GOOD 3PTR by CONARD,ALEC",HC 42-55 (-13),,"GOOD 3PTR by CONARD,ALEC",2
--,,,,,"ASSIST  by RILEY,JAREN",,,"ASSIST  by RILEY,JAREN",2
07:08,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
06:48,,,,,"TURNOVER  by RILEY,JAREN",,,"TURNOVER  by RILEY,JAREN",2
06:48,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
06:48,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
06:23,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
06:23,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
06:00,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND OFF by ROLAND,WILL",,,"REBOUND OFF by ROLAND,WILL",2
05:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:50,,,,,"MISS 3PTR by ROLAND,WILL",,,"MISS 3PTR by ROLAND,WILL",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
05:19,,42,,57 (+15),"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 42-57 (-15),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by ROLAND,WILL",,,"ASSIST  by ROLAND,WILL",2
05:04,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",2
05:04,,,,,"BLOCK  by CONARD,ALEC",,,"BLOCK  by CONARD,ALEC",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
04:52,"GOOD LAYUP by BERGER,RYAN(in the paint)",44,,57 (+13),,MILLSAPS 44-57 (-13),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
04:51,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
04:51,"GOOD FT by BERGER,RYAN",45,,57 (+12),,MILLSAPS 45-57 (-12),,"GOOD FT by BERGER,RYAN",2
04:51,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
04:51,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
04:50,,,,,"TURNOVER  by ROLAND,WILL",,,"TURNOVER  by ROLAND,WILL",2
04:50,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
04:50,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",47,,57 (+10),,MILLSAPS 47-57 (-10),,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",2
04:50,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
04:50,"GOOD FT by GILLIGAN,TULLY",48,,57 (+9),,MILLSAPS 48-57 (-9),,"GOOD FT by GILLIGAN,TULLY",2
04:50,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
04:50,,,,,"SUB OUT by ROLAND,WILL",,,"SUB OUT by ROLAND,WILL",2
04:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:26,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
04:06,,,,,"TURNOVER  by MCCUBBIN,NATHAN",,,"TURNOVER  by MCCUBBIN,NATHAN",2
04:06,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
04:06,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
04:00,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
04:00,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
03:59,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
03:59,"GOOD FT by GILLIGAN,TULLY",49,,57 (+8),,MILLSAPS 49-57 (-8),,"GOOD FT by GILLIGAN,TULLY",2
03:59,"GOOD FT by GILLIGAN,TULLY",50,,57 (+7),,MILLSAPS 50-57 (-7),,"GOOD FT by GILLIGAN,TULLY",2
03:59,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
03:59,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
03:58,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
03:58,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
03:58,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
03:57,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
03:57,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
03:49,,50,,60 (+10),"GOOD 3PTR by MCCUBBIN,NATHAN(fastbreak)",HC 50-60 (-10),,"GOOD 3PTR by MCCUBBIN,NATHAN(fastbreak)",2
--,,,,,"ASSIST  by RILEY,JAREN",,,"ASSIST  by RILEY,JAREN",2
03:28,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
02:57,,,,,"MISS LAYUP by MCCUBBIN,NATHAN",,,"MISS LAYUP by MCCUBBIN,NATHAN",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
02:48,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
02:43,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
02:43,"GOOD FT by KASTNER,MURRAY",51,,60 (+9),,MILLSAPS 51-60 (-9),,"GOOD FT by KASTNER,MURRAY",2
02:43,"GOOD FT by KASTNER,MURRAY",52,,60 (+8),,MILLSAPS 52-60 (-8),,"GOOD FT by KASTNER,MURRAY",2
02:43,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
02:43,,,,,"MISS FT by RILEY,JAREN",,,"MISS FT by RILEY,JAREN",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
02:43,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
02:43,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
02:21,"GOOD LAYUP by BERGER,RYAN(in the paint)",54,,60 (+6),,MILLSAPS 54-60 (-6),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
02:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:05,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
02:05,,54,,61 (+7),"GOOD FT by TAULTON,JORDAN",HC 54-61 (-7),,"GOOD FT by TAULTON,JORDAN",2
02:05,,,,,"MISS FT by TAULTON,JORDAN",,,"MISS FT by TAULTON,JORDAN",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
02:05,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
02:05,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
01:55,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
01:54,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
01:54,,54,,62 (+8),"GOOD FT by VANCE,LUKE",HC 54-62 (-8),,"GOOD FT by VANCE,LUKE",2
01:54,,54,,63 (+9),"GOOD FT by VANCE,LUKE",HC 54-63 (-9),,"GOOD FT by VANCE,LUKE",2
01:43,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
01:43,"MISS FT by WILSON,KEVIN",,,,,,,"MISS FT by WILSON,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:43,"GOOD FT by WILSON,KEVIN",55,,63 (+8),,MILLSAPS 55-63 (-8),,"GOOD FT by WILSON,KEVIN",2
01:43,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:43,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
01:43,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
01:43,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
01:43,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
01:42,"MISS LAYUP by WILSON,KEVIN",,,,,,,"MISS LAYUP by WILSON,KEVIN",2
--,,,,,"REBOUND DEF by MCCUBBIN,NATHAN",,,"REBOUND DEF by MCCUBBIN,NATHAN",2
01:33,,55,,65 (+10),"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 55-65 (-10),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by MCCUBBIN,NATHAN",,,"ASSIST  by MCCUBBIN,NATHAN",2
01:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:28,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
01:28,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
01:28,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
01:28,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
01:28,,,,,"SUB IN by GRAM,ANDY",,,"SUB IN by GRAM,ANDY",2
01:28,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
01:21,"GOOD 3PTR by KASTNER,MURRAY",58,,65 (+7),,MILLSAPS 58-65 (-7),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
01:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:20,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
01:20,,,,,"SUB OUT by GRAM,ANDY",,,"SUB OUT by GRAM,ANDY",2
00:50,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
00:39,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND OFF by WILSON,KEVIN",,,,,,,"REBOUND OFF by WILSON,KEVIN",2
00:34,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",60,,65 (+5),,MILLSAPS 60-65 (-5),,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",2
--,"ASSIST  by WILSON,KEVIN",,,,,,,"ASSIST  by WILSON,KEVIN",2
00:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:34,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
00:34,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
00:33,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
00:33,,60,,66 (+6),"GOOD FT by NIKOLOVSKI,DREW",HC 60-66 (-6),,"GOOD FT by NIKOLOVSKI,DREW",2
00:33,,60,,67 (+7),"GOOD FT by NIKOLOVSKI,DREW",HC 60-67 (-7),,"GOOD FT by NIKOLOVSKI,DREW",2
00:28,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
00:28,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:26,"MISS LAYUP by CORTESE,NICK",,,,,,,"MISS LAYUP by CORTESE,NICK",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
00:23,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
00:23,"GOOD FT by GILLIGAN,TULLY",61,,67 (+6),,MILLSAPS 61-67 (-6),,"GOOD FT by GILLIGAN,TULLY",2
00:23,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
00:23,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
00:23,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
00:19,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
00:19,,61,,68 (+7),"GOOD FT by NIKOLOVSKI,DREW",HC 61-68 (-7),,"GOOD FT by NIKOLOVSKI,DREW",2
00:19,,61,,69 (+8),"GOOD FT by NIKOLOVSKI,DREW",HC 61-69 (-8),,"GOOD FT by NIKOLOVSKI,DREW",2
00:10,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",63,,69 (+6),,MILLSAPS 63-69 (-6),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
00:07,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
00:07,,,,,"MISS FT by MCCUBBIN,NATHAN",,,"MISS FT by MCCUBBIN,NATHAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,,,,"MISS FT by MCCUBBIN,NATHAN",,,"MISS FT by MCCUBBIN,NATHAN",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
00:07,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
00:07,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
00:01,"GOOD 3PTR by KASTNER,MURRAY",66,,69 (+3),,MILLSAPS 66-69 (-3),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
00:00,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",2
00:00,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
00:00,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
00:00,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
