Time Remaining,MCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
18:01,"MISS TIPIN by ALLISON,BRANDON",,,,,,,"MISS TIPIN by ALLISON,BRANDON",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
17:37,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND DEF by CORTESE,NICK",,,,,,,"REBOUND DEF by CORTESE,NICK",2
17:30,"GOOD LAYUP by ALLISON,BRANDON(fastbreak)(in the paint)",37,,40 (+3),,MCM 37-40 (-3),,"GOOD LAYUP by ALLISON,BRANDON(fastbreak)(in the paint)",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
17:11,,37,,42 (+5),"GOOD JUMPER by DAVIS,ALEX",OUM 37-42 (-5),,"GOOD JUMPER by DAVIS,ALEX",2
16:56,"GOOD LAYUP by CORTESE,NICK(in the paint)",39,,42 (+3),,MCM 39-42 (-3),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
16:40,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
16:38,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
16:38,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
16:38,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
16:20,"GOOD JUMPER by BERGER,RYAN",41,,42 (+1),,MCM 41-42 (-1),,"GOOD JUMPER by BERGER,RYAN",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
15:59,,41,,44 (+3),"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",OUM 41-44 (-3),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",2
15:33,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
15:19,"GOOD JUMPER by BERGER,RYAN(in the paint)",43,,44 (+1),,MCM 43-44 (-1),,"GOOD JUMPER by BERGER,RYAN(in the paint)",2
15:09,,43,,47 (+4),"GOOD 3PTR by PITTS,ALEC",OUM 43-47 (-4),,"GOOD 3PTR by PITTS,ALEC",2
14:45,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",2
14:45,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
14:45,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
14:45,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
14:45,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
14:23,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
14:23,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
14:23,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
14:23,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
14:23,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
14:07,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",2
14:07,"MISS FT by KASTNER,MURRAY",,,,,,,"MISS FT by KASTNER,MURRAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:07,"GOOD FT by KASTNER,MURRAY",44,,47 (+3),,MCM 44-47 (-3),,"GOOD FT by KASTNER,MURRAY",2
14:07,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",2
14:07,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
13:56,,,,,"TURNOVER  by JOVAAG,BRANDEN",,,"TURNOVER  by JOVAAG,BRANDEN",2
13:55,"STEAL  by WILSON,KEVIN",,,,,,,"STEAL  by WILSON,KEVIN",2
13:43,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by ALLISON,BRANDON",,,,,,,"REBOUND OFF by ALLISON,BRANDON",2
13:38,"MISS LAYUP by ROBERTSON,MARC",,,,,,,"MISS LAYUP by ROBERTSON,MARC",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
13:34,"MISS LAYUP by ALLISON,BRANDON",,,,,,,"MISS LAYUP by ALLISON,BRANDON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:32,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
13:32,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
13:22,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
13:22,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
13:08,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:06,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
13:06,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
13:06,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
12:52,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
12:46,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
12:43,,44,,50 (+6),"GOOD 3PTR by PITTS,ALEC(fastbreak)",OUM 44-50 (-6),,"GOOD 3PTR by PITTS,ALEC(fastbreak)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
12:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:27,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",2
12:27,"GOOD FT by WILSON,KEVIN",45,,50 (+5),,MCM 45-50 (-5),,"GOOD FT by WILSON,KEVIN",2
12:27,"MISS FT by WILSON,KEVIN",,,,,,,"MISS FT by WILSON,KEVIN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
12:27,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
12:27,"SUB OUT by MOGGED,JEREMY",,,,,,,"SUB OUT by MOGGED,JEREMY",2
12:27,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
12:27,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
12:14,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",2
11:59,"TURNOVER  by ALLISON,BRANDON",,,,,,,"TURNOVER  by ALLISON,BRANDON",2
11:59,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
11:50,,45,,53 (+8),"GOOD 3PTR by PATRICK,DREW",OUM 45-53 (-8),,"GOOD 3PTR by PATRICK,DREW",2
11:31,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND OFF by ALLISON,BRANDON",,,,,,,"REBOUND OFF by ALLISON,BRANDON",2
11:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:25,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
11:24,,,,,"STEAL  by JOVAAG,BRANDEN",,,"STEAL  by JOVAAG,BRANDEN",2
11:16,,45,,55 (+10),"GOOD DUNK by PATRICK,DREW(in the paint)",OUM 45-55 (-10),,"GOOD DUNK by PATRICK,DREW(in the paint)",2
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
11:00,"GOOD LAYUP by CORTESE,NICK(in the paint)",47,,55 (+8),,MCM 47-55 (-8),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
10:33,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
10:33,,,,,"TURNOVER  by PATRICK,DREW",,,"TURNOVER  by PATRICK,DREW",2
10:05,"GOOD JUMPER by CORTESE,NICK(in the paint)",49,,55 (+6),,MCM 49-55 (-6),,"GOOD JUMPER by CORTESE,NICK(in the paint)",2
09:35,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
09:14,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
08:52,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by HAMILTON,PRICE",,,"REBOUND OFF by HAMILTON,PRICE",2
08:35,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
08:35,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
08:35,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
08:35,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
08:35,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
08:35,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
08:35,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
08:35,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
08:35,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
08:35,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
08:32,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
08:11,,49,,57 (+8),"GOOD DUNK by KINNEY,JORDAN(in the paint)",OUM 49-57 (-8),,"GOOD DUNK by KINNEY,JORDAN(in the paint)",2
08:00,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",51,,57 (+6),,MCM 51-57 (-6),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
07:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:37,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND OFF by JOVAAG,BRANDEN",,,"REBOUND OFF by JOVAAG,BRANDEN",2
07:30,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND OFF by PITTS,ALEC",,,"REBOUND OFF by PITTS,ALEC",2
07:06,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
07:06,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",2
07:06,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
06:57,,51,,59 (+8),"GOOD JUMPER by KINNEY,JORDAN",OUM 51-59 (-8),,"GOOD JUMPER by KINNEY,JORDAN",2
06:41,"GOOD 3PTR by KASTNER,MURRAY",54,,59 (+5),,MCM 54-59 (-5),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by MOGGED,JEREMY",,,,,,,"ASSIST  by MOGGED,JEREMY",2
06:19,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",2
06:19,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
06:19,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
06:01,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
05:52,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
05:50,"STEAL  by KASTNER,MURRAY",,,,,,,"STEAL  by KASTNER,MURRAY",2
05:42,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",2
05:42,"GOOD FT by KASTNER,MURRAY",55,,59 (+4),,MCM 55-59 (-4),,"GOOD FT by KASTNER,MURRAY",2
05:42,"GOOD FT by KASTNER,MURRAY",56,,59 (+3),,MCM 56-59 (-3),,"GOOD FT by KASTNER,MURRAY",2
05:42,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
05:42,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",2
05:42,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
05:42,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
05:32,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
05:24,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
05:24,,,,,"MISS FT by KINNEY,JORDAN",,,"MISS FT by KINNEY,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:24,,56,,60 (+4),"GOOD FT by KINNEY,JORDAN",OUM 56-60 (-4),,"GOOD FT by KINNEY,JORDAN",2
05:09,"GOOD JUMPER by CORTESE,NICK(in the paint)",58,,60 (+2),,MCM 58-60 (-2),,"GOOD JUMPER by CORTESE,NICK(in the paint)",2
--,"ASSIST  by WILSON,KEVIN",,,,,,,"ASSIST  by WILSON,KEVIN",2
04:55,,58,,62 (+4),"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 58-62 (-4),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
04:41,"GOOD JUMPER by KASTNER,MURRAY",60,,62 (+2),,MCM 60-62 (-2),,"GOOD JUMPER by KASTNER,MURRAY",2
04:26,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
04:26,"STEAL  by MOGGED,JEREMY",,,,,,,"STEAL  by MOGGED,JEREMY",2
04:20,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
04:20,"MISS FT by WILSON,KEVIN",,,,,,,"MISS FT by WILSON,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:20,"GOOD FT by WILSON,KEVIN",61,,62 (+1),,MCM 61-62 (-1),,"GOOD FT by WILSON,KEVIN",2
04:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:13,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
04:13,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
03:47,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
03:26,"MISS 3PTR by MOGGED,JEREMY",,,,,,,"MISS 3PTR by MOGGED,JEREMY",2
--,"REBOUND OFF by CORTESE,NICK",,,,,,,"REBOUND OFF by CORTESE,NICK",2
03:16,"MISS JUMPER by MOGGED,JEREMY",,,,,,,"MISS JUMPER by MOGGED,JEREMY",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
02:46,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
02:46,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
02:46,"SUB OUT by MOGGED,JEREMY",,,,,,,"SUB OUT by MOGGED,JEREMY",2
02:24,,61,,65 (+4),"GOOD 3PTR by MOLINET,CHRISTIAN",OUM 61-65 (-4),,"GOOD 3PTR by MOLINET,CHRISTIAN",2
01:44,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
01:40,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
01:40,,,,,"MISS FT by COURSON,TYLER",,,"MISS FT by COURSON,TYLER",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
01:40,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
01:40,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
01:40,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
01:40,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
01:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:31,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
01:31,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
01:21,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
01:12,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
01:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:08,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
01:08,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
01:08,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
01:08,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
01:08,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
01:08,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:53,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
00:53,,61,,66 (+5),"GOOD FT by COURSON,TYLER",OUM 61-66 (-5),,"GOOD FT by COURSON,TYLER",2
00:53,,,,,"MISS FT by COURSON,TYLER",,,"MISS FT by COURSON,TYLER",2
--,,,,,"REBOUND OFF by HAMILTON,PRICE",,,"REBOUND OFF by HAMILTON,PRICE",2
00:53,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
00:53,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
00:53,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:53,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
00:53,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
00:53,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
00:48,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
00:48,,61,,67 (+6),"GOOD FT by COURSON,TYLER",OUM 61-67 (-6),,"GOOD FT by COURSON,TYLER",2
00:48,,61,,68 (+7),"GOOD FT by COURSON,TYLER",OUM 61-68 (-7),,"GOOD FT by COURSON,TYLER",2
00:38,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
00:38,"GOOD FT by CORTESE,NICK",62,,68 (+6),,MCM 62-68 (-6),,"GOOD FT by CORTESE,NICK",2
00:38,"GOOD FT by CORTESE,NICK",63,,68 (+5),,MCM 63-68 (-5),,"GOOD FT by CORTESE,NICK",2
00:38,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
00:38,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
00:38,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
00:38,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
00:38,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:38,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:36,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
00:35,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
00:33,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
00:31,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",2
00:31,"GOOD FT by ROBERTSON,MARC",64,,68 (+4),,MCM 64-68 (-4),,"GOOD FT by ROBERTSON,MARC",2
00:31,"GOOD FT by ROBERTSON,MARC",65,,68 (+3),,MCM 65-68 (-3),,"GOOD FT by ROBERTSON,MARC",2
00:31,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",2
00:31,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
00:31,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
00:31,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
00:23,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
00:23,,65,,69 (+4),"GOOD FT by COURSON,TYLER",OUM 65-69 (-4),,"GOOD FT by COURSON,TYLER",2
00:23,,65,,70 (+5),"GOOD FT by COURSON,TYLER",OUM 65-70 (-5),,"GOOD FT by COURSON,TYLER",2
00:23,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:23,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
00:12,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:09,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
00:09,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:07,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
00:07,,,,,"MISS FT by PURDY,SAM",,,"MISS FT by PURDY,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,65,,71 (+6),"GOOD FT by PURDY,SAM",OUM 65-71 (-6),,"GOOD FT by PURDY,SAM",2
00:02,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
