Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
14:38,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
14:15,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",47,,51 (+4),,OUM 47-51 (+4),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
14:15,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
14:15,"GOOD FT by MOLINET,CHRISTIAN",48,,51 (+3),,OUM 48-51 (+3),,"GOOD FT by MOLINET,CHRISTIAN",2
14:15,,,,,"SUB IN by MOGGED,JEREMY",,,"SUB IN by MOGGED,JEREMY",2
14:15,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
14:06,,48,,53 (+5),"GOOD JUMPER by KASTNER,MURRAY",MILLSAPS 48-53 (+5),,"GOOD JUMPER by KASTNER,MURRAY",2
13:59,"MISS LAYUP by MOLINET,CHRISTIAN",,,,,,,"MISS LAYUP by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
13:52,,,,,"TURNOVER  by WILSON,KEVIN",,,"TURNOVER  by WILSON,KEVIN",2
13:50,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
13:45,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
13:44,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
13:44,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
13:25,,,,,"MISS LAYUP by KASTNER,MURRAY",,,"MISS LAYUP by KASTNER,MURRAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:22,"FOUL  by PURDY,SAM",,,,,,,"FOUL  by PURDY,SAM",2
13:22,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
13:22,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
13:22,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
13:22,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",2
13:09,,,,,"MISS JUMPER by GRIFFON,JACKSON",,,"MISS JUMPER by GRIFFON,JACKSON",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
12:58,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:52,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
12:52,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
12:44,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
12:32,,,,,"MISS 3PTR by GRIFFON,JACKSON",,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
12:22,,,,,"FOUL  by MOGGED,JEREMY",,,"FOUL  by MOGGED,JEREMY",2
12:22,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:22,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
12:22,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
12:22,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
12:22,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
12:22,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
12:22,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
12:22,,,,,"SUB OUT by MOGGED,JEREMY",,,"SUB OUT by MOGGED,JEREMY",2
12:04,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND OFF by CORTESE,NICK",,,"REBOUND OFF by CORTESE,NICK",2
12:02,,48,,55 (+7),"GOOD LAYUP by CORTESE,NICK(in the paint)",MILLSAPS 48-55 (+7),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
11:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:27,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
11:27,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:27,"GOOD FT by DAVIS,ALEX",49,,55 (+6),,OUM 49-55 (+6),,"GOOD FT by DAVIS,ALEX",2
11:27,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
11:27,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",2
11:16,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
11:16,,49,,56 (+7),"GOOD FT by ALLISON,BRANDON",MILLSAPS 49-56 (+7),,"GOOD FT by ALLISON,BRANDON",2
11:16,,,,,"MISS FT by ALLISON,BRANDON",,,"MISS FT by ALLISON,BRANDON",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
10:59,"GOOD 3PTR by PITTS,ALEC",52,,56 (+4),,OUM 52-56 (+4),,"GOOD 3PTR by PITTS,ALEC",2
10:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:25,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
10:18,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND OFF by ROHLFS,VICTOR",,,,,,,"REBOUND OFF by ROHLFS,VICTOR",2
10:14,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",54,,56 (+2),,OUM 54-56 (+2),,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",2
09:44,"FOUL  by PITTS,ALEC",,,,,,,"FOUL  by PITTS,ALEC",2
09:44,,54,,57 (+3),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 54-57 (+3),,"GOOD FT by GILLIGAN,TULLY",2
09:44,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
09:32,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
09:32,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
09:20,"MISS LAYUP by MOLINET,CHRISTIAN",,,,,,,"MISS LAYUP by MOLINET,CHRISTIAN",2
--,"REBOUND OFF by DAVIS,ALEX",,,,,,,"REBOUND OFF by DAVIS,ALEX",2
09:15,"GOOD LAYUP by DAVIS,ALEX(in the paint)",56,,57 (+1),,OUM 56-57 (+1),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
08:38,,56,,59 (+3),"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 56-59 (+3),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
08:23,"GOOD 3PTR by JOVAAG,BRANDEN",59,,59,,OUM 59-59 (0),,"GOOD 3PTR by JOVAAG,BRANDEN",2
07:49,,59,,61 (+2),"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 59-61 (+2),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
07:32,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
07:32,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
07:32,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
07:32,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
07:32,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
07:29,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
07:29,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
07:29,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
07:29,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
07:29,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
07:29,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
06:55,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
06:55,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
06:55,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",2
06:55,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
06:41,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
06:12,,59,,63 (+4),"GOOD LAYUP by KASTNER,MURRAY(in the paint)",MILLSAPS 59-63 (+4),,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
06:12,"FOUL  by HAMILTON,PRICE",,,,,,,"FOUL  by HAMILTON,PRICE",2
06:12,,,,,"MISS FT by KASTNER,MURRAY",,,"MISS FT by KASTNER,MURRAY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:55,"MISS LAYUP by HAMILTON,PRICE",,,,,,,"MISS LAYUP by HAMILTON,PRICE",2
05:55,,,,,"BLOCK  by ALLISON,BRANDON",,,"BLOCK  by ALLISON,BRANDON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:50,"MISS JUMPER by PURDY,SAM",,,,,,,"MISS JUMPER by PURDY,SAM",2
--,"REBOUND OFF by MOLINET,CHRISTIAN",,,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",2
05:46,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",61,,63 (+2),,OUM 61-63 (+2),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
05:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:14,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND DEF by HAMILTON,PRICE",,,,,,,"REBOUND DEF by HAMILTON,PRICE",2
04:52,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
04:52,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
04:52,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
04:52,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
04:52,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
04:50,"GOOD LAYUP by HAMILTON,PRICE(in the paint)",63,,63,,OUM 63-63 (0),,"GOOD LAYUP by HAMILTON,PRICE(in the paint)",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
04:23,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
04:04,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
04:04,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",2
04:01,"MISS LAYUP by JOVAAG,BRANDEN",,,,,,,"MISS LAYUP by JOVAAG,BRANDEN",2
04:01,,,,,"BLOCK  by BERGER,RYAN",,,"BLOCK  by BERGER,RYAN",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
03:54,"FOUL  by JOVAAG,BRANDEN",,,,,,,"FOUL  by JOVAAG,BRANDEN",2
04:04,,63,,64 (+1),"GOOD FT by KASTNER,MURRAY",MILLSAPS 63-64 (+1),,"GOOD FT by KASTNER,MURRAY",2
04:04,,63,,65 (+2),"GOOD FT by KASTNER,MURRAY",MILLSAPS 63-65 (+2),,"GOOD FT by KASTNER,MURRAY",2
03:40,"GOOD JUMPER by DAVIS,ALEX",65,,65,,OUM 65-65 (0),,"GOOD JUMPER by DAVIS,ALEX",2
03:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:25,"FOUL  by PITTS,ALEC",,,,,,,"FOUL  by PITTS,ALEC",2
03:25,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:25,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:56,"MISS 3PTR by MOLINET,CHRISTIAN",,,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",2
--,"REBOUND OFF by HAMILTON,PRICE",,,,,,,"REBOUND OFF by HAMILTON,PRICE",2
02:38,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
02:38,"GOOD FT by PITTS,ALEC",66 (+1),,65,,OUM 66-65 (-1),,"GOOD FT by PITTS,ALEC",2
02:38,"GOOD FT by PITTS,ALEC",67 (+2),,65,,OUM 67-65 (-2),,"GOOD FT by PITTS,ALEC",2
02:25,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
01:48,"MISS LAYUP by PITTS,ALEC",,,,,,,"MISS LAYUP by PITTS,ALEC",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
01:45,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
01:45,,67 (+1),,66,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 67-66 (-1),,"GOOD FT by GILLIGAN,TULLY",2
01:45,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
01:45,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
01:45,,67,,67,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 67-67 (0),,"GOOD FT by GILLIGAN,TULLY",2
01:45,,67,,68 (+1),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 67-68 (+1),,"GOOD FT by GILLIGAN,TULLY",2
01:45,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
01:45,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
01:34,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
01:34,"MISS FT by MOLINET,CHRISTIAN",,,,,,,"MISS FT by MOLINET,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:34,"MISS FT by MOLINET,CHRISTIAN",,,,,,,"MISS FT by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
01:34,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
01:34,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
01:24,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND OFF by ALLISON,BRANDON",,,"REBOUND OFF by ALLISON,BRANDON",2
01:19,,,,,"TURNOVER  by ALLISON,BRANDON",,,"TURNOVER  by ALLISON,BRANDON",2
01:18,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
00:50,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:42,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
00:42,"GOOD FT by PITTS,ALEC",68,,68,,OUM 68-68 (0),,"GOOD FT by PITTS,ALEC",2
00:42,"MISS FT by PITTS,ALEC",,,,,,,"MISS FT by PITTS,ALEC",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
00:42,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
00:42,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
00:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:09,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
00:04,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
00:07,"GOOD FT by COURSON,TYLER",69 (+1),,68,,OUM 69-68 (-1),,"GOOD FT by COURSON,TYLER",2
00:07,"GOOD FT by COURSON,TYLER",70 (+2),,68,,OUM 70-68 (-2),,"GOOD FT by COURSON,TYLER",2
00:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:03,,,,,"MISS 3PTR by WILSON,KEVIN",,,"MISS 3PTR by WILSON,KEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
