Time Remaining,RUS,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
01:36,"MISS JUMPER by POTTS,ALLEN",,,,,,,"MISS JUMPER by POTTS,ALLEN",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
01:13,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",1
01:11,"STEAL  by SHANNON,BEN",,,,,,,"STEAL  by SHANNON,BEN",1
00:53,"MISS LAYUP by POTTS,ALLEN",,,,,,,"MISS LAYUP by POTTS,ALLEN",1
00:53,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:53,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",1
00:53,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",1
00:48,"MISS LAYUP by LOWE,O'DARIUS",,,,,,,"MISS LAYUP by LOWE,O'DARIUS",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
00:25,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",1
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",1
00:08,"MISS JUMPER by WAITS,LADARIUS",,,,,,,"MISS JUMPER by WAITS,LADARIUS",1
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",1
00:05,"MISS LAYUP by LOWE,O'DARIUS",,,,,,,"MISS LAYUP by LOWE,O'DARIUS",1
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",1
00:04,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",23,,42 (+19),,RUS 23-42 (+19),,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",1
19:41,"MISS JUMPER by WILKINS,RYAN",,,,,,,"MISS JUMPER by WILKINS,RYAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
19:26,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
19:26,"BLOCK  by WILKINS,RYAN",,,,,,,"BLOCK  by WILKINS,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:22,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
19:22,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
19:22,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:22,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
19:22,"SUB OUT by HENDERSON,JIMMY",,,,,,,"SUB OUT by HENDERSON,JIMMY",2
19:22,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,"REBOUND DEF by SHANNON,BEN",,,,,,,"REBOUND DEF by SHANNON,BEN",2
19:17,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",2
19:17,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
19:16,,23,,44 (+21),"GOOD LAYUP by BUTTS,KEYSHAWN(fastbreak)(in the paint)",RHO 23-44 (+21),,"GOOD LAYUP by BUTTS,KEYSHAWN(fastbreak)(in the paint)",2
18:54,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",2
18:54,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
18:41,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
18:38,"GOOD DUNK by SHANNON,BEN(in the paint)",25,,44 (+19),,RUS 25-44 (+19),,"GOOD DUNK by SHANNON,BEN(in the paint)",2
--,"ASSIST  by WAITS,LADARIUS",,,,,,,"ASSIST  by WAITS,LADARIUS",2
18:19,,25,,46 (+21),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 25-46 (+21),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
18:19,"FOUL  by SHANNON,BEN",,,,,,,"FOUL  by SHANNON,BEN",2
18:19,,25,,47 (+22),"GOOD FT by GEE,TYLER",RHO 25-47 (+22),,"GOOD FT by GEE,TYLER",2
18:07,"MISS JUMPER by WAITS,LADARIUS",,,,,,,"MISS JUMPER by WAITS,LADARIUS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
17:59,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
17:58,"STEAL  by WAITS,LADARIUS",,,,,,,"STEAL  by WAITS,LADARIUS",2
17:53,"MISS 3PTR by WILKINS,RYAN",,,,,,,"MISS 3PTR by WILKINS,RYAN",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
17:32,"MISS LAYUP by LOWE,O'DARIUS",,,,,,,"MISS LAYUP by LOWE,O'DARIUS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
17:27,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
17:11,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:11,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
17:11,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
16:57,"TURNOVER  by STUCKEY,CURTIS",,,,,,,"TURNOVER  by STUCKEY,CURTIS",2
16:57,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
16:49,,25,,49 (+24),"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 25-49 (+24),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
16:36,"GOOD JUMPER by WAITS,LADARIUS",27,,49 (+22),,RUS 27-49 (+22),,"GOOD JUMPER by WAITS,LADARIUS",2
--,"ASSIST  by SHANNON,BEN",,,,,,,"ASSIST  by SHANNON,BEN",2
16:23,,27,,51 (+24),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 27-51 (+24),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
16:08,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
16:05,"TURNOVER  by WILKINS,RYAN",,,,,,,"TURNOVER  by WILKINS,RYAN",2
16:05,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
15:49,,27,,53 (+26),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 27-53 (+26),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",2
15:35,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",2
15:34,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
15:32,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
15:31,"STEAL  by SHANNON,BEN",,,,,,,"STEAL  by SHANNON,BEN",2
15:29,"MISS JUMPER by POTTS,ALLEN",,,,,,,"MISS JUMPER by POTTS,ALLEN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
15:17,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
15:16,"STEAL  by WILKINS,RYAN",,,,,,,"STEAL  by WILKINS,RYAN",2
15:10,"MISS LAYUP by WILKINS,RYAN",,,,,,,"MISS LAYUP by WILKINS,RYAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
14:56,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
14:54,"STEAL  by SHANNON,BEN",,,,,,,"STEAL  by SHANNON,BEN",2
14:48,"GOOD LAYUP by WILKINS,RYAN(in the paint)",29,,53 (+24),,RUS 29-53 (+24),,"GOOD LAYUP by WILKINS,RYAN(in the paint)",2
14:30,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by WILKINS,RYAN",,,,,,,"REBOUND DEF by WILKINS,RYAN",2
14:21,"MISS 3PTR by WILKINS,RYAN",,,,,,,"MISS 3PTR by WILKINS,RYAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
14:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:10,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
14:10,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
14:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:10,,,,,"SUB OUT by HAYES,JAMES",,,"SUB OUT by HAYES,JAMES",2
14:10,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
14:10,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:10,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
14:10,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
14:10,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:10,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
14:10,"SUB IN by HENDERSON,JIMMY",,,,,,,"SUB IN by HENDERSON,JIMMY",2
14:10,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",2
13:57,,,,,"TURNOVER  by HARRISON,IAN",,,"TURNOVER  by HARRISON,IAN",2
13:52,"MISS JUMPER by SHANNON,BEN",,,,,,,"MISS JUMPER by SHANNON,BEN",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
13:32,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by HENDERSON,JIMMY",,,,,,,"REBOUND DEF by HENDERSON,JIMMY",2
13:13,"MISS 3PTR by STUCKEY,CURTIS",,,,,,,"MISS 3PTR by STUCKEY,CURTIS",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
12:49,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",2
--,"REBOUND DEF by SHANNON,BEN",,,,,,,"REBOUND DEF by SHANNON,BEN",2
12:38,"MISS LAYUP by WAITS,LADARIUS",,,,,,,"MISS LAYUP by WAITS,LADARIUS",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
12:36,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
12:36,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
12:36,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
12:36,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:36,,,,,"SUB OUT by HAYES,JAMES",,,"SUB OUT by HAYES,JAMES",2
12:36,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
12:36,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:36,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:36,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:36,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
12:36,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:17,,29,,55 (+26),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 29-55 (+26),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
12:06,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
12:04,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",31,,55 (+24),,RUS 31-55 (+24),,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",2
--,"ASSIST  by HENDERSON,JIMMY",,,,,,,"ASSIST  by HENDERSON,JIMMY",2
11:46,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",2
--,"REBOUND DEF by WAITS,LADARIUS",,,,,,,"REBOUND DEF by WAITS,LADARIUS",2
11:40,"TURNOVER  by HENDERSON,JIMMY",,,,,,,"TURNOVER  by HENDERSON,JIMMY",2
11:39,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
11:30,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
11:30,"BLOCK  by HENDERSON,JIMMY",,,,,,,"BLOCK  by HENDERSON,JIMMY",2
--,"REBOUND DEF by SHANNON,BEN",,,,,,,"REBOUND DEF by SHANNON,BEN",2
11:19,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",2
11:19,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
11:19,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
11:19,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:19,,,,,"SUB OUT by HAYES,JAMES",,,"SUB OUT by HAYES,JAMES",2
11:19,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
11:19,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:19,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:19,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
11:19,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
11:19,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
11:19,"SUB IN by BOWENS,JOHNATHAN",,,,,,,"SUB IN by BOWENS,JOHNATHAN",2
11:19,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
11:09,,31,,57 (+26),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 31-57 (+26),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
10:54,"GOOD JUMPER by WAITS,LADARIUS",33,,57 (+24),,RUS 33-57 (+24),,"GOOD JUMPER by WAITS,LADARIUS",2
--,"ASSIST  by WILKINS,RYAN",,,,,,,"ASSIST  by WILKINS,RYAN",2
10:41,,33,,59 (+26),"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 33-59 (+26),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
10:24,"GOOD LAYUP by WILKINS,RYAN(in the paint)",35,,59 (+24),,RUS 35-59 (+24),,"GOOD LAYUP by WILKINS,RYAN(in the paint)",2
10:14,,35,,62 (+27),"GOOD 3PTR by DALTON,PRICE",RHO 35-62 (+27),,"GOOD 3PTR by DALTON,PRICE",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
10:01,"MISS 3PTR by SHANNON,BEN",,,,,,,"MISS 3PTR by SHANNON,BEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:58,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",2
09:58,"SUB OUT by HENDERSON,JIMMY",,,,,,,"SUB OUT by HENDERSON,JIMMY",2
09:55,"MISS LAYUP by SHANNON,BEN",,,,,,,"MISS LAYUP by SHANNON,BEN",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
09:44,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
09:43,"STEAL  by WAITS,LADARIUS",,,,,,,"STEAL  by WAITS,LADARIUS",2
09:39,"MISS LAYUP by WAITS,LADARIUS",,,,,,,"MISS LAYUP by WAITS,LADARIUS",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
09:32,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
09:31,"STEAL  by WAITS,LADARIUS",,,,,,,"STEAL  by WAITS,LADARIUS",2
09:29,"GOOD LAYUP by WAITS,LADARIUS(in the paint)",37,,62 (+25),,RUS 37-62 (+25),,"GOOD LAYUP by WAITS,LADARIUS(in the paint)",2
09:10,,37,,64 (+27),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 37-64 (+27),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
08:52,"MISS LAYUP by SHANNON,BEN",,,,,,,"MISS LAYUP by SHANNON,BEN",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
08:51,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",39,,64 (+25),,RUS 39-64 (+25),,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",2
08:51,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
08:51,"SUB IN by BYRD,MARCUS",,,,,,,"SUB IN by BYRD,MARCUS",2
08:51,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
08:51,"GOOD FT by LOWE,O'DARIUS",40,,64 (+24),,RUS 40-64 (+24),,"GOOD FT by LOWE,O'DARIUS",2
08:43,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
08:43,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
08:43,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:43,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:26,"MISS 3PTR by BYRD,MARCUS",,,,,,,"MISS 3PTR by BYRD,MARCUS",2
--,,,,,"REBOUND DEF by DALTON,PRICE",,,"REBOUND DEF by DALTON,PRICE",2
08:08,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",2
08:00,"MISS LAYUP by BOWENS,JOHNATHAN",,,,,,,"MISS LAYUP by BOWENS,JOHNATHAN",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
07:47,,40,,66 (+26),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 40-66 (+26),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",2
07:35,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
07:35,"GOOD FT by SHANNON,BEN",41,,66 (+25),,RUS 41-66 (+25),,"GOOD FT by SHANNON,BEN",2
07:35,"MISS FT by SHANNON,BEN",,,,,,,"MISS FT by SHANNON,BEN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
07:19,,41,,68 (+27),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 41-68 (+27),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
07:06,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
07:06,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
07:06,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
07:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:02,"MISS JUMPER by BOWENS,JOHNATHAN",,,,,,,"MISS JUMPER by BOWENS,JOHNATHAN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
06:50,,41,,71 (+30),"GOOD 3PTR by MCINTYRE,WILL",RHO 41-71 (+30),,"GOOD 3PTR by MCINTYRE,WILL",2
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",2
06:35,"MISS LAYUP by LOWE,O'DARIUS",,,,,,,"MISS LAYUP by LOWE,O'DARIUS",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
06:33,"MISS LAYUP by LOWE,O'DARIUS",,,,,,,"MISS LAYUP by LOWE,O'DARIUS",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
06:32,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
06:32,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
06:32,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:32,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
06:32,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
06:32,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:32,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
06:32,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
06:15,"MISS JUMPER by BYRD,MARCUS",,,,,,,"MISS JUMPER by BYRD,MARCUS",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
06:09,"FOUL  by BOWENS,JOHNATHAN",,,,,,,"FOUL  by BOWENS,JOHNATHAN",2
06:09,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND OFF by MCINTYRE,WILL",,,"REBOUND OFF by MCINTYRE,WILL",2
06:07,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by WILKINS,RYAN",,,,,,,"REBOUND DEF by WILKINS,RYAN",2
05:58,"GOOD LAYUP by WILKINS,RYAN(fastbreak)(in the paint)",43,,71 (+28),,RUS 43-71 (+28),,"GOOD LAYUP by WILKINS,RYAN(fastbreak)(in the paint)",2
05:39,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
05:39,,43,,72 (+29),"GOOD FT by LOWRIE,ANDREW",RHO 43-72 (+29),,"GOOD FT by LOWRIE,ANDREW",2
05:39,,,,,"MISS FT by LOWRIE,ANDREW",,,"MISS FT by LOWRIE,ANDREW",2
--,"REBOUND DEF by SHANNON,BEN",,,,,,,"REBOUND DEF by SHANNON,BEN",2
05:25,"GOOD JUMPER by POTTS,ALLEN",45,,72 (+27),,RUS 45-72 (+27),,"GOOD JUMPER by POTTS,ALLEN",2
--,"ASSIST  by BOWENS,JOHNATHAN",,,,,,,"ASSIST  by BOWENS,JOHNATHAN",2
05:04,"FOUL  by BYRD,MARCUS",,,,,,,"FOUL  by BYRD,MARCUS",2
05:04,,45,,73 (+28),"GOOD FT by DARST,DANIEL",RHO 45-73 (+28),,"GOOD FT by DARST,DANIEL",2
05:04,,45,,74 (+29),"GOOD FT by DARST,DANIEL",RHO 45-74 (+29),,"GOOD FT by DARST,DANIEL",2
04:55,"MISS LAYUP by POTTS,ALLEN",,,,,,,"MISS LAYUP by POTTS,ALLEN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
04:39,,45,,76 (+31),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 45-76 (+31),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
04:28,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",2
04:28,,,,,"SUB IN by HAYES,JAMES",,,"SUB IN by HAYES,JAMES",2
04:28,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:28,"SUB IN by TRAVIS,JONATHAN",,,,,,,"SUB IN by TRAVIS,JONATHAN",2
04:28,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",2
04:06,,45,,78 (+33),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 45-78 (+33),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by HAYES,JAMES",,,"ASSIST  by HAYES,JAMES",2
03:52,"MISS JUMPER by BOWENS,JOHNATHAN",,,,,,,"MISS JUMPER by BOWENS,JOHNATHAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
03:31,"FOUL  by BYRD,MARCUS",,,,,,,"FOUL  by BYRD,MARCUS",2
03:31,,45,,79 (+34),"GOOD FT by HARRISON,IAN",RHO 45-79 (+34),,"GOOD FT by HARRISON,IAN",2
03:31,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by BOWENS,JOHNATHAN",,,,,,,"REBOUND DEF by BOWENS,JOHNATHAN",2
03:17,"MISS LAYUP by WILKINS,RYAN",,,,,,,"MISS LAYUP by WILKINS,RYAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
03:13,,,,,"TURNOVER  by MCINTYRE,WILL",,,"TURNOVER  by MCINTYRE,WILL",2
03:12,"STEAL  by WILKINS,RYAN",,,,,,,"STEAL  by WILKINS,RYAN",2
03:09,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
