Time Remaining,BER,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
02:51,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",1
02:51,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:51,"GOOD FT by SPALDING,TANNER",17,,31 (+14),,BER 17-31 (+14),,"GOOD FT by SPALDING,TANNER",1
02:51,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
02:51,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",1
02:51,"MISS FT by SPALDING,TANNER",,,,,,,"MISS FT by SPALDING,TANNER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
02:50,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
02:50,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",1
02:42,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",1
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",1
02:41,"FOUL  by SCHICK,BRANDON",,,,,,,"FOUL  by SCHICK,BRANDON",1
02:41,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:41,,17,,32 (+15),"GOOD FT by GEE,TYLER",RHO 17-32 (+15),,"GOOD FT by GEE,TYLER",1
02:16,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",1
02:16,"GOOD FT by MCCLOUD,LEE",18,,32 (+14),,BER 18-32 (+14),,"GOOD FT by MCCLOUD,LEE",1
02:16,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:16,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:16,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
02:14,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
02:14,"SUB OUT by NEWKIRK,KAHLIL",,,,,,,"SUB OUT by NEWKIRK,KAHLIL",1
01:57,,18,,35 (+17),"GOOD 3PTR by LOWRIE,ANDREW",RHO 18-35 (+17),,"GOOD 3PTR by LOWRIE,ANDREW",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
01:45,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
01:33,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",1
01:23,"GOOD LAYUP by JACOBS,OWEN(in the paint)",20,,35 (+15),,BER 20-35 (+15),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
01:23,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",1
01:23,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,"REBOUND OFF by SCHICK,BRANDON",,,,,,,"REBOUND OFF by SCHICK,BRANDON",1
01:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:56,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
00:56,"GOOD FT by JACOBS,OWEN",21,,35 (+14),,BER 21-35 (+14),,"GOOD FT by JACOBS,OWEN",1
00:56,"GOOD FT by JACOBS,OWEN",22,,35 (+13),,BER 22-35 (+13),,"GOOD FT by JACOBS,OWEN",1
00:45,,22,,37 (+15),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 22-37 (+15),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",1
00:41,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",1
00:41,"GOOD FT by JACOBS,OWEN",23,,37 (+14),,BER 23-37 (+14),,"GOOD FT by JACOBS,OWEN",1
00:41,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
00:18,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
00:18,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:18,,23,,38 (+15),"GOOD FT by DARST,DANIEL",RHO 23-38 (+15),,"GOOD FT by DARST,DANIEL",1
00:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
00:18,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",1
00:18,,23,,39 (+16),"GOOD FT by DARST,DANIEL",RHO 23-39 (+16),,"GOOD FT by DARST,DANIEL",1
00:18,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
00:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:02,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",1
00:02,"GOOD FT by MCCLOUD,LEE",24,,39 (+15),,BER 24-39 (+15),,"GOOD FT by MCCLOUD,LEE",1
00:02,"GOOD FT by MCCLOUD,LEE",25,,39 (+14),,BER 25-39 (+14),,"GOOD FT by MCCLOUD,LEE",1
20:00,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
20:00,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
19:51,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
19:42,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
19:42,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
19:42,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
19:27,,25,,42 (+17),"GOOD 3PTR by LOWRIE,ANDREW",RHO 25-42 (+17),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
19:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
19:11,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
18:57,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
18:43,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
18:43,,25,,43 (+18),"GOOD FT by SULLIVAN,BRENNAN",RHO 25-43 (+18),,"GOOD FT by SULLIVAN,BRENNAN",2
18:43,,25,,44 (+19),"GOOD FT by SULLIVAN,BRENNAN",RHO 25-44 (+19),,"GOOD FT by SULLIVAN,BRENNAN",2
18:43,,25,,45 (+20),"GOOD FT by SULLIVAN,BRENNAN",RHO 25-45 (+20),,"GOOD FT by SULLIVAN,BRENNAN",2
18:37,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
18:37,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
18:37,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
18:26,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
18:26,,,,,"BLOCK  by GALVIN,DANIEL",,,"BLOCK  by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
18:23,"FOUL  by SCHICK,BRANDON",,,,,,,"FOUL  by SCHICK,BRANDON",2
17:54,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
17:54,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
17:45,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
17:45,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
17:45,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
17:45,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
17:27,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
17:04,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
17:04,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
16:47,,25,,48 (+23),"GOOD 3PTR by LOWRIE,ANDREW",RHO 25-48 (+23),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
16:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
16:30,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
16:29,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
16:01,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
15:58,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:54,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
15:47,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
15:47,,,,,"SUB OUT by NYWADA,ANESU",,,"SUB OUT by NYWADA,ANESU",2
15:47,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
15:47,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
15:47,,,,,"SUB OUT by CORNELISON,ZACH",,,"SUB OUT by CORNELISON,ZACH",2
15:47,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
15:47,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:47,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
15:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:47,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
15:47,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
15:47,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
15:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:47,"SUB OUT by NEWKIRK,KAHLIL",,,,,,,"SUB OUT by NEWKIRK,KAHLIL",2
15:47,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
15:47,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
15:47,"SUB OUT by SCHICK,BRANDON",,,,,,,"SUB OUT by SCHICK,BRANDON",2
15:47,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
15:47,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
15:47,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
15:47,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
15:47,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
15:47,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
15:40,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by KORN,LUKAS",,,,,,,"REBOUND OFF by KORN,LUKAS",2
15:37,"GOOD LAYUP by KORN,LUKAS(in the paint)",27,,48 (+21),,BER 27-48 (+21),,"GOOD LAYUP by KORN,LUKAS(in the paint)",2
15:30,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
15:12,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
15:12,,27,,49 (+22),"GOOD FT by BUTTS,KEYSHAWN",RHO 27-49 (+22),,"GOOD FT by BUTTS,KEYSHAWN",2
15:12,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
15:03,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
15:01,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
15:01,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:29,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
14:22,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
14:22,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
14:17,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",2
14:17,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
14:12,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
13:55,"GOOD 3PTR by SCHERRMAN,BLAKE",30,,49 (+19),,BER 30-49 (+19),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
13:45,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
13:45,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
13:45,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
13:39,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
13:39,,30,,50 (+20),"GOOD FT by SULLIVAN,BRENNAN",RHO 30-50 (+20),,"GOOD FT by SULLIVAN,BRENNAN",2
13:39,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
13:22,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",32,,50 (+18),,BER 32-50 (+18),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
13:06,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
13:06,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:03,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
13:03,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
12:57,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
12:56,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
12:43,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
12:43,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
12:43,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
12:43,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
12:43,FOUL  by TEAM,,,,,,,FOUL  by TEAM,2
12:43,,32,,51 (+19),"GOOD FT by SULLIVAN,BRENNAN",RHO 32-51 (+19),,"GOOD FT by SULLIVAN,BRENNAN",2
12:43,,32,,52 (+20),"GOOD FT by SULLIVAN,BRENNAN",RHO 32-52 (+20),,"GOOD FT by SULLIVAN,BRENNAN",2
12:43,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:43,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:43,,32,,53 (+21),"GOOD FT by SULLIVAN,BRENNAN",RHO 32-53 (+21),,"GOOD FT by SULLIVAN,BRENNAN",2
12:43,,32,,54 (+22),"GOOD FT by SULLIVAN,BRENNAN",RHO 32-54 (+22),,"GOOD FT by SULLIVAN,BRENNAN",2
12:33,"GOOD LAYUP by MARDER,NICK(in the paint)",34,,54 (+20),,BER 34-54 (+20),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
12:33,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
12:33,"GOOD FT by MARDER,NICK",35,,54 (+19),,BER 35-54 (+19),,"GOOD FT by MARDER,NICK",2
12:17,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
12:11,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
12:11,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:11,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
12:11,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
12:11,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
12:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:11,,35,,55 (+20),"GOOD FT by BUTTS,KEYSHAWN",RHO 35-55 (+20),,"GOOD FT by BUTTS,KEYSHAWN",2
12:11,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
12:11,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
12:02,"GOOD LAYUP by JACOBS,OWEN(in the paint)",37,,55 (+18),,BER 37-55 (+18),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
11:49,,37,,57 (+20),"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",RHO 37-57 (+20),,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",2
11:36,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
11:33,"GOOD LAYUP by JACOBS,OWEN(in the paint)",39,,57 (+18),,BER 39-57 (+18),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
11:15,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
11:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:15,,39,,58 (+19),"GOOD FT by GALVIN,DANIEL",RHO 39-58 (+19),,"GOOD FT by GALVIN,DANIEL",2
11:15,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
10:56,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
10:54,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
10:46,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
10:43,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
10:43,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
10:43,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
10:43,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:43,,39,,59 (+20),"GOOD FT by GALVIN,DANIEL",RHO 39-59 (+20),,"GOOD FT by GALVIN,DANIEL",2
10:25,"GOOD 3PTR by JOHNSON,CALEB",42,,59 (+17),,BER 42-59 (+17),,"GOOD 3PTR by JOHNSON,CALEB",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
10:11,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
09:56,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
09:56,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
09:56,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
09:56,"GOOD FT by JOHNSON,CALEB",43,,59 (+16),,BER 43-59 (+16),,"GOOD FT by JOHNSON,CALEB",2
09:56,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:56,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
09:56,"GOOD FT by JOHNSON,CALEB",44,,59 (+15),,BER 44-59 (+15),,"GOOD FT by JOHNSON,CALEB",2
09:47,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
09:47,"STEAL  by FORTE,MCCARTY",,,,,,,"STEAL  by FORTE,MCCARTY",2
09:41,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
09:37,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
09:36,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:29,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:29,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
09:18,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
09:18,,44,,60 (+16),"GOOD FT by GALVIN,DANIEL",RHO 44-60 (+16),,"GOOD FT by GALVIN,DANIEL",2
09:18,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
09:18,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
09:18,,44,,61 (+17),"GOOD FT by GALVIN,DANIEL",RHO 44-61 (+17),,"GOOD FT by GALVIN,DANIEL",2
09:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:18,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
09:07,"GOOD LAYUP by SPALDING,TANNER(in the paint)",46,,61 (+15),,BER 46-61 (+15),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by SCHERRMAN,BLAKE",,,,,,,"ASSIST  by SCHERRMAN,BLAKE",2
08:46,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",2
08:46,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:46,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
08:37,"MISS 3PTR by FORTE,MCCARTY",,,,,,,"MISS 3PTR by FORTE,MCCARTY",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
08:23,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
08:23,,46,,62 (+16),"GOOD FT by SULLIVAN,BRENNAN",RHO 46-62 (+16),,"GOOD FT by SULLIVAN,BRENNAN",2
08:23,,46,,63 (+17),"GOOD FT by SULLIVAN,BRENNAN",RHO 46-63 (+17),,"GOOD FT by SULLIVAN,BRENNAN",2
08:09,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
08:09,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
08:01,,46,,65 (+19),"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",RHO 46-65 (+19),,"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
