Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,BER,Game Score,Team Indicator,Play,Period
18:12,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",29,,31 (+2),,RHO 29-31 (-2),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
17:48,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
17:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:30,,,,,"MISS LAYUP by MCCLOUD,ALTON",,,"MISS LAYUP by MCCLOUD,ALTON",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
17:25,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
17:24,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
17:23,,29,,33 (+4),"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BER 29-33 (-4),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
16:52,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
16:48,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
16:48,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
16:48,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:48,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:30,"GOOD LAYUP by GEE,TYLER(in the paint)",31,,33 (+2),,RHO 31-33 (-2),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by GALVIN,DANIEL",,,,,,,"ASSIST  by GALVIN,DANIEL",2
16:16,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:16,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:16,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
16:16,,,,,"SUB IN by FENTON,CLINT",,,"SUB IN by FENTON,CLINT",2
16:16,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
16:16,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
16:16,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
16:16,,,,,"SUB OUT by SCHERRMAN,BLAKE",,,"SUB OUT by SCHERRMAN,BLAKE",2
16:08,,,,,"TURNOVER  by MCCLOUD,ALTON",,,"TURNOVER  by MCCLOUD,ALTON",2
16:07,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
15:57,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",33,,33,,RHO 33-33 (0),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
15:37,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
15:27,,,,,"TURNOVER  by MCCLOUD,ALTON",,,"TURNOVER  by MCCLOUD,ALTON",2
15:26,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",2
15:25,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
15:10,,33,,36 (+3),"GOOD 3PTR by MCCLOUD,LEE",BER 33-36 (-3),,"GOOD 3PTR by MCCLOUD,LEE",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
15:10,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
15:10,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
14:59,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
14:40,,33,,38 (+5),"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",BER 33-38 (-5),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
14:27,,,,,"FOUL  by FENTON,CLINT",,,"FOUL  by FENTON,CLINT",2
14:27,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:27,"GOOD FT by BUTTS,KEYSHAWN",34,,38 (+4),,RHO 34-38 (-4),,"GOOD FT by BUTTS,KEYSHAWN",2
14:27,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
14:18,,,,,"MISS 3PTR by MCCLOUD,ALTON",,,"MISS 3PTR by MCCLOUD,ALTON",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
14:18,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
13:56,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
13:56,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:56,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by FENTON,CLINT",,,"REBOUND DEF by FENTON,CLINT",2
13:56,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
13:56,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
13:56,,,,,"SUB IN by SCHERRMAN,BLAKE",,,"SUB IN by SCHERRMAN,BLAKE",2
13:56,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
13:40,,,,,"TURNOVER  by FENTON,CLINT",,,"TURNOVER  by FENTON,CLINT",2
13:38,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",2
13:36,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",36,,38 (+2),,RHO 36-38 (-2),,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",2
13:19,,36,,40 (+4),"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",BER 36-40 (-4),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
--,,,,,"ASSIST  by FENTON,CLINT",,,"ASSIST  by FENTON,CLINT",2
13:19,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
13:19,,36,,41 (+5),"GOOD FT by SCHERRMAN,BLAKE",BER 36-41 (-5),,"GOOD FT by SCHERRMAN,BLAKE",2
13:19,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
13:19,,,,,"SUB OUT by FENTON,CLINT",,,"SUB OUT by FENTON,CLINT",2
13:06,"GOOD 3PTR by DARST,DANIEL",39,,41 (+2),,RHO 39-41 (-2),,"GOOD 3PTR by DARST,DANIEL",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
12:57,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
12:46,"GOOD JUMPER by DARST,DANIEL",41,,41,,RHO 41-41 (0),,"GOOD JUMPER by DARST,DANIEL",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
12:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:31,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
12:31,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
12:23,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
12:13,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
12:06,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
12:06,,,,,"SUB IN by JOHNSON,CALEB",,,"SUB IN by JOHNSON,CALEB",2
12:06,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
11:49,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
11:48,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
11:43,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND OFF by GALVIN,DANIEL",,,,,,,"REBOUND OFF by GALVIN,DANIEL",2
11:27,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",43 (+2),,41,,RHO 43-41 (+2),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
10:56,,43,,43,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",BER 43-43 (0),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
10:35,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
10:34,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
10:25,,,,,"TURNOVER  by MCCLOUD,ALTON",,,"TURNOVER  by MCCLOUD,ALTON",2
10:24,"STEAL  by GALVIN,DANIEL",,,,,,,"STEAL  by GALVIN,DANIEL",2
10:22,,,,,"FOUL  by SCHERRMAN,BLAKE",,,"FOUL  by SCHERRMAN,BLAKE",2
10:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:22,"GOOD FT by SULLIVAN,BRENNAN",44 (+1),,43,,RHO 44-43 (+1),,"GOOD FT by SULLIVAN,BRENNAN",2
10:22,"GOOD FT by SULLIVAN,BRENNAN",45 (+2),,43,,RHO 45-43 (+2),,"GOOD FT by SULLIVAN,BRENNAN",2
10:22,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
10:22,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
10:22,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
10:22,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
10:08,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
10:08,,45 (+1),,44,"GOOD FT by MARDER,NICK",BER 45-44 (+1),,"GOOD FT by MARDER,NICK",2
10:08,,45,,45,"GOOD FT by MARDER,NICK",BER 45-45 (0),,"GOOD FT by MARDER,NICK",2
09:51,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:48,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
09:48,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
09:35,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
09:34,"STEAL  by BUTTS,KEYSHAWN",,,,,,,"STEAL  by BUTTS,KEYSHAWN",2
09:22,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",47 (+2),,45,,RHO 47-45 (+2),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
08:59,,47,,47,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BER 47-47 (0),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:39,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
08:38,,,,,"STEAL  by MARDER,NICK",,,"STEAL  by MARDER,NICK",2
08:36,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
08:36,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,,,,,"REBOUND OFF by MARDER,NICK",,,"REBOUND OFF by MARDER,NICK",2
08:36,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
08:36,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:36,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
08:36,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
08:25,,,,,"TURNOVER  by JACOBS,OWEN",,,"TURNOVER  by JACOBS,OWEN",2
08:22,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",49 (+2),,47,,RHO 49-47 (+2),,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
07:53,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
07:53,,,,,"SUB IN by SCHERRMAN,BLAKE",,,"SUB IN by SCHERRMAN,BLAKE",2
07:53,,,,,"SUB OUT by SCHERRMAN,BLAKE",,,"SUB OUT by SCHERRMAN,BLAKE",2
07:53,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
07:51,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
07:32,,,,,"SUB IN by MCCLOUD,ALTON",,,"SUB IN by MCCLOUD,ALTON",2
07:32,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
07:23,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",51 (+4),,47,,RHO 51-47 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
07:04,,,,,"MISS 3PTR by JOHNSON,CALEB",,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND OFF by MARDER,NICK",,,"REBOUND OFF by MARDER,NICK",2
06:56,,51 (+1),,50,"GOOD 3PTR by SCHERRMAN,BLAKE",BER 51-50 (+1),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
06:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
06:38,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
06:38,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
06:38,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
06:38,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
06:33,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",53 (+3),,50,,RHO 53-50 (+3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
06:12,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",2
06:07,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
06:05,,53 (+1),,52,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BER 53-52 (+1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
05:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:53,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",2
05:53,,,,,"STEAL  by SCHERRMAN,BLAKE",,,"STEAL  by SCHERRMAN,BLAKE",2
05:53,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
05:53,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
05:53,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
05:53,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:47,"TURNOVER  by GALVIN,DANIEL",,,,,,,"TURNOVER  by GALVIN,DANIEL",2
05:46,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
05:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:36,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
05:14,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
05:14,"BLOCK  by DARST,DANIEL",,,,,,,"BLOCK  by DARST,DANIEL",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
04:59,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:45,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
04:45,,,,,"MISS FT by MCCLOUD,ALTON",,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:45,,53,,53,"GOOD FT by MCCLOUD,ALTON",BER 53-53 (0),,"GOOD FT by MCCLOUD,ALTON",2
04:45,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
04:45,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
04:45,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
04:45,,,,,"SUB OUT by SCHERRMAN,BLAKE",,,"SUB OUT by SCHERRMAN,BLAKE",2
04:32,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
04:32,"GOOD FT by GALVIN,DANIEL",54 (+1),,53,,RHO 54-53 (+1),,"GOOD FT by GALVIN,DANIEL",2
04:32,"GOOD FT by GALVIN,DANIEL",55 (+2),,53,,RHO 55-53 (+2),,"GOOD FT by GALVIN,DANIEL",2
04:07,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
04:07,,55 (+1),,54,"GOOD FT by JOHNSON,CALEB",BER 55-54 (+1),,"GOOD FT by JOHNSON,CALEB",2
04:07,,55,,55,"GOOD FT by JOHNSON,CALEB",BER 55-55 (0),,"GOOD FT by JOHNSON,CALEB",2
04:07,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
04:07,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
04:07,,,,,"SUB IN by SCHERRMAN,BLAKE",,,"SUB IN by SCHERRMAN,BLAKE",2
04:07,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
03:42,,,,,"FOUL  by SCHERRMAN,BLAKE",,,"FOUL  by SCHERRMAN,BLAKE",2
03:42,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:42,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
03:42,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
03:42,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
03:14,,55,,57 (+2),"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",BER 55-57 (-2),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
03:06,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
03:06,,,,,"STEAL  by MARDER,NICK",,,"STEAL  by MARDER,NICK",2
03:06,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
02:54,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
02:50,"GOOD FT by WEIR,JJ",56,,57 (+1),,RHO 56-57 (-1),,"GOOD FT by WEIR,JJ",2
02:50,"GOOD FT by WEIR,JJ",57,,57,,RHO 57-57 (0),,"GOOD FT by WEIR,JJ",2
02:50,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:50,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
02:34,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
02:34,"BLOCK  by GALVIN,DANIEL",,,,,,,"BLOCK  by GALVIN,DANIEL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:34,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
02:34,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
02:22,,57,,60 (+3),"GOOD 3PTR by MCCLOUD,LEE",BER 57-60 (-3),,"GOOD 3PTR by MCCLOUD,LEE",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
02:14,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
02:14,,57,,61 (+4),"GOOD FT by MCCLOUD,LEE",BER 57-61 (-4),,"GOOD FT by MCCLOUD,LEE",2
02:14,,57,,62 (+5),"GOOD FT by MCCLOUD,LEE",BER 57-62 (-5),,"GOOD FT by MCCLOUD,LEE",2
02:07,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
02:06,,,,,"STEAL  by MARDER,NICK",,,"STEAL  by MARDER,NICK",2
02:05,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
02:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:05,,,,,"MISS FT by JOHNSON,CALEB",,,"MISS FT by JOHNSON,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:05,,57,,63 (+6),"GOOD FT by JOHNSON,CALEB",BER 57-63 (-6),,"GOOD FT by JOHNSON,CALEB",2
02:05,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
02:05,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
02:05,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
02:05,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
02:05,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:05,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
02:05,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
02:05,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
02:05,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
02:05,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
02:05,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
02:05,,,,,"SUB IN by JOHNSON,CALEB",,,"SUB IN by JOHNSON,CALEB",2
02:05,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
02:05,,,,,"SUB IN by SCHERRMAN,BLAKE",,,"SUB IN by SCHERRMAN,BLAKE",2
02:05,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
02:05,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
02:05,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
02:05,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
02:05,,,,,"SUB OUT by SCHERRMAN,BLAKE",,,"SUB OUT by SCHERRMAN,BLAKE",2
02:05,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
01:53,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",59,,63 (+4),,RHO 59-63 (-4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by BUTTS,KEYSHAWN",,,,,,,"ASSIST  by BUTTS,KEYSHAWN",2
01:25,,59,,65 (+6),"GOOD JUMPER by SCHERRMAN,BLAKE",BER 59-65 (-6),,"GOOD JUMPER by SCHERRMAN,BLAKE",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
01:15,"MISS 3PTR by GALVIN,DANIEL",,,,,,,"MISS 3PTR by GALVIN,DANIEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:12,,,,,"SUB IN by MCCLOUD,ALTON",,,"SUB IN by MCCLOUD,ALTON",2
01:12,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
01:03,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
01:03,,59,,66 (+7),"GOOD FT by MCCLOUD,ALTON",BER 59-66 (-7),,"GOOD FT by MCCLOUD,ALTON",2
01:03,,59,,67 (+8),"GOOD FT by MCCLOUD,ALTON",BER 59-67 (-8),,"GOOD FT by MCCLOUD,ALTON",2
00:40,"GOOD LAYUP by GEE,TYLER(in the paint)",61,,67 (+6),,RHO 61-67 (-6),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
00:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:38,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
00:38,,,,,"MISS FT by MCCLOUD,ALTON",,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:38,,61,,68 (+7),"GOOD FT by MCCLOUD,ALTON",BER 61-68 (-7),,"GOOD FT by MCCLOUD,ALTON",2
00:38,,,,,"MISS FT by MCCLOUD,ALTON",,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
