Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,OGL,Game Score,Team Indicator,Play,Period
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",1
16:58,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
16:56,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
16:56,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
16:56,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",1
16:55,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND DEF by BUTTS,KEYSHAWN",,,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",1
16:41,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",1
16:35,,6,,7 (+1),"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",OGL 6-7 (-1),,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",1
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",1
16:05,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",8 (+1),,7,,RHO 8-7 (+1),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",1
15:52,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",1
15:52,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
15:52,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
15:37,,,,,"FOUL  by WARDLAW,CHASE",,,"FOUL  by WARDLAW,CHASE",1
15:37,"GOOD FT by GALVIN,DANIEL",9 (+2),,7,,RHO 9-7 (+2),,"GOOD FT by GALVIN,DANIEL",1
15:37,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",1
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",1
15:21,,9,,9,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",OGL 9-9 (0),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",1
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",1
15:21,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
15:21,,9,,10 (+1),"GOOD FT by SIGRIST,CONNOR",OGL 9-10 (-1),,"GOOD FT by SIGRIST,CONNOR",1
15:21,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
15:21,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
15:21,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",1
15:21,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
15:02,"MISS LAYUP by BUTTS,KEYSHAWN",,,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
14:59,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
14:42,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
14:42,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
14:42,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
14:36,,9,,12 (+3),"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",OGL 9-12 (-3),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",1
--,,,,,"ASSIST  by MCGRATH,JOSH",,,"ASSIST  by MCGRATH,JOSH",1
14:13,"MISS LAYUP by SULLIVAN,BRENNAN",,,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by MCGRATH,JOSH",,,"REBOUND DEF by MCGRATH,JOSH",1
14:05,,9,,15 (+6),"GOOD 3PTR by SMITH,CONNOR(fastbreak)",OGL 9-15 (-6),,"GOOD 3PTR by SMITH,CONNOR(fastbreak)",1
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",1
13:50,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",1
13:47,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",1
13:47,,9,,17 (+8),"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",OGL 9-17 (-8),,"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",1
13:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
13:44,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
13:44,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
13:34,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND OFF by BUTTS,KEYSHAWN",,,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",1
13:30,"MISS TIPIN by BUTTS,KEYSHAWN",,,,,,,"MISS TIPIN by BUTTS,KEYSHAWN",1
--,"REBOUND OFF by BUTTS,KEYSHAWN",,,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",1
13:26,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",11,,17 (+6),,RHO 11-17 (-6),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",1
13:24,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
13:24,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",1
13:09,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",1
13:09,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",1
13:09,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
13:09,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",1
12:58,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
12:38,,11,,20 (+9),"GOOD 3PTR by SMITH,CONNOR",OGL 11-20 (-9),,"GOOD 3PTR by SMITH,CONNOR",1
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",1
12:09,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",1
12:09,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
12:04,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
11:43,,,,,"TURNOVER  by BRITVAR,STEFAN",,,"TURNOVER  by BRITVAR,STEFAN",1
11:43,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",1
11:34,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",1
11:31,"MISS LAYUP by HARRISON,IAN",,,,,,,"MISS LAYUP by HARRISON,IAN",1
11:31,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
11:06,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",1
11:06,,11,,21 (+10),"GOOD FT by SMITH,CONNOR",OGL 11-21 (-10),,"GOOD FT by SMITH,CONNOR",1
11:06,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
11:06,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",1
11:06,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
11:06,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
11:06,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
10:51,"GOOD 3PTR by SULLIVAN,BRENNAN",14,,21 (+7),,RHO 14-21 (-7),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",1
10:33,,14,,24 (+10),"GOOD 3PTR by SMITH,CONNOR",OGL 14-24 (-10),,"GOOD 3PTR by SMITH,CONNOR",1
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",1
10:15,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",1
10:14,,,,,"STEAL  by SMITH,CONNOR",,,"STEAL  by SMITH,CONNOR",1
09:46,,14,,26 (+12),"GOOD JUMPER by WARDLAW,CHASE(in the paint)",OGL 14-26 (-12),,"GOOD JUMPER by WARDLAW,CHASE(in the paint)",1
09:33,"GOOD 3PTR by SULLIVAN,BRENNAN",17,,26 (+9),,RHO 17-26 (-9),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",1
09:13,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",1
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",1
09:00,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",1
09:00,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
09:00,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
09:00,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
09:00,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",1
09:00,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
09:00,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",1
08:44,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",19,,26 (+7),,RHO 19-26 (-7),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
08:13,,,,,"MISS 3PTR by HUFFMAN,DEVIN",,,"MISS 3PTR by HUFFMAN,DEVIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:03,"GOOD 3PTR by SULLIVAN,BRENNAN",22,,26 (+4),,RHO 22-26 (-4),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
07:43,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",1
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",1
07:15,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",1
07:15,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
07:15,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
07:15,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
07:15,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",1
07:03,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
06:44,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND OFF by BUTTS,KEYSHAWN",,,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",1
06:37,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",1
06:37,"GOOD FT by BUTTS,KEYSHAWN",23,,26 (+3),,RHO 23-26 (-3),,"GOOD FT by BUTTS,KEYSHAWN",1
06:37,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
06:37,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
06:37,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
06:37,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
06:37,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",1
06:37,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
06:37,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
06:37,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",1
06:37,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",1
06:37,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",1
06:37,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",1
06:15,,23,,28 (+5),"GOOD LAYUP by INUNGU,TOM(in the paint)",OGL 23-28 (-5),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",1
05:56,"MISS LAYUP by BUTTS,KEYSHAWN",,,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",1
--,"REBOUND OFF by BUTTS,KEYSHAWN",,,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",1
05:53,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",1
05:53,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
05:53,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",1
05:53,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
05:53,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
05:52,"GOOD LAYUP by DARST,DANIEL(in the paint)",25,,28 (+3),,RHO 25-28 (-3),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
05:51,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",1
05:51,"GOOD FT by DARST,DANIEL",26,,28 (+2),,RHO 26-28 (-2),,"GOOD FT by DARST,DANIEL",1
05:37,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",1
05:36,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",1
05:20,"MISS LAYUP by LOWRIE,ANDREW",,,,,,,"MISS LAYUP by LOWRIE,ANDREW",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
05:00,,,,,"MISS LAYUP by LAWRENCE,CHRIS",,,"MISS LAYUP by LAWRENCE,CHRIS",1
05:00,"BLOCK  by WEIR,JJ",,,,,,,"BLOCK  by WEIR,JJ",1
--,,,,,"REBOUND OFF by SIGRIST,CONNOR",,,"REBOUND OFF by SIGRIST,CONNOR",1
04:58,,26,,30 (+4),"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",OGL 26-30 (-4),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",1
04:40,"MISS LAYUP by HARRISON,IAN",,,,,,,"MISS LAYUP by HARRISON,IAN",1
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",1
04:37,"GOOD LAYUP by HARRISON,IAN(in the paint)",28,,30 (+2),,RHO 28-30 (-2),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
04:15,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",1
03:46,"GOOD LAYUP by HARRISON,IAN(in the paint)",30,,30,,RHO 30-30 (0),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
03:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:36,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
03:36,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",1
03:36,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",1
03:36,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
03:36,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
03:36,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
03:36,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
03:36,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
03:36,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:36,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
03:36,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
03:36,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
03:36,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",1
03:36,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",1
03:36,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
03:36,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
03:36,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
03:36,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",1
03:36,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
03:36,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",1
03:36,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
03:36,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
03:20,,,,,"TURNOVER  by SIGRIST,CONNOR",,,"TURNOVER  by SIGRIST,CONNOR",1
03:19,"STEAL  by GALVIN,DANIEL",,,,,,,"STEAL  by GALVIN,DANIEL",1
02:56,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",1
02:56,"GOOD FT by SULLIVAN,BRENNAN",31 (+1),,30,,RHO 31-30 (+1),,"GOOD FT by SULLIVAN,BRENNAN",1
02:56,"GOOD FT by SULLIVAN,BRENNAN",32 (+2),,30,,RHO 32-30 (+2),,"GOOD FT by SULLIVAN,BRENNAN",1
02:56,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
02:56,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
02:56,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
02:56,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
02:56,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
02:56,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
02:56,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
02:56,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",1
02:56,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
02:56,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",1
02:28,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
02:28,,32 (+1),,31,"GOOD FT by ANDINO,GEORGE",OGL 32-31 (+1),,"GOOD FT by ANDINO,GEORGE",1
02:28,,32,,32,"GOOD FT by ANDINO,GEORGE",OGL 32-32 (0),,"GOOD FT by ANDINO,GEORGE",1
02:28,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
02:28,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",1
02:28,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",1
02:28,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
02:21,,,,,"FOUL  by MCGRATH,JOSH",,,"FOUL  by MCGRATH,JOSH",1
02:21,"MISS FT by LOWRIE,ANDREW",,,,,,,"MISS FT by LOWRIE,ANDREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:21,"MISS FT by LOWRIE,ANDREW",,,,,,,"MISS FT by LOWRIE,ANDREW",1
--,,,,,"REBOUND DEF by MCGRATH,JOSH",,,"REBOUND DEF by MCGRATH,JOSH",1
02:21,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
02:21,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
02:05,,,,,"MISS LAYUP by MCGRATH,JOSH",,,"MISS LAYUP by MCGRATH,JOSH",1
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",1
01:45,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",1
01:45,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:44,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
01:44,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
01:44,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
01:44,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",1
01:40,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND OFF by GALVIN,DANIEL",,,,,,,"REBOUND OFF by GALVIN,DANIEL",1
01:19,"GOOD JUMPER by DARST,DANIEL(in the paint)",34 (+2),,32,,RHO 34-32 (+2),,"GOOD JUMPER by DARST,DANIEL(in the paint)",1
01:02,,,,,"MISS JUMPER by ANDINO,GEORGE",,,"MISS JUMPER by ANDINO,GEORGE",1
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",1
00:42,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",36 (+4),,32,,RHO 36-32 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",1
