Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,OGL,Game Score,Team Indicator,Play,Period
00:14,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",1
00:14,,,,,"TURNOVER  by LAWRENCE,CHRIS",,,"TURNOVER  by LAWRENCE,CHRIS",1
00:14,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
00:14,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
00:14,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",1
00:14,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",1
00:06,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",38 (+6),,32,,RHO 38-32 (+6),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
00:01,,,,,"MISS 3PTR by WARDLAW,CHASE",,,"MISS 3PTR by WARDLAW,CHASE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:49,,,,,"MISS JUMPER by SMITH,CONNOR",,,"MISS JUMPER by SMITH,CONNOR",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
19:20,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
19:20,,,,,"STEAL  by LAWRENCE,CHRIS",,,"STEAL  by LAWRENCE,CHRIS",2
19:02,,38 (+4),,34,"GOOD JUMPER by WARDLAW,CHASE",OGL 38-34 (+4),,"GOOD JUMPER by WARDLAW,CHASE",2
18:59,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
18:59,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
18:44,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
18:27,,38 (+2),,36,"GOOD JUMPER by INUNGU,TOM",OGL 38-36 (+2),,"GOOD JUMPER by INUNGU,TOM",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
17:58,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",40 (+4),,36,,RHO 40-36 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
17:39,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
17:15,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
16:52,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
16:52,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",2
16:52,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
16:52,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
16:37,"TURNOVER  by BUTTS,KEYSHAWN",,,,,,,"TURNOVER  by BUTTS,KEYSHAWN",2
16:23,,40 (+2),,38,"GOOD JUMPER by ANDINO,GEORGE",OGL 40-38 (+2),,"GOOD JUMPER by ANDINO,GEORGE",2
15:59,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
15:43,,,,,"TURNOVER  by SIGRIST,CONNOR",,,"TURNOVER  by SIGRIST,CONNOR",2
15:43,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
15:43,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
15:21,"GOOD LAYUP by GEE,TYLER(in the paint)",42 (+4),,38,,RHO 42-38 (+4),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by BUTTS,KEYSHAWN",,,,,,,"ASSIST  by BUTTS,KEYSHAWN",2
15:07,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
14:48,"GOOD LAYUP by GEE,TYLER(in the paint)",44 (+6),,38,,RHO 44-38 (+6),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
14:28,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
14:28,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
14:28,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
14:07,,44 (+4),,40,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",OGL 44-40 (+4),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",2
14:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:51,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",2
13:50,,,,,"STEAL  by SIGRIST,CONNOR",,,"STEAL  by SIGRIST,CONNOR",2
13:35,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
13:24,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by SMITH,CONNOR",,,"REBOUND OFF by SMITH,CONNOR",2
13:20,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
12:56,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",2
12:56,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:56,"GOOD FT by GALVIN,DANIEL",45 (+5),,40,,RHO 45-40 (+5),,"GOOD FT by GALVIN,DANIEL",2
12:56,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
12:56,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:56,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
12:56,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
12:56,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
12:56,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
12:56,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
12:56,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
12:39,,,,,"MISS JUMPER by BRITVAR,STEFAN",,,"MISS JUMPER by BRITVAR,STEFAN",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
12:15,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,"REBOUND DEF by MCGRATH,JOSH",,,"REBOUND DEF by MCGRATH,JOSH",2
11:58,,,,,"TURNOVER  by LAWRENCE,CHRIS",,,"TURNOVER  by LAWRENCE,CHRIS",2
11:55,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
11:43,"GOOD 3PTR by SULLIVAN,BRENNAN",48 (+8),,40,,RHO 48-40 (+8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
11:20,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
11:20,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
11:20,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:20,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
11:20,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
11:20,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
11:20,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
11:18,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND OFF by HUFFMAN,DEVIN",,,"REBOUND OFF by HUFFMAN,DEVIN",2
11:13,,48 (+6),,42,"GOOD LAYUP by MCGRATH,JOSH(in the paint)",OGL 48-42 (+6),,"GOOD LAYUP by MCGRATH,JOSH(in the paint)",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
10:53,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",2
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",2
10:43,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",2
10:31,,,,,"MISS 3PTR by HUFFMAN,DEVIN",,,"MISS 3PTR by HUFFMAN,DEVIN",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
10:18,"GOOD LAYUP by HARRISON,IAN(in the paint)",50 (+8),,42,,RHO 50-42 (+8),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
10:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:07,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
10:07,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
09:56,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",2
09:42,"GOOD 3PTR by LOWRIE,ANDREW",53 (+11),,42,,RHO 53-42 (+11),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
09:20,,,,,"MISS 3PTR by ROMAGUERA,COLE",,,"MISS 3PTR by ROMAGUERA,COLE",2
--,,,,,"REBOUND OFF by MCGRATH,JOSH",,,"REBOUND OFF by MCGRATH,JOSH",2
09:08,,,,,"TURNOVER  by HUFFMAN,DEVIN",,,"TURNOVER  by HUFFMAN,DEVIN",2
09:08,"STEAL  by HARRISON,IAN",,,,,,,"STEAL  by HARRISON,IAN",2
08:55,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:52,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
08:52,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
08:52,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:52,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
08:52,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
08:52,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
08:52,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
08:52,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",2
08:32,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
08:32,,53 (+10),,43,"GOOD FT by INUNGU,TOM",OGL 53-43 (+10),,"GOOD FT by INUNGU,TOM",2
08:32,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
08:32,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
08:32,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
08:12,"TURNOVER  by GALVIN,DANIEL",,,,,,,"TURNOVER  by GALVIN,DANIEL",2
07:58,,53 (+8),,45,"GOOD LAYUP by SMITH,CONNOR(in the paint)",OGL 53-45 (+8),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
--,,,,,"ASSIST  by ROMAGUERA,COLE",,,"ASSIST  by ROMAGUERA,COLE",2
07:36,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",2
07:36,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
07:36,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
07:24,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND OFF by GALVIN,DANIEL",,,,,,,"REBOUND OFF by GALVIN,DANIEL",2
07:00,"MISS JUMPER by LOWRIE,ANDREW",,,,,,,"MISS JUMPER by LOWRIE,ANDREW",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
06:57,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
06:46,,53 (+6),,47,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",OGL 53-47 (+6),,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",2
06:46,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
06:46,,53 (+5),,48,"GOOD FT by SMITH,CONNOR",OGL 53-48 (+5),,"GOOD FT by SMITH,CONNOR",2
06:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:46,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
06:46,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
06:46,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
06:46,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
06:22,"MISS 3PTR by WEIR,JJ",,,,,,,"MISS 3PTR by WEIR,JJ",2
--,"REBOUND OFF by SULLIVAN,BRENNAN",,,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",2
06:12,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",55 (+7),,48,,RHO 55-48 (+7),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
05:47,,55 (+5),,50,"GOOD LAYUP by INUNGU,TOM(in the paint)",OGL 55-50 (+5),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
05:12,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:47,,,,,"MISS 3PTR by ROMAGUERA,COLE",,,"MISS 3PTR by ROMAGUERA,COLE",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
04:34,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
04:21,,,,,"MISS LAYUP by LAWRENCE,CHRIS",,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
03:53,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND OFF by GALVIN,DANIEL",,,,,,,"REBOUND OFF by GALVIN,DANIEL",2
03:53,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
03:53,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:53,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
03:30,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
03:29,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
03:11,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
03:11,"TURNOVER  by BUTTS,KEYSHAWN",,,,,,,"TURNOVER  by BUTTS,KEYSHAWN",2
03:11,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
03:11,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
03:11,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
03:11,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
02:52,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
02:52,,55 (+4),,51,"GOOD FT by SMITH,CONNOR",OGL 55-51 (+4),,"GOOD FT by SMITH,CONNOR",2
02:52,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
02:52,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
02:52,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
02:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:23,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",2
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
02:10,,55 (+2),,53,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",OGL 55-53 (+2),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",2
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",2
01:56,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",57 (+4),,53,,RHO 57-53 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
01:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:37,,57 (+1),,56,"GOOD 3PTR by LAWRENCE,CHRIS",OGL 57-56 (+1),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",2
01:23,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
01:23,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
01:23,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
01:10,,57,,58 (+1),"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OGL 57-58 (-1),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
00:56,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
00:25,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:25,,57,,59 (+2),"GOOD FT by ANDINO,GEORGE",OGL 57-59 (-2),,"GOOD FT by ANDINO,GEORGE",2
00:25,,57,,60 (+3),"GOOD FT by ANDINO,GEORGE",OGL 57-60 (-3),,"GOOD FT by ANDINO,GEORGE",2
00:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:05,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
00:03,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
00:03,,57,,61 (+4),"GOOD FT by LAWRENCE,CHRIS",OGL 57-61 (-4),,"GOOD FT by LAWRENCE,CHRIS",2
00:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:03,,57,,62 (+5),"GOOD FT by LAWRENCE,CHRIS",OGL 57-62 (-5),,"GOOD FT by LAWRENCE,CHRIS",2
00:03,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
00:03,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
00:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
