Time Remaining,AUR,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
02:01,"TURNOVER  by KLADIS,NICK",,,,,,,"TURNOVER  by KLADIS,NICK",1
02:00,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",1
01:55,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",1
01:55,"BLOCK  by LAGRONE,JEREMY",,,,,,,"BLOCK  by LAGRONE,JEREMY",1
--,"REBOUND DEF by FRITSCH,CHRIS",,,,,,,"REBOUND DEF by FRITSCH,CHRIS",1
01:50,"GOOD 3PTR by KLADIS,NICK",37,,41 (+4),,AUR 37-41 (+4),,"GOOD 3PTR by KLADIS,NICK",1
01:28,,37,,43 (+6),"GOOD JUMPER by SULLIVAN,BRENNAN",RHO 37-43 (+6),,"GOOD JUMPER by SULLIVAN,BRENNAN",1
01:28,"FOUL  by FRITSCH,CHRIS",,,,,,,"FOUL  by FRITSCH,CHRIS",1
01:28,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",1
01:28,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:28,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:26,"GOOD FT by FRITSCH,CHRIS",38,,43 (+5),,AUR 38-43 (+5),,"GOOD FT by FRITSCH,CHRIS",1
01:26,"GOOD FT by FRITSCH,CHRIS",39,,43 (+4),,AUR 39-43 (+4),,"GOOD FT by FRITSCH,CHRIS",1
01:26,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",1
01:12,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",1
01:11,"STEAL  by STOKES,KALMON",,,,,,,"STEAL  by STOKES,KALMON",1
01:02,"MISS JUMPER by STOKES,KALMON",,,,,,,"MISS JUMPER by STOKES,KALMON",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
00:46,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",1
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",1
00:44,,39,,45 (+6),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 39-45 (+6),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
00:17,"GOOD 3PTR by KLADIS,NICK",42,,45 (+3),,AUR 42-45 (+3),,"GOOD 3PTR by KLADIS,NICK",1
--,"ASSIST  by STOKES,KALMON",,,,,,,"ASSIST  by STOKES,KALMON",1
00:12,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",1
00:12,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",1
00:12,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
00:12,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:10,"GOOD LAYUP by KLADIS,NICK(in the paint)",44,,45 (+1),,AUR 44-45 (+1),,"GOOD LAYUP by KLADIS,NICK(in the paint)",1
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",1
00:00,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND DEF by STOKES,KALMON",,,,,,,"REBOUND DEF by STOKES,KALMON",1
19:37,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
19:34,,44,,47 (+3),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 44-47 (+3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
19:17,"MISS 3PTR by KLADIS,NICK",,,,,,,"MISS 3PTR by KLADIS,NICK",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
18:54,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
18:50,"FOUL  by STOKES,KALMON",,,,,,,"FOUL  by STOKES,KALMON",2
18:50,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:50,,44,,48 (+4),"GOOD FT by BUTTS,KEYSHAWN",RHO 44-48 (+4),,"GOOD FT by BUTTS,KEYSHAWN",2
18:40,"MISS 3PTR by HALL,TYLER",,,,,,,"MISS 3PTR by HALL,TYLER",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
18:21,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",2
--,"REBOUND DEF by KLADIS,NICK",,,,,,,"REBOUND DEF by KLADIS,NICK",2
18:15,"MISS JUMPER by GRIFFIN,JOVON",,,,,,,"MISS JUMPER by GRIFFIN,JOVON",2
--,"REBOUND OFF by KLADIS,NICK",,,,,,,"REBOUND OFF by KLADIS,NICK",2
17:57,"MISS 3PTR by GRIFFIN,JOVON",,,,,,,"MISS 3PTR by GRIFFIN,JOVON",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
17:36,,44,,50 (+6),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 44-50 (+6),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
17:16,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
17:16,"GOOD FT by HALL,TYLER",45,,50 (+5),,AUR 45-50 (+5),,"GOOD FT by HALL,TYLER",2
17:16,"GOOD FT by HALL,TYLER",46,,50 (+4),,AUR 46-50 (+4),,"GOOD FT by HALL,TYLER",2
17:06,"FOUL  by STOKES,KALMON",,,,,,,"FOUL  by STOKES,KALMON",2
17:06,,46,,51 (+5),"GOOD FT by GEE,TYLER",RHO 46-51 (+5),,"GOOD FT by GEE,TYLER",2
17:06,,46,,52 (+6),"GOOD FT by GEE,TYLER",RHO 46-52 (+6),,"GOOD FT by GEE,TYLER",2
16:57,"GOOD JUMPER by LYNN,JOSH",48,,52 (+4),,AUR 48-52 (+4),,"GOOD JUMPER by LYNN,JOSH",2
--,"ASSIST  by KLADIS,NICK",,,,,,,"ASSIST  by KLADIS,NICK",2
16:35,,48,,54 (+6),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHO 48-54 (+6),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
16:27,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
16:14,"TURNOVER  by LYNN,JOSH",,,,,,,"TURNOVER  by LYNN,JOSH",2
16:13,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
16:07,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by STOKES,KALMON",,,,,,,"REBOUND DEF by STOKES,KALMON",2
16:00,"GOOD 3PTR by STOKES,KALMON",51,,54 (+3),,AUR 51-54 (+3),,"GOOD 3PTR by STOKES,KALMON",2
--,"ASSIST  by GRIFFIN,JOVON",,,,,,,"ASSIST  by GRIFFIN,JOVON",2
15:48,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
15:47,"STEAL  by KLADIS,NICK",,,,,,,"STEAL  by KLADIS,NICK",2
15:45,"GOOD LAYUP by KLADIS,NICK(fastbreak)(in the paint)",53,,54 (+1),,AUR 53-54 (+1),,"GOOD LAYUP by KLADIS,NICK(fastbreak)(in the paint)",2
15:25,,53,,57 (+4),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 53-57 (+4),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
15:12,"MISS 3PTR by KLADIS,NICK",,,,,,,"MISS 3PTR by KLADIS,NICK",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
15:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:01,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
15:01,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
15:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:01,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
15:01,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
15:01,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:01,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
15:01,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
15:01,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:01,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
15:01,"SUB OUT by DUNN,MATT",,,,,,,"SUB OUT by DUNN,MATT",2
15:01,"SUB OUT by KLADIS,NICK",,,,,,,"SUB OUT by KLADIS,NICK",2
15:01,"SUB OUT by LAGRONE,JORDAN",,,,,,,"SUB OUT by LAGRONE,JORDAN",2
15:01,"SUB OUT by LAGRONE,JEREMY",,,,,,,"SUB OUT by LAGRONE,JEREMY",2
15:01,"SUB OUT by FRITSCH,CHRIS",,,,,,,"SUB OUT by FRITSCH,CHRIS",2
15:01,"SUB IN by HALL,TYLER",,,,,,,"SUB IN by HALL,TYLER",2
15:01,"SUB IN by LAGRONE,JORDAN",,,,,,,"SUB IN by LAGRONE,JORDAN",2
15:01,"SUB IN by GRIFFIN,JOVON",,,,,,,"SUB IN by GRIFFIN,JOVON",2
15:01,"SUB IN by FRITSCH,CHRIS",,,,,,,"SUB IN by FRITSCH,CHRIS",2
15:01,"SUB IN by STOKES,KALMON",,,,,,,"SUB IN by STOKES,KALMON",2
14:47,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
14:44,,53,,60 (+7),"GOOD 3PTR by LOWRIE,ANDREW",RHO 53-60 (+7),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
14:22,"MISS 3PTR by STOKES,KALMON",,,,,,,"MISS 3PTR by STOKES,KALMON",2
--,"REBOUND OFF by GRIFFIN,JOVON",,,,,,,"REBOUND OFF by GRIFFIN,JOVON",2
14:17,"TURNOVER  by STOKES,KALMON",,,,,,,"TURNOVER  by STOKES,KALMON",2
13:46,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:36,"GOOD LAYUP by STOKES,KALMON(in the paint)",55,,60 (+5),,AUR 55-60 (+5),,"GOOD LAYUP by STOKES,KALMON(in the paint)",2
--,"ASSIST  by HALL,TYLER",,,,,,,"ASSIST  by HALL,TYLER",2
13:20,"FOUL  by STOKES,KALMON",,,,,,,"FOUL  by STOKES,KALMON",2
13:10,"FOUL  by HALL,TYLER",,,,,,,"FOUL  by HALL,TYLER",2
13:10,"SUB IN by KLADIS,NICK",,,,,,,"SUB IN by KLADIS,NICK",2
13:10,"SUB OUT by HALL,TYLER",,,,,,,"SUB OUT by HALL,TYLER",2
12:55,,55,,62 (+7),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 55-62 (+7),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
12:42,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
12:36,"TURNOVER  by GRIFFIN,JOVON",,,,,,,"TURNOVER  by GRIFFIN,JOVON",2
12:36,"FOUL  by GRIFFIN,JOVON",,,,,,,"FOUL  by GRIFFIN,JOVON",2
12:36,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:36,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:36,"SUB OUT by DUNN,MATT",,,,,,,"SUB OUT by DUNN,MATT",2
12:36,"SUB OUT by KLADIS,NICK",,,,,,,"SUB OUT by KLADIS,NICK",2
12:36,"SUB OUT by LAGRONE,JORDAN",,,,,,,"SUB OUT by LAGRONE,JORDAN",2
12:36,"SUB OUT by LAGRONE,JEREMY",,,,,,,"SUB OUT by LAGRONE,JEREMY",2
12:36,"SUB OUT by FRITSCH,CHRIS",,,,,,,"SUB OUT by FRITSCH,CHRIS",2
12:36,"SUB IN by DUNN,MATT",,,,,,,"SUB IN by DUNN,MATT",2
12:36,"SUB IN by KLADIS,NICK",,,,,,,"SUB IN by KLADIS,NICK",2
12:36,"SUB IN by LAGRONE,JORDAN",,,,,,,"SUB IN by LAGRONE,JORDAN",2
12:36,"SUB IN by LYNN,JOSH",,,,,,,"SUB IN by LYNN,JOSH",2
12:36,"SUB IN by FRITSCH,CHRIS",,,,,,,"SUB IN by FRITSCH,CHRIS",2
12:24,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by KLADIS,NICK",,,,,,,"REBOUND DEF by KLADIS,NICK",2
12:20,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
12:20,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:03,"MISS 3PTR by FRITSCH,CHRIS",,,,,,,"MISS 3PTR by FRITSCH,CHRIS",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
11:48,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
11:44,,55,,64 (+9),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 55-64 (+9),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
11:34,"GOOD LAYUP by LAGRONE,JORDAN(in the paint)",57,,64 (+7),,AUR 57-64 (+7),,"GOOD LAYUP by LAGRONE,JORDAN(in the paint)",2
11:14,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by KLADIS,NICK",,,,,,,"REBOUND DEF by KLADIS,NICK",2
11:11,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
11:11,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:11,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:11,"SUB OUT by DUNN,MATT",,,,,,,"SUB OUT by DUNN,MATT",2
11:11,"SUB OUT by KLADIS,NICK",,,,,,,"SUB OUT by KLADIS,NICK",2
11:11,"SUB OUT by LAGRONE,JORDAN",,,,,,,"SUB OUT by LAGRONE,JORDAN",2
11:11,"SUB OUT by LAGRONE,JEREMY",,,,,,,"SUB OUT by LAGRONE,JEREMY",2
11:11,"SUB OUT by FRITSCH,CHRIS",,,,,,,"SUB OUT by FRITSCH,CHRIS",2
11:11,"SUB IN by DUNN,MATT",,,,,,,"SUB IN by DUNN,MATT",2
11:11,"SUB IN by KLADIS,NICK",,,,,,,"SUB IN by KLADIS,NICK",2
11:11,"SUB IN by LYNN,JOSH",,,,,,,"SUB IN by LYNN,JOSH",2
11:11,"SUB IN by LAGRONE,JEREMY",,,,,,,"SUB IN by LAGRONE,JEREMY",2
11:11,"SUB IN by STOKES,KALMON",,,,,,,"SUB IN by STOKES,KALMON",2
10:58,"GOOD 3PTR by KLADIS,NICK",60,,64 (+4),,AUR 60-64 (+4),,"GOOD 3PTR by KLADIS,NICK",2
--,"ASSIST  by STOKES,KALMON",,,,,,,"ASSIST  by STOKES,KALMON",2
10:41,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:40,"FOUL  by LAGRONE,JEREMY",,,,,,,"FOUL  by LAGRONE,JEREMY",2
10:38,,60,,66 (+6),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 60-66 (+6),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
10:38,"FOUL  by STOKES,KALMON",,,,,,,"FOUL  by STOKES,KALMON",2
10:38,"SUB IN by FRITSCH,CHRIS",,,,,,,"SUB IN by FRITSCH,CHRIS",2
10:38,"SUB OUT by STOKES,KALMON",,,,,,,"SUB OUT by STOKES,KALMON",2
10:38,,60,,67 (+7),"GOOD FT by GEE,TYLER",RHO 60-67 (+7),,"GOOD FT by GEE,TYLER",2
10:22,"MISS JUMPER by FRITSCH,CHRIS",,,,,,,"MISS JUMPER by FRITSCH,CHRIS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
10:10,,60,,69 (+9),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 60-69 (+9),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
10:10,"FOUL  by DUNN,MATT",,,,,,,"FOUL  by DUNN,MATT",2
10:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:10,,60,,70 (+10),"GOOD FT by GEE,TYLER",RHO 60-70 (+10),,"GOOD FT by GEE,TYLER",2
10:10,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
10:10,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
09:55,"GOOD JUMPER by FRITSCH,CHRIS",62,,70 (+8),,AUR 62-70 (+8),,"GOOD JUMPER by FRITSCH,CHRIS",2
--,"ASSIST  by DUNN,MATT",,,,,,,"ASSIST  by DUNN,MATT",2
09:28,,62,,72 (+10),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 62-72 (+10),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
09:09,"GOOD LAYUP by LAGRONE,JEREMY(in the paint)",64,,72 (+8),,AUR 64-72 (+8),,"GOOD LAYUP by LAGRONE,JEREMY(in the paint)",2
09:09,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
09:09,"MISS FT by LAGRONE,JEREMY",,,,,,,"MISS FT by LAGRONE,JEREMY",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
08:40,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
08:25,,64,,74 (+10),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 64-74 (+10),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
08:01,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
08:01,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
08:01,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
08:01,"SUB IN by STOKES,KALMON",,,,,,,"SUB IN by STOKES,KALMON",2
08:01,"SUB OUT by FRITSCH,CHRIS",,,,,,,"SUB OUT by FRITSCH,CHRIS",2
08:01,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:01,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:01,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
08:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:49,"MISS LAYUP by LYNN,JOSH",,,,,,,"MISS LAYUP by LYNN,JOSH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:47,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
07:47,"GOOD FT by KLADIS,NICK",65,,74 (+9),,AUR 65-74 (+9),,"GOOD FT by KLADIS,NICK",2
07:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:47,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
07:47,"GOOD FT by KLADIS,NICK",66,,74 (+8),,AUR 66-74 (+8),,"GOOD FT by KLADIS,NICK",2
07:26,"FOUL  by DUNN,MATT",,,,,,,"FOUL  by DUNN,MATT",2
07:26,,66,,75 (+9),"GOOD FT by GEE,TYLER",RHO 66-75 (+9),,"GOOD FT by GEE,TYLER",2
07:26,"SUB IN by GRIFFIN,JOVON",,,,,,,"SUB IN by GRIFFIN,JOVON",2
07:26,"SUB OUT by DUNN,MATT",,,,,,,"SUB OUT by DUNN,MATT",2
07:26,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by LYNN,JOSH",,,,,,,"REBOUND DEF by LYNN,JOSH",2
07:02,"MISS 3PTR by KLADIS,NICK",,,,,,,"MISS 3PTR by KLADIS,NICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:32,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
06:32,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
06:32,"SUB IN by HALL,TYLER",,,,,,,"SUB IN by HALL,TYLER",2
06:32,"SUB OUT by LAGRONE,JEREMY",,,,,,,"SUB OUT by LAGRONE,JEREMY",2
06:32,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
06:32,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:21,"TURNOVER  by HALL,TYLER",,,,,,,"TURNOVER  by HALL,TYLER",2
06:21,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
05:58,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
05:56,"FOUL  by GRIFFIN,JOVON",,,,,,,"FOUL  by GRIFFIN,JOVON",2
05:56,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:56,,66,,76 (+10),"GOOD FT by DARST,DANIEL",RHO 66-76 (+10),,"GOOD FT by DARST,DANIEL",2
05:47,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
05:47,"GOOD FT by GRIFFIN,JOVON",67,,76 (+9),,AUR 67-76 (+9),,"GOOD FT by GRIFFIN,JOVON",2
05:47,"GOOD FT by GRIFFIN,JOVON",68,,76 (+8),,AUR 68-76 (+8),,"GOOD FT by GRIFFIN,JOVON",2
05:40,"FOUL  by LYNN,JOSH",,,,,,,"FOUL  by LYNN,JOSH",2
05:40,,68,,77 (+9),"GOOD FT by BUTTS,KEYSHAWN",RHO 68-77 (+9),,"GOOD FT by BUTTS,KEYSHAWN",2
05:40,,68,,78 (+10),"GOOD FT by BUTTS,KEYSHAWN",RHO 68-78 (+10),,"GOOD FT by BUTTS,KEYSHAWN",2
05:32,"MISS 3PTR by STOKES,KALMON",,,,,,,"MISS 3PTR by STOKES,KALMON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:17,"GOOD 3PTR by GRIFFIN,JOVON",71,,78 (+7),,AUR 71-78 (+7),,"GOOD 3PTR by GRIFFIN,JOVON",2
--,"ASSIST  by HALL,TYLER",,,,,,,"ASSIST  by HALL,TYLER",2
04:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:52,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
04:35,"GOOD LAYUP by HALL,TYLER(in the paint)",73,,78 (+5),,AUR 73-78 (+5),,"GOOD LAYUP by HALL,TYLER(in the paint)",2
--,"ASSIST  by GRIFFIN,JOVON",,,,,,,"ASSIST  by GRIFFIN,JOVON",2
04:24,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
04:18,"TURNOVER  by GRIFFIN,JOVON",,,,,,,"TURNOVER  by GRIFFIN,JOVON",2
04:18,"FOUL  by GRIFFIN,JOVON",,,,,,,"FOUL  by GRIFFIN,JOVON",2
04:18,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
04:18,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
04:18,FOUL  by TEAM,,,,,,,FOUL  by TEAM,2
04:18,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:18,,73,,79 (+6),"GOOD FT by SULLIVAN,BRENNAN",RHO 73-79 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
04:18,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
04:18,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:18,"SUB IN by LAGRONE,JEREMY",,,,,,,"SUB IN by LAGRONE,JEREMY",2
04:18,"SUB OUT by GRIFFIN,JOVON",,,,,,,"SUB OUT by GRIFFIN,JOVON",2
03:53,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,"REBOUND DEF by HALL,TYLER",,,,,,,"REBOUND DEF by HALL,TYLER",2
03:43,"GOOD 3PTR by KLADIS,NICK",76,,79 (+3),,AUR 76-79 (+3),,"GOOD 3PTR by KLADIS,NICK",2
--,"ASSIST  by HALL,TYLER",,,,,,,"ASSIST  by HALL,TYLER",2
03:29,,76,,81 (+5),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 76-81 (+5),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
03:25,"TURNOVER  by LYNN,JOSH",,,,,,,"TURNOVER  by LYNN,JOSH",2
