Time Remaining,UC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
16:38,,30,,31 (+1),"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 30-31 (+1),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
16:38,"FOUL  by DORFMAN,BEN",,,,,,,"FOUL  by DORFMAN,BEN",2
16:38,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by GABBARD,SAM",,,,,,,"REBOUND DEF by GABBARD,SAM",2
16:19,"GOOD JUMPER by GABBARD,SAM(in the paint)",32 (+1),,31,,UC 32-31 (-1),,"GOOD JUMPER by GABBARD,SAM(in the paint)",2
15:58,,32,,33 (+1),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 32-33 (+1),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
15:58,"FOUL  by GABBARD,SAM",,,,,,,"FOUL  by GABBARD,SAM",2
15:58,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",2
15:58,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",2
15:58,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",2
15:58,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",2
15:58,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
15:58,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",2
15:58,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",2
15:58,"SUB IN by CILIA,COREY",,,,,,,"SUB IN by CILIA,COREY",2
15:58,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
15:58,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
15:58,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,"REBOUND DEF by CILIA,COREY",,,,,,,"REBOUND DEF by CILIA,COREY",2
15:44,"TURNOVER  by GABBARD,SAM",,,,,,,"TURNOVER  by GABBARD,SAM",2
15:44,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
15:44,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
15:44,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:28,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
15:28,"STEAL  by PONCE,MATTHEW",,,,,,,"STEAL  by PONCE,MATTHEW",2
15:10,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
15:10,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
15:10,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",2
15:10,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:10,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
14:43,"TURNOVER  by PONCE,MATTHEW",,,,,,,"TURNOVER  by PONCE,MATTHEW",2
14:42,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
14:23,,,,,"MISS JUMPER by BUTTS,KEYSHAWN",,,"MISS JUMPER by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
14:22,"FOUL  by CILIA,COREY",,,,,,,"FOUL  by CILIA,COREY",2
14:22,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:22,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by CILIA,COREY",,,,,,,"REBOUND DEF by CILIA,COREY",2
14:10,"GOOD LAYUP by CRAIN,WILL(in the paint)",34 (+1),,33,,UC 34-33 (-1),,"GOOD LAYUP by CRAIN,WILL(in the paint)",2
--,"ASSIST  by HOLLER,DYLAN",,,,,,,"ASSIST  by HOLLER,DYLAN",2
13:53,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by CRAIN,WILL",,,,,,,"REBOUND DEF by CRAIN,WILL",2
13:47,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
13:47,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",2
13:47,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",2
13:47,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
13:47,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
13:44,"GOOD LAYUP by CRAIN,WILL(in the paint)",36 (+3),,33,,UC 36-33 (-3),,"GOOD LAYUP by CRAIN,WILL(in the paint)",2
13:34,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
13:34,"BLOCK  by CRAIN,WILL",,,,,,,"BLOCK  by CRAIN,WILL",2
--,"REBOUND DEF by HOLLER,DYLAN",,,,,,,"REBOUND DEF by HOLLER,DYLAN",2
13:17,"TURNOVER  by CILIA,COREY",,,,,,,"TURNOVER  by CILIA,COREY",2
13:16,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
13:12,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by CRAIN,WILL",,,,,,,"REBOUND DEF by CRAIN,WILL",2
13:05,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
13:05,"GOOD FT by PONCE,MATTHEW",37 (+4),,33,,UC 37-33 (-4),,"GOOD FT by PONCE,MATTHEW",2
13:05,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
13:05,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
13:05,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
13:05,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
13:05,"SUB IN by CREIGHTON,KYLE",,,,,,,"SUB IN by CREIGHTON,KYLE",2
13:05,"SUB OUT by HOLLER,DYLAN",,,,,,,"SUB OUT by HOLLER,DYLAN",2
13:05,"GOOD FT by PONCE,MATTHEW",38 (+5),,33,,UC 38-33 (-5),,"GOOD FT by PONCE,MATTHEW",2
12:47,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by DORFMAN,BEN",,,,,,,"REBOUND DEF by DORFMAN,BEN",2
12:28,"MISS JUMPER by CILIA,COREY",,,,,,,"MISS JUMPER by CILIA,COREY",2
--,"REBOUND OFF by CREIGHTON,KYLE",,,,,,,"REBOUND OFF by CREIGHTON,KYLE",2
12:25,"TURNOVER  by CREIGHTON,KYLE",,,,,,,"TURNOVER  by CREIGHTON,KYLE",2
12:25,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:25,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:53,,38 (+2),,36,"GOOD 3PTR by DARST,DANIEL",RHO 38-36 (-2),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
11:51,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
11:51,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:31,"GOOD LAYUP by PONCE,MATTHEW(in the paint)",40 (+4),,36,,UC 40-36 (-4),,"GOOD LAYUP by PONCE,MATTHEW(in the paint)",2
--,"ASSIST  by GABBARD,SAM",,,,,,,"ASSIST  by GABBARD,SAM",2
11:12,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
11:11,"FOUL  by DORFMAN,BEN",,,,,,,"FOUL  by DORFMAN,BEN",2
11:10,"FOUL  by DORFMAN,BEN",,,,,,,"FOUL  by DORFMAN,BEN",2
11:10,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",2
11:10,"SUB OUT by DORFMAN,BEN",,,,,,,"SUB OUT by DORFMAN,BEN",2
11:10,,40 (+3),,37,"GOOD FT by DARST,DANIEL",RHO 40-37 (-3),,"GOOD FT by DARST,DANIEL",2
11:10,,40 (+2),,38,"GOOD FT by DARST,DANIEL",RHO 40-38 (-2),,"GOOD FT by DARST,DANIEL",2
10:50,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
10:21,"MISS 3PTR by CREIGHTON,KYLE",,,,,,,"MISS 3PTR by CREIGHTON,KYLE",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
10:09,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",2
10:08,"STEAL  by CILIA,COREY",,,,,,,"STEAL  by CILIA,COREY",2
09:53,"MISS LAYUP by CREIGHTON,KYLE",,,,,,,"MISS LAYUP by CREIGHTON,KYLE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:52,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
09:52,"SUB OUT by CREIGHTON,KYLE",,,,,,,"SUB OUT by CREIGHTON,KYLE",2
09:43,"MISS JUMPER by PONCE,JARED",,,,,,,"MISS JUMPER by PONCE,JARED",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
09:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:23,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by GABBARD,SAM",,,,,,,"REBOUND DEF by GABBARD,SAM",2
09:22,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
09:22,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",2
09:22,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",2
09:22,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
09:22,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
09:22,"GOOD FT by GABBARD,SAM",41 (+3),,38,,UC 41-38 (-3),,"GOOD FT by GABBARD,SAM",2
09:22,"MISS FT by GABBARD,SAM",,,,,,,"MISS FT by GABBARD,SAM",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
09:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:17,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
09:17,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",2
09:10,,41,,41,"GOOD 3PTR by LOWRIE,ANDREW",RHO 41-41 (0),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
08:51,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",2
08:51,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",2
08:51,"MISS 3PTR by DORFMAN,BEN",,,,,,,"MISS 3PTR by DORFMAN,BEN",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
08:43,"FOUL  by PONCE,JARED",,,,,,,"FOUL  by PONCE,JARED",2
08:43,,,,,"MISS FT by LOWRIE,ANDREW",,,"MISS FT by LOWRIE,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:43,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
08:43,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:43,,41,,42 (+1),"GOOD FT by LOWRIE,ANDREW",RHO 41-42 (+1),,"GOOD FT by LOWRIE,ANDREW",2
08:43,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
08:43,"SUB OUT by HOLLER,DYLAN",,,,,,,"SUB OUT by HOLLER,DYLAN",2
08:30,"GOOD LAYUP by GABBARD,SAM(in the paint)",43 (+1),,42,,UC 43-42 (-1),,"GOOD LAYUP by GABBARD,SAM(in the paint)",2
08:10,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
08:10,"BLOCK  by CRAIN,WILL",,,,,,,"BLOCK  by CRAIN,WILL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:10,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
08:10,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:10,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
08:10,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
08:10,"FOUL  by MARLOW,ADAM",,,,,,,"FOUL  by MARLOW,ADAM",2
08:10,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
08:10,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
08:10,,43,,43,"GOOD FT by DARST,DANIEL",RHO 43-43 (0),,"GOOD FT by DARST,DANIEL",2
08:10,,43,,44 (+1),"GOOD FT by DARST,DANIEL",RHO 43-44 (+1),,"GOOD FT by DARST,DANIEL",2
07:55,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
07:47,,43,,46 (+3),"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",RHO 43-46 (+3),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
07:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:47,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
07:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:47,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
07:47,"SUB OUT by HOLLER,DYLAN",,,,,,,"SUB OUT by HOLLER,DYLAN",2
07:20,"MISS JUMPER by GABBARD,SAM",,,,,,,"MISS JUMPER by GABBARD,SAM",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
06:48,,43,,48 (+5),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 43-48 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",2
06:24,"TURNOVER  by MARLOW,ADAM",,,,,,,"TURNOVER  by MARLOW,ADAM",2
06:23,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
06:19,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by GABBARD,SAM",,,,,,,"REBOUND DEF by GABBARD,SAM",2
06:12,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
06:12,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",2
06:12,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",2
06:12,"GOOD FT by PONCE,JARED",44,,48 (+4),,UC 44-48 (+4),,"GOOD FT by PONCE,JARED",2
06:12,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
06:12,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:12,"GOOD FT by PONCE,JARED",45,,48 (+3),,UC 45-48 (+3),,"GOOD FT by PONCE,JARED",2
06:01,"FOUL  by PONCE,MATTHEW",,,,,,,"FOUL  by PONCE,MATTHEW",2
06:01,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:01,,45,,49 (+4),"GOOD FT by BUTTS,KEYSHAWN",RHO 45-49 (+4),,"GOOD FT by BUTTS,KEYSHAWN",2
05:47,"MISS LAYUP by CRAIN,WILL",,,,,,,"MISS LAYUP by CRAIN,WILL",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
05:35,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by PONCE,MATTHEW",,,,,,,"REBOUND DEF by PONCE,MATTHEW",2
05:25,"TURNOVER  by DORFMAN,BEN",,,,,,,"TURNOVER  by DORFMAN,BEN",2
05:23,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
05:17,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
05:17,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
05:17,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",2
05:17,"SUB OUT by DORFMAN,BEN",,,,,,,"SUB OUT by DORFMAN,BEN",2
05:03,,45,,51 (+6),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 45-51 (+6),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",2
05:03,"FOUL  by MARLOW,ADAM",,,,,,,"FOUL  by MARLOW,ADAM",2
05:03,,45,,52 (+7),"GOOD FT by HARRISON,IAN",RHO 45-52 (+7),,"GOOD FT by HARRISON,IAN",2
04:50,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",2
--,"REBOUND OFF by PONCE,JARED",,,,,,,"REBOUND OFF by PONCE,JARED",2
04:46,"GOOD LAYUP by CRAIN,WILL(in the paint)",47,,52 (+5),,UC 47-52 (+5),,"GOOD LAYUP by CRAIN,WILL(in the paint)",2
--,"ASSIST  by PONCE,JARED",,,,,,,"ASSIST  by PONCE,JARED",2
04:44,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
04:44,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:44,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
04:44,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",2
04:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:23,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
04:23,"SUB OUT by HOLLER,DYLAN",,,,,,,"SUB OUT by HOLLER,DYLAN",2
04:23,,47,,55 (+8),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 47-55 (+8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
04:09,"GOOD DUNK by CRAIN,WILL(in the paint)",49,,55 (+6),,UC 49-55 (+6),,"GOOD DUNK by CRAIN,WILL(in the paint)",2
--,"ASSIST  by GABBARD,SAM",,,,,,,"ASSIST  by GABBARD,SAM",2
03:45,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
03:45,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
03:45,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:45,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
03:45,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:45,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
03:45,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
03:45,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
03:37,"MISS 3PTR by GABBARD,SAM",,,,,,,"MISS 3PTR by GABBARD,SAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:35,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
03:35,"GOOD FT by PONCE,JARED",50,,55 (+5),,UC 50-55 (+5),,"GOOD FT by PONCE,JARED",2
03:35,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
03:35,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
03:35,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
03:35,"SUB OUT by HOLLER,DYLAN",,,,,,,"SUB OUT by HOLLER,DYLAN",2
03:35,"GOOD FT by PONCE,JARED",51,,55 (+4),,UC 51-55 (+4),,"GOOD FT by PONCE,JARED",2
03:25,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
--,"REBOUND DEF by MARLOW,ADAM",,,,,,,"REBOUND DEF by MARLOW,ADAM",2
03:16,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",2
03:16,,,,,"BLOCK  by WEIR,JJ",,,"BLOCK  by WEIR,JJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:16,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
03:16,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",2
03:16,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:16,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
03:07,"MISS 3PTR by MARLOW,ADAM",,,,,,,"MISS 3PTR by MARLOW,ADAM",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
03:07,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
03:07,"MISS FT by HOLLER,DYLAN",,,,,,,"MISS FT by HOLLER,DYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:07,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
03:07,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:07,"MISS FT by HOLLER,DYLAN",,,,,,,"MISS FT by HOLLER,DYLAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
02:49,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by HOLLER,DYLAN",,,,,,,"REBOUND DEF by HOLLER,DYLAN",2
02:19,"MISS 3PTR by PONCE,JARED",,,,,,,"MISS 3PTR by PONCE,JARED",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
01:48,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:44,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
01:44,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",2
01:44,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",2
01:44,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",2
01:44,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",2
01:44,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",2
01:44,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
01:44,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",2
01:44,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",2
01:44,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",2
01:44,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",2
01:44,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
01:26,"TURNOVER  by MARLOW,ADAM",,,,,,,"TURNOVER  by MARLOW,ADAM",2
01:25,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",2
01:25,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
00:55,,51,,57 (+6),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 51-57 (+6),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
00:36,"MISS LAYUP by GABBARD,SAM",,,,,,,"MISS LAYUP by GABBARD,SAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:36,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",2
00:36,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",2
00:31,"GOOD 3PTR by PONCE,JARED",54,,57 (+3),,UC 54-57 (+3),,"GOOD 3PTR by PONCE,JARED",2
--,"ASSIST  by PONCE,MATTHEW",,,,,,,"ASSIST  by PONCE,MATTHEW",2
00:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:30,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:30,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
00:22,"FOUL  by MARLOW,ADAM",,,,,,,"FOUL  by MARLOW,ADAM",2
00:22,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
