,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,19:34,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",1,jumper,missed,centre college,"gump,matt",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1174.0,maryville college,1,0,0.0,1
1,1,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",1,defensive rebound,,maryville college,"butler,oscar",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",,maryville college,1,0,0.0,0
2,2,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,19:22,,,,,"TURNOVER  by BUTLER,OSCAR",,,"TURNOVER  by BUTLER,OSCAR",1,turnover,,maryville college,"butler,oscar",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1162.0,maryville college,1,0,0.0,0
3,3,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,19:21,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",1,steal,,centre college,,,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1161.0,maryville college,1,0,0.0,0
4,4,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,19:17,"GOOD LAYUP by SCINTA,BLAKE(fastbreak)(in the paint)",2.0,,0.0,,CENTRE_M 2-0 (+2),,"GOOD LAYUP by SCINTA,BLAKE(fastbreak)(in the paint)",1,layup,good,centre college,"scinta,blake(fastbreak)",2.0,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1157.0,centre college,2,0,0.0,1
5,5,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,--,"ASSIST  by STEGGEMAN,ANDREW",2.0,,0.0,,,,"ASSIST  by STEGGEMAN,ANDREW",1,assist,,centre college,"steggeman,andrew",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",,centre college,2,0,0.0,0
6,6,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,18:55,,2.0,,2.0,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVCM 2-2 (0),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",1,jumper,good,maryville college,"byrd,jaumonee",2.0,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1135.0,centre college,2,0,0.0,0
7,7,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,18:31,"MISS 3PTR by STEGGEMAN,ANDREW",2.0,,2.0,,,,"MISS 3PTR by STEGGEMAN,ANDREW",1,three pointer,missed,centre college,"steggeman,andrew",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1111.0,centre college,2,0,0.0,0
8,8,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,--,,2.0,,2.0,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",1,defensive rebound,,maryville college,"butler,oscar",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",,centre college,2,0,0.0,0
9,9,783,Maryville College,Centre College,0,73-62,"22,40","33,40",0-1,1-0,,,11/15/14,4:00 AM,,"Maryville, Tenn.",Lose,2,False,1156,False,18:28,"FOUL  by SCINTA,BLAKE",2.0,,2.0,,,,"FOUL  by SCINTA,BLAKE",1,foul,,centre college,"scinta,blake",,"['karsner,josh', 'scinta,blake', 'gump,matt', 'steggeman,andrew', 'wesley,tyler']","['byrd,jaumonee', 'ford,christian', 'butler,oscar', 'shoffner,spencer', 'bowyer,jaylen']",1108.0,maryville college,3,0,0.0,1
