,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,19:30,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1,jumper,missed,sewanee,"caldwell,marcellus",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1170.0,centre college,1,0,0.0,1
1,1,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1,defensive rebound,,centre college,"scinta,blake",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,centre college,1,0,0.0,0
2,2,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,19:04,,0.0,,3.0,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 0-3 (+3),,"GOOD 3PTR by KARSNER,JOSH",1,three pointer,good,centre college,"karsner,josh",3.0,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1144.0,centre college,1,0,0.0,0
3,3,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,0.0,,3.0,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1,assist,,centre college,"wesley,tyler",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,centre college,1,0,0.0,0
4,4,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,18:51,"GOOD 3PTR by TOME,MATT",3.0,,3.0,,SEWANEEM 3-3 (0),,"GOOD 3PTR by TOME,MATT",1,three pointer,good,sewanee,"tome,matt",3.0,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1131.0,centre college,1,0,0.0,0
5,5,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,"ASSIST  by CALDWELL,MARCELLUS",3.0,,3.0,,,,"ASSIST  by CALDWELL,MARCELLUS",1,assist,,sewanee,"caldwell,marcellus",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,centre college,1,0,0.0,0
6,6,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,18:18,,3.0,,3.0,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",1,turnover,,centre college,"gump,matt",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1098.0,centre college,1,0,0.0,0
7,7,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,18:09,"MISS JUMPER by CARTER,KESHONN",3.0,,3.0,,,,"MISS JUMPER by CARTER,KESHONN",1,jumper,missed,sewanee,"carter,keshonn",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1089.0,sewanee,2,0,0.0,1
8,8,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,3.0,,3.0,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1,defensive rebound,,centre college,"wesley,tyler",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,sewanee,2,0,0.0,0
9,9,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,17:56,,3.0,,3.0,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",1,layup,missed,centre college,"wesley,tyler",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1076.0,centre college,3,0,0.0,1
10,10,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,17:56,"BLOCK  by CARTER,KESHONN",3.0,,3.0,,,,"BLOCK  by CARTER,KESHONN",1,block,,sewanee,"carter,keshonn",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1076.0,centre college,3,0,0.0,0
11,11,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,3.0,,3.0,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1,offensive rebound,,centre college,"wesley,tyler",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,centre college,3,0,0.0,0
12,12,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,17:56,,3.0,,3.0,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",1,turnover,,centre college,"wesley,tyler",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1076.0,centre college,3,0,0.0,0
13,13,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,17:21,"MISS 3PTR by BROWN,SETH",3.0,,3.0,,,,"MISS 3PTR by BROWN,SETH",1,three pointer,missed,sewanee,"brown,seth",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1041.0,sewanee,4,0,0.0,1
14,14,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,3.0,,3.0,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1,defensive rebound,,centre college,"karsner,josh",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,sewanee,4,0,0.0,0
15,15,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,17:09,,3.0,,3.0,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1,turnover,,centre college,"scinta,blake",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1029.0,centre college,5,0,0.0,1
16,16,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,16:51,,3.0,,3.0,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",1,foul,,centre college,"geegan,mike",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",1011.0,sewanee,6,0,0.0,1
17,17,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,16:39,"MISS JUMPER by WILLIAMS,JORDEN",3.0,,3.0,,,,"MISS JUMPER by WILLIAMS,JORDEN",1,jumper,missed,sewanee,"williams,jorden",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",999.0,sewanee,6,0,0.0,0
18,18,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,REBOUND OFF by TEAM,3.0,,3.0,,,,REBOUND OFF by TEAM,1,offensive rebound,,sewanee,,,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,sewanee,6,0,0.0,0
19,19,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,16:31,"MISS LAYUP by CALDWELL,MARCELLUS",3.0,,3.0,,,,"MISS LAYUP by CALDWELL,MARCELLUS",1,layup,missed,sewanee,"caldwell,marcellus",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",991.0,sewanee,6,0,0.0,0
20,20,796,Centre College,Sewanee,1,45-58,"32,26","22,23",11-3,9-6,2-2,3-1,01/17/15,3:00 PM,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,383,False,--,,3.0,,3.0,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1,defensive rebound,,centre college,"karsner,josh",,"['williams,jorden', 'brown,seth', 'tome,matt', 'caldwell,marcellus', 'carter,keshonn']","['karsner,josh', 'scinta,blake', 'geegan,mike', 'wesley,tyler', 'gump,matt']",,sewanee,6,0,0.0,0
