Time Remaining,SEWANEEM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
14:16,,49 (+7),,42,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 49-42 (+7),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
13:47,"GOOD LAYUP by CARTER,KESHONN(in the paint)",51 (+9),,42,,SEWANEEM 51-42 (+9),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",2
13:23,,51 (+7),,44,"GOOD JUMPER by BARRETT,JORDAN(in the paint)",HC 51-44 (+7),,"GOOD JUMPER by BARRETT,JORDAN(in the paint)",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
13:02,"GOOD LAYUP by VEAL,ROBERT(in the paint)",53 (+9),,44,,SEWANEEM 53-44 (+9),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
13:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:02,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
13:02,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
13:02,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
13:02,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
13:02,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
13:02,,,,,"SUB IN by GUMM,GABE",,,"SUB IN by GUMM,GABE",2
13:02,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
13:02,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
12:54,,53 (+7),,46,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 53-46 (+7),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
12:39,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
12:31,,53 (+4),,49,"GOOD 3PTR by NIKOLOVSKI,DREW(fastbreak)",HC 53-49 (+4),,"GOOD 3PTR by NIKOLOVSKI,DREW(fastbreak)",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
12:05,"GOOD JUMPER by VEAL,ROBERT",55 (+6),,49,,SEWANEEM 55-49 (+6),,"GOOD JUMPER by VEAL,ROBERT",2
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",2
11:48,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
11:15,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by GUMM,GABE",,,"REBOUND DEF by GUMM,GABE",2
10:59,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
10:23,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
10:19,"GOOD TIPIN by STONE,BRODY(in the paint)",57 (+8),,49,,SEWANEEM 57-49 (+8),,"GOOD TIPIN by STONE,BRODY(in the paint)",2
10:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:10,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
10:10,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
10:10,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:10,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
10:10,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
10:10,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
10:10,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
10:10,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
10:10,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
10:10,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
10:01,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
09:50,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
09:50,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
09:50,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
09:40,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
09:39,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
09:34,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
09:12,,,,,"MISS 3PTR by GUMM,GABE",,,"MISS 3PTR by GUMM,GABE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
08:51,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
08:48,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
08:34,,57 (+5),,52,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 57-52 (+5),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
08:10,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
08:10,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
08:08,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
08:08,"GOOD FT by BORN,LEO",58 (+6),,52,,SEWANEEM 58-52 (+6),,"GOOD FT by BORN,LEO",2
08:08,"GOOD FT by BORN,LEO",59 (+7),,52,,SEWANEEM 59-52 (+7),,"GOOD FT by BORN,LEO",2
08:08,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
08:08,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",2
07:44,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
07:43,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
07:36,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
07:20,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
07:19,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
07:15,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
07:12,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",61 (+9),,52,,SEWANEEM 61-52 (+9),,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
06:44,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
06:43,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",2
06:37,"GOOD JUMPER by CARTER,KESHONN(fastbreak)",63 (+11),,52,,SEWANEEM 63-52 (+11),,"GOOD JUMPER by CARTER,KESHONN(fastbreak)",2
06:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:26,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
06:26,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
06:26,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
06:26,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
06:26,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
06:26,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
06:26,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
06:26,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
06:03,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
05:46,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
05:43,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
05:32,,63 (+8),,55,"GOOD 3PTR by TAULTON,JORDAN",HC 63-55 (+8),,"GOOD 3PTR by TAULTON,JORDAN",2
--,,,,,"ASSIST  by PRIMM,COLTON",,,"ASSIST  by PRIMM,COLTON",2
05:11,,,,,"FOUL  by TAULTON,JORDAN",,,"FOUL  by TAULTON,JORDAN",2
05:10,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
05:10,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
05:10,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
05:10,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
05:10,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
05:10,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
05:10,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
05:10,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
05:00,,,,,"MISS LAYUP by PRIMM,COLTON",,,"MISS LAYUP by PRIMM,COLTON",2
05:00,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
04:46,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
04:25,,63 (+6),,57,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 63-57 (+6),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
04:01,"GOOD LAYUP by CARTER,KESHONN(in the paint)",65 (+8),,57,,SEWANEEM 65-57 (+8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",2
04:01,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
04:01,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
03:39,,,,,"MISS 3PTR by TAULTON,JORDAN",,,"MISS 3PTR by TAULTON,JORDAN",2
--,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",,,"REBOUND OFF by NIKOLOVSKI,DREW",2
03:37,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
03:18,,,,,"MISS LAYUP by PRIMM,COLTON",,,"MISS LAYUP by PRIMM,COLTON",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
03:14,,65 (+6),,59,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 65-59 (+6),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
02:54,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
02:54,,,,,"STEAL  by TAULTON,JORDAN",,,"STEAL  by TAULTON,JORDAN",2
02:53,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
02:42,,65 (+4),,61,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 65-61 (+4),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
02:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:07,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
02:06,,,,,"STEAL  by TAULTON,JORDAN",,,"STEAL  by TAULTON,JORDAN",2
01:43,,65 (+2),,63,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 65-63 (+2),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
01:27,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
01:27,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by BARRETT,JORDAN",,,"REBOUND DEF by BARRETT,JORDAN",2
01:10,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
01:10,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:09,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
01:09,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
01:09,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
01:09,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
01:09,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
01:09,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
01:09,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
01:09,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
01:09,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
01:09,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
00:55,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
00:55,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
00:55,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
00:43,,65,,66 (+1),"GOOD 3PTR by NIKOLOVSKI,DREW",HC 65-66 (-1),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
00:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:38,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
00:38,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
00:23,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
00:23,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
00:21,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
00:21,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:21,"GOOD FT by BORN,LEO",66,,66,,SEWANEEM 66-66 (0),,"GOOD FT by BORN,LEO",2
00:21,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:21,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
00:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:04,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
00:04,"BLOCK  by CALDWELL,MARCELLUS",,,,,,,"BLOCK  by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
05:00,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",3
05:00,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",3
05:00,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",3
05:00,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",3
05:00,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",3
05:00,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",3
05:00,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",3
05:00,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",3
05:00,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",3
05:00,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",3
04:32,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",3
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",3
04:27,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",3
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",3
04:03,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",3
03:50,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",3
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",3
03:38,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",68 (+2),,66,,SEWANEEM 68-66 (+2),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",3
03:22,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",3
--,,,,,"REBOUND OFF by CONARD,ALEC",,,"REBOUND OFF by CONARD,ALEC",3
03:15,,,,,"MISS JUMPER by BARRETT,JORDAN",,,"MISS JUMPER by BARRETT,JORDAN",3
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",3
02:49,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",3
02:39,,68,,68,"GOOD JUMPER by CONARD,ALEC",HC 68-68 (0),,"GOOD JUMPER by CONARD,ALEC",3
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",3
02:11,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",70 (+2),,68,,SEWANEEM 70-68 (+2),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",3
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",3
02:09,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",3
02:09,"GOOD FT by WILLIAMS,JORDEN",71 (+3),,68,,SEWANEEM 71-68 (+3),,"GOOD FT by WILLIAMS,JORDEN",3
02:09,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",3
02:09,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",3
01:59,,71 (+1),,70,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 71-70 (+1),,"GOOD LAYUP by VANCE,LUKE(in the paint)",3
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",3
01:59,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",3
01:59,,71,,71,"GOOD FT by VANCE,LUKE",HC 71-71 (0),,"GOOD FT by VANCE,LUKE",3
01:38,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",73 (+2),,71,,SEWANEEM 73-71 (+2),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",3
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",3
01:20,,,,,"TURNOVER  by TAULTON,JORDAN",,,"TURNOVER  by TAULTON,JORDAN",3
01:17,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",3
00:48,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",3
--,"REBOUND OFF by VEAL,ROBERT",,,,,,,"REBOUND OFF by VEAL,ROBERT",3
00:44,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",3
00:44,"MISS FT by VEAL,ROBERT",,,,,,,"MISS FT by VEAL,ROBERT",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:44,"MISS FT by VEAL,ROBERT",,,,,,,"MISS FT by VEAL,ROBERT",3
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",3
00:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:39,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",3
00:39,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",3
00:22,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",3
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",3
00:19,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",3
00:19,"GOOD FT by TOME,MATT",74 (+3),,71,,SEWANEEM 74-71 (+3),,"GOOD FT by TOME,MATT",3
00:19,"GOOD FT by TOME,MATT",75 (+4),,71,,SEWANEEM 75-71 (+4),,"GOOD FT by TOME,MATT",3
00:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:14,,,,,"MISS JUMPER by BARRETT,JORDAN",,,"MISS JUMPER by BARRETT,JORDAN",3
00:14,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",3
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",3
00:05,,,,,"FOUL  by TAULTON,JORDAN",,,"FOUL  by TAULTON,JORDAN",3
00:05,"GOOD FT by WILLIAMS,JORDEN",76 (+5),,71,,SEWANEEM 76-71 (+5),,"GOOD FT by WILLIAMS,JORDEN",3
00:05,"GOOD FT by WILLIAMS,JORDEN",77 (+6),,71,,SEWANEEM 77-71 (+6),,"GOOD FT by WILLIAMS,JORDEN",3
00:02,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",3
00:02,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",3
00:02,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",3
